 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Sexo: Masc
Período:2018
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"A53   Outr form e as NE da sifilis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A56   Outr infecc p/clamidias transm p/via sexual";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A60   Infecc anogenitais p/virus do herpes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"A63   Outr doenc de transm predom sexual NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"A66   Bouba";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"A69   Outr infecc p/espiroquetas";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"A70   Infecc causadas p/Clamidia psittaci";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"A77   Febre maculosa";-;-;-;2;-;-;-;3;1;1;6;1;2;1;1;1;1;1;1;1;-;23
"A81   Infecc p/virus atipicos sist nervoso central";-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;6;2;5;1;1;-;18
"A86   Encefalite viral NE";-;-;-;2;2;1;1;1;2;1;3;-;-;-;1;1;2;3;1;2;-;23
"A87   Meningite viral";-;-;-;-;-;-;-;-;1;1;-;-;-;1;1;3;-;1;-;-;-;8
"A89   Infecc virais NE do sist nervoso central";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"A90   Dengue";-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;2;-;1;-;-;6
"A91   Febre hemorragica dev virus do dengue";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"A94   Febre viral transm p/artropodes NE";-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;-;1;-;-;-;-;5
"A95   Febre amarela";-;-;-;1;-;-;1;4;8;5;3;8;11;11;5;6;4;2;1;2;-;72
"A98   Outr febres hemorragicas p/virus NCOP";-;-;-;-;-;-;-;-;1;1;2;-;-;1;1;-;-;1;-;-;-;7
"A99   Febres hemorragicas virais NE";-;-;-;-;-;-;1;1;1;2;-;3;3;4;4;3;-;1;-;3;1;27
"B00   Infecc p/virus do herpes";-;-;1;-;-;-;-;-;-;-;-;-;1;-;2;-;1;1;3;3;-;12
"B02   Herpes zoster";-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;1;-;-;2;11;-;17
"B09   Inf viral NE caract p/lesoes pele membr muco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"B15   Hepatite aguda A";-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;1;-;-;4
"B16   Hepatite aguda B";-;-;-;-;-;-;-;-;-;-;1;2;2;1;1;3;3;1;-;3;-;17
"B17   Outr hepatites virais agudas";-;-;-;-;-;-;-;-;-;1;1;-;2;12;4;5;6;1;-;3;-;35
"B18   Hepatite viral cronica";-;-;-;-;-;-;-;-;-;2;2;19;34;61;65;51;46;27;14;12;-;333
"B19   Hepatite viral NE";-;-;-;-;-;-;-;-;1;1;3;2;3;5;6;8;6;-;1;6;-;42
"B20   Doenc p/HIV result doenc infecc e parasit";-;-;-;-;-;1;5;39;77;106;168;145;160;152;98;68;41;26;12;10;4;1112
"B21   Doenc p/HIV result em neopl malig";-;-;-;-;-;-;-;2;4;4;9;5;9;11;3;2;-;4;-;-;-;53
"B22   Doenc p/HIV result em outr doenc espec";-;-;-;-;-;-;1;6;9;28;12;22;19;20;20;11;7;3;2;3;-;163
"B23   Doenc p/HIV result em outr doenc";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;-;-;-;-;4
"B24   Doenc p/HIV NE";-;-;-;-;-;-;-;5;11;10;13;17;21;14;19;8;13;4;1;2;-;138
"B25   Doenc p/citomegalovirus";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;4
"B26   Caxumba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"B27   Mononucleose infecc";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"B33   Outr doenc p/virus NCOP";-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"B37   Candidiase";-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;3;1;-;11
"B39   Histoplasmose";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;2
"B40   Blastomicose";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;3;2;-;1;-;-;9
"B41   Paracoccidioidomicose";-;-;-;-;-;1;-;-;1;-;2;1;-;2;2;-;2;-;-;1;-;12
"B44   Aspergilose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;-;1;1;1;-;8
"B45   Criptococose";-;-;-;-;-;-;-;1;-;2;3;1;1;2;3;6;-;2;1;-;-;22
"B47   Micetoma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B49   Micose NE";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"B53   Outr form malaria conf p/exames parasitolog";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"B54   Malaria NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;3
"B55   Leishmaniose";-;-;-;-;-;-;-;1;1;2;-;2;-;-;-;2;2;2;-;-;-;12
"B57   Doenc de Chagas";-;-;-;-;-;-;1;-;1;1;6;15;28;27;35;50;60;75;63;86;-;448
"B58   Toxoplasmose";-;-;-;-;-;-;-;-;1;-;-;2;-;2;1;-;1;-;-;1;-;8
"B59   Pneumocistose";-;-;-;-;-;-;-;-;-;1;1;4;3;-;2;1;1;-;-;-;-;13
"B65   Esquistossomose";-;-;-;-;-;-;-;-;1;-;1;4;3;4;5;3;5;6;3;1;-;36
"B69   Cisticercose";-;-;-;-;-;-;-;1;-;-;-;-;2;2;2;-;1;-;1;-;-;9
"B77   Ascaridiase";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"B78   Estrongiloidiase";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;2
"B87   Miiase";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;2;-;-;6
"B90   Sequelas de tuberc";-;-;-;-;-;-;1;-;1;-;2;3;2;2;2;5;4;2;2;5;-;31
"B91   Sequelas de poliomielite";-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;2;1;-;-;6
"B92   Sequelas de hanseniase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;3
"B94   Sequelas de outr doenc infecc e parasit e NE";-;-;-;-;-;-;-;-;-;-;-;-;1;5;5;4;1;2;1;-;-;19
"B99   Doenc infecc outr e as NE";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"C00   Neopl malig do labio";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;2;-;2;-;2;-;10
"C01   Neopl malig da base da lingua";-;-;-;-;-;-;-;-;-;-;-;5;8;26;28;14;20;10;7;8;-;126
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;3;1;-;6;6;28;34;64;51;53;33;18;25;-;322
"C03   Neopl malig da gengiva";-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;1;2;-;6
"C04   Neopl malig do assoalho da boca";-;-;-;-;-;-;-;-;-;-;-;2;4;6;15;12;14;6;2;1;-;62
"C05   Neopl malig do palato";-;-;-;-;-;-;-;-;-;-;1;-;2;5;14;6;12;8;5;3;-;56
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;1;-;1;4;2;7;24;34;28;32;24;7;13;-;177
"C07   Neopl malig da gland parotida";-;-;-;-;-;-;-;-;-;-;1;2;4;9;4;8;5;6;7;10;-;56
"C08   Neopl malig outr gland saliv maiores e NE";-;-;-;-;-;-;1;-;-;-;-;-;2;-;3;-;2;2;4;2;-;16
"C09   Neopl malig da amigdala";-;-;-;-;-;-;-;-;-;-;-;1;3;5;10;5;6;7;2;1;-;40
"C10   Neopl malig da orofaringe";-;-;-;-;-;-;-;-;-;-;5;12;35;59;73;89;60;44;26;19;-;422
"C11   Neopl malig da nasofaringe";-;-;-;-;-;-;1;3;-;-;3;3;2;4;7;7;7;7;5;2;-;51
"C12   Neopl malig do seio piriforme";-;-;-;-;-;-;-;-;-;-;-;-;4;2;2;4;6;3;-;1;-;22
"C13   Neopl malig da hipofaringe";-;-;-;-;-;-;-;-;-;-;2;3;4;12;17;25;24;17;6;6;-;116
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;-;-;-;-;-;-;-;1;5;8;28;32;37;31;30;11;18;-;201
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;-;2;5;11;21;85;157;242;287;237;184;124;137;-;1492
"C16   Neopl malig do estomago";-;-;-;-;-;-;-;1;4;15;30;50;73;144;224;322;338;328;305;441;-;2275
"C17   Neopl malig do intestino delgado";-;-;-;-;1;-;-;-;-;3;1;4;3;5;15;20;27;28;15;21;-;143
"C18   Neopl malig do colon";-;-;1;-;-;-;4;6;8;10;24;43;58;118;168;251;262;308;266;406;-;1933
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;-;-;4;6;8;10;19;30;37;40;29;37;-;220
"C20   Neopl malig do reto";-;-;-;-;-;-;-;1;2;7;19;22;29;74;104;114;139;133;97;126;-;867
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;1;-;1;-;3;2;5;5;6;8;6;3;9;-;49
"C22   Neopl malig figado vias biliares intra-hepat";1;-;-;2;1;-;3;4;3;4;8;22;44;125;197;253;308;201;166;236;-;1578
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;1;-;2;3;-;2;8;6;7;19;10;8;-;66
"C24   Neopl malig outr partes e NE vias biliares";-;-;1;-;-;-;-;-;1;-;2;4;8;13;21;40;38;51;45;58;-;282
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;-;3;6;20;27;68;101;154;211;229;220;192;246;-;1477
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;-;-;6;4;5;12;26;50;70;98;88;75;122;-;556
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;-;-;-;-;1;-;-;1;-;2;1;2;2;6;1;1;-;17
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;2;-;3;2;1;1;6;3;3;1;3;-;25
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;1;1;-;17;55;102;162;194;174;132;85;85;-;1008
"C33   Neopl malig da traqueia";-;-;-;-;-;-;-;-;-;-;-;2;1;2;2;2;2;1;3;3;-;18
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;1;1;1;-;7;3;8;19;35;90;197;401;663;668;697;570;729;1;4091
"C37   Neopl malig do timo";-;-;-;-;-;-;-;-;1;1;-;-;-;1;1;4;4;1;2;-;-;15
"C38   Neopl malig do coracao mediastino e pleura";-;-;-;-;-;2;1;-;4;1;5;6;2;8;9;17;16;20;14;14;1;120
"C39   Neop mal out loc mal def ap resp org intrat";-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;4;7;1;1;3;-;20
"C40   Neopl malig ossos/cartilag artic membros";-;-;-;-;-;2;2;1;3;-;1;1;2;1;3;3;4;1;3;2;-;29
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;2;5;10;10;9;3;6;5;8;19;28;22;27;26;18;21;-;219
"C43   Melanoma malig da pele";-;-;-;-;-;-;-;2;1;3;7;11;9;24;17;30;25;27;33;58;-;247
"C44   Outr neopl malig da pele";-;-;-;-;-;-;-;2;2;3;2;4;6;12;8;17;28;29;33;101;-;247
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;-;4;-;4;2;3;2;1;3;-;19
"C46   Sarcoma de Kaposi";-;-;-;-;-;-;-;1;1;2;1;-;-;-;1;-;-;-;2;1;-;9
"C47   Neopl malig nervos perif e sist nerv autonom";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;3;-;-;-;-;-;5
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;-;-;1;1;1;2;3;6;6;11;13;19;27;21;12;11;-;134
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;-;2;-;6;4;8;5;11;12;11;10;22;17;15;19;9;23;-;174
"C50   Neopl malig da mama";-;-;-;-;-;-;-;-;-;-;2;1;1;1;5;4;4;1;4;10;-;33
"C60   Neopl malig do penis";-;-;-;-;-;-;-;-;1;2;2;2;3;6;7;7;9;9;14;9;-;71
"C61   Neopl malig da prostata";-;-;-;-;-;-;1;1;1;-;4;3;11;42;117;222;383;496;642;1326;-;3249
"C62   Neopl malig dos testiculos";-;-;-;-;-;-;7;16;21;11;20;7;7;5;-;3;3;-;6;1;-;107
"C63   Neopl malig outr org genit masc e NE";-;-;-;-;-;-;-;-;-;2;-;-;1;1;2;2;-;1;3;3;-;15
"C64   Neopl malig do rim exceto pelve renal";-;-;2;2;-;1;3;1;5;3;10;11;22;38;65;86;101;89;82;93;-;614
"C65   Neopl malig da pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;4;2;1;-;11
"C66   Neopl malig dos ureteres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;5;-;10
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;1;1;2;3;7;6;15;42;84;124;138;131;295;-;849
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;-;-;1;-;-;1;1;4;4;5;6;7;12;-;41
"C69   Neopl malig do olho e anexos";-;-;-;2;-;1;-;-;-;-;1;3;-;2;1;-;1;2;2;4;-;19
"C70   Neopl malig das meninges";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;3;-;-;-;8
"C71   Neopl malig do encefalo";1;-;1;17;12;11;12;8;14;23;41;42;68;86;119;138;119;101;74;95;-;982
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;1;3;2;4;-;3;1;5;3;-;7;7;10;13;23;12;11;15;-;120
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;-;-;1;2;3;3;9;7;14;10;6;9;-;64
"C74   Neopl malig da gland supra-renal";-;-;-;3;6;-;-;1;2;-;4;-;-;4;3;6;2;8;6;1;-;46
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;1;1;-;1;-;-;-;2;2;3;1;3;7;2;2;4;3;-;32
"C76   Neopl malig outr localiz e mal definidas";-;-;-;-;2;-;1;3;3;3;2;12;29;39;69;85;61;67;50;69;-;495
"C77   Neopl malig secund e NE gangl linfaticos";-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;4;4;5;1;4;-;21
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;1;-;1;-;1;1;4;11;14;30;40;50;42;31;40;-;266
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;-;2;-;1;2;2;5;9;20;22;14;21;16;39;-;153
"C80   Neopl malig s/especificacao de localiz";-;-;-;1;-;-;1;4;4;4;11;16;25;42;91;103;129;125;86;138;1;781
"C81   Doenc de Hodgkin";-;-;-;-;-;1;-;4;4;4;9;-;4;5;6;6;7;4;4;7;-;65
"C82   Linfoma nao-Hodgkin folicular";-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;2;2;-;2;3;-;15
"C83   Linfoma nao-Hodgkin difuso";-;-;-;2;4;-;4;1;-;2;3;2;2;6;8;7;5;9;12;8;-;75
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;1;-;-;1;1;2;2;1;3;3;2;7;4;5;4;3;6;-;45
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;1;-;3;5;10;12;23;10;20;43;48;52;57;53;56;73;-;466
"C88   Doenc imunoproliferativas malignas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;1;3;-;8
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;1;6;9;13;32;49;94;64;63;72;83;-;486
"C91   Leucemia linfoide";-;-;-;12;12;11;13;7;6;13;13;8;7;14;15;14;21;19;33;52;-;270
"C92   Leucemia mieloide";-;-;1;3;11;8;14;10;14;12;15;14;20;21;37;44;48;64;58;86;-;480
"C93   Leucemia monocitica";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;1;-;5
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;-;-;-;-;1;1;-;-;2;-;4;1;3;2;2;2;-;18
"C95   Leucemia de tipo celular NE";-;-;1;2;1;1;3;3;7;4;3;3;4;10;6;11;15;20;18;52;-;164
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;-;-;-;1;1;-;-;-;-;1;-;3;2;-;5;3;2;-;18
"C97   Neopl malig de localiz mult independentes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;-;-;6
"D00   Carcinoma in situ cav oral esofago estomago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;3
"D01   Carcinoma in situ de outr orgaos digestivos";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;2;1;1;-;8
"D02   Carcinoma in situ ouvido medio e ap respirat";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;3;-;1;-;-;8
"D03   Melanoma in situ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D04   Carcinoma in situ da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;4;-;7
"D05   Carcinoma in situ da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"D07   Carcinoma in situ outr orgaos genitais e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;-;5
"D09   Carcinoma in situ de outr localiz e das NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;3;-;7
"D10   Neopl benig da boca e da faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"D12   Neopl benig do colon reto canal anal e anus";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2
"D13   Neopl benig outr part e mal def ap digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;-;-;4
"D14   Neopl benig ouvido medio e aparelho respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D15   Neopl benig outr orgaos intratoracicos e NE";-;-;-;-;-;-;-;1;1;1;-;1;1;-;-;-;-;1;-;-;-;6
"D17   Neopl lipomatosa benig";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"D18   Hemangioma e linfangioma de qualquer localiz";1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2;-;3;-;9
"D21   Outr neopl benig tec conj e outr tec moles";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"D23   Outr neopl benig da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"D29   Neopl benig dos orgaos genitais masc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;1;-;1;1;-;-;1;2;4;1;1;3;2;-;17
"D33   Neopl benig encef e out part sist nerv centr";-;1;-;-;-;-;-;-;-;1;-;-;1;-;1;-;1;-;2;1;-;8
"D35   Neopl benig de outr gland endocrinas e NE";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;2;-;5
"D36   Neopl benig de outr localiz e de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"D37   Neopl comp incerto/desc cav oral e org dig";-;-;-;-;-;-;-;-;1;-;2;-;1;3;1;7;7;5;5;16;-;48
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;-;1;-;-;1;1;-;-;-;1;-;2;5;7;10;5;7;7;-;47
"D40   Neopl comp incerto/desconh org genitais masc";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;-;2;1;3;-;10
"D41   Neopl comp incerto/desconh orgaos urinarios";-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;1;1;4;2;-;11
"D43   Neopl comp inc/desc encefalo sist nerv centr";-;-;1;2;-;-;-;2;1;1;1;4;1;2;5;2;3;3;5;4;-;37
"D44   Neopl comp incerto/desconh gland endocrinas";-;-;-;-;1;2;-;-;-;-;-;1;1;2;2;2;-;1;2;2;-;16
"D45   Policitemia vera";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;3;-;7
"D46   Sindr mielodisplasicas";-;-;-;-;1;-;-;-;-;2;3;5;1;3;8;8;12;19;22;54;-;138
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;1;-;1;1;1;-;2;-;2;5;2;11;2;10;4;14;21;1;78
"D48   Neopl comp inc/desconh outr localiz e NE";-;-;-;-;-;-;1;2;-;-;1;1;2;5;4;4;7;3;2;6;-;38
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;1;3;2;3;12;-;26
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;1;1;-;3;7;-;15
"D56   Talassemia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D57   Transt falciformes";-;-;1;1;-;2;1;3;3;4;3;2;-;2;-;1;-;-;-;2;-;25
"D58   Outr anemias hemoliticas hereditarias";-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;2;2;-;2;-;9
"D59   Anemia hemolitica adquir";-;-;-;1;-;-;2;1;1;-;1;-;2;-;2;1;2;-;-;3;-;16
"D60   Aplasia pura da serie vermelha adquir";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;3
"D61   Outr anemias aplasticas";-;-;-;1;1;1;3;3;3;2;4;1;4;3;6;8;11;9;11;16;-;87
"D62   Anemia aguda pos-hemorragica";-;-;-;-;-;-;-;1;-;1;-;-;-;-;2;1;-;-;-;1;-;6
"D64   Outr anemias";-;-;1;-;-;1;-;-;2;3;1;4;4;4;7;12;14;20;18;55;1;147
"D65   Coagulacao intravascular disseminada";-;-;5;4;-;-;-;1;1;-;1;2;-;1;1;2;1;-;1;1;-;21
"D66   Defic hereditaria do fator VIII";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2
