 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Sexo: Masc
Período:2016
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"B24   Doenc p/HIV NE";-;-;-;-;-;-;2;-;8;11;21;22;30;29;15;13;1;6;1;1;-;160
"B25   Doenc p/citomegalovirus";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;4
"B33   Outr doenc p/virus NCOP";-;-;1;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;4
"B34   Doenc p/virus de localiz NE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;3
"B37   Candidiase";-;-;3;-;-;1;-;-;-;-;1;-;-;-;2;1;1;-;1;-;-;10
"B39   Histoplasmose";-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;3;-;6
"B40   Blastomicose";-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;1;2;2;1;-;-;10
"B41   Paracoccidioidomicose";-;-;-;-;-;1;-;-;-;2;-;-;1;3;5;4;2;1;-;-;-;19
"B43   Cromomicose e abscesso feomicotico";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"B44   Aspergilose";-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;1;1;-;1;3;-;9
"B45   Criptococose";-;-;-;-;-;-;-;-;3;3;-;-;4;2;1;2;-;-;1;-;-;16
"B47   Micetoma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"B49   Micose NE";-;-;4;1;-;-;-;-;-;-;-;1;-;2;1;1;-;-;-;-;-;10
"B54   Malaria NE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"B55   Leishmaniose";-;-;-;1;-;-;-;-;1;-;1;-;1;-;2;1;1;-;1;1;-;10
"B57   Doenc de Chagas";-;-;-;-;-;-;-;-;1;-;5;13;19;34;50;58;89;71;54;87;-;481
"B58   Toxoplasmose";-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;-;-;1;5
"B59   Pneumocistose";-;-;-;-;-;-;-;-;1;1;1;1;3;2;4;-;-;1;1;1;-;16
"B65   Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;-;1;1;5;8;4;1;1;3;-;24
"B67   Equinococose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B69   Cisticercose";-;-;-;-;-;-;-;-;-;-;-;2;3;-;2;1;1;1;-;-;-;10
"B77   Ascaridiase";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"B87   Miiase";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;3
"B90   Sequelas de tuberc";-;-;-;-;-;-;-;-;-;1;-;2;2;1;3;3;10;2;1;7;-;32
"B91   Sequelas de poliomielite";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;3
"B94   Sequelas de outr doenc infecc e parasit e NE";-;-;-;-;-;1;-;1;1;1;-;1;1;1;3;1;1;1;1;-;-;14
"B99   Doenc infecc outr e as NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;2;-;5
"C00   Neopl malig do labio";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;2;-;-;6;-;12
"C01   Neopl malig da base da lingua";-;-;-;-;-;-;-;-;-;-;-;6;10;16;25;30;24;17;7;9;-;144
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;2;2;4;13;18;31;46;34;30;25;24;31;1;261
"C03   Neopl malig da gengiva";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;3
"C04   Neopl malig do assoalho da boca";-;-;-;-;-;-;-;-;-;-;1;1;6;8;8;15;11;6;4;2;-;62
"C05   Neopl malig do palato";-;-;-;-;-;-;-;-;-;-;2;-;4;4;13;15;5;9;-;4;-;56
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;1;-;2;1;4;17;22;29;28;27;11;13;18;-;173
"C07   Neopl malig da gland parotida";-;-;-;-;-;-;-;-;-;-;-;2;1;6;-;5;4;3;5;14;-;40
"C08   Neopl malig outr gland saliv maiores e NE";-;-;-;-;-;-;-;-;-;1;-;1;1;1;2;4;-;2;2;2;-;16
"C09   Neopl malig da amigdala";-;-;-;-;-;-;-;-;-;-;-;3;8;11;8;15;8;3;2;2;-;60
"C10   Neopl malig da orofaringe";-;-;-;-;-;-;-;-;2;1;3;10;37;62;87;96;67;38;31;24;-;458
"C11   Neopl malig da nasofaringe";-;-;-;-;-;-;1;2;-;2;1;7;5;8;7;6;3;6;5;5;-;58
"C12   Neopl malig do seio piriforme";-;-;-;-;-;-;-;-;-;-;-;-;3;2;4;6;8;2;2;1;-;28
"C13   Neopl malig da hipofaringe";-;-;-;-;-;-;-;-;-;-;-;7;7;14;14;25;16;14;5;9;-;111
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;-;-;-;-;-;-;1;-;6;17;27;38;39;19;22;13;15;1;198
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;1;-;4;16;32;78;163;274;259;226;171;112;122;-;1458
"C16   Neopl malig do estomago";-;-;-;-;-;-;2;3;5;14;35;34;99;166;242;299;366;354;302;425;-;2346
"C17   Neopl malig do intestino delgado";-;-;-;-;-;-;-;-;-;-;1;3;6;10;16;13;20;13;22;21;-;125
"C18   Neopl malig do colon";-;-;-;-;-;-;2;4;2;16;20;48;64;99;164;224;257;248;222;368;-;1738
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;-;2;3;2;6;9;21;25;30;33;20;43;-;194
"C20   Neopl malig do reto";-;-;-;-;-;-;1;3;1;13;17;17;37;50;90;100;146;100;108;123;-;806
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;-;1;-;1;6;5;4;4;6;2;2;5;-;36
"C22   Neopl malig figado vias biliares intra-hepat";-;-;1;2;1;1;1;1;4;5;15;28;47;105;201;220;245;208;172;233;1;1491
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;-;-;1;3;3;1;8;8;7;8;12;-;51
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;1;2;2;4;6;12;21;29;29;34;27;37;-;204
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;1;4;4;19;25;51;100;162;218;229;207;151;238;-;1409
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;5;2;1;5;12;24;26;42;66;59;71;63;123;-;499
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;3;2;1;-;2;-;11
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;-;-;2;4;2;4;4;2;1;1;1;-;21
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;1;-;1;8;15;61;132;173;194;148;122;81;82;-;1018
"C33   Neopl malig da traqueia";-;-;-;-;-;-;-;-;-;-;-;-;1;3;4;4;2;1;1;1;-;17
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;-;-;2;8;6;9;18;47;104;233;406;585;674;630;528;711;-;3961
"C37   Neopl malig do timo";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;2;1;-;7
"C38   Neopl malig do coracao mediastino e pleura";-;-;1;1;-;1;4;1;3;4;-;3;4;9;7;12;7;11;16;15;-;99
"C39   Neop mal out loc mal def ap resp org intrat";-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;2;8;2;3;3;-;23
"C40   Neopl malig ossos/cartilag artic membros";-;-;-;-;-;1;5;3;1;2;1;-;2;1;2;1;-;1;1;2;-;23
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;3;7;9;12;6;6;8;7;16;13;22;25;26;20;22;28;-;230
"C43   Melanoma malig da pele";-;-;-;-;-;1;1;4;4;4;6;5;16;20;30;45;39;35;26;56;-;292
"C44   Outr neopl malig da pele";-;-;-;-;-;-;1;1;1;-;-;4;7;10;18;21;19;20;39;100;-;241
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;1;1;1;-;1;4;5;7;6;-;2;-;28
"C46   Sarcoma de Kaposi";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2;1;-;4;-;9
"C47   Neopl malig nervos perif e sist nerv autonom";-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;2;-;-;-;-;-;5
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;-;1;1;3;3;6;4;3;13;13;14;18;14;20;13;22;-;148
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;2;1;2;4;12;5;10;8;11;10;10;15;17;20;17;15;23;-;182
"C50   Neopl malig da mama";-;-;-;-;-;-;-;-;-;-;1;-;-;3;3;1;10;5;5;2;-;30
"C60   Neopl malig do penis";-;-;-;-;-;-;-;-;-;2;3;5;3;4;6;8;6;10;7;9;-;63
"C61   Neopl malig da prostata";-;-;-;-;-;-;1;-;1;1;-;5;10;41;92;225;383;472;542;1225;-;2998
"C62   Neopl malig dos testiculos";-;-;-;-;-;-;2;16;14;13;9;5;5;3;4;3;3;3;1;2;-;83
"C63   Neopl malig outr org genit masc e NE";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;2;1;1;2;-;10
"C64   Neopl malig do rim exceto pelve renal";-;-;-;1;1;2;-;-;1;5;4;7;23;48;60;92;100;58;50;80;-;532
"C65   Neopl malig da pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;1;-;3;-;10
"C66   Neopl malig dos ureteres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;2;6;-;13
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;-;1;1;2;6;7;17;45;77;94;118;114;315;-;797
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;3;6;5;2;4;6;8;-;34
"C69   Neopl malig do olho e anexos";-;-;-;1;1;-;-;-;-;-;-;2;2;2;1;2;-;1;1;2;-;15
"C70   Neopl malig das meninges";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;1;1;1;1;-;8
"C71   Neopl malig do encefalo";-;-;-;6;20;18;12;11;16;30;26;56;56;93;108;142;125;111;81;85;-;996
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;-;4;2;2;-;3;5;9;1;6;10;10;5;12;16;15;14;11;-;125
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;-;1;3;3;2;4;3;3;9;8;4;5;-;45
"C74   Neopl malig da gland supra-renal";-;-;-;7;2;1;-;-;-;1;-;2;1;2;1;-;2;2;3;-;-;24
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;1;1;2;2;-;-;1;2;2;2;2;4;3;4;-;-;-;26
"C76   Neopl malig outr localiz e mal definidas";-;-;-;2;1;-;3;3;2;5;7;6;30;49;70;73;72;57;30;75;-;485
"C77   Neopl malig secund e NE gangl linfaticos";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;1;5;2;1;-;13
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;-;1;1;1;-;3;10;11;28;40;49;46;44;47;51;-;332
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;1;2;-;1;3;8;6;10;17;26;22;19;22;50;-;187
"C80   Neopl malig s/especificacao de localiz";-;-;-;-;-;1;4;4;3;6;11;13;34;71;107;133;123;105;103;144;-;862
"C81   Doenc de Hodgkin";-;-;-;-;-;1;3;4;13;9;4;9;1;5;10;12;8;9;3;10;-;101
"C82   Linfoma nao-Hodgkin folicular";-;-;-;-;-;-;-;1;-;1;1;1;2;1;6;4;5;2;2;2;-;28
"C83   Linfoma nao-Hodgkin difuso";-;-;-;3;1;1;1;2;1;5;3;1;5;5;8;7;4;13;7;12;-;79
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;-;-;3;2;2;2;2;1;4;1;5;7;9;4;6;4;4;-;56
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;-;1;4;8;10;15;19;11;18;38;46;62;65;51;59;80;-;487
"C88   Doenc imunoproliferativas malignas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;3
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;1;5;8;21;34;44;63;72;60;62;89;-;459
"C91   Leucemia linfoide";-;-;1;9;19;11;16;8;15;9;16;5;7;16;9;16;22;22;17;41;-;259
"C92   Leucemia mieloide";-;-;1;5;6;6;7;8;21;22;16;23;23;24;31;42;46;39;62;90;-;472
"C93   Leucemia monocitica";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;3;1;-;7
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;2;1;2;4;3;-;16
"C95   Leucemia de tipo celular NE";-;-;-;-;2;2;4;4;3;4;6;5;2;4;8;9;13;14;22;47;-;149
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;-;-;-;-;-;1;-;-;-;3;-;3;1;5;3;-;2;-;18
"C97   Neopl malig de localiz mult independentes";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;1;-;5
"D00   Carcinoma in situ cav oral esofago estomago";-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;-;1;1;-;-;8
"D01   Carcinoma in situ de outr orgaos digestivos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;2;1;1;3;3;-;14
"D02   Carcinoma in situ ouvido medio e ap respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;4;-;1;-;-;8
"D03   Melanoma in situ";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;3
"D04   Carcinoma in situ da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;1;-;4
"D05   Carcinoma in situ da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"D07   Carcinoma in situ outr orgaos genitais e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;3;6;-;13
"D09   Carcinoma in situ de outr localiz e das NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;2;1;3;2;2;-;14
"D10   Neopl benig da boca e da faringe";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2
"D13   Neopl benig outr part e mal def ap digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;3
"D14   Neopl benig ouvido medio e aparelho respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;2;-;6
"D15   Neopl benig outr orgaos intratoracicos e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D16   Neopl benig de osso e cartilagem articular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
"D18   Hemangioma e linfangioma de qualquer localiz";-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;1;-;3;-;7
"D20   Neopl benig tec mole retro- e peritonio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"D23   Outr neopl benig da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"D32   Neopl benig das meninges";-;-;1;-;-;-;-;-;-;-;1;-;2;-;4;3;-;7;6;3;-;27
"D33   Neopl benig encef e out part sist nerv centr";-;-;-;-;-;-;-;-;-;-;1;-;3;-;1;-;-;-;1;1;-;7
"D35   Neopl benig de outr gland endocrinas e NE";-;-;-;-;-;-;-;-;-;-;2;-;-;1;2;1;-;1;-;-;-;7
"D36   Neopl benig de outr localiz e de localiz NE";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"D37   Neopl comp incerto/desc cav oral e org dig";-;-;-;-;-;-;-;-;-;1;-;2;2;2;6;6;8;8;5;13;-;53
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;-;-;-;-;-;-;-;-;-;-;1;1;10;7;9;3;2;6;-;39
"D40   Neopl comp incerto/desconh org genitais masc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;7;1;-;10
"D41   Neopl comp incerto/desconh orgaos urinarios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;2;-;7
"D42   Neopl comp incerto/desconhecido meninges";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D43   Neopl comp inc/desc encefalo sist nerv centr";-;-;-;-;1;-;-;-;2;1;-;1;5;2;3;6;7;5;2;2;-;37
"D44   Neopl comp incerto/desconh gland endocrinas";-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;2;-;1;1;-;8
"D45   Policitemia vera";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;-;5
"D46   Sindr mielodisplasicas";-;-;-;1;-;-;-;-;-;-;3;-;1;4;5;9;18;19;21;64;-;145
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;-;-;-;1;4;-;2;4;7;9;11;11;12;15;-;76
"D48   Neopl comp inc/desconh outr localiz e NE";-;-;-;1;-;1;-;-;1;1;-;2;4;3;6;2;4;3;2;7;-;37
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;3;1;3;-;9
"D51   Anemia p/defic de vitamina B12";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;1;-;-;-;-;3;2;2;2;-;4;7;9;-;30
"D56   Talassemia";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"D57   Transt falciformes";-;-;-;2;2;3;2;2;4;7;5;4;4;-;-;1;2;2;1;-;-;41
"D58   Outr anemias hemoliticas hereditarias";-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;-;1;1;-;-;6
"D59   Anemia hemolitica adquir";-;-;-;-;-;-;1;1;-;1;-;-;-;3;-;1;1;1;3;1;-;13
"D60   Aplasia pura da serie vermelha adquir";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;1;2;1;-;8
"D61   Outr anemias aplasticas";-;-;2;2;1;1;-;4;2;3;3;5;9;2;7;7;7;6;8;12;-;81
"D62   Anemia aguda pos-hemorragica";-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2;1;1;-;4;-;10
"D64   Outr anemias";-;-;-;-;-;1;2;1;2;1;-;3;4;16;9;9;11;15;21;58;-;153
"D65   Coagulacao intravascular disseminada";-;-;5;1;2;1;-;-;-;-;-;-;1;3;3;-;1;3;3;2;-;25
"D66   Defic hereditaria do fator VIII";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;3
"D68   Outr defeitos da coagulacao";-;1;3;1;-;-;1;1;2;3;2;3;3;5;9;7;8;9;12;25;-;95
"D69   Purpura e outr afeccoes hemorragicas";-;-;1;-;-;-;-;-;-;2;1;1;3;4;3;5;4;7;3;16;-;50
"D70   Agranulocitose";-;-;2;-;1;-;-;-;-;-;-;3;2;1;7;1;3;2;3;1;-;26
"D71   Transt func neutrofilos polimorfonucleares";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;4
"D72   Outr transt dos globulos brancos";-;-;-;-;-;-;-;1;1;-;-;1;-;-;1;-;-;-;-;-;-;4
"D73   Doenc do baco";-;-;-;-;-;-;-;1;2;1;-;1;-;2;-;-;1;2;1;2;-;13
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;-;-;-;1;1;-;1;1;-;-;-;-;-;-;3;-;3;2;-;12
"D76   Alg doenc q env tec linforr e sist reticuloh";-;-;3;2;1;2;-;-;1;-;-;-;2;1;1;1;-;-;-;1;-;15
"D80   Imunodefic c/predom defeitos anticorpos";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"D82   Imunodeficiencia assoc c/outr defeitos major";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"D84   Outr imunodeficiencias";-;-;-;-;-;1;-;1;1;-;1;-;1;1;1;1;2;2;1;7;-;20
"D86   Sarcoidose";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;3
"E00   Sindr de defic congen de iodo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E03   Outr hipotireoidismos";-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;3;1;1;2;22;-;32
"E04   Outr bocios nao-toxicos";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
