 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Sexo: Masc
Período:2012
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"B77   Ascaridiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"B78   Estrongiloidiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"B87   Miiase";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2
"B90   Sequelas de tuberc";-;-;-;-;-;-;1;-;1;1;2;2;4;5;6;3;9;3;6;8;-;51
"B91   Sequelas de poliomielite";-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;-;-;-;4
"B92   Sequelas de hanseniase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B94   Sequelas de outr doenc infecc e parasit e NE";-;-;-;-;-;-;2;-;-;1;-;-;1;1;1;3;-;1;-;-;-;10
"B99   Doenc infecc outr e as NE";-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;1;4;-;8
"C00   Neopl malig do labio";-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;2;1;1;1;3;-;11
"C01   Neopl malig da base da lingua";-;-;-;-;-;-;-;-;1;-;2;4;19;26;34;25;18;16;9;4;-;158
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;1;1;1;5;18;36;49;36;22;20;14;12;-;215
"C03   Neopl malig da gengiva";-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;1;3;1;1;1;-;11
"C04   Neopl malig do assoalho da boca";-;-;-;-;-;-;-;-;-;-;1;2;5;10;6;6;5;1;-;1;-;37
"C05   Neopl malig do palato";-;-;-;-;-;-;-;-;-;-;-;-;4;7;11;13;2;3;6;6;1;53
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;-;1;-;-;4;10;21;27;23;24;13;12;12;-;147
"C07   Neopl malig da gland parotida";-;-;-;-;-;-;-;-;-;1;-;1;1;6;3;6;4;5;4;11;-;42
"C08   Neopl malig outr gland saliv maiores e NE";-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;4;3;2;1;4;-;17
"C09   Neopl malig da amigdala";-;-;-;-;-;-;-;-;1;-;1;3;3;14;6;9;7;4;2;2;-;52
"C10   Neopl malig da orofaringe";-;-;-;-;-;-;-;-;-;2;1;14;35;63;82;65;39;39;20;18;-;378
"C11   Neopl malig da nasofaringe";-;-;-;-;-;2;4;2;1;3;2;5;4;9;14;7;4;4;3;3;-;67
"C12   Neopl malig do seio piriforme";-;-;-;-;-;-;-;-;-;-;-;-;3;7;6;3;10;4;6;3;-;42
"C13   Neopl malig da hipofaringe";-;-;-;-;-;-;-;-;-;-;1;6;5;26;27;21;15;8;13;9;-;131
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;-;-;-;1;-;-;2;-;5;15;25;28;35;24;11;14;15;-;175
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;-;1;3;10;30;100;197;248;234;209;159;103;111;-;1405
"C16   Neopl malig do estomago";-;-;-;-;1;-;1;-;9;15;29;54;87;163;209;290;315;324;278;396;1;2172
"C17   Neopl malig do intestino delgado";-;-;-;-;-;-;-;-;1;2;2;3;8;7;13;11;14;15;11;16;-;103
"C18   Neopl malig do colon";-;-;-;-;-;-;1;-;8;11;18;34;62;102;167;182;202;196;198;299;-;1480
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;-;1;2;4;10;13;20;26;20;22;23;27;-;168
"C20   Neopl malig do reto";-;-;-;-;-;-;-;-;3;5;11;17;29;41;56;86;85;72;78;112;-;595
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;1;-;-;1;3;2;4;6;7;4;2;2;-;32
"C22   Neopl malig figado vias biliares intra-hepat";-;-;1;-;1;1;-;2;7;3;11;24;55;133;161;174;204;176;130;167;-;1250
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;-;1;2;1;4;4;8;8;7;4;8;-;47
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;-;3;2;6;6;4;15;29;33;26;31;52;-;207
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;2;2;2;10;21;41;97;127;175;163;171;162;194;-;1167
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;-;1;4;2;10;14;24;46;56;46;58;73;115;1;450
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;2;-;1;1;-;7
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;1;-;1;2;-;5;3;1;1;1;5;-;20
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;1;1;1;6;27;79;151;198;180;172;126;71;91;-;1104
"C33   Neopl malig da traqueia";-;-;-;-;-;-;-;-;-;-;-;-;1;1;4;-;-;2;5;-;-;13
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;-;1;1;7;9;10;17;51;110;238;401;509;562;534;506;565;4;3525
"C37   Neopl malig do timo";-;-;-;-;-;2;-;1;-;1;-;1;1;-;-;2;1;-;-;-;-;9
"C38   Neopl malig do coracao mediastino e pleura";-;-;-;1;1;-;3;5;2;4;3;6;3;7;10;12;15;11;7;12;-;102
"C39   Neop mal out loc mal def ap resp org intrat";-;-;-;-;-;-;-;-;1;-;-;1;1;4;1;1;1;4;5;3;-;22
"C40   Neopl malig ossos/cartilag artic membros";-;-;-;1;1;1;3;2;3;1;1;1;2;1;2;1;3;-;2;4;-;29
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;5;5;6;8;7;8;6;11;11;19;18;22;24;34;14;24;2;224
"C43   Melanoma malig da pele";-;-;-;-;-;-;-;-;4;2;6;12;17;18;28;20;26;25;34;49;-;241
"C44   Outr neopl malig da pele";-;-;-;-;-;-;-;1;2;2;1;6;3;4;17;11;21;22;19;61;-;170
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;4;7;3;2;3;-;24
"C46   Sarcoma de Kaposi";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;1;1;3;-;8
"C47   Neopl malig nervos perif e sist nerv autonom";-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;2;-;-;5
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;1;-;-;2;5;3;2;6;6;8;14;11;30;21;17;15;15;-;156
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;1;4;4;2;7;1;12;5;8;5;7;10;11;7;13;9;8;15;-;129
"C50   Neopl malig da mama";-;-;-;-;-;-;-;-;-;-;2;1;2;2;3;6;3;3;5;13;-;40
"C60   Neopl malig do penis";-;-;-;-;-;-;-;-;1;-;-;4;1;7;4;3;7;5;8;10;-;50
"C61   Neopl malig da prostata";-;-;-;1;-;2;-;-;1;-;5;3;9;39;84;201;293;439;557;1199;-;2833
"C62   Neopl malig dos testiculos";-;-;-;-;-;-;5;10;19;19;5;2;7;4;2;-;1;1;-;1;-;76
"C63   Neopl malig outr org genit masc e NE";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;1;-;3;5;-;15
"C64   Neopl malig do rim exceto pelve renal";-;-;2;1;1;-;1;-;3;4;4;9;16;46;64;65;58;61;46;65;-;446
"C65   Neopl malig da pelve renal";-;-;-;-;-;-;-;-;-;-;1;-;3;2;3;2;2;2;2;2;-;19
"C66   Neopl malig dos ureteres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;2;3;-;9
"C67   Neopl malig da bexiga";-;-;-;-;1;-;-;-;1;-;2;7;8;21;32;62;82;117;104;219;-;656
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;-;-;1;-;1;-;4;2;6;3;4;9;9;-;39
"C69   Neopl malig do olho e anexos";-;-;-;1;1;-;-;-;-;1;1;-;3;-;1;-;2;2;2;3;-;17
"C70   Neopl malig das meninges";-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;1;1;3;1;-;9
"C71   Neopl malig do encefalo";-;-;4;11;11;12;12;13;22;29;38;52;60;66;131;116;95;96;62;87;1;918
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;2;3;5;2;3;1;3;4;2;4;10;7;13;10;12;14;4;9;-;108
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;-;-;-;1;6;3;6;3;4;6;4;12;-;45
"C74   Neopl malig da gland supra-renal";-;-;-;8;7;1;1;1;-;1;-;-;1;3;1;2;4;1;2;2;-;35
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;1;-;1;1;1;1;2;1;1;2;4;-;6;7;2;2;3;-;35
"C76   Neopl malig outr localiz e mal definidas";-;-;-;2;1;-;2;5;6;6;7;16;38;41;69;60;48;67;41;69;1;479
"C77   Neopl malig secund e NE gangl linfaticos";-;-;-;-;-;-;-;-;-;-;1;1;3;-;4;1;5;1;1;1;-;18
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;1;-;1;-;1;3;10;27;28;49;65;75;66;68;69;-;463
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;1;1;3;3;1;2;5;13;20;31;25;20;32;37;-;194
"C80   Neopl malig s/especificacao de localiz";-;-;-;-;-;1;3;7;5;9;8;21;45;59;117;132;125;118;109;176;-;935
"C81   Doenc de Hodgkin";-;-;-;-;1;1;9;8;8;8;2;1;5;3;3;3;6;4;4;11;-;77
"C82   Linfoma nao-Hodgkin folicular";-;-;-;-;-;-;-;-;-;-;-;3;2;-;3;3;3;1;1;2;-;18
"C83   Linfoma nao-Hodgkin difuso";-;-;-;1;1;3;6;-;1;4;-;3;4;5;1;8;3;5;1;6;-;52
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;-;-;-;1;1;-;2;3;1;2;1;2;4;5;3;3;3;-;31
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;3;-;2;11;9;9;6;13;25;23;43;51;58;58;55;56;63;-;485
"C88   Doenc imunoproliferativas malignas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;3;-;7
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;1;-;1;5;9;12;29;33;42;39;43;43;56;-;313
"C91   Leucemia linfoide";-;-;-;10;10;15;19;18;9;8;6;9;7;9;14;7;20;15;24;37;-;237
"C92   Leucemia mieloide";-;-;3;6;6;9;16;7;13;15;23;17;20;22;28;37;35;32;38;58;-;385
"C93   Leucemia monocitica";-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;-;-;2;1;-;-;7
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;4;-;8
"C95   Leucemia de tipo celular NE";-;-;1;2;3;1;4;4;3;5;1;3;6;9;9;6;13;19;18;34;-;141
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;-;-;-;1;-;1;-;-;2;-;1;2;4;2;2;2;1;-;18
"C97   Neopl malig de localiz mult independentes";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;4;5;4;2;-;19
"D00   Carcinoma in situ cav oral esofago estomago";-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;2;3;1;1;2;-;13
"D01   Carcinoma in situ de outr orgaos digestivos";-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;2;2;4;1;6;-;19
"D02   Carcinoma in situ ouvido medio e ap respirat";-;-;-;-;-;-;-;-;-;-;-;2;3;-;5;2;3;1;1;6;-;23
"D04   Carcinoma in situ da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;3
"D05   Carcinoma in situ da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;1;-;4
"D07   Carcinoma in situ outr orgaos genitais e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;9;-;11
"D09   Carcinoma in situ de outr localiz e das NE";-;-;-;-;1;-;-;1;-;-;-;-;-;-;5;-;2;4;3;3;-;19
"D10   Neopl benig da boca e da faringe";-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;4
"D11   Neopl benig de gland salivares maiores";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"D12   Neopl benig do colon reto canal anal e anus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;-;2;1;-;7
"D13   Neopl benig outr part e mal def ap digestivo";-;-;-;-;-;-;-;-;-;-;1;-;2;1;2;3;1;3;5;4;-;22
"D14   Neopl benig ouvido medio e aparelho respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;1;2;-;7
"D15   Neopl benig outr orgaos intratoracicos e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D16   Neopl benig de osso e cartilagem articular";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D17   Neopl lipomatosa benig";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;3
"D18   Hemangioma e linfangioma de qualquer localiz";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;4;-;10
"D19   Neopl benig de tec mesotelial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"D20   Neopl benig tec mole retro- e peritonio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D21   Outr neopl benig tec conj e outr tec moles";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"D29   Neopl benig dos orgaos genitais masc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;4
"D30   Neopl benig dos orgaos urinarios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;2;1;1;1;1;1;5;5;4;3;6;-;30
"D33   Neopl benig encef e out part sist nerv centr";-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;2;1;-;-;-;-;6
"D34   Neopl benig da gland tireoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D35   Neopl benig de outr gland endocrinas e NE";-;-;-;-;-;-;-;-;1;-;-;-;-;2;1;-;2;-;3;-;-;9
"D37   Neopl comp incerto/desc cav oral e org dig";1;-;-;-;-;-;-;-;1;-;-;-;4;5;6;5;8;7;6;8;-;51
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;-;-;-;-;-;-;1;-;-;-;3;5;9;9;8;9;10;10;-;64
"D40   Neopl comp incerto/desconh org genitais masc";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;-;2;2;13;-;21
"D41   Neopl comp incerto/desconh orgaos urinarios";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;3;1;9;3;-;20
"D42   Neopl comp incerto/desconhecido meninges";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"D43   Neopl comp inc/desc encefalo sist nerv centr";-;-;1;-;1;-;1;-;1;1;1;1;2;2;3;5;4;6;6;3;-;38
"D44   Neopl comp incerto/desconh gland endocrinas";-;-;1;-;1;2;1;1;1;-;-;1;-;1;1;-;1;3;1;1;-;16
"D45   Policitemia vera";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;2;-;6
"D46   Sindr mielodisplasicas";-;-;-;1;-;-;1;-;-;1;-;-;2;4;3;5;10;19;15;48;-;109
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;1;-;1;2;1;1;1;-;7;4;8;6;6;16;-;54
"D48   Neopl comp inc/desconh outr localiz e NE";1;-;-;-;-;-;-;-;3;-;-;2;3;3;6;3;3;1;6;7;-;38
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;2;2;3;3;4;3;-;1;-;1;-;-;1;4;-;24
"D51   Anemia p/defic de vitamina B12";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D52   Anemia p/defic de folato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
"D53   Outr anemias nutricionais";-;-;-;-;1;-;-;-;1;-;-;-;-;2;4;1;1;1;5;8;-;24
"D57   Transt falciformes";-;-;-;4;2;1;3;5;9;7;2;1;2;2;2;-;-;-;-;-;-;40
"D58   Outr anemias hemoliticas hereditarias";-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;1;-;1;-;1;-;6
"D59   Anemia hemolitica adquir";1;-;-;1;-;-;-;-;-;-;1;-;2;4;1;-;2;1;1;2;-;16
"D60   Aplasia pura da serie vermelha adquir";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;1;-;2;-;7
"D61   Outr anemias aplasticas";-;-;1;1;1;4;9;6;2;4;6;4;5;6;5;10;5;5;2;13;-;89
"D62   Anemia aguda pos-hemorragica";-;-;-;-;-;-;4;3;2;2;3;3;1;1;1;2;-;2;-;1;-;25
"D64   Outr anemias";1;-;1;-;-;1;3;3;2;5;1;9;5;6;5;14;14;9;12;52;-;143
"D65   Coagulacao intravascular disseminada";-;-;2;2;-;1;-;-;-;-;-;2;1;-;2;-;3;1;-;4;-;18
"D66   Defic hereditaria do fator VIII";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"D68   Outr defeitos da coagulacao";2;1;1;-;-;-;-;-;1;1;4;2;4;5;4;7;8;11;11;15;-;77
"D69   Purpura e outr afeccoes hemorragicas";-;-;1;-;-;-;-;-;2;-;1;1;1;2;2;5;9;3;5;8;-;40
"D70   Agranulocitose";-;-;-;1;-;1;-;-;-;1;1;-;1;1;4;-;1;4;2;1;-;18
"D71   Transt func neutrofilos polimorfonucleares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;4
"D72   Outr transt dos globulos brancos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D73   Doenc do baco";-;-;-;-;-;-;-;-;1;-;1;3;3;3;2;3;2;2;-;1;-;21
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;2;2;-;7
"D76   Alg doenc q env tec linforr e sist reticuloh";-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;6
