Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas;;;;;;;;;;;;;;;;;;;;;;
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5);;;;;;;;;;;;;;;;;;;;;;
Sexo: Masculino;;;;;;;;;;;;;;;;;;;;;;
Período:2012;;;;;;;;;;;;;;;;;;;;;;
Causa (CID10 3C);0-4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85-89;90-94;95-99;100e+;Total
I21   Infarto agudo do miocardio;0;0;0;0;0;1;4;5;20;15;40;44;48;52;45;51;32;12;7;3;0;379
I24   Outr doenc isquemicas agudas do coracao;0;0;0;0;0;0;0;0;0;0;1;0;3;1;3;2;1;0;0;0;0;11
I25   Doenc isquemica cronica do coracao;0;0;0;0;0;0;0;0;0;3;3;5;4;6;12;11;13;7;4;0;1;69
I26   Embolia pulmonar;0;0;0;0;0;1;0;1;1;0;4;0;0;2;1;1;2;0;1;0;0;14
I27   Outr form de doenc cardiaca pulmonar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
I31   Outr doenc do pericardio;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2
I33   Endocardite aguda e subaguda;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;2;0;0;0;0;0;6
I34   Transt nao-reumaticos da valva mitral;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;3
I35   Transt nao-reumaticos da valva aortica;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;1;2;0;0;0;8
I38   Endocardite de valva NE;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;3
I40   Miocardite aguda;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
I42   Cardiomiopatias;0;0;0;0;0;1;0;0;1;3;2;2;2;1;6;5;4;4;1;0;0;32
I47   Taquicardia paroxistica;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
I48   Flutter e fibrilacao atrial;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;6;1;1;2;0;0;13
I49   Outr arritmias cardiacas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;1;0;0;0;6
I50   Insuf cardiaca;0;0;0;0;2;0;1;0;0;4;4;7;6;5;5;5;9;5;3;0;1;57
I51   Complic cardiopatias doenc cardiacas mal def;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;1;1;0;0;6
I60   Hemorragia subaracnoide;0;0;0;0;0;0;0;0;1;0;1;0;3;0;1;0;0;0;0;0;0;6
I61   Hemorragia intracerebral;0;0;0;0;0;0;0;1;3;8;4;6;6;6;2;6;7;5;3;1;0;58
I62   Outr hemorragias intracranianas nao-traum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;0;0;5
I63   Infarto cerebral;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3
I64   Acid vasc cerebr NE como hemorrag isquemico;0;0;0;0;0;0;0;1;0;1;1;4;5;8;7;9;10;9;3;0;0;58
I67   Outr doenc cerebrovasculares;0;0;0;0;0;0;0;0;0;4;4;0;8;7;14;8;11;7;4;2;0;69
I69   Sequelas de doenc cerebrovasculares;0;0;0;0;0;0;1;0;0;0;2;3;7;4;14;11;16;12;5;1;0;76
I70   Aterosclerose;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;1;5
I71   Aneurisma e disseccao da aorta;0;0;0;0;0;0;0;0;1;3;6;5;6;8;12;14;12;5;1;1;0;74
I73   Outr doenc vasculares perifericas;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;4
I74   Embolia e trombose arteriais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;4
I77   Outr afeccoes das arterias e arteriolas;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;3;2;0;0;0;10
I80   Flebite e tromboflebite;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;4
I82   Outr embolia e trombose venosas;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
I83   Varizes dos membros infer;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
I99   Outr transt do aparelho circulatorio e os NE;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2
J09   Influenza dev virus gripe aviaria;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
J12   Pneumonia viral NCOP;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
J15   Pneumonia bacter NCOP;0;0;0;0;1;0;0;0;1;0;0;1;1;1;1;0;2;1;0;0;0;9
J18   Pneumonia p/microorg NE;5;0;0;0;0;1;0;6;6;14;15;21;14;18;20;29;46;40;31;17;1;284
J20   Bronquite aguda;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
J21   Bronquiolite aguda;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;5
J34   Outr transt do nariz e dos seios paranasais;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
J39   Outr doenc das vias aereas super;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;3
J40   Bronquite NE como aguda ou cronica;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
J43   Enfisema;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;1;0;0;0;8
J44   Outr doenc pulmonares obstrutivas cronicas;0;1;0;0;0;0;0;0;0;2;5;10;4;13;26;18;34;21;10;4;0;148
J45   Asma;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
J46   Estado de mal asmatico;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
J47   Bronquectasia;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2
J62   Pneumoconiose dev poeira que cont silica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
J68   Afecc resp dev inal prod quim gas fumac vap;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
J69   Pneumonite dev solidos e liquidos;1;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;2;0;0;0;1;10
J81   Edema pulmonar NE de outr form;0;0;0;0;0;0;0;0;3;4;1;3;1;3;1;4;2;0;3;1;1;27
J84   Outr doenc pulmonares intersticiais;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3;2;1;2;0;0;0;11
J85   Abscesso do pulmao e do mediastino;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;4
J86   Piotorax;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;3
J90   Derrame pleural NCOP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
J93   Pneumotorax;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;4
J96   Insuf respirat NCOP;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
J98   Outr transt respirat;0;0;0;0;0;1;1;0;0;3;1;1;1;3;0;3;1;2;0;0;0;17
K20   Esofagite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2
K25   Ulcera gastrica;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;1;0;1;0;0;7
K26   Ulcera duodenal;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
K29   Gastrite e duodenite;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;3
K31   Outr doenc do estomago e do duodeno;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;3
K37   Apendicite SOE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
K40   Hernia inguinal;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;4
K42   Hernia umbilical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
K46   Hernia abdominal NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
K50   Doenc de Crohn;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
K55   Transt vasculares do intestino;0;0;0;0;0;0;0;1;1;1;2;2;1;0;2;2;3;0;0;0;0;15
K56   Ileo paralitico e obstr intestinal s/hernia;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;2;3;0;0;9
K57   Doenc diverticular do intestino;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;1;2;0;0;7
K61   Abscesso das regioes anal e retal;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
K63   Outr doenc do intestino;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;4
K65   Peritonite;0;0;0;1;0;0;2;0;0;0;2;1;2;2;2;2;1;2;0;0;0;17
K70   Doenc alcoolica do figado;0;0;0;0;0;0;0;3;5;8;6;5;8;2;3;1;0;0;0;0;0;41
K71   Doenc hepatica toxica;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
K72   Insuf hepatica NCOP;0;0;0;0;0;0;0;0;1;1;2;0;0;0;1;1;0;1;0;0;0;7
K74   Fibrose e cirrose hepaticas;0;0;0;0;0;0;0;5;4;6;13;2;9;7;6;1;3;0;0;0;0;56
K75   Outr doenc inflam do figado;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;3
K76   Outr doenc do figado;0;0;0;0;0;0;0;1;0;0;1;0;1;2;1;0;0;1;0;0;0;7
K80   Colelitiase;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;4
K81   Colecistite;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;3;1;1;0;0;9
