Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5)
Sexo: Masculino
Período:2013
"Causa (CID10 3C)";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70-74";"75-79";"80-84";"85-89";"90-94";"95-99";"100e+";"Ign";"Total"
"B22   Doenc p/HIV result em outr doenc espec";0;0;0;0;0;1;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;5
"B24   Doenc p/HIV NE";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"B37   Candidiase";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"B39   Histoplasmose";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"B41   Paracoccidioidomicose";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"B44   Aspergilose";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"B57   Doenc de Chagas";0;0;0;0;0;0;0;2;1;0;1;2;2;3;2;0;1;1;0;0;0;0;15
"B65   Esquistossomose";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"B90   Sequelas de tuberc";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2
"B94   Sequelas de outr doenc infecc e parasit e NE";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"B99   Doenc infecc outr e as NE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"C01   Neopl malig da base da lingua";0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
"C02   Neopl malig outr partes e NE da lingua";0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;4
"C05   Neopl malig do palato";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2
"C06   Neopl malig outr partes e partes NE da boca";0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;1;1;0;0;0;6
"C07   Neopl malig da gland parotida";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2
"C08   Neopl malig outr gland saliv maiores e NE";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"C09   Neopl malig da amigdala";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;3
"C10   Neopl malig da orofaringe";0;0;0;0;0;0;0;0;1;2;3;1;0;2;1;0;0;0;0;0;0;0;10
"C12   Neopl malig do seio piriforme";0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;3
"C13   Neopl malig da hipofaringe";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2
"C14   Neop mal out loc mal def labio cav oral far";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;4
"C15   Neopl malig do esofago";0;0;0;0;0;0;0;0;1;3;3;6;6;4;1;4;2;1;0;0;0;0;31
"C16   Neopl malig do estomago";0;0;0;0;0;0;0;1;3;2;6;8;9;13;14;11;7;8;2;0;0;0;84
"C17   Neopl malig do intestino delgado";0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;4
"C18   Neopl malig do colon";0;0;0;0;0;0;0;0;1;4;5;3;5;11;6;7;8;7;0;0;0;0;57
"C20   Neopl malig do reto";0;0;0;0;0;0;0;0;0;0;1;2;1;2;0;0;1;1;0;0;0;0;8
"C21   Neopl malig do anus e do canal anal";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
"C22   Neopl malig figado vias biliares intra-hepat";0;0;0;0;0;0;0;0;1;8;4;7;5;7;5;4;1;2;0;0;0;0;44
"C24   Neopl malig outr partes e NE vias biliares";0;0;0;0;0;0;0;0;0;0;2;1;1;0;1;1;0;0;0;0;0;0;6
"C25   Neopl malig do pancreas";0;0;0;0;0;0;1;1;1;1;1;5;2;6;2;4;3;3;0;0;0;0;30
"C26   Neopl malig outr mal def aparelho digestivo";0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;5
"C32   Neopl malig da laringe";0;0;0;0;0;0;0;0;0;2;0;3;4;1;1;1;0;0;0;0;0;0;12
"C33   Neopl malig da traqueia";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"C34   Neopl malig dos bronquios e dos pulmoes";0;0;0;0;0;0;0;1;0;0;8;11;7;21;18;22;11;5;1;1;0;0;106
"C38   Neopl malig do coracao mediastino e pleura";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"C39   Neop mal out loc mal def ap resp org intrat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"C41   Neopl malig ossos/cartil artic outr loc e NE";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"C43   Melanoma malig da pele";0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;6
"C44   Outr neopl malig da pele";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;4
"C45   Mesotelioma";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"C48   Neopl malig tec moles retro- e peritonio";0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3
"C49   Neopl malig tec conjuntivo e outr tec moles";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;4
"C50   Neopl malig da mama";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;3
"C60   Neopl malig do penis";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"C61   Neopl malig da prostata";0;0;0;0;0;0;0;0;0;0;1;1;4;2;14;19;8;10;10;1;0;0;70
"C62   Neopl malig dos testiculos";0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;1;0;0;0;0;5
"C64   Neopl malig do rim exceto pelve renal";0;0;0;0;0;0;0;0;0;0;0;1;2;5;3;2;1;1;1;0;0;0;16
"C67   Neopl malig da bexiga";0;0;0;0;0;0;0;0;0;0;0;3;3;8;2;3;4;3;0;0;0;0;26
"C68   Neopl malig de outr orgaos urinarios e NE";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2
"C71   Neopl malig do encefalo";0;0;0;0;0;1;1;1;3;1;5;3;0;6;1;0;1;0;0;0;0;0;23
"C72   Neop mal med esp nerv cran out sist nerv cen";0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2
"C73   Neopl malig da gland tireoide";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"C74   Neopl malig da gland supra-renal";1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"C75   Neopl malig outr gland endocrinas estr relac";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"C76   Neopl malig outr localiz e mal definidas";0;0;0;0;0;0;0;1;0;2;3;2;2;4;1;2;1;1;1;0;0;0;20
"C78   Neopl malig secund org respirat e digestivos";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;2;0;0;0;0;5
"C79   Neopl malig secund de outr localiz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
"C80   Neopl malig s/especificacao de localiz";0;0;0;0;0;0;0;0;0;0;1;1;0;3;1;8;0;0;0;0;0;0;14
"C83   Linfoma nao-Hodgkin difuso";0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";0;0;0;0;0;0;0;0;1;0;1;1;0;2;1;3;2;1;0;0;0;0;12
"C90   Mieloma mult e neopl malig de plasmocitos";0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;1;3;2;0;0;0;0;13
"C91   Leucemia linfoide";0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;2;2;0;0;0;0;0;8
"C92   Leucemia mieloide";2;0;1;1;1;1;0;0;0;0;3;0;3;2;2;4;0;2;1;0;0;0;23
"C93   Leucemia monocitica";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"C95   Leucemia de tipo celular NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;3
"D44   Neopl comp incerto/desconh gland endocrinas";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"D46   Sindr mielodisplasicas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;3
"D47   Out neop comp inc/des tec linf hemat tec cor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
"D61   Outr anemias aplasticas";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"D64   Outr anemias";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"D68   Outr defeitos da coagulacao";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"D75   Outr doenc sangue e orgaos hematopoeticos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"E03   Outr hipotireoidismos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"E10   Diabetes mellitus insulino-dependente";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;3
"E11   Diabetes mellitus nao-insulino-dependemte";0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;2;3;2;0;1;0;0;13
"E12   Diabetes mellitus relac c/a desnutr";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"E14   Diabetes mellitus NE";0;0;0;0;1;0;1;0;1;5;2;3;8;8;11;5;7;1;2;0;0;0;55
"E24   Sindr de Cushing";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"E43   Desnutric proteico-calorica grave NE";0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;4
"E46   Desnutric proteico-calorica NE";0;0;0;0;0;0;1;0;0;0;0;0;1;1;2;1;1;1;1;0;0;0;9
"E66   Obesidade";0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;4
"E76   Disturbios metabolismo do glicosaminoglicano";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"E78   Disturbios metab lipoproteinas e out lipidem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"E80   Disturbios metab porfirina e bilirrubina";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"E83   Disturbios do metabolismo de minerais";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"E86   Deplecao de volume";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;3
"E87   Outr transt equil hidroeletr e acido-basic";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;1;0;0;0;0;5
"F03   Demencia NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"F10   Transt mentais comport dev uso alcool";0;0;0;0;0;0;1;2;0;0;2;0;1;1;0;0;0;0;0;0;0;0;7
"F17   Transt mentais e comport dev uso de fumo";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"F19   Transt ment comp mult drog out subst psicoat";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2
"G00   Meningite bacter NCOP";0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;1;0;0;0;0;5
"G03   Meningite dev outr causas e a causas NE";0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;3
"G04   Encefalite mielite e encefalomielite";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"G06   Abscesso granuloma intracran intra-raquid";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2
"G12   Atrofia muscular espinal e sindr correlatas";0;0;0;0;0;0;0;0;0;0;1;0;0;1;5;0;0;1;0;0;0;0;8
"G20   Doenc de Parkinson";0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;2;6;2;1;0;0;0;16
"G30   Doenc de Alzheimer";0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;6;10;9;2;0;1;0;33
"G31   Outr doenc degenerativas sist nervoso NCOP";0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;4
"G37   Outr doenc desmielinizantes sist nerv centr";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"G40   Epilepsia";0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;4
"G52   Transt de outr nervos cranianos";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"G61   Polineuropatia inflam";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"G62   Outr polineuropatias";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"G71   Transt prim dos musculos";0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2
"G80   Paralisia cerebral";0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5
"G91   Hidrocefalia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"G93   Outr transt do encefalo";0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;1;0;0;1;0;0;0;6
"G96   Outr transt do sist nervoso central";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"G98   Outr transt do sist nervoso NCOP";1;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;5
"H66   Otite media supurativa e as NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"I10   Hipertensao essencial";0;0;0;0;0;0;0;0;1;3;0;4;3;2;3;1;2;2;0;1;0;0;22
"I11   Doenc cardiaca hipertensiva";0;0;0;0;0;0;0;0;0;0;1;1;6;0;3;4;4;4;1;0;0;0;24
"I12   Doenc renal hipertensiva";0;0;0;0;0;0;0;0;0;0;0;2;0;2;4;1;3;2;0;0;0;0;14
"I13   Doenc cardiaca e renal hipertensiva";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
"I21   Infarto agudo do miocardio";0;0;0;0;1;1;3;9;17;26;37;48;54;55;45;56;39;21;17;3;0;0;432
"I24   Outr doenc isquemicas agudas do coracao";0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;0;0;0;0;0;0;0;5
"I25   Doenc isquemica cronica do coracao";0;0;0;0;0;0;0;1;1;0;3;8;4;6;14;5;11;8;1;1;0;0;63
"I26   Embolia pulmonar";0;0;0;0;0;0;0;1;2;1;1;0;1;1;2;3;3;1;1;0;0;0;17
"I27   Outr form de doenc cardiaca pulmonar";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2
"I31   Outr doenc do pericardio";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2
"I33   Endocardite aguda e subaguda";0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;4
"I34   Transt nao-reumaticos da valva mitral";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;0;0;0;7
"I35   Transt nao-reumaticos da valva aortica";0;0;0;0;0;0;1;0;0;0;0;0;2;0;2;1;1;1;0;0;0;0;8
"I38   Endocardite de valva NE";0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;2;1;0;0;0;0;0;6
"I42   Cardiomiopatias";0;0;0;0;0;0;0;2;0;4;1;2;3;5;0;5;1;6;1;0;0;0;30
"I44   Bloqueio atrioventricular e do ramo esquerdo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2
"I46   Parada cardiaca";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"I48   Flutter e fibrilacao atrial";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;0;1;1;0;0;0;8
"I49   Outr arritmias cardiacas";0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;3;2;2;3;0;0;0;15
"I50   Insuf cardiaca";0;0;0;0;0;0;2;0;0;3;2;3;3;5;6;11;7;8;4;1;0;0;55
"I51   Complic cardiopatias doenc cardiacas mal def";0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;4
"I60   Hemorragia subaracnoide";0;0;0;0;0;0;0;0;0;1;3;1;4;2;0;1;0;1;0;0;0;0;13
"I61   Hemorragia intracerebral";0;0;0;1;0;0;0;0;1;4;8;5;6;9;4;3;5;2;1;0;0;0;49
"I62   Outr hemorragias intracranianas nao-traum";0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;4
"I63   Infarto cerebral";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2
"I64   Acid vasc cerebr NE como hemorrag isquemico";0;0;0;0;0;0;0;0;0;3;1;3;5;10;13;13;13;5;5;2;0;0;73
"I67   Outr doenc cerebrovasculares";0;0;0;0;0;1;0;0;0;2;1;6;7;10;9;16;11;8;5;1;0;0;77
"I69   Sequelas de doenc cerebrovasculares";0;0;0;0;0;0;0;0;0;2;1;2;2;6;7;9;14;15;11;0;0;0;69
"I70   Aterosclerose";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;1;0;0;0;5
"I71   Aneurisma e disseccao da aorta";0;0;0;0;0;0;1;1;1;1;4;6;6;8;6;9;5;1;1;0;0;0;50
"I72   Outr aneurismas";0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;1;0;0;0;0;0;0;5
"I73   Outr doenc vasculares perifericas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;0;0;0;0;0;7
"I74   Embolia e trombose arteriais";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
"I77   Outr afeccoes das arterias e arteriolas";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;3
"I80   Flebite e tromboflebite";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;4
"I81   Trombose da veia porta";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2
"I82   Outr embolia e trombose venosas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"I83   Varizes dos membros infer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"J01   Sinusite aguda";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"J09   Influenza dev virus gripe aviária";1;0;0;0;1;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;6
"J10   Influenza dev outro virus influenza ident";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"J11   Influenza dev virus nao identificado";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"J12   Pneumonia viral NCOP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"J15   Pneumonia bacter NCOP";0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;4;2;2;2;1;0;0;16
"J18   Pneumonia p/microorg NE";2;0;1;0;1;2;3;8;4;9;14;30;13;22;17;36;45;32;25;9;2;0;275
"J21   Bronquiolite aguda";2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3
"J22   Infecc agudas NE das vias aereas infer";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"J39   Outr doenc das vias aereas super";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
"J40   Bronquite NE como aguda ou cronica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"J43   Enfisema";0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;2;1;2;1;0;0;0;9
"J44   Outr doenc pulmonares obstrutivas cronicas";0;0;0;0;0;0;0;0;0;2;4;5;6;14;22;27;21;21;9;3;0;0;134
"J45   Asma";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"J46   Estado de mal asmatico";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"J69   Pneumonite dev solidos e liquidos";0;0;0;0;0;0;0;0;0;0;1;2;2;1;1;1;2;0;1;0;0;0;11
"J80   Sindr do desconforto respirat do adulto";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"J81   Edema pulmonar NE de outr form";0;0;0;0;0;1;0;1;0;1;3;3;1;3;0;3;1;0;0;2;0;0;19
"J84   Outr doenc pulmonares intersticiais";0;0;0;0;0;0;0;0;0;0;0;1;5;0;2;1;7;2;0;0;0;0;18
"J85   Abscesso do pulmao e do mediastino";0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3
"J86   Piotorax";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"J90   Derrame pleural NCOP";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"J94   Outr afeccoes pleurais";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"J96   Insuf respirat NCOP";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3
"J98   Outr transt respirat";0;0;0;0;0;0;0;0;0;0;1;1;2;1;3;0;6;0;0;0;0;0;14
"K12   Estomatite e lesoes correlatas";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"K22   Outr doenc do esofago";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
"K25   Ulcera gastrica";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;4
"K26   Ulcera duodenal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;3
"K27   Ulcera peptica de localiz NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
"K29   Gastrite e duodenite";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"K35   Apendicite aguda";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2
"K40   Hernia inguinal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;4
"K46   Hernia abdominal NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"K52   Outr gastroenterites e colites nao-infecc";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"K55   Transt vasculares do intestino";0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;4;2;3;0;0;0;0;12
"K56   Ileo paralitico e obstr intestinal s/hernia";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2;1;0;0;0;0;7
"K57   Doenc diverticular do intestino";0;0;0;0;0;0;0;0;0;0;2;1;1;3;1;2;2;0;0;1;0;0;13
"K63   Outr doenc do intestino";0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;4
"K65   Peritonite";0;0;0;0;1;0;0;1;0;1;0;3;0;1;2;2;0;0;0;0;0;0;11
"K70   Doenc alcoolica do figado";0;0;0;0;0;0;1;4;9;9;9;6;3;2;3;1;0;1;0;0;0;0;48
"K71   Doenc hepatica toxica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"K72   Insuf hepatica NCOP";0;0;0;0;0;0;1;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;5
"K74   Fibrose e cirrose hepaticas";0;0;0;0;0;0;1;1;3;7;6;7;6;6;8;4;2;0;0;0;0;0;51
"K75   Outr doenc inflam do figado";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"K76   Outr doenc do figado";0;0;0;0;0;0;1;0;1;0;1;1;1;0;1;1;0;0;1;0;0;0;8
"K80   Colelitiase";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;4
