Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5)
Sexo: Masculino
Período:2010
"Causa (CID10 3C)";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70-74";"75-79";"80-84";"85-89";"90-94";"95-99";"100e+";"Total"
"C06   Neopl malig outr partes e partes NE da boca";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
"C08   Neopl malig outr gland saliv maiores e NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"C09   Neopl malig da amigdala";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"C10   Neopl malig da orofaringe";0;0;0;0;0;0;0;0;1;2;2;2;3;2;0;0;0;0;0;0;0;12
"C11   Neopl malig da nasofaringe";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2
"C12   Neopl malig do seio piriforme";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2
"C13   Neopl malig da hipofaringe";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
"C14   Neop mal out loc mal def labio cav oral far";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2
"C15   Neopl malig do esofago";0;0;0;0;0;0;0;1;1;2;4;5;5;2;4;1;1;0;0;0;0;26
"C16   Neopl malig do estomago";0;0;0;0;0;0;1;1;3;1;7;6;7;4;10;7;8;6;0;0;0;61
"C17   Neopl malig do intestino delgado";0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;1;0;0;0;0;0;5
"C18   Neopl malig do colon";0;0;0;0;0;0;0;2;4;0;3;5;4;13;15;7;7;3;0;0;0;63
"C19   Neopl malig da juncao retossigmoide";0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;4
"C20   Neopl malig do reto";0;0;0;0;0;0;0;1;1;0;0;1;2;2;2;1;2;2;0;0;0;14
"C22   Neopl malig figado vias biliares intra-hepat";0;0;0;0;0;0;0;0;0;4;2;9;12;6;5;5;1;1;0;0;0;45
"C23   Neopl malig da vesicula biliar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"C24   Neopl malig outr partes e NE vias biliares";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;0;0;0;5
"C25   Neopl malig do pancreas";0;0;0;0;0;0;0;0;1;2;5;5;6;7;4;3;4;2;0;0;0;39
"C26   Neopl malig outr mal def aparelho digestivo";0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;0;0;0;0;8
"C31   Neopl malig dos seios da face";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"C32   Neopl malig da laringe";0;0;0;0;0;0;0;0;2;0;6;2;1;5;3;4;3;2;0;0;0;28
"C34   Neopl malig dos bronquios e dos pulmoes";0;0;0;0;0;0;0;1;2;2;9;7;6;17;16;13;9;4;2;0;0;88
"C38   Neopl malig do coracao mediastino e pleura";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"C41   Neopl malig ossos/cartil artic outr loc e NE";0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;4
"C43   Melanoma malig da pele";0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;4
"C44   Outr neopl malig da pele";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;3
"C49   Neopl malig tec conjuntivo e outr tec moles";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"C61   Neopl malig da prostata";0;0;0;0;0;0;0;0;0;2;2;1;2;6;11;15;17;5;5;0;0;66
"C62   Neopl malig dos testiculos";0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"C64   Neopl malig do rim exceto pelve renal";0;0;0;0;0;0;0;0;0;2;1;1;6;3;2;2;0;0;0;0;0;17
"C66   Neopl malig dos ureteres";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"C67   Neopl malig da bexiga";0;0;0;0;0;0;0;0;0;0;0;4;3;3;6;5;3;2;0;0;0;26
"C68   Neopl malig de outr orgaos urinarios e NE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2
"C71   Neopl malig do encefalo";1;1;2;1;1;1;1;0;1;0;1;1;1;0;2;3;0;0;2;0;0;19
"C72   Neop mal med esp nerv cran out sist nerv cen";0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;0;1;0;0;6
"C73   Neopl malig da gland tireoide";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"C74   Neopl malig da gland supra-renal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"C76   Neopl malig outr localiz e mal definidas";0;0;0;0;0;0;0;0;0;0;3;1;2;1;0;1;1;0;1;0;0;10
"C78   Neopl malig secund org respirat e digestivos";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;4
"C79   Neopl malig secund de outr localiz";0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;4
"C80   Neopl malig s/especificacao de localiz";0;0;0;0;0;0;0;0;1;1;2;4;4;3;0;1;1;6;0;0;0;23
"C83   Linfoma nao-Hodgkin difuso";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";0;0;0;0;0;0;0;1;0;1;2;1;4;3;5;1;2;0;3;0;0;23
"C90   Mieloma mult e neopl malig de plasmocitos";0;0;0;0;0;0;0;1;1;0;1;0;1;3;1;1;2;0;0;0;0;11
"C91   Leucemia linfoide";0;0;0;0;0;1;1;0;0;0;0;1;2;1;0;1;1;0;1;0;0;9
"C92   Leucemia mieloide";0;0;0;0;0;1;0;1;0;0;2;0;0;2;3;1;1;0;0;0;0;11
"C96   Outr neopl mal e NE tec linf hematop e corr";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"C97   Neopl malig de localiz mult independentes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"D46   Sindr mielodisplasicas";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;3
"D47   Out neop comp inc/des tec linf hemat tec cor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
"D50   Anemia p/defic de ferro";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"D51   Anemia p/defic de vitamina B12";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"D61   Outr anemias aplasticas";0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2
"D62   Anemia aguda pos-hemorragica";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"D64   Outr anemias";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"D68   Outr defeitos da coagulacao";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2
"D69   Purpura e outr afeccoes hemorragicas";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
"D72   Outr transt dos globulos brancos";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"D86   Sarcoidose";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"E05   Tireotoxicose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"E10   Diabetes mellitus insulino-dependente";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2
"E11   Diabetes mellitus nao-insulino-dependemte";0;0;0;0;0;0;0;0;0;1;0;1;1;2;0;0;2;1;0;0;0;8
"E12   Diabetes mellitus relac c/a desnutr";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"E14   Diabetes mellitus NE";0;0;0;0;1;0;1;0;1;3;5;13;8;8;13;18;10;5;3;1;0;90
"E16   Outr transt da secrecao pancreatica interna";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"E43   Desnutric proteico-calorica grave NE";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2
"E46   Desnutric proteico-calorica NE";0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;2;3;1;0;1;0;12
"E63   Outr defic nutricionais";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"E66   Obesidade";0;0;0;0;0;0;1;0;0;1;2;1;0;1;0;0;0;0;0;0;0;6
"E78   Disturbios metab lipoproteinas e out lipidem";0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;4
"E84   Fibrose cistica";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2
"E86   Deplecao de volume";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;4
"F01   Demencia vascular";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2
"F03   Demencia NE";0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;3;3;0;1;0;12
"F05   Delirium nao induz alcool outr subst psicoat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"F10   Transt mentais comport dev uso alcool";0;0;0;0;0;0;0;1;1;0;3;5;3;0;0;1;0;2;0;0;0;16
"F19   Transt ment comp mult drog out subst psicoat";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"F20   Esquizofrenia";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"F32   Episodios depressivos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
"G00   Meningite bacter NCOP";0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;3
"G03   Meningite dev outr causas e a causas NE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"G10   Doenc de Huntington";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"G11   Ataxia hereditaria";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"G12   Atrofia muscular espinal e sindr correlatas";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;3
"G20   Doenc de Parkinson";0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;5;1;4;2;0;0;16
"G30   Doenc de Alzheimer";0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;5;9;8;8;4;0;40
"G31   Outr doenc degenerativas sist nervoso NCOP";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;3
"G40   Epilepsia";0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;3
"G61   Polineuropatia inflam";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"G62   Outr polineuropatias";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
"G71   Transt prim dos musculos";1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4
"G80   Paralisia cerebral";1;0;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5
"G93   Outr transt do encefalo";0;0;0;0;0;1;1;0;0;1;1;0;1;1;1;0;0;1;1;0;0;9
"I08   Doenc de mult valvas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"I09   Outr doenc reumaticas do coracao";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"I10   Hipertensao essencial";0;0;0;0;0;0;0;1;1;0;0;3;4;2;5;3;5;2;0;0;0;26
"I11   Doenc cardiaca hipertensiva";0;0;0;0;0;0;0;1;1;1;2;0;4;4;2;0;4;5;2;0;0;26
"I12   Doenc renal hipertensiva";0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;3;0;2;1;0;0;10
"I13   Doenc cardiaca e renal hipertensiva";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"I20   Angina pectoris";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"I21   Infarto agudo do miocardio";0;0;0;0;0;0;2;9;12;31;34;37;38;41;43;52;31;32;6;3;0;371
"I24   Outr doenc isquemicas agudas do coracao";0;0;0;0;0;0;0;0;0;0;0;0;1;4;3;0;1;0;0;0;0;9
"I25   Doenc isquemica cronica do coracao";0;0;0;0;0;0;0;0;1;1;5;3;5;4;4;12;11;11;5;0;0;62
"I26   Embolia pulmonar";0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;6
"I27   Outr form de doenc cardiaca pulmonar";0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;4
"I28   Outr doenc dos vasos pulmonares";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"I31   Outr doenc do pericardio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"I33   Endocardite aguda e subaguda";0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1;0;1;0;0;0;6
"I34   Transt nao-reumaticos da valva mitral";0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;5
"I35   Transt nao-reumaticos da valva aortica";0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;3;1;0;0;0;0;10
"I36   Transt nao-reumaticos da valva tricuspide";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"I38   Endocardite de valva NE";0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;0;0;0;1;0;6
"I42   Cardiomiopatias";0;0;0;0;0;0;1;0;1;0;2;5;2;0;2;7;10;0;2;1;0;33
"I44   Bloqueio atrioventricular e do ramo esquerdo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2
"I45   Outr transt de conducao";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"I48   Flutter e fibrilacao atrial";0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;2;1;1;0;0;9
"I49   Outr arritmias cardiacas";0;0;0;0;0;1;0;0;0;0;0;1;1;0;2;4;2;2;0;0;0;13
"I50   Insuf cardiaca";0;0;0;0;0;1;0;0;0;3;2;4;4;6;6;9;6;8;4;2;0;55
"I51   Complic cardiopatias doenc cardiacas mal def";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;1;1;1;1;10
"I60   Hemorragia subaracnoide";0;0;0;0;0;0;0;1;0;0;4;1;2;2;1;0;2;0;0;0;0;13
"I61   Hemorragia intracerebral";0;0;0;1;0;0;4;2;3;5;5;5;6;8;5;3;2;2;3;0;1;55
"I62   Outr hemorragias intracranianas nao-traum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2
"I63   Infarto cerebral";0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;3
"I64   Acid vasc cerebr NE como hemorrag isquemico";0;0;0;0;0;0;0;0;0;1;2;5;6;9;7;12;7;5;2;1;0;57
"I67   Outr doenc cerebrovasculares";0;0;0;0;0;0;0;3;0;0;7;2;5;4;7;12;12;7;2;1;0;62
"I69   Sequelas de doenc cerebrovasculares";0;0;0;0;0;0;0;0;0;0;5;3;5;13;9;10;18;13;2;1;0;79
"I70   Aterosclerose";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;3
"I71   Aneurisma e disseccao da aorta";0;0;0;0;1;0;3;0;0;1;4;2;7;9;6;3;3;5;0;0;0;44
"I72   Outr aneurismas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;4
"I73   Outr doenc vasculares perifericas";0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;1;0;0;0;6
"I74   Embolia e trombose arteriais";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2
"I77   Outr afeccoes das arterias e arteriolas";0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;3
"I80   Flebite e tromboflebite";0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2;1;0;0;0;0;6
"I83   Varizes dos membros infer";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"I85   Varizes esofagianas";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"I89   Outr transt nao-infecc vasos linf gangl linf";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"J15   Pneumonia bacter NCOP";0;0;0;0;0;0;1;0;0;0;0;1;1;4;1;0;2;2;0;0;0;12
"J18   Pneumonia p/microorg NE";2;0;0;0;0;1;3;6;5;10;17;16;22;19;31;26;38;24;16;9;1;246
"J21   Bronquiolite aguda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;3
"J40   Bronquite NE como aguda ou cronica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"J43   Enfisema";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;1;1;0;0;8
"J44   Outr doenc pulmonares obstrutivas cronicas";0;0;0;0;0;0;0;1;2;3;1;4;6;13;17;23;27;20;10;0;1;128
"J45   Asma";0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;3
"J46   Estado de mal asmatico";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"J62   Pneumoconiose dev poeira que cont silica";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"J67   Pneumonite hipersensibilid dev poeiras org";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"J69   Pneumonite dev solidos e liquidos";0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;4;3;0;1;0;12
"J80   Sindr do desconforto respirat do adulto";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"J81   Edema pulmonar NE de outr form";0;0;0;0;0;0;0;0;2;1;3;2;2;2;1;3;1;4;0;0;0;21
"J84   Outr doenc pulmonares intersticiais";0;0;0;0;0;0;0;0;0;4;0;2;0;4;4;2;3;2;1;0;0;22
"J85   Abscesso do pulmao e do mediastino";0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;3
"J86   Piotorax";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;3
"J90   Derrame pleural NCOP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"J96   Insuf respirat NCOP";1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;2;2;0;0;8
"J98   Outr transt respirat";0;0;0;0;1;0;0;0;1;0;1;5;3;2;3;2;3;0;1;1;0;23
"K22   Outr doenc do esofago";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;3
"K25   Ulcera gastrica";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;3
"K26   Ulcera duodenal";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;3
"K27   Ulcera peptica de localiz NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;3
"K31   Outr doenc do estomago e do duodeno";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"K37   Apendicite SOE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"K40   Hernia inguinal";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"K41   Hernia femoral";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"K42   Hernia umbilical";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"K43   Hernia ventral";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"K46   Hernia abdominal NE";0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;5
"K55   Transt vasculares do intestino";0;0;0;0;0;0;0;0;0;0;0;1;0;1;5;1;1;0;0;0;0;9
"K56   Ileo paralitico e obstr intestinal s/hernia";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;2;0;0;0;8
"K57   Doenc diverticular do intestino";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;4
"K63   Outr doenc do intestino";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;4
"K65   Peritonite";0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;1;0;0;0;6
"K70   Doenc alcoolica do figado";0;0;0;0;0;0;2;1;9;6;11;8;2;3;5;2;1;0;0;0;0;50
"K72   Insuf hepatica NCOP";0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;1;1;1;0;0;0;7
"K74   Fibrose e cirrose hepaticas";0;0;0;0;0;1;1;3;3;6;11;4;6;3;1;2;1;1;0;0;0;43
"K75   Outr doenc inflam do figado";0;0;0;0;1;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;5
"K76   Outr doenc do figado";0;0;0;0;0;0;0;0;2;1;2;0;3;0;0;0;2;0;0;0;0;10
"K80   Colelitiase";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;4
"K81   Colecistite";0;0;0;0;0;0;1;0;0;1;2;1;4;1;1;2;1;0;0;0;0;14
"K83   Outr doenc das vias biliares";0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;0;0;0;0;5
"K85   Pancreatite aguda";1;0;0;0;0;0;1;0;0;2;2;3;2;2;0;4;0;1;0;0;0;18
"K86   Outr doenc do pancreas";0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;2;0;0;0;0;0;5
"K90   Ma-absorcao intestinal";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"K92   Outr doenc do aparelho digestivo";0;0;0;0;0;0;0;0;0;0;1;0;2;3;2;0;1;2;0;1;0;12
"L02   Abscesso cutaneo furunculo e antraz";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;1;0;0;5
"L03   Celulite";0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;4
"L89   Ulcera de decubito";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;4
"L97   Ulcera dos membros infer NCOP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"M13   Outr artrites";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"M31   Outr vasculopatias necrotizantes";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"M32   Lupus eritematoso disseminado";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"M47   Espondilose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"M51   Outr transt de discos intervertebrais";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"M62   Outr transt musculares";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"M84   Transt da continuidade do osso";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
