Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5)
Sexo: Masculino
Período:2015
"Causa (CID10 3C)";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70-74";"75-79";"80-84";"85-89";"90-94";"95-99";"100e+";"Ign";"Total"
"C30   Neopl malig cavidade nasal e do ouvido medio";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"C31   Neopl malig dos seios da face";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"C32   Neopl malig da laringe";0;0;0;0;0;0;0;0;0;2;2;3;5;5;2;4;1;0;1;0;0;0;25
"C34   Neopl malig dos bronquios e dos pulmoes";0;0;0;0;0;0;0;1;0;6;5;7;22;13;16;15;6;6;3;1;0;0;101
"C41   Neopl malig ossos/cartil artic outr loc e NE";0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;2;0;0;0;7
"C43   Melanoma malig da pele";0;0;0;0;0;0;1;0;1;1;1;1;1;1;2;2;0;0;1;0;0;0;12
"C44   Outr neopl malig da pele";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2
"C46   Sarcoma de Kaposi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"C48   Neopl malig tec moles retro- e peritonio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"C49   Neopl malig tec conjuntivo e outr tec moles";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;5
"C60   Neopl malig do penis";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"C61   Neopl malig da prostata";0;0;0;0;0;0;0;0;0;1;0;3;4;10;9;16;12;11;6;1;0;0;73
"C62   Neopl malig dos testiculos";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
"C64   Neopl malig do rim exceto pelve renal";0;0;0;0;0;0;0;1;0;0;2;2;2;3;2;0;1;1;0;0;0;0;14
"C65   Neopl malig da pelve renal";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"C67   Neopl malig da bexiga";0;0;0;0;0;0;0;0;0;1;1;2;3;5;3;3;6;4;2;0;0;0;30
"C68   Neopl malig de outr orgaos urinarios e NE";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
"C71   Neopl malig do encefalo";0;1;1;0;1;0;0;0;1;1;3;3;2;1;2;3;2;2;0;0;0;0;23
"C72   Neop mal med esp nerv cran out sist nerv cen";1;0;0;0;0;0;0;0;0;0;1;1;1;2;0;0;3;0;0;0;0;0;9
"C73   Neopl malig da gland tireoide";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"C74   Neopl malig da gland supra-renal";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
"C75   Neopl malig outr gland endocrinas estr relac";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"C76   Neopl malig outr localiz e mal definidas";0;0;0;0;0;0;0;0;0;1;2;3;1;1;0;4;0;2;1;0;0;0;15
"C78   Neopl malig secund org respirat e digestivos";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;4
"C79   Neopl malig secund de outr localiz";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
"C80   Neopl malig s/especificacao de localiz";0;0;0;0;0;1;0;0;2;1;0;1;1;5;1;1;2;4;0;0;0;0;19
"C82   Linfoma nao-Hodgkin folicular";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"C84   Linfomas de celulas T cutaneas e perifericas";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";0;0;0;0;0;0;0;0;2;1;0;2;2;2;0;1;1;0;0;0;0;0;11
"C90   Mieloma mult e neopl malig de plasmocitos";0;0;0;0;0;0;0;0;0;0;0;1;3;5;3;0;0;0;0;0;0;0;12
"C91   Leucemia linfoide";0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;6
"C92   Leucemia mieloide";0;0;0;1;0;1;0;1;1;1;2;0;1;1;3;0;2;0;0;0;0;0;14
"C95   Leucemia de tipo celular NE";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;3;0;1;1;0;0;7
"C96   Outr neopl mal e NE tec linf hematop e corr";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"D36   Neopl benig de outr localiz e de localiz NE";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"D46   Sindr mielodisplasicas";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3
"D47   Out neop comp inc/des tec linf hemat tec cor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"D48   Neopl comp inc/desconh outr localiz e NE";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"D59   Anemia hemolitica adquir";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"D61   Outr anemias aplasticas";0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2
"D68   Outr defeitos da coagulacao";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"D69   Purpura e outr afeccoes hemorragicas";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"D70   Agranulocitose";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"D84   Outr imunodeficiencias";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;3
"E03   Outr hipotireoidismos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"E11   Diabetes mellitus nao-insulino-dependemte";0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;2;1;2;0;0;0;0;12
"E14   Diabetes mellitus NE";0;0;0;0;0;0;0;1;0;0;4;7;7;8;13;11;12;5;3;1;0;0;72
"E43   Desnutric proteico-calorica grave NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"E46   Desnutric proteico-calorica NE";0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;2;1;1;0;1;0;0;8
"E64   Sequelas desnutric e outr defic nutricionais";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"E66   Obesidade";0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;4
"E78   Disturbios metab lipoproteinas e out lipidem";0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;2;0;0;0;0;0;7
"E80   Disturbios metab porfirina e bilirrubina";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"E83   Disturbios do metabolismo de minerais";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"E84   Fibrose cistica";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"E85   Amiloidose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"E86   Deplecao de volume";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"E87   Outr transt equil hidroeletr e acido-basic";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2
"E88   Outr disturbios metabolicos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"F03   Demencia NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"F10   Transt mentais comport dev uso alcool";0;0;0;0;0;0;0;1;0;0;1;5;0;2;0;1;1;0;0;0;0;0;11
"F17   Transt mentais e comport dev uso de fumo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2
"F20   Esquizofrenia";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"F32   Episodios depressivos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"G00   Meningite bacter NCOP";0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;5
"G03   Meningite dev outr causas e a causas NE";0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3
"G08   Flebite tromboflebite intracran intra-raquid";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"G12   Atrofia muscular espinal e sindr correlatas";0;0;0;1;0;0;0;0;0;0;1;0;1;1;2;0;0;0;0;0;0;0;6
"G20   Doenc de Parkinson";0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;3;1;0;1;0;0;10
"G30   Doenc de Alzheimer";0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;3;9;9;5;1;1;0;34
"G31   Outr doenc degenerativas sist nervoso NCOP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;8;4;6;0;2;0;25
"G35   Esclerose mult";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"G37   Outr doenc desmielinizantes sist nerv centr";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"G40   Epilepsia";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3
"G41   Estado de mal epileptico";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"G58   Outr mononeuropatias";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"G61   Polineuropatia inflam";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"G62   Outr polineuropatias";0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;3
"G70   Miastenia gravis outr transt neuromusculares";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"G71   Transt prim dos musculos";0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"G80   Paralisia cerebral";0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"G82   Paraplegia e tetraplegia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"G91   Hidrocefalia";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"G93   Outr transt do encefalo";0;0;0;0;0;0;2;0;0;2;2;0;0;2;0;1;1;0;1;0;0;0;11
"I05   Doenc reumaticas da valva mitral";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"I10   Hipertensao essencial";0;0;0;0;0;0;0;1;0;0;0;3;2;3;3;3;1;2;1;1;0;0;20
"I11   Doenc cardiaca hipertensiva";0;0;0;0;0;0;0;0;0;1;0;1;0;2;1;4;1;1;2;0;0;0;13
"I12   Doenc renal hipertensiva";0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;2;0;0;0;7
"I13   Doenc cardiaca e renal hipertensiva";0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;3
"I21   Infarto agudo do miocardio";0;0;0;0;0;2;4;14;18;26;37;52;49;46;48;50;30;27;17;4;0;0;424
"I24   Outr doenc isquemicas agudas do coracao";0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;4
"I25   Doenc isquemica cronica do coracao";0;0;0;0;0;0;0;0;0;0;1;1;7;12;6;13;13;5;3;1;1;0;63
"I26   Embolia pulmonar";0;0;0;0;0;0;1;1;2;1;0;3;0;4;1;2;0;1;0;0;0;0;16
"I27   Outr form de doenc cardiaca pulmonar";0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;4
"I33   Endocardite aguda e subaguda";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
"I34   Transt nao-reumaticos da valva mitral";0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;4
"I35   Transt nao-reumaticos da valva aortica";0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;2;2;0;0;0;0;8
"I36   Transt nao-reumaticos da valva tricuspide";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"I38   Endocardite de valva NE";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;4
"I40   Miocardite aguda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"I42   Cardiomiopatias";0;0;0;1;0;0;2;2;0;4;3;4;2;2;5;5;2;3;0;1;0;0;36
"I44   Bloqueio atrioventricular e do ramo esquerdo";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2
"I48   Flutter e fibrilacao atrial";0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;0;2;1;0;0;0;8
"I49   Outr arritmias cardiacas";0;0;0;0;0;0;0;0;0;1;0;0;1;2;2;2;3;0;1;0;0;0;12
"I50   Insuf cardiaca";0;0;0;0;1;0;0;0;1;2;0;4;7;4;2;5;9;6;3;1;0;0;45
"I51   Complic cardiopatias doenc cardiacas mal def";0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;0;0;0;0;0;6
"I60   Hemorragia subaracnoide";0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;3;1;1;1;0;0;0;11
"I61   Hemorragia intracerebral";0;0;0;0;0;2;0;2;4;4;4;9;8;8;6;7;6;7;1;0;0;0;68
"I62   Outr hemorragias intracranianas nao-traum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;3
"I63   Infarto cerebral";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2
"I64   Acid vasc cerebr NE como hemorrag isquemico";0;0;0;0;0;0;0;0;2;0;2;6;1;6;7;10;7;8;10;1;0;0;60
"I67   Outr doenc cerebrovasculares";0;0;0;0;0;0;1;1;1;2;0;2;4;7;13;16;9;9;6;0;0;0;71
"I69   Sequelas de doenc cerebrovasculares";0;0;0;0;0;0;0;0;0;1;1;4;4;7;11;8;14;6;6;0;0;0;62
"I71   Aneurisma e disseccao da aorta";0;0;0;0;0;2;1;1;0;2;3;3;5;8;6;6;7;1;0;0;0;0;45
"I72   Outr aneurismas";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2
"I73   Outr doenc vasculares perifericas";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;0;1;0;0;0;6
"I74   Embolia e trombose arteriais";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2
"I77   Outr afeccoes das arterias e arteriolas";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;1;1;1;0;0;0;7
"I80   Flebite e tromboflebite";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
"I85   Varizes esofagianas";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"I89   Outr transt nao-infecc vasos linf gangl linf";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"J06   Infecc agudas vias aereas super loc mult NE";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"J11   Influenza dev virus nao identificado";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"J15   Pneumonia bacter NCOP";1;0;0;0;0;0;0;0;0;0;2;0;1;1;5;1;3;5;4;1;0;0;24
"J18   Pneumonia p/microorg NE";3;0;0;1;0;3;2;1;3;7;8;13;19;26;21;48;42;30;34;6;0;0;267
"J21   Bronquiolite aguda";1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;5
"J40   Bronquite NE como aguda ou cronica";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"J42   Bronquite cronica NE";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"J43   Enfisema";0;0;0;0;0;0;0;1;0;0;0;0;1;4;1;1;1;1;0;0;0;0;10
"J44   Outr doenc pulmonares obstrutivas cronicas";0;0;0;0;0;0;0;1;0;0;3;3;10;13;21;26;25;26;12;1;0;0;141
"J45   Asma";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;4
"J46   Estado de mal asmatico";0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3
"J62   Pneumoconiose dev poeira que cont silica";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"J69   Pneumonite dev solidos e liquidos";0;0;0;0;0;0;0;1;0;2;0;2;1;1;1;0;0;2;2;3;1;0;16
"J81   Edema pulmonar NE de outr form";0;1;1;0;0;0;0;1;2;3;2;5;3;5;2;3;2;5;4;1;0;0;40
"J84   Outr doenc pulmonares intersticiais";1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;4;1;0;0;0;0;11
"J85   Abscesso do pulmao e do mediastino";0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;4
"J86   Piotorax";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"J90   Derrame pleural NCOP";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3
"J94   Outr afeccoes pleurais";0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2
"J96   Insuf respirat NCOP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2
"J98   Outr transt respirat";0;0;0;0;0;0;0;0;0;0;4;0;2;4;2;0;3;1;1;1;0;0;18
"K22   Outr doenc do esofago";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;3
"K25   Ulcera gastrica";0;0;0;0;0;0;0;0;0;1;0;2;1;1;0;0;0;0;0;0;0;0;5
"K26   Ulcera duodenal";0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;5
"K29   Gastrite e duodenite";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;5
"K30   Dispepsia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"K35   Apendicite aguda";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2
"K40   Hernia inguinal";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"K42   Hernia umbilical";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"K46   Hernia abdominal NE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"K51   Colite ulcerativa";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2
"K55   Transt vasculares do intestino";0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;2;0;0;0;0;0;0;8
"K56   Ileo paralitico e obstr intestinal s/hernia";0;0;0;0;0;0;0;0;1;0;0;0;0;3;1;4;0;1;1;0;0;0;11
"K57   Doenc diverticular do intestino";0;0;0;0;0;0;0;0;0;0;2;0;1;0;2;1;1;2;1;0;0;0;10
"K59   Outr transt funcionais do intestino";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"K60   Fissura e fistula das regioes anal e retal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"K63   Outr doenc do intestino";0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;4
"K65   Peritonite";0;0;0;0;0;0;0;0;0;0;1;3;0;1;0;0;1;1;0;0;0;0;7
"K66   Outr transt do peritonio";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
