Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5)
Sexo: Masculino
Período:2019
"Causa (CID10 3C)";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70-74";"75-79";"80-84";"85-89";"90-94";"95-99";"100e+";"Ign";"Total"
"C40   Neopl malig ossos/cartilag artic membros";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"C41   Neopl malig ossos/cartil artic outr loc e NE";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2
"C43   Melanoma malig da pele";0;0;0;0;0;0;0;0;0;0;2;0;1;2;0;3;0;1;1;1;0;0;11
"C44   Outr neopl malig da pele";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"C45   Mesotelioma";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"C47   Neopl malig nervos perif e sist nerv autonom";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
"C48   Neopl malig tec moles retro- e peritonio";0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;1;0;0;0;0;0;0;6
"C49   Neopl malig tec conjuntivo e outr tec moles";0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;5
"C60   Neopl malig do penis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"C61   Neopl malig da prostata";0;0;0;0;0;0;0;0;0;0;2;1;5;9;12;16;13;9;10;1;0;0;78
"C62   Neopl malig dos testiculos";0;0;0;1;2;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8
"C63   Neopl malig outr org genit masc e NE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"C64   Neopl malig do rim exceto pelve renal";0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;6;3;0;0;0;0;0;15
"C65   Neopl malig da pelve renal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"C67   Neopl malig da bexiga";0;0;0;0;0;0;0;0;0;2;0;3;4;6;2;7;8;4;0;1;0;0;37
"C70   Neopl malig das meninges";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"C71   Neopl malig do encefalo";0;0;0;0;0;1;0;1;0;0;2;3;6;4;6;2;1;1;1;0;0;0;28
"C72   Neop mal med esp nerv cran out sist nerv cen";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2
"C73   Neopl malig da gland tireoide";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"C74   Neopl malig da gland supra-renal";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"C75   Neopl malig outr gland endocrinas estr relac";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2
"C76   Neopl malig outr localiz e mal definidas";0;0;0;0;0;0;0;0;0;0;2;2;4;3;1;2;1;1;1;0;0;0;17
"C78   Neopl malig secund org respirat e digestivos";0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;4
"C79   Neopl malig secund de outr localiz";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"C80   Neopl malig s/especificacao de localiz";0;0;1;0;0;0;0;0;1;0;0;7;3;3;5;3;1;3;2;0;0;0;29
"C81   Doenc de Hodgkin";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;3
"C82   Linfoma nao-Hodgkin folicular";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
"C83   Linfoma nao-Hodgkin difuso";0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;4
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";0;0;0;0;0;0;0;0;0;1;1;2;5;5;3;4;0;0;0;0;0;0;21
"C90   Mieloma mult e neopl malig de plasmocitos";0;0;0;0;0;0;0;0;1;1;0;1;2;2;1;6;1;1;1;0;0;0;17
"C91   Leucemia linfoide";1;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;0;0;1;0;0;0;7
"C92   Leucemia mieloide";0;0;0;0;0;1;0;0;2;1;0;0;1;2;1;2;2;0;0;0;0;0;12
"C95   Leucemia de tipo celular NE";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;3
"D43   Neopl comp inc/desc encefalo sist nerv centr";0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;3
"D45   Policitemia vera";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"D46   Sindr mielodisplasicas";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;0;0;0;6
"D47   Out neop comp inc/des tec linf hemat tec cor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;3
"D57   Transt falciformes";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"D61   Outr anemias aplasticas";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"D62   Anemia aguda pos-hemorragica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"D64   Outr anemias";0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;3
"D65   Coagulacao intravascular disseminada";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2
"D69   Purpura e outr afeccoes hemorragicas";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2
"D70   Agranulocitose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"E10   Diabetes mellitus insulino-dependente";0;0;0;0;0;0;0;0;0;1;2;1;0;0;1;0;0;0;0;0;0;0;5
"E11   Diabetes mellitus nao-insulino-dependemte";0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;0;0;0;0;7
"E14   Diabetes mellitus NE";0;0;0;0;0;0;0;1;0;7;2;10;8;8;10;18;12;4;1;2;0;0;83
"E43   Desnutric proteico-calorica grave NE";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;1;0;0;6
"E46   Desnutric proteico-calorica NE";0;0;0;0;0;0;0;0;0;1;1;1;0;2;0;1;2;2;0;0;0;0;10
"E51   Defic de tiamina";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"E66   Obesidade";0;0;0;0;0;0;0;0;2;1;0;2;0;0;0;0;0;1;0;0;0;0;6
"E75   Disturb metab esfingolip e outr depos lipid";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"E76   Disturbios metabolismo do glicosaminoglicano";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"E78   Disturbios metab lipoproteinas e out lipidem";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
"E83   Disturbios do metabolismo de minerais";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
"E85   Amiloidose";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"E86   Deplecao de volume";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"E87   Outr transt equil hidroeletr e acido-basic";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;2;2;2;0;0;9
"E88   Outr disturbios metabolicos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"F03   Demencia NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"F10   Transt mentais comport dev uso alcool";0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;3
"F14   Transt mentais e comport dev uso da cocaina";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"F17   Transt mentais e comport dev uso de fumo";0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;3
"F19   Transt ment comp mult drog out subst psicoat";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"F22   Transt delirantes persistentes";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"F32   Episodios depressivos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"F72   Retardo mental grave";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"G00   Meningite bacter NCOP";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2
"G03   Meningite dev outr causas e a causas NE";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;3
"G04   Encefalite mielite e encefalomielite";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;3
"G06   Abscesso granuloma intracran intra-raquid";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"G09   Sequelas doenc inflam sist nerv centr";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"G12   Atrofia muscular espinal e sindr correlatas";0;0;0;0;0;0;0;0;0;2;1;0;3;2;1;0;1;0;0;0;0;0;10
"G20   Doenc de Parkinson";0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;4;6;3;0;0;0;20
"G30   Doenc de Alzheimer";0;0;0;0;0;0;0;0;0;1;0;0;1;2;7;4;15;21;9;1;0;0;61
"G31   Outr doenc degenerativas sist nervoso NCOP";0;0;0;0;0;0;0;0;0;0;0;1;0;2;4;6;14;13;8;1;1;0;50
"G40   Epilepsia";1;0;0;0;2;0;0;1;0;0;2;1;0;0;0;1;1;1;0;0;0;0;10
"G45   Acid vasc cerebr isquemicos trans sindr corr";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"G61   Polineuropatia inflam";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2
"G70   Miastenia gravis outr transt neuromusculares";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2
"G71   Transt prim dos musculos";0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2
"G80   Paralisia cerebral";1;0;0;1;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6
"G81   Hemiplegia";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"G82   Paraplegia e tetraplegia";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2
"G90   Transt do sist nervoso autonomo";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"G91   Hidrocefalia";0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;5
"G93   Outr transt do encefalo";1;0;0;1;0;0;0;0;1;0;2;1;1;0;0;1;0;0;0;0;0;0;8
"H65   Otite media nao-supurativa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"I07   Doenc reumaticas da valva tricuspide";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"I08   Doenc de mult valvas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"I10   Hipertensao essencial";0;0;0;0;0;0;0;0;0;1;1;2;4;0;2;1;4;1;1;1;0;0;18
"I11   Doenc cardiaca hipertensiva";0;0;0;0;0;0;0;1;0;0;1;3;3;4;3;3;5;5;2;2;0;0;32
"I12   Doenc renal hipertensiva";0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;2;1;0;0;0;0;0;8
"I13   Doenc cardiaca e renal hipertensiva";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;5;1;0;0;0;8
"I20   Angina pectoris";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"I21   Infarto agudo do miocardio";0;0;0;0;0;0;5;4;18;26;37;53;59;51;57;59;44;37;19;4;0;1;474
"I24   Outr doenc isquemicas agudas do coracao";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2
"I25   Doenc isquemica cronica do coracao";0;1;0;0;0;0;0;0;1;0;0;4;7;8;12;7;10;9;5;2;0;0;66
"I26   Embolia pulmonar";0;0;0;0;0;0;0;0;2;0;2;0;1;4;2;0;1;1;1;0;0;0;14
"I27   Outr form de doenc cardiaca pulmonar";1;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;5
"I30   Pericardite aguda";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"I33   Endocardite aguda e subaguda";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"I34   Transt nao-reumaticos da valva mitral";0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;1;0;0;0;0;6
"I35   Transt nao-reumaticos da valva aortica";0;0;0;0;1;0;0;0;0;0;1;2;0;0;1;2;1;0;1;0;0;0;9
"I37   Transt da valva pulmonar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"I38   Endocardite de valva NE";0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0;2;0;0;0;0;0;7
"I40   Miocardite aguda";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"I42   Cardiomiopatias";0;0;0;0;0;1;0;4;6;9;4;6;3;7;5;8;6;4;2;2;0;0;67
"I44   Bloqueio atrioventricular e do ramo esquerdo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
"I45   Outr transt de conducao";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"I47   Taquicardia paroxistica";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"I48   Flutter e fibrilacao atrial";0;0;0;0;0;0;0;0;0;0;0;0;2;1;4;3;4;6;1;1;0;0;22
"I49   Outr arritmias cardiacas";0;0;0;0;0;0;0;0;0;0;2;2;0;3;0;2;2;1;0;0;0;0;12
"I50   Insuf cardiaca";0;0;0;0;0;0;0;1;3;0;1;5;6;6;2;10;14;11;12;1;0;0;72
"I51   Complic cardiopatias doenc cardiacas mal def";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;2;0;0;5
"I60   Hemorragia subaracnoide";0;0;0;0;0;0;1;1;2;0;2;3;2;1;1;1;2;0;1;0;0;0;17
"I61   Hemorragia intracerebral";0;0;0;0;1;0;2;1;2;3;1;6;4;7;6;5;3;2;2;1;0;0;46
"I62   Outr hemorragias intracranianas nao-traum";0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;2;2;1;1;0;0;0;9
"I63   Infarto cerebral";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2
"I64   Acid vasc cerebr NE como hemorrag isquemico";0;0;0;0;0;0;0;0;0;2;0;2;3;5;6;8;4;4;1;2;0;0;37
"I67   Outr doenc cerebrovasculares";0;0;0;0;0;0;1;0;0;1;2;5;10;11;12;11;15;10;6;0;0;0;84
"I69   Sequelas de doenc cerebrovasculares";0;0;0;0;0;0;0;0;0;0;2;3;2;7;11;13;14;4;1;3;0;0;60
"I70   Aterosclerose";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;3
"I71   Aneurisma e disseccao da aorta";0;0;0;0;0;0;0;0;1;0;6;3;8;5;12;11;9;3;1;0;0;0;59
"I72   Outr aneurismas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"I73   Outr doenc vasculares perifericas";0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;0;0;0;0;0;0;0;6
"I74   Embolia e trombose arteriais";0;0;0;0;0;0;0;0;0;1;0;1;0;1;3;2;0;1;0;0;0;0;9
"I77   Outr afeccoes das arterias e arteriolas";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;3
"I80   Flebite e tromboflebite";0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;1;0;0;0;0;5
"I82   Outr embolia e trombose venosas";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"I85   Varizes esofagianas";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;3
"I86   Varizes de outr localiz";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"I89   Outr transt nao-infecc vasos linf gangl linf";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"I99   Outr transt do aparelho circulatorio e os NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2
"J06   Infecc agudas vias aereas super loc mult NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"J11   Influenza dev virus nao identificado";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"J15   Pneumonia bacter NCOP";0;0;0;0;1;0;0;2;0;0;1;3;2;0;2;3;4;2;3;2;0;0;25
"J18   Pneumonia p/microorg NE";1;0;0;0;1;0;2;6;1;8;4;9;13;15;22;20;35;29;30;20;2;0;218
"J21   Bronquiolite aguda";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"J43   Enfisema";0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;3;3;1;0;0;0;0;12
"J44   Outr doenc pulmonares obstrutivas cronicas";0;0;0;0;0;0;1;0;1;3;4;4;15;12;21;17;22;14;11;4;0;0;129
"J45   Asma";0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;1;0;0;0;0;0;0;5
"J46   Estado de mal asmatico";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"J47   Bronquectasia";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"J62   Pneumoconiose dev poeira que cont silica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
"J64   Pneumoconiose NE";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"J65   Pneumoconiose assoc c/tuberc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"J69   Pneumonite dev solidos e liquidos";0;0;0;0;0;0;0;0;1;0;1;1;2;1;5;2;3;1;1;2;0;0;20
"J80   Sindr do desconforto respirat do adulto";1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;4
"J81   Edema pulmonar NE de outr form";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;3
"J84   Outr doenc pulmonares intersticiais";0;0;0;0;0;0;0;0;0;1;0;1;1;2;3;0;2;1;0;0;0;0;11
"J86   Piotorax";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"J90   Derrame pleural NCOP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2
"J94   Outr afeccoes pleurais";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"J96   Insuf respirat NCOP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
