Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5)
Sexo: Masculino
Período:2021
"Causa (CID10 3C)";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70-74";"75-79";"80-84";"85-89";"90-94";"95-99";"100e+";"Total"
"C40   Neopl malig ossos/cartilag artic membros";0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4
"C41   Neopl malig ossos/cartil artic outr loc e NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;4
"C43   Melanoma malig da pele";0;0;0;0;0;0;0;0;0;0;1;0;2;2;2;1;1;0;0;0;0;9
"C44   Outr neopl malig da pele";0;0;0;0;0;0;0;1;0;0;1;0;0;4;1;1;2;2;2;0;0;14
"C48   Neopl malig tec moles retro- e peritonio";0;0;0;0;0;0;0;1;0;0;1;2;0;0;1;1;1;0;0;0;0;7
"C49   Neopl malig tec conjuntivo e outr tec moles";0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;3
"C50   Neopl malig da mama";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2
"C60   Neopl malig do penis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2
"C61   Neopl malig da prostata";0;0;0;0;0;0;0;0;0;1;1;2;6;6;14;18;12;14;4;0;1;79
"C62   Neopl malig dos testiculos";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"C63   Neopl malig outr org genit masc e NE";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"C64   Neopl malig do rim exceto pelve renal";0;0;0;0;0;0;0;0;1;1;1;2;4;2;5;1;3;2;1;0;0;23
"C66   Neopl malig dos ureteres";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"C67   Neopl malig da bexiga";0;0;0;0;0;0;0;0;0;0;0;2;1;3;3;8;9;1;2;0;0;29
"C68   Neopl malig de outr orgaos urinarios e NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"C71   Neopl malig do encefalo";0;0;1;0;0;0;3;0;2;1;2;1;7;3;4;3;4;0;0;0;0;31
"C72   Neop mal med esp nerv cran out sist nerv cen";0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;4
"C76   Neopl malig outr localiz e mal definidas";0;0;0;0;0;1;0;0;0;2;1;2;2;2;4;0;5;0;0;0;0;19
"C77   Neopl malig secund e NE gangl linfaticos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"C78   Neopl malig secund org respirat e digestivos";0;0;0;0;0;0;0;1;0;0;1;0;1;2;0;0;0;0;0;0;0;5
"C79   Neopl malig secund de outr localiz";0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;4
"C80   Neopl malig s/especificacao de localiz";0;0;0;0;0;0;1;0;0;0;2;0;5;3;2;1;7;1;0;0;0;22
"C82   Linfoma nao-Hodgkin folicular";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2
"C83   Linfoma nao-Hodgkin difuso";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;4
"C84   Linfomas de celulas T cutaneas e perifericas";0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;3;0;1;1;0;0;12
"C90   Mieloma mult e neopl malig de plasmocitos";0;0;0;0;0;0;0;0;0;1;0;1;2;3;4;3;1;3;0;0;0;18
"C91   Leucemia linfoide";1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;2;0;0;0;7
"C92   Leucemia mieloide";1;0;0;0;1;0;0;0;0;0;1;1;2;2;4;1;6;1;1;0;0;21
"C95   Leucemia de tipo celular NE";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
"C96   Outr neopl mal e NE tec linf hematop e corr";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"D18   Hemangioma e linfangioma de qualquer localiz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"D32   Neopl benig das meninges";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"D37   Neopl comp incerto/desc cav oral e org dig";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"D38   Neopl comp inc/desc ouv med org resp intrat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"D43   Neopl comp inc/desc encefalo sist nerv centr";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
"D44   Neopl comp incerto/desconh gland endocrinas";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2
"D46   Sindr mielodisplasicas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2
"D47   Out neop comp inc/des tec linf hemat tec cor";0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;3
"D48   Neopl comp inc/desconh outr localiz e NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
"D50   Anemia p/defic de ferro";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"D53   Outr anemias nutricionais";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"D57   Transt falciformes";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"D60   Aplasia pura da serie vermelha adquir";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"D64   Outr anemias";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2
"D69   Purpura e outr afeccoes hemorragicas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"D70   Agranulocitose";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"D75   Outr doenc sangue e orgaos hematopoeticos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"E03   Outr hipotireoidismos";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2
"E10   Diabetes mellitus insulino-dependente";0;0;0;0;1;0;1;1;0;0;0;0;2;0;1;0;0;0;0;0;0;6
"E11   Diabetes mellitus nao-insulino-dependemte";0;0;0;0;0;0;0;0;1;0;0;1;1;4;3;2;1;1;2;0;0;16
"E12   Diabetes mellitus relac c/a desnutr";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"E14   Diabetes mellitus NE";0;0;0;0;0;0;0;0;2;4;6;6;6;23;27;18;13;8;3;2;1;119
"E24   Sindr de Cushing";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"E41   Marasmo nutricional";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"E43   Desnutric proteico-calorica grave NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"E44   Desnutric proteico-calorica grau moder leve";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"E46   Desnutric proteico-calorica NE";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;1;7
"E66   Obesidade";0;0;1;0;1;0;0;0;2;1;0;1;1;3;1;2;0;0;0;0;0;13
"E75   Disturb metab esfingolip e outr depos lipid";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"E78   Disturbios metab lipoproteinas e out lipidem";0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;1;0;0;0;5
"E83   Disturbios do metabolismo de minerais";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"E84   Fibrose cistica";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"E86   Deplecao de volume";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2
"E87   Outr transt equil hidroeletr e acido-basic";1;0;0;0;1;0;0;0;0;0;1;1;0;0;2;1;1;0;0;1;0;9
"E88   Outr disturbios metabolicos";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;3
"F02   Demencia em outr doenc COP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"F10   Transt mentais comport dev uso alcool";0;0;0;0;0;0;0;3;0;3;3;4;2;3;0;0;2;1;0;0;0;21
"F14   Transt mentais e comport dev uso da cocaina";0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;4
"F17   Transt mentais e comport dev uso de fumo";0;0;0;0;0;0;0;1;0;0;3;0;1;0;1;0;0;0;0;0;0;6
"F19   Transt ment comp mult drog out subst psicoat";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2
"F20   Esquizofrenia";0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;3
"F98   Outr transt comp emoc c/inicio inf adolesc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"G00   Meningite bacter NCOP";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"G06   Abscesso granuloma intracran intra-raquid";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"G09   Sequelas doenc inflam sist nerv centr";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"G10   Doenc de Huntington";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"G11   Ataxia hereditaria";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"G12   Atrofia muscular espinal e sindr correlatas";0;0;0;0;0;0;0;1;0;0;0;4;1;2;3;0;1;1;0;0;0;13
"G20   Doenc de Parkinson";0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;9;6;2;4;2;0;26
"G23   Outr doenc degenerativas dos ganglios base";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"G30   Doenc de Alzheimer";0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;9;9;13;7;0;0;47
"G31   Outr doenc degenerativas sist nervoso NCOP";0;0;0;0;0;0;1;0;1;0;0;2;1;1;3;2;6;7;8;5;2;39
"G35   Esclerose mult";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"G40   Epilepsia";0;1;0;0;0;1;0;0;0;0;1;3;0;1;1;1;0;0;0;0;0;9
"G41   Estado de mal epileptico";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
"G60   Neuropatia hereditaria e idiopatica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"G61   Polineuropatia inflam";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"G70   Miastenia gravis outr transt neuromusculares";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"G80   Paralisia cerebral";1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3
"G90   Transt do sist nervoso autonomo";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;3
"G91   Hidrocefalia";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2
"G93   Outr transt do encefalo";0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;2;0;0;0;0;7
"G95   Outr doenc da medula espinal";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"I08   Doenc de mult valvas";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2
"I10   Hipertensao essencial";0;0;0;0;0;0;0;0;3;0;1;2;5;1;7;5;4;5;6;2;1;42
"I11   Doenc cardiaca hipertensiva";0;0;0;0;0;0;0;0;0;0;1;0;2;3;5;4;9;4;2;2;0;32
"I12   Doenc renal hipertensiva";0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;2;2;3;0;0;10
"I13   Doenc cardiaca e renal hipertensiva";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;4
"I15   Hipertensao secund";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"I20   Angina pectoris";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"I21   Infarto agudo do miocardio";0;0;0;0;0;1;2;5;10;19;25;35;48;46;66;44;45;26;11;4;0;387
"I24   Outr doenc isquemicas agudas do coracao";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;4
"I25   Doenc isquemica cronica do coracao";0;0;0;0;0;0;1;2;2;1;1;2;8;7;7;15;12;6;8;1;1;74
"I26   Embolia pulmonar";0;0;0;0;1;0;0;1;0;1;1;2;1;3;2;0;1;0;1;1;1;16
"I27   Outr form de doenc cardiaca pulmonar";0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3
"I31   Outr doenc do pericardio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"I33   Endocardite aguda e subaguda";1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"I34   Transt nao-reumaticos da valva mitral";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2
"I35   Transt nao-reumaticos da valva aortica";0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;4;1;0;0;10
"I38   Endocardite de valva NE";0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;1;0;1;1;0;0;7
"I40   Miocardite aguda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"I42   Cardiomiopatias";0;0;0;0;1;0;1;1;1;3;2;2;2;2;2;8;2;5;2;0;0;34
"I44   Bloqueio atrioventricular e do ramo esquerdo";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;4
"I45   Outr transt de conducao";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"I46   Parada cardiaca";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;3
"I47   Taquicardia paroxistica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"I48   Flutter e fibrilacao atrial";0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;3;0;1;0;0;0;7
"I49   Outr arritmias cardiacas";0;0;0;0;1;0;0;1;0;0;1;3;3;2;2;2;5;9;1;0;0;30
"I50   Insuf cardiaca";0;0;0;0;0;0;0;1;0;2;3;5;5;5;11;8;8;9;9;5;0;71
"I51   Complic cardiopatias doenc cardiacas mal def";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;1;0;0;6
"I60   Hemorragia subaracnoide";0;0;0;0;0;0;0;0;1;0;1;3;0;2;3;2;1;3;0;0;0;16
"I61   Hemorragia intracerebral";0;0;0;0;0;1;0;0;1;4;4;3;4;6;4;2;5;4;2;0;0;40
"I62   Outr hemorragias intracranianas nao-traum";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;5
"I63   Infarto cerebral";0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;0;0;0;5
"I64   Acid vasc cerebr NE como hemorrag isquemico";0;0;0;0;0;0;0;0;0;0;1;9;6;6;17;18;13;12;2;1;0;85
"I67   Outr doenc cerebrovasculares";0;0;0;0;0;0;0;0;2;2;2;6;3;8;10;8;12;5;4;2;0;64
"I69   Sequelas de doenc cerebrovasculares";0;0;0;0;0;0;0;0;0;2;0;5;4;5;5;6;16;9;4;1;1;58
"I70   Aterosclerose";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;1;0;4
"I71   Aneurisma e disseccao da aorta";0;0;0;0;0;0;1;1;1;1;1;1;8;1;8;6;4;3;3;0;0;39
"I72   Outr aneurismas";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
"I73   Outr doenc vasculares perifericas";0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;0;0;0;0;0;0;6
"I74   Embolia e trombose arteriais";0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;2;1;0;0;8
"I77   Outr afeccoes das arterias e arteriolas";0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;1;0;1;0;6
"I80   Flebite e tromboflebite";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;4
"I81   Trombose da veia porta";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"I82   Outr embolia e trombose venosas";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;3
"I85   Varizes esofagianas";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"I99   Outr transt do aparelho circulatorio e os NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
"J04   Laringite e traqueite agudas";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"J06   Infecc agudas vias aereas super loc mult NE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"J11   Influenza dev virus nao identificado";0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;5
"J12   Pneumonia viral NCOP";1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;2;1;0;0;0;7
"J15   Pneumonia bacter NCOP";0;0;0;0;0;0;0;0;1;0;1;2;1;2;3;2;7;8;4;1;0;32
"J17   Pneumonia em doenc COP";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"J18   Pneumonia p/microorg NE";1;0;0;0;0;0;1;1;1;3;4;4;4;12;7;14;19;11;12;6;1;101
"J21   Bronquiolite aguda";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"J22   Infecc agudas NE das vias aereas infer";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2
"J38   Doenc das cordas vocais e da laringe NCOP";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"J39   Outr doenc das vias aereas super";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"J43   Enfisema";0;0;0;0;0;0;0;0;0;0;0;1;1;4;1;1;5;0;2;2;0;17
"J44   Outr doenc pulmonares obstrutivas cronicas";0;0;0;0;0;0;1;1;0;0;3;4;14;13;13;9;25;11;4;1;1;100
"J45   Asma";0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;4
"J64   Pneumoconiose NE";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"J69   Pneumonite dev solidos e liquidos";0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;5;5;6;2;2;0;25
"J81   Edema pulmonar NE de outr form";0;0;0;1;0;2;1;0;1;2;0;3;0;0;0;0;0;1;0;0;1;12
"J84   Outr doenc pulmonares intersticiais";0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;4;6;3;0;0;0;19
"J86   Piotorax";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"J93   Pneumotorax";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"J94   Outr afeccoes pleurais";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"J96   Insuf respirat NCOP";0;0;0;0;0;0;0;1;2;0;1;1;1;0;1;0;2;0;1;0;0;10
"J98   Outr transt respirat";0;1;0;0;0;1;0;0;1;1;1;3;5;1;5;4;5;0;1;0;0;29
"K13   Outr doenc do labio e da mucosa oral";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
