Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas;;;;;;;;;;;;;;;;;;;;;;;
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5);;;;;;;;;;;;;;;;;;;;;;;
Sexo: Masculino;;;;;;;;;;;;;;;;;;;;;;;
Período:2022;;;;;;;;;;;;;;;;;;;;;;;
Causa (CID10 3C);0-4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85-89;90-94;95-99;100e+;Ign;Total
B90   Sequelas de tuberc;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
B94   Sequelas de outr doenc infecc e parasit e NE;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2
C01   Neopl malig da base da lingua;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2
C02   Neopl malig outr partes e NE da lingua;0;0;0;0;0;0;0;0;1;0;1;2;1;0;2;0;0;0;0;0;0;0;7
C04   Neopl malig do assoalho da boca;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
C05   Neopl malig do palato;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2
C06   Neopl malig outr partes e partes NE da boca;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;0;0;0;1;0;0;0;8
C07   Neopl malig da gland parotida;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
C09   Neopl malig da amigdala;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;4
C10   Neopl malig da orofaringe;0;0;0;0;0;0;0;0;0;0;0;4;1;2;1;3;0;1;0;0;0;0;12
C11   Neopl malig da nasofaringe;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;3
C12   Neopl malig do seio piriforme;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
C13   Neopl malig da hipofaringe;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
C14   Neop mal out loc mal def labio cav oral far;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
C15   Neopl malig do esofago;0;0;0;0;0;0;0;0;1;1;8;6;8;7;7;7;2;1;0;0;0;0;48
C16   Neopl malig do estomago;0;0;0;0;0;0;0;2;1;2;4;8;12;14;4;7;5;4;1;0;0;0;64
C17   Neopl malig do intestino delgado;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;3;0;0;0;0;6
C18   Neopl malig do colon;0;0;0;0;0;0;0;2;0;1;3;9;7;7;8;12;10;4;3;0;0;0;66
C19   Neopl malig da juncao retossigmoide;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
C20   Neopl malig do reto;0;0;0;0;0;1;0;0;0;0;1;1;7;5;3;1;0;2;0;0;0;0;21
C22   Neopl malig figado vias biliares intra-hepat;0;0;0;0;0;0;0;0;0;1;3;6;6;8;10;5;3;4;1;0;0;0;47
C23   Neopl malig da vesicula biliar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2
C24   Neopl malig outr partes e NE vias biliares;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;2;1;1;0;0;0;8
C25   Neopl malig do pancreas;0;0;0;0;0;0;0;0;1;2;1;2;8;9;7;2;5;3;0;0;0;0;40
C26   Neopl malig outr mal def aparelho digestivo;0;0;0;0;0;0;0;0;0;2;0;5;0;0;1;1;4;0;0;1;0;0;14
C30   Neopl malig cavidade nasal e do ouvido medio;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
C32   Neopl malig da laringe;0;0;0;0;0;0;0;0;0;0;1;8;3;5;5;5;0;0;0;0;0;0;27
C34   Neopl malig dos bronquios e dos pulmoes;0;0;0;0;0;0;0;1;0;3;3;12;13;16;14;17;9;6;3;1;0;0;98
C37   Neopl malig do timo;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C38   Neopl malig do coracao mediastino e pleura;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;3
C40   Neopl malig ossos/cartilag artic membros;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
C41   Neopl malig ossos/cartil artic outr loc e NE;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;1;0;0;0;0;0;0;5
C43   Melanoma malig da pele;0;0;0;0;0;0;0;1;0;1;1;1;0;1;2;0;2;0;0;1;0;0;10
C44   Outr neopl malig da pele;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1;2;1;0;0;0;8
C45   Mesotelioma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
C48   Neopl malig tec moles retro- e peritonio;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;3
C49   Neopl malig tec conjuntivo e outr tec moles;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;1;1;0;0;0;0;6
C60   Neopl malig do penis;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;3
C61   Neopl malig da prostata;0;0;0;0;0;0;0;0;0;0;0;2;6;9;16;13;18;15;13;1;0;0;93
C64   Neopl malig do rim exceto pelve renal;0;0;0;0;0;0;0;0;0;1;1;0;2;5;1;1;2;3;0;0;0;0;16
C65   Neopl malig da pelve renal;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
C67   Neopl malig da bexiga;0;0;0;0;0;0;0;0;0;0;0;1;1;5;5;6;5;2;1;0;0;0;26
C71   Neopl malig do encefalo;0;1;0;0;0;1;2;0;3;1;3;7;1;4;4;3;2;2;0;0;0;0;34
C72   Neop mal med esp nerv cran out sist nerv cen;0;0;0;0;0;1;0;0;0;0;1;0;3;1;0;0;0;1;0;0;0;0;7
C73   Neopl malig da gland tireoide;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2
C75   Neopl malig outr gland endocrinas estr relac;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;3
C76   Neopl malig outr localiz e mal definidas;0;0;0;0;0;0;0;0;1;1;1;2;1;3;3;2;3;1;0;1;0;0;19
C78   Neopl malig secund org respirat e digestivos;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;4
C79   Neopl malig secund de outr localiz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2
C80   Neopl malig s/especificacao de localiz;0;0;0;0;0;0;0;0;0;0;1;2;1;4;4;3;5;1;0;0;0;0;21
C81   Doenc de Hodgkin;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;3
C84   Linfomas de celulas T cutaneas e perifericas;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
C85   Linfoma nao-Hodgkin de outr tipos e tipo NE;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;0;1;0;0;0;7
C90   Mieloma mult e neopl malig de plasmocitos;0;0;0;0;0;0;0;0;0;0;0;0;5;2;4;3;1;0;2;1;0;0;18
C91   Leucemia linfoide;0;2;0;1;1;0;0;1;0;1;1;0;2;0;0;0;1;1;1;0;0;0;12
C92   Leucemia mieloide;0;0;0;0;0;0;1;0;0;0;2;0;2;0;2;1;3;0;0;0;0;0;11
C95   Leucemia de tipo celular NE;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
D18   Hemangioma e linfangioma de qualquer localiz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
D37   Neopl comp incerto/desc cav oral e org dig;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
D38   Neopl comp inc/desc ouv med org resp intrat;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
D46   Sindr mielodisplasicas;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;1;0;0;0;0;5
D47   Out neop comp inc/des tec linf hemat tec cor;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;3
D53   Outr anemias nutricionais;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2
D57   Transt falciformes;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
D59   Anemia hemolitica adquir;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2
D61   Outr anemias aplasticas;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;4
D64   Outr anemias;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2
D68   Outr defeitos da coagulacao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
D69   Purpura e outr afeccoes hemorragicas;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;2
D73   Doenc do baco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
D75   Outr doenc sangue e orgaos hematopoeticos;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2
D76   Alg doenc q env tec linforr e sist reticuloh;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
D84   Outr imunodeficiencias;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
D89   Outr transt q comprom mecanismo imunit NCOP;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
E04   Outr bocios nao-toxicos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
E10   Diabetes mellitus insulino-dependente;0;0;0;1;0;0;0;1;0;1;0;0;2;0;0;1;2;0;1;0;0;0;9
E11   Diabetes mellitus nao-insulino-dependemte;0;0;0;0;0;0;1;0;0;0;1;0;0;3;1;4;1;0;2;0;0;0;13
E14   Diabetes mellitus NE;0;0;0;1;1;1;0;0;1;1;6;11;10;16;17;21;11;7;8;3;0;0;115
E43   Desnutric proteico-calorica grave NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2
E44   Desnutric proteico-calorica grau moder leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
E46   Desnutric proteico-calorica NE;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;1;0;0;5
E51   Defic de tiamina;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
E66   Obesidade;0;0;0;0;0;0;0;2;2;1;0;1;1;0;2;0;0;0;0;0;0;0;9
E71   Dist metab aminoacidos cad ramif e acid grax;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
E78   Disturbios metab lipoproteinas e out lipidem;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;1;0;0;5
E84   Fibrose cistica;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
E85   Amiloidose;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;3
E86   Deplecao de volume;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;5
E87   Outr transt equil hidroeletr e acido-basic;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;2;0;2;0;1;0;8
E88   Outr disturbios metabolicos;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
F03   Demencia NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;4
F10   Transt mentais comport dev uso alcool;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
F14   Transt mentais e comport dev uso da cocaina;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
F17   Transt mentais e comport dev uso de fumo;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;3
F19   Transt ment comp mult drog out subst psicoat;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;4
F20   Esquizofrenia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
F32   Episodios depressivos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
F70   Retardo mental leve;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
G00   Meningite bacter NCOP;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;5
G03   Meningite dev outr causas e a causas NE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
G04   Encefalite mielite e encefalomielite;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
G12   Atrofia muscular espinal e sindr correlatas;0;0;0;0;0;0;0;0;0;2;1;1;4;1;0;1;2;1;0;0;0;0;13
G20   Doenc de Parkinson;0;0;0;0;0;0;0;0;0;0;1;0;1;2;8;3;12;9;4;0;0;0;40
G23   Outr doenc degenerativas dos ganglios base;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
G30   Doenc de Alzheimer;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;11;16;17;11;4;0;0;65
G31   Outr doenc degenerativas sist nervoso NCOP;0;0;0;0;0;0;0;0;0;2;0;0;0;1;8;10;10;11;9;3;4;0;58
G37   Outr doenc desmielinizantes sist nerv centr;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2
G40   Epilepsia;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;7
G41   Estado de mal epileptico;0;0;0;0;0;0;0;0;0;1;2;1;2;1;1;0;0;1;0;0;0;0;9
G45   Acid vasc cerebr isquemicos trans sindr corr;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
G61   Polineuropatia inflam;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2
G62   Outr polineuropatias;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2
G70   Miastenia gravis outr transt neuromusculares;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;4
G71   Transt prim dos musculos;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
G80   Paralisia cerebral;0;0;0;1;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5
G81   Hemiplegia;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
G82   Paraplegia e tetraplegia;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
G83   Outr sindr paraliticas;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
G90   Transt do sist nervoso autonomo;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
G91   Hidrocefalia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
G93   Outr transt do encefalo;0;0;0;0;2;2;0;0;0;1;2;0;2;2;2;0;0;1;0;0;0;0;14
G96   Outr transt do sist nervoso central;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
G98   Outr transt do sist nervoso NCOP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
I10   Hipertensao essencial;0;0;0;0;0;0;0;0;0;0;0;1;3;2;3;1;6;6;4;2;0;0;28
I11   Doenc cardiaca hipertensiva;0;0;0;0;0;0;0;0;1;1;0;0;5;5;5;0;6;3;3;1;0;0;30
I12   Doenc renal hipertensiva;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;2;0;2;1;0;0;0;11
I13   Doenc cardiaca e renal hipertensiva;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;3;1;1;0;0;0;9
I15   Hipertensao secund;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
I20   Angina pectoris;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
I21   Infarto agudo do miocardio;0;0;0;0;0;2;5;13;23;27;28;45;69;67;53;56;39;33;19;6;0;0;485
I24   Outr doenc isquemicas agudas do coracao;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;1;0;0;0;6
I25   Doenc isquemica cronica do coracao;0;0;0;0;0;0;0;1;5;2;1;11;7;7;9;12;19;6;6;5;0;0;91
I26   Embolia pulmonar;0;0;0;0;0;2;2;1;2;1;1;2;0;2;0;2;1;1;0;0;0;0;17
I27   Outr form de doenc cardiaca pulmonar;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;3
I28   Outr doenc dos vasos pulmonares;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
I31   Outr doenc do pericardio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
I33   Endocardite aguda e subaguda;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;3
I34   Transt nao-reumaticos da valva mitral;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;3
I35   Transt nao-reumaticos da valva aortica;0;0;0;0;0;0;1;0;0;0;1;0;2;2;1;1;0;1;1;0;0;0;10
I38   Endocardite de valva NE;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;4
I42   Cardiomiopatias;1;0;0;2;1;0;1;0;3;3;5;8;8;8;9;2;2;8;4;2;0;0;67
I44   Bloqueio atrioventricular e do ramo esquerdo;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;2;0;0;0;6
I46   Parada cardiaca;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;4
I47   Taquicardia paroxistica;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2
I48   Flutter e fibrilacao atrial;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3;6;5;2;2;0;0;0;20
I49   Outr arritmias cardiacas;0;0;0;0;0;0;0;0;0;2;0;1;5;2;1;3;5;0;3;1;0;0;23
I50   Insuf cardiaca;0;0;0;0;0;0;0;0;1;1;0;7;3;6;8;10;10;6;10;3;0;0;65
I51   Complic cardiopatias doenc cardiacas mal def;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;3
I60   Hemorragia subaracnoide;0;0;0;1;0;0;0;0;0;3;2;4;3;6;0;4;0;1;1;0;0;0;25
I61   Hemorragia intracerebral;0;0;0;0;1;0;1;1;3;1;6;0;4;5;2;5;2;2;0;0;0;0;33
I62   Outr hemorragias intracranianas nao-traum;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;5
I63   Infarto cerebral;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;4
I64   Acid vasc cerebr NE como hemorrag isquemico;0;0;0;0;0;0;0;0;0;1;4;5;18;16;14;18;19;11;4;0;0;0;110
I67   Outr doenc cerebrovasculares;0;0;0;0;0;0;0;1;1;3;4;5;9;6;11;6;12;4;5;1;0;0;68
I69   Sequelas de doenc cerebrovasculares;0;0;0;0;0;0;0;1;1;0;1;2;4;9;11;13;18;12;7;1;1;0;81
I70   Aterosclerose;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;3
I71   Aneurisma e disseccao da aorta;0;0;1;0;0;0;1;1;1;4;5;2;6;7;6;6;4;4;1;1;0;0;50
I72   Outr aneurismas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
I73   Outr doenc vasculares perifericas;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;1;1;0;0;0;0;6
I74   Embolia e trombose arteriais;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;0;1;1;0;0;7
I77   Outr afeccoes das arterias e arteriolas;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
I80   Flebite e tromboflebite;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;0;6
I81   Trombose da veia porta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
I82   Outr embolia e trombose venosas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
I83   Varizes dos membros infer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2
I85   Varizes esofagianas;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;4
I99   Outr transt do aparelho circulatorio e os NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
J05   Laringite obstrutiva aguda e epiglotite;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
J09   Influenza dev virus gripe aviaria;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;2;1;3;0;1;0;11
J10   Influenza dev outro virus influenza ident;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
J11   Influenza dev virus nao identificado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
J12   Pneumonia viral NCOP;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
J15   Pneumonia bacter NCOP;1;0;0;0;0;0;1;0;1;1;0;3;3;2;2;1;8;7;6;2;0;0;38
J18   Pneumonia p/microorg NE;2;0;0;1;0;1;0;6;5;7;7;8;11;13;20;27;29;37;23;9;3;1;210
J21   Bronquiolite aguda;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5
J22   Infecc agudas NE das vias aereas infer;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
J32   Sinusite cronica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
J38   Doenc das cordas vocais e da laringe NCOP;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
J41   Bronquite cronica simples e a mucopurulenta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
J43   Enfisema;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;3;2;4;1;1;0;16
J44   Outr doenc pulmonares obstrutivas cronicas;0;0;0;0;0;0;0;0;0;1;4;8;10;14;17;24;23;20;12;4;0;0;137
