Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5)
Sexo: Masculino
Período:2017
"Causa (CID10 3C)";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70-74";"75-79";"80-84";"85-89";"90-94";"95-99";"100e+";"Ign";"Total"
"B65   Esquistossomose";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"B87   Miiase";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"B99   Doenc infecc outr e as NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"C01   Neopl malig da base da lingua";0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;4
"C02   Neopl malig outr partes e NE da lingua";0;0;0;0;0;0;0;0;0;1;2;0;2;0;0;2;0;0;0;0;0;0;7
"C04   Neopl malig do assoalho da boca";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"C05   Neopl malig do palato";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;3
"C06   Neopl malig outr partes e partes NE da boca";0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;4
"C07   Neopl malig da gland parotida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
"C09   Neopl malig da amigdala";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2
"C10   Neopl malig da orofaringe";0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;1;0;0;0;0;0;0;6
"C11   Neopl malig da nasofaringe";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"C13   Neopl malig da hipofaringe";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2
"C14   Neop mal out loc mal def labio cav oral far";0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;3
"C15   Neopl malig do esofago";0;0;0;0;0;0;0;0;2;4;3;9;4;5;5;2;2;1;2;0;0;0;39
"C16   Neopl malig do estomago";0;0;0;0;0;0;0;2;1;3;3;3;4;8;9;8;7;4;3;0;0;0;55
"C17   Neopl malig do intestino delgado";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;3
"C18   Neopl malig do colon";0;0;0;0;0;0;0;0;2;2;3;7;8;9;9;12;4;3;2;0;0;0;61
"C19   Neopl malig da juncao retossigmoide";0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2
"C20   Neopl malig do reto";0;0;0;0;0;1;0;0;0;1;1;0;5;1;7;2;2;0;0;0;0;0;20
"C22   Neopl malig figado vias biliares intra-hepat";0;0;0;0;0;0;0;0;0;0;8;6;6;7;2;6;1;4;0;0;0;0;40
"C23   Neopl malig da vesicula biliar";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"C24   Neopl malig outr partes e NE vias biliares";0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;0;0;0;0;0;0;5
"C25   Neopl malig do pancreas";0;0;0;0;0;0;0;1;2;1;3;5;4;6;9;4;3;3;0;0;0;0;41
"C26   Neopl malig outr mal def aparelho digestivo";0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;2;1;0;0;0;0;7
"C30   Neopl malig cavidade nasal e do ouvido medio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"C32   Neopl malig da laringe";0;0;0;0;0;0;0;0;0;0;1;4;2;3;4;1;2;0;0;0;0;0;17
"C33   Neopl malig da traqueia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"C34   Neopl malig dos bronquios e dos pulmoes";0;0;0;0;0;0;0;0;2;5;12;8;12;17;14;16;19;3;0;0;0;0;108
"C37   Neopl malig do timo";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"C38   Neopl malig do coracao mediastino e pleura";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;3
"C39   Neop mal out loc mal def ap resp org intrat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"C40   Neopl malig ossos/cartilag artic membros";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"C41   Neopl malig ossos/cartil artic outr loc e NE";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2
"C43   Melanoma malig da pele";0;0;0;0;0;0;2;0;0;2;1;1;1;1;1;1;1;2;0;0;0;0;13
"C44   Outr neopl malig da pele";0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;0;1;0;0;0;6
"C45   Mesotelioma";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;3
"C48   Neopl malig tec moles retro- e peritonio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
"C49   Neopl malig tec conjuntivo e outr tec moles";0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;5
"C60   Neopl malig do penis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"C61   Neopl malig da prostata";0;0;0;0;0;0;0;1;0;0;0;2;6;12;6;17;12;13;5;0;0;0;74
"C62   Neopl malig dos testiculos";0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"C64   Neopl malig do rim exceto pelve renal";0;0;0;0;0;0;0;0;0;0;4;0;1;2;2;1;5;0;1;0;0;0;16
"C67   Neopl malig da bexiga";0;0;0;0;0;0;0;0;1;1;0;1;1;1;3;3;4;2;0;1;0;0;18
"C69   Neopl malig do olho e anexos";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"C71   Neopl malig do encefalo";0;0;0;0;0;0;0;0;0;0;0;3;3;6;2;6;1;0;0;0;0;0;21
"C72   Neop mal med esp nerv cran out sist nerv cen";0;0;0;0;0;1;1;0;0;0;0;2;1;0;0;0;2;0;0;0;0;0;7
"C73   Neopl malig da gland tireoide";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"C76   Neopl malig outr localiz e mal definidas";0;0;0;0;0;0;0;1;0;0;1;1;5;3;1;1;1;1;0;0;0;0;15
"C78   Neopl malig secund org respirat e digestivos";0;0;0;0;0;0;1;0;0;1;0;0;1;2;0;0;1;0;0;0;0;0;6
"C79   Neopl malig secund de outr localiz";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"C80   Neopl malig s/especificacao de localiz";0;0;0;0;0;0;0;0;0;0;1;5;6;2;0;2;2;3;0;0;0;0;21
"C81   Doenc de Hodgkin";0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3
"C82   Linfoma nao-Hodgkin folicular";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2
"C83   Linfoma nao-Hodgkin difuso";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3
"C84   Linfomas de celulas T cutaneas e perifericas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";0;0;0;0;0;1;0;0;0;1;3;1;1;3;3;4;1;0;2;0;0;0;20
"C90   Mieloma mult e neopl malig de plasmocitos";0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;3;1;1;0;0;0;0;12
"C91   Leucemia linfoide";1;0;0;0;1;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0;0;0;7
"C92   Leucemia mieloide";0;0;0;0;0;1;0;1;0;0;2;1;4;3;3;1;1;0;0;1;0;0;18
"C95   Leucemia de tipo celular NE";0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;5
"C96   Outr neopl mal e NE tec linf hematop e corr";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"D35   Neopl benig de outr gland endocrinas e NE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"D37   Neopl comp incerto/desc cav oral e org dig";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"D38   Neopl comp inc/desc ouv med org resp intrat";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"D46   Sindr mielodisplasicas";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;4
"D57   Transt falciformes";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"D61   Outr anemias aplasticas";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"D68   Outr defeitos da coagulacao";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"D69   Purpura e outr afeccoes hemorragicas";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"D73   Doenc do baco";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"D75   Outr doenc sangue e orgaos hematopoeticos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"D76   Alg doenc q env tec linforr e sist reticuloh";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"D86   Sarcoidose";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"E03   Outr hipotireoidismos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"E10   Diabetes mellitus insulino-dependente";0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2
"E11   Diabetes mellitus nao-insulino-dependemte";0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;2;1;3;1;0;0;0;13
"E12   Diabetes mellitus relac c/a desnutr";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"E14   Diabetes mellitus NE";0;0;0;0;0;0;0;0;0;1;4;3;7;6;9;10;5;15;5;2;0;0;67
"E23   Hipofuncao e outr transt da hipofise";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"E41   Marasmo nutricional";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"E43   Desnutric proteico-calorica grave NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"E46   Desnutric proteico-calorica NE";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;2;2;0;0;0;7
"E64   Sequelas desnutric e outr defic nutricionais";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"E66   Obesidade";0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;4
"E76   Disturbios metabolismo do glicosaminoglicano";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"E78   Disturbios metab lipoproteinas e out lipidem";0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0;0;0;0;0;5
"E83   Disturbios do metabolismo de minerais";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"E84   Fibrose cistica";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"E85   Amiloidose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"E86   Deplecao de volume";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"E87   Outr transt equil hidroeletr e acido-basic";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2
"E88   Outr disturbios metabolicos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"F10   Transt mentais comport dev uso alcool";0;0;0;0;0;0;1;1;1;1;1;1;0;2;0;0;0;0;0;0;0;0;8
"F14   Transt mentais e comport dev uso da cocaina";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2
"F17   Transt mentais e comport dev uso de fumo";0;0;0;0;1;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;5
"F19   Transt ment comp mult drog out subst psicoat";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"G00   Meningite bacter NCOP";0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;3
"G03   Meningite dev outr causas e a causas NE";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"G04   Encefalite mielite e encefalomielite";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
"G06   Abscesso granuloma intracran intra-raquid";0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3
"G10   Doenc de Huntington";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"G11   Ataxia hereditaria";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2
"G12   Atrofia muscular espinal e sindr correlatas";0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;2;1;0;0;0;0;0;7
"G20   Doenc de Parkinson";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2;4;2;0;0;0;16
"G30   Doenc de Alzheimer";0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;6;13;5;6;1;1;0;36
"G31   Outr doenc degenerativas sist nervoso NCOP";0;0;0;0;0;0;0;0;0;0;0;1;0;3;4;8;7;7;10;0;0;0;40
"G35   Esclerose mult";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"G40   Epilepsia";0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;5
"G41   Estado de mal epileptico";0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;5
"G71   Transt prim dos musculos";0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"G80   Paralisia cerebral";0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"G90   Transt do sist nervoso autonomo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"G91   Hidrocefalia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"G92   Encefalopatia toxica";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"G93   Outr transt do encefalo";1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;2;0;1;0;0;0;0;7
"G95   Outr doenc da medula espinal";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"H65   Otite media nao-supurativa";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"H66   Otite media supurativa e as NE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"I08   Doenc de mult valvas";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"I10   Hipertensao essencial";0;0;0;0;0;0;0;1;1;0;3;6;4;5;2;6;6;3;1;0;0;0;38
"I11   Doenc cardiaca hipertensiva";0;0;0;0;0;0;0;0;1;3;0;1;1;1;1;4;1;1;0;0;0;0;14
"I12   Doenc renal hipertensiva";0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;5
"I13   Doenc cardiaca e renal hipertensiva";0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;1;3;2;1;0;0;0;11
"I21   Infarto agudo do miocardio";0;0;0;0;3;2;2;11;18;31;32;76;58;58;51;45;33;22;11;2;0;0;455
"I24   Outr doenc isquemicas agudas do coracao";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;3
"I25   Doenc isquemica cronica do coracao";0;0;0;0;0;0;0;1;2;0;2;4;6;12;8;8;10;10;3;1;0;0;67
"I26   Embolia pulmonar";0;0;0;0;0;0;1;0;1;2;1;1;0;4;4;1;1;0;0;0;0;0;16
"I27   Outr form de doenc cardiaca pulmonar";0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;3
"I31   Outr doenc do pericardio";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2
"I33   Endocardite aguda e subaguda";0;0;0;0;0;0;0;0;0;0;2;0;2;1;1;0;0;1;0;0;0;0;7
"I34   Transt nao-reumaticos da valva mitral";0;0;1;0;0;0;0;0;0;0;0;1;2;0;1;0;1;0;0;0;0;0;6
"I35   Transt nao-reumaticos da valva aortica";0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;0;1;1;0;0;0;0;9
"I38   Endocardite de valva NE";0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;5
"I40   Miocardite aguda";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"I42   Cardiomiopatias";0;0;0;0;0;0;1;1;1;1;7;7;4;5;4;6;5;2;4;0;0;0;48
"I44   Bloqueio atrioventricular e do ramo esquerdo";0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;3;0;0;0;0;7
"I47   Taquicardia paroxistica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"I48   Flutter e fibrilacao atrial";0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;2;5;1;1;0;0;0;13
"I49   Outr arritmias cardiacas";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;4;2;0;0;0;0;10
"I50   Insuf cardiaca";0;0;0;0;0;0;1;0;1;1;1;1;5;4;3;11;9;13;6;2;0;0;58
"I51   Complic cardiopatias doenc cardiacas mal def";0;0;0;0;0;0;0;0;0;1;2;1;1;2;2;1;1;0;1;0;0;0;12
"I60   Hemorragia subaracnoide";0;0;0;0;0;0;0;0;0;1;0;1;6;0;1;3;1;1;0;0;0;0;14
"I61   Hemorragia intracerebral";0;0;0;0;0;0;2;2;5;6;8;5;8;11;3;7;6;4;3;0;0;0;70
"I62   Outr hemorragias intracranianas nao-traum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;3;1;1;0;0;9
"I64   Acid vasc cerebr NE como hemorrag isquemico";0;0;0;0;0;0;0;0;0;1;2;3;3;16;18;14;7;10;7;3;0;0;84
"I67   Outr doenc cerebrovasculares";0;0;0;0;0;0;1;0;0;1;0;7;1;4;2;5;10;7;2;3;0;0;43
"I69   Sequelas de doenc cerebrovasculares";0;0;0;0;0;0;0;0;0;0;1;1;7;8;7;6;14;6;1;2;0;0;53
"I71   Aneurisma e disseccao da aorta";0;0;0;0;0;1;0;1;1;4;3;1;6;11;12;8;2;4;1;1;0;0;56
"I72   Outr aneurismas";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
"I73   Outr doenc vasculares perifericas";0;0;0;0;0;0;0;0;1;0;0;0;1;1;2;1;0;1;0;0;0;0;7
"I74   Embolia e trombose arteriais";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;5
"I77   Outr afeccoes das arterias e arteriolas";0;0;0;0;0;0;0;0;1;0;0;0;0;3;1;1;1;1;0;1;0;0;9
"I80   Flebite e tromboflebite";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"I85   Varizes esofagianas";0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;4
"I89   Outr transt nao-infecc vasos linf gangl linf";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"J10   Influenza dev outro virus influenza ident";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"J15   Pneumonia bacter NCOP";1;0;0;1;0;0;0;0;0;1;0;3;2;3;2;5;5;2;5;0;1;0;31
"J18   Pneumonia p/microorg NE";2;0;0;0;1;0;2;5;9;9;8;19;21;19;27;41;40;32;23;17;3;0;278
"J21   Bronquiolite aguda";0;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;7
"J40   Bronquite NE como aguda ou cronica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"J42   Bronquite cronica NE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"J43   Enfisema";0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;2;2;2;0;0;0;13
"J44   Outr doenc pulmonares obstrutivas cronicas";0;0;0;0;0;0;0;0;0;2;1;2;13;10;23;19;18;19;9;5;0;0;121
"J45   Asma";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;5
"J46   Estado de mal asmatico";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"J62   Pneumoconiose dev poeira que cont silica";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"J64   Pneumoconiose NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"J69   Pneumonite dev solidos e liquidos";0;0;0;0;0;0;1;0;0;0;0;2;1;0;2;5;2;2;3;2;0;0;20
"J81   Edema pulmonar NE de outr form";0;0;0;0;1;2;1;3;2;1;4;3;6;7;3;3;6;2;2;3;0;0;49
"J84   Outr doenc pulmonares intersticiais";0;0;0;0;0;0;0;0;0;0;0;2;0;4;3;3;3;3;1;0;0;0;19
"J85   Abscesso do pulmao e do mediastino";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"J86   Piotorax";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2
"J90   Derrame pleural NCOP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"J93   Pneumotorax";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"J96   Insuf respirat NCOP";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3
"J98   Outr transt respirat";0;0;0;1;0;0;0;0;0;1;2;0;1;0;3;3;0;1;1;0;0;0;13
"K22   Outr doenc do esofago";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2
"K25   Ulcera gastrica";0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;2;0;0;0;0;6
"K26   Ulcera duodenal";0;0;0;0;0;0;0;0;0;1;3;0;1;0;1;0;0;0;2;0;0;0;8
"K27   Ulcera peptica de localiz NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"K28   Ulcera gastrojejunal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"K29   Gastrite e duodenite";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"K31   Outr doenc do estomago e do duodeno";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2
"K35   Apendicite aguda";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2
"K40   Hernia inguinal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"K42   Hernia umbilical";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2
"K43   Hernia ventral";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"K44   Hernia diafragmatica";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
