Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas;;;;;;;;;;;;;;;;;;;;;;;
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5);;;;;;;;;;;;;;;;;;;;;;;
Período:2013;;;;;;;;;;;;;;;;;;;;;;;
Causa (CID10 3C);0-4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85-89;90-94;95-99;100e+;Ign;Total
B02   Herpes zoster;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2
B17   Outr hepatites virais agudas;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
B18   Hepatite viral cronica;0;0;0;0;0;0;0;1;0;2;8;6;5;3;0;1;1;0;0;0;0;0;27
B19   Hepatite viral NE;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2
B20   Doenc p/HIV result doenc infecc e parasit;0;0;0;1;1;1;5;6;12;7;5;4;1;1;1;2;0;0;0;0;0;0;47
B22   Doenc p/HIV result em outr doenc espec;0;0;0;0;0;1;1;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;6
B24   Doenc p/HIV NE;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2
B37   Candidiase;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2
B39   Histoplasmose;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
B41   Paracoccidioidomicose;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
B44   Aspergilose;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
B49   Micose NE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
B57   Doenc de Chagas;0;0;0;0;0;0;0;3;1;0;2;4;5;3;5;2;4;1;0;0;0;0;30
B65   Esquistossomose;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
B69   Cisticercose;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
B90   Sequelas de tuberc;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2
B94   Sequelas de outr doenc infecc e parasit e NE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
B99   Doenc infecc outr e as NE;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
C01   Neopl malig da base da lingua;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3
C02   Neopl malig outr partes e NE da lingua;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;1;0;0;0;0;0;0;5
C05   Neopl malig do palato;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2
C06   Neopl malig outr partes e partes NE da boca;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;2;0;1;1;0;0;0;8
C07   Neopl malig da gland parotida;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2
C08   Neopl malig outr gland saliv maiores e NE;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
C09   Neopl malig da amigdala;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;4
C10   Neopl malig da orofaringe;0;0;0;0;0;0;0;0;1;2;3;1;2;2;1;0;0;2;0;0;0;0;14
C11   Neopl malig da nasofaringe;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
C12   Neopl malig do seio piriforme;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;3
C13   Neopl malig da hipofaringe;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2
C14   Neop mal out loc mal def labio cav oral far;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;5
C15   Neopl malig do esofago;0;0;0;0;0;0;0;0;1;3;3;8;6;5;2;4;2;3;0;0;0;0;37
C16   Neopl malig do estomago;0;0;0;0;0;0;1;4;3;2;8;10;12;16;18;14;11;15;2;0;0;0;116
C17   Neopl malig do intestino delgado;0;0;0;0;0;0;0;0;2;0;1;0;2;2;0;1;1;1;0;0;0;0;10
C18   Neopl malig do colon;0;0;0;0;0;0;1;0;3;8;10;7;7;15;12;12;17;13;2;1;0;0;108
C19   Neopl malig da juncao retossigmoide;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2
C20   Neopl malig do reto;0;0;0;0;0;0;0;0;2;1;2;6;3;3;2;3;2;4;0;0;0;0;28
C21   Neopl malig do anus e do canal anal;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;3
C22   Neopl malig figado vias biliares intra-hepat;0;0;0;0;0;1;0;1;1;11;6;7;10;10;10;6;4;4;1;0;0;0;72
C23   Neopl malig da vesicula biliar;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;4;0;1;0;1;0;0;9
C24   Neopl malig outr partes e NE vias biliares;0;0;0;0;0;0;0;0;0;0;2;3;2;0;2;3;1;0;0;0;0;0;13
C25   Neopl malig do pancreas;0;0;0;0;0;0;2;1;2;1;1;8;10;16;5;8;5;9;1;1;0;0;70
C26   Neopl malig outr mal def aparelho digestivo;0;0;0;0;0;1;0;0;0;0;0;1;1;3;1;2;0;2;2;1;0;0;14
C32   Neopl malig da laringe;0;0;0;0;0;0;0;0;0;2;0;4;5;2;2;2;0;0;0;0;0;0;17
C33   Neopl malig da traqueia;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
C34   Neopl malig dos bronquios e dos pulmoes;0;0;0;0;0;1;0;1;1;2;15;21;19;29;23;39;16;13;3;1;0;0;184
C38   Neopl malig do coracao mediastino e pleura;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
C39   Neop mal out loc mal def ap resp org intrat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
C40   Neopl malig ossos/cartilag artic membros;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C41   Neopl malig ossos/cartil artic outr loc e NE;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;5
C43   Melanoma malig da pele;0;0;0;0;0;0;0;0;2;0;1;0;3;1;1;1;2;1;0;0;0;0;12
C44   Outr neopl malig da pele;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;1;2;1;0;0;0;9
C45   Mesotelioma;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2
C47   Neopl malig nervos perif e sist nerv autonom;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C48   Neopl malig tec moles retro- e peritonio;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3
C49   Neopl malig tec conjuntivo e outr tec moles;0;0;0;0;1;0;0;2;0;0;0;2;1;0;0;1;2;1;0;0;0;0;10
C50   Neopl malig da mama;0;0;0;0;0;1;1;1;2;13;9;12;9;7;15;14;9;7;4;0;0;0;104
C51   Neopl malig da vulva;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;3
C52   Neopl malig da vagina;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2
C53   Neopl malig do colo do utero;0;0;0;0;1;0;2;0;1;1;1;0;2;4;1;2;3;1;0;2;0;0;21
C54   Neopl malig do corpo do utero;0;0;0;0;0;0;0;0;0;1;1;3;1;1;4;0;2;1;0;1;0;0;15
C55   Neopl malig do utero porcao NE;0;0;0;0;0;0;0;0;0;0;2;1;1;0;1;1;2;0;0;1;0;0;9
C56   Neopl malig do ovario;0;0;0;0;0;0;0;1;1;1;4;5;7;1;4;1;6;2;1;0;0;0;34
C57   Neopl malig outr org genitais femin e NE;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
C60   Neopl malig do penis;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
C61   Neopl malig da prostata;0;0;0;0;0;0;0;0;0;0;1;1;4;2;14;19;8;10;10;1;0;0;70
C62   Neopl malig dos testiculos;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;1;0;0;0;0;5
C64   Neopl malig do rim exceto pelve renal;0;0;0;0;0;0;0;0;0;1;0;1;2;7;5;6;1;1;1;0;0;0;25
C67   Neopl malig da bexiga;0;0;0;0;0;0;0;0;0;0;0;3;4;9;2;4;5;6;0;0;0;0;33
C68   Neopl malig de outr orgaos urinarios e NE;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;4
C71   Neopl malig do encefalo;1;1;0;2;0;3;3;1;4;2;7;3;0;8;2;1;4;2;0;0;0;0;44
C72   Neop mal med esp nerv cran out sist nerv cen;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;4
C73   Neopl malig da gland tireoide;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2
C74   Neopl malig da gland supra-renal;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;5
C75   Neopl malig outr gland endocrinas estr relac;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
C76   Neopl malig outr localiz e mal definidas;0;0;0;0;0;0;0;1;0;2;4;3;2;6;3;2;3;1;1;0;0;0;28
C78   Neopl malig secund org respirat e digestivos;0;0;0;0;0;0;0;0;0;0;3;2;1;0;1;1;2;2;0;0;0;0;12
C79   Neopl malig secund de outr localiz;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;0;0;0;0;5
C80   Neopl malig s/especificacao de localiz;0;0;0;0;0;1;0;0;0;2;2;2;4;6;2;9;1;3;0;0;0;0;32
C83   Linfoma nao-Hodgkin difuso;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;3
C85   Linfoma nao-Hodgkin de outr tipos e tipo NE;0;0;0;0;0;0;0;0;1;0;3;1;1;3;1;3;4;2;0;1;0;0;20
C90   Mieloma mult e neopl malig de plasmocitos;0;0;0;0;0;0;0;0;0;0;0;1;2;4;5;3;4;3;0;0;0;0;22
C91   Leucemia linfoide;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;2;2;0;0;0;0;0;9
C92   Leucemia mieloide;2;1;1;1;1;1;0;0;0;1;4;0;4;5;4;7;2;3;1;0;0;0;38
C93   Leucemia monocitica;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
C95   Leucemia de tipo celular NE;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;2;0;0;0;0;0;6
C96   Outr neopl mal e NE tec linf hematop e corr;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
D18   Hemangioma e linfangioma de qualquer localiz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
D32   Neopl benig das meninges;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
D44   Neopl comp incerto/desconh gland endocrinas;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
D46   Sindr mielodisplasicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;0;0;0;7
D47   Out neop comp inc/des tec linf hemat tec cor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;5
D48   Neopl comp inc/desconh outr localiz e NE;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
D50   Anemia p/defic de ferro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
D53   Outr anemias nutricionais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
D59   Anemia hemolitica adquir;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
D61   Outr anemias aplasticas;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2
D64   Outr anemias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2
D65   Coagulacao intravascular disseminada;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
D68   Outr defeitos da coagulacao;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;5
D69   Purpura e outr afeccoes hemorragicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
D75   Outr doenc sangue e orgaos hematopoeticos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
E03   Outr hipotireoidismos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
E10   Diabetes mellitus insulino-dependente;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;3;1;0;0;0;0;8
E11   Diabetes mellitus nao-insulino-dependemte;0;0;0;0;0;0;0;0;0;0;0;2;3;0;1;4;8;4;2;1;0;0;25
E12   Diabetes mellitus relac c/a desnutr;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;4
E14   Diabetes mellitus NE;0;0;0;0;1;0;1;0;3;5;4;8;10;14;21;15;24;16;6;4;2;0;134
E16   Outr transt da secrecao pancreatica interna;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
E24   Sindr de Cushing;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
E41   Marasmo nutricional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
E43   Desnutric proteico-calorica grave NE;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;5
E46   Desnutric proteico-calorica NE;0;0;0;0;0;0;1;0;0;0;0;0;2;1;3;2;3;4;4;3;1;0;24
E66   Obesidade;0;0;0;0;1;1;1;0;0;4;1;0;4;1;0;1;0;0;0;0;0;0;14
E72   Outr disturbios metabolismo de aminoacidos;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
E76   Disturbios metabolismo do glicosaminoglicano;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
E77   Disturbios do metabolismo de glicoproteinas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
E78   Disturbios metab lipoproteinas e out lipidem;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;4
E80   Disturbios metab porfirina e bilirrubina;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
E83   Disturbios do metabolismo de minerais;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
E84   Fibrose cistica;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
E85   Amiloidose;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2
E86   Deplecao de volume;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;2;0;0;6
E87   Outr transt equil hidroeletr e acido-basic;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;3;1;0;0;0;0;7
F01   Demencia vascular;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
F03   Demencia NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;4
F10   Transt mentais comport dev uso alcool;0;0;0;0;0;0;1;2;0;1;2;0;1;1;0;0;0;0;0;0;0;0;8
F14   Transt mentais e comport dev uso da cocaina;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
F17   Transt mentais e comport dev uso de fumo;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2
F19   Transt ment comp mult drog out subst psicoat;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2
G00   Meningite bacter NCOP;0;0;0;0;0;1;1;0;0;0;1;2;2;0;1;0;0;1;0;0;0;0;9
G03   Meningite dev outr causas e a causas NE;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;3
G04   Encefalite mielite e encefalomielite;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
G06   Abscesso granuloma intracran intra-raquid;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2
G12   Atrofia muscular espinal e sindr correlatas;0;0;0;0;0;0;0;0;0;0;1;0;0;3;5;0;0;1;0;0;0;0;10
G20   Doenc de Parkinson;0;0;0;0;0;0;0;0;0;0;0;0;2;1;4;7;13;4;2;1;0;0;34
G30   Doenc de Alzheimer;0;0;0;0;0;0;0;0;0;0;0;0;2;3;5;12;28;31;15;6;1;0;103
G31   Outr doenc degenerativas sist nervoso NCOP;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;1;2;0;0;2;0;0;10
G37   Outr doenc desmielinizantes sist nerv centr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
G40   Epilepsia;0;1;0;0;0;0;0;2;1;0;0;0;1;1;0;0;1;1;0;0;0;0;8
G41   Estado de mal epileptico;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
G52   Transt de outr nervos cranianos;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
G61   Polineuropatia inflam;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
G62   Outr polineuropatias;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
G70   Miastenia gravis outr transt neuromusculares;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
G71   Transt prim dos musculos;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;3
G80   Paralisia cerebral;2;0;1;2;3;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;12
G91   Hidrocefalia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
G93   Outr transt do encefalo;0;1;1;0;0;0;0;0;0;0;1;2;1;2;2;2;0;1;2;0;0;0;15
G96   Outr transt do sist nervoso central;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
G98   Outr transt do sist nervoso NCOP;1;0;0;0;0;0;0;0;0;0;2;0;0;0;2;1;0;0;0;0;0;0;6
H66   Otite media supurativa e as NE;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2
I05   Doenc reumaticas da valva mitral;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;4
I06   Doenc reumaticas da valva aortica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
I08   Doenc de mult valvas;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;4
I09   Outr doenc reumaticas do coracao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
I10   Hipertensao essencial;0;0;0;0;0;0;0;0;1;3;1;7;4;2;6;3;5;5;5;4;0;0;46
I11   Doenc cardiaca hipertensiva;0;0;0;0;0;1;0;1;0;1;1;1;7;1;5;13;13;12;6;4;0;0;66
I12   Doenc renal hipertensiva;0;0;0;0;0;0;0;0;0;1;0;2;0;3;4;2;6;4;1;0;0;0;23
I13   Doenc cardiaca e renal hipertensiva;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;4
I20   Angina pectoris;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
I21   Infarto agudo do miocardio;0;0;0;0;1;2;4;11;19;33;53;67;76;87;69;98;75;56;31;10;2;0;694
I22   Infarto do miocardio recorrente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
I24   Outr doenc isquemicas agudas do coracao;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3;2;1;1;0;0;0;0;10
I25   Doenc isquemica cronica do coracao;0;0;0;0;0;0;0;2;2;2;7;9;8;10;21;18;13;23;9;6;1;0;131
I26   Embolia pulmonar;0;0;0;0;0;0;0;2;2;3;4;1;2;2;4;3;5;6;1;1;0;0;36
I27   Outr form de doenc cardiaca pulmonar;0;0;0;0;0;1;0;0;0;0;0;1;2;0;1;1;0;0;0;0;0;0;6
I30   Pericardite aguda;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
I31   Outr doenc do pericardio;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;3
I33   Endocardite aguda e subaguda;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;5
I34   Transt nao-reumaticos da valva mitral;0;0;0;0;0;0;0;0;0;0;1;2;4;2;1;1;2;1;1;0;0;0;15
I35   Transt nao-reumaticos da valva aortica;0;0;0;0;0;0;1;0;0;1;0;0;2;1;3;2;2;2;1;1;0;0;16
I36   Transt nao-reumaticos da valva tricuspide;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
I38   Endocardite de valva NE;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;4;1;1;0;0;0;0;11
I42   Cardiomiopatias;0;0;0;0;0;0;1;3;1;5;1;3;4;5;4;7;5;9;6;1;1;0;56
I44   Bloqueio atrioventricular e do ramo esquerdo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;4
I46   Parada cardiaca;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
I47   Taquicardia paroxistica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
I48   Flutter e fibrilacao atrial;0;0;0;0;0;0;0;0;0;0;1;0;2;2;2;11;2;2;4;1;0;0;27
I49   Outr arritmias cardiacas;0;0;0;0;1;0;0;0;0;0;0;0;2;4;0;6;6;5;7;2;0;0;33
I50   Insuf cardiaca;0;0;0;0;1;0;2;0;1;4;4;6;6;7;12;16;14;17;8;6;0;0;104
I51   Complic cardiopatias doenc cardiacas mal def;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;1;0;6
I60   Hemorragia subaracnoide;0;1;0;0;1;0;0;0;1;2;4;6;8;4;1;3;2;1;0;0;0;0;34
I61   Hemorragia intracerebral;0;0;0;1;0;0;1;0;2;9;13;7;8;19;10;8;10;7;6;0;0;0;101
I62   Outr hemorragias intracranianas nao-traum;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;2;1;0;0;7
I63   Infarto cerebral;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;1;1;1;1;0;0;8
I64   Acid vasc cerebr NE como hemorrag isquemico;0;0;0;0;0;0;0;0;0;5;2;5;6;14;15;26;26;18;14;6;1;0;138
I67   Outr doenc cerebrovasculares;0;0;0;1;1;1;0;1;1;2;5;8;15;13;16;26;28;22;14;3;1;0;158
I69   Sequelas de doenc cerebrovasculares;0;0;0;0;0;0;0;0;0;2;3;4;3;9;11;19;26;34;25;3;0;0;139
I70   Aterosclerose;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;1;1;2;1;0;10
I71   Aneurisma e disseccao da aorta;0;0;0;0;0;0;1;2;2;1;6;8;8;9;7;16;12;5;3;0;0;0;80
I72   Outr aneurismas;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3;2;0;0;0;0;0;0;7
I73   Outr doenc vasculares perifericas;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;3;3;0;2;0;2;0;15
I74   Embolia e trombose arteriais;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;0;0;6
I77   Outr afeccoes das arterias e arteriolas;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;2;2;1;5;0;0;0;13
I80   Flebite e tromboflebite;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;2;3;3;2;0;0;0;14
I81   Trombose da veia porta;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2
I82   Outr embolia e trombose venosas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
