Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5)
Período:2015
"Causa (CID10 3C)";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70-74";"75-79";"80-84";"85-89";"90-94";"95-99";"100e+";"Ign";"Total"
"A63   Outr doenc de transm predom sexual NCOP";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"A77   Febre maculosa";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2
"A81   Infecc p/virus atipicos sist nervoso central";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"A90   Dengue";0;0;0;0;0;2;1;1;1;2;3;0;0;2;4;4;1;1;1;2;0;0;25
"A98   Outr febres hemorragicas p/virus NCOP";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"B00   Infecc p/virus do herpes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
"B02   Herpes zoster";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"B17   Outr hepatites virais agudas";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"B18   Hepatite viral cronica";0;0;0;0;0;0;0;0;0;1;7;7;5;2;4;0;1;2;0;0;0;0;29
"B20   Doenc p/HIV result doenc infecc e parasit";0;0;0;0;0;0;7;10;6;8;12;4;0;1;1;1;0;0;0;0;0;0;50
"B21   Doenc p/HIV result em neopl malig";0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;4
"B22   Doenc p/HIV result em outr doenc espec";0;0;0;0;0;1;0;1;4;0;0;0;0;2;0;0;0;0;0;0;0;0;8
"B24   Doenc p/HIV NE";0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
"B37   Candidiase";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"B44   Aspergilose";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"B45   Criptococose";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2
"B49   Micose NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"B57   Doenc de Chagas";0;0;0;0;0;0;0;1;0;0;1;2;2;5;1;5;6;0;0;0;0;0;23
"B58   Toxoplasmose";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"B69   Cisticercose";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"B78   Estrongiloidiase";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"B91   Sequelas de poliomielite";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"B94   Sequelas de outr doenc infecc e parasit e NE";1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3
"C01   Neopl malig da base da lingua";0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;4
"C02   Neopl malig outr partes e NE da lingua";0;0;0;0;0;0;0;1;1;1;1;2;2;1;1;2;0;0;1;0;0;0;13
"C03   Neopl malig da gengiva";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"C04   Neopl malig do assoalho da boca";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2
"C05   Neopl malig do palato";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"C06   Neopl malig outr partes e partes NE da boca";0;0;0;0;0;0;0;1;0;0;1;0;1;0;2;0;1;0;1;0;0;0;7
"C07   Neopl malig da gland parotida";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;3
"C09   Neopl malig da amigdala";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2
"C10   Neopl malig da orofaringe";0;0;0;0;0;0;0;0;0;1;0;4;1;0;0;0;0;1;0;0;0;0;7
"C11   Neopl malig da nasofaringe";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"C14   Neop mal out loc mal def labio cav oral far";0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;4
"C15   Neopl malig do esofago";0;0;0;0;0;0;0;0;1;1;5;7;4;8;4;4;1;1;0;0;0;0;36
"C16   Neopl malig do estomago";0;0;0;0;0;0;0;3;1;3;10;12;10;11;13;8;15;7;3;0;0;0;96
"C17   Neopl malig do intestino delgado";0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;0;1;0;0;0;0;0;6
"C18   Neopl malig do colon";0;0;0;0;1;0;2;1;3;5;5;13;13;15;9;12;12;14;3;3;0;0;111
"C19   Neopl malig da juncao retossigmoide";0;0;0;0;0;0;0;0;1;1;0;0;1;0;2;0;1;0;0;0;0;0;6
"C20   Neopl malig do reto";0;0;0;0;0;0;1;0;1;5;4;6;4;1;5;6;5;2;2;1;0;0;43
"C21   Neopl malig do anus e do canal anal";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;4
"C22   Neopl malig figado vias biliares intra-hepat";0;0;0;0;0;0;0;0;1;6;5;9;9;5;5;5;8;2;1;0;0;0;56
"C23   Neopl malig da vesicula biliar";0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;0;1;0;0;0;0;6
"C24   Neopl malig outr partes e NE vias biliares";0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;3;1;1;0;0;0;0;9
"C25   Neopl malig do pancreas";0;0;0;0;0;0;0;1;3;4;4;11;9;7;7;8;7;4;3;0;0;0;68
"C26   Neopl malig outr mal def aparelho digestivo";0;0;0;0;0;0;0;1;1;0;1;2;1;3;1;3;0;2;0;0;0;0;15
"C30   Neopl malig cavidade nasal e do ouvido medio";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"C31   Neopl malig dos seios da face";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"C32   Neopl malig da laringe";0;0;0;0;0;0;0;0;0;2;2;3;5;6;2;4;1;0;1;0;0;0;26
"C34   Neopl malig dos bronquios e dos pulmoes";0;0;0;0;0;1;0;1;0;9;16;24;29;24;28;27;10;12;3;2;0;0;186
"C38   Neopl malig do coracao mediastino e pleura";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2
"C39   Neop mal out loc mal def ap resp org intrat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"C41   Neopl malig ossos/cartil artic outr loc e NE";0;0;1;1;1;0;0;0;0;2;1;0;0;0;0;1;0;0;2;0;0;0;9
"C43   Melanoma malig da pele";0;0;0;0;0;0;1;0;1;1;1;4;3;1;5;2;1;0;1;0;0;0;21
"C44   Outr neopl malig da pele";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;3;0;0;0;6
"C46   Sarcoma de Kaposi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"C48   Neopl malig tec moles retro- e peritonio";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3
"C49   Neopl malig tec conjuntivo e outr tec moles";0;0;1;0;0;0;0;0;1;0;1;1;1;0;0;1;2;2;0;0;0;0;10
"C50   Neopl malig da mama";0;0;0;0;0;1;3;5;2;7;14;15;13;10;8;7;10;9;3;4;0;0;111
"C53   Neopl malig do colo do utero";0;0;0;0;0;1;1;0;0;4;3;1;2;0;0;1;0;1;0;0;0;0;14
"C54   Neopl malig do corpo do utero";0;0;0;0;0;0;0;0;1;2;1;1;2;7;1;3;1;0;1;0;0;0;20
"C55   Neopl malig do utero porcao NE";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;5
"C56   Neopl malig do ovario";0;0;0;0;0;0;0;0;2;2;1;1;3;5;3;1;3;3;1;0;0;0;25
"C60   Neopl malig do penis";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"C61   Neopl malig da prostata";0;0;0;0;0;0;0;0;0;1;0;3;4;10;9;16;12;11;6;1;0;0;73
"C62   Neopl malig dos testiculos";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
"C64   Neopl malig do rim exceto pelve renal";0;0;0;0;0;0;0;1;0;0;3;4;2;4;5;3;2;2;0;0;0;0;26
"C65   Neopl malig da pelve renal";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"C67   Neopl malig da bexiga";0;0;0;0;0;0;0;0;0;1;1;2;4;5;5;3;6;4;3;1;0;0;35
"C68   Neopl malig de outr orgaos urinarios e NE";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;3
"C71   Neopl malig do encefalo";1;1;1;0;1;0;1;0;1;3;6;6;2;6;3;7;4;2;0;1;0;0;46
"C72   Neop mal med esp nerv cran out sist nerv cen";1;0;0;0;0;0;0;0;0;1;1;1;1;2;0;1;4;0;0;0;0;0;12
"C73   Neopl malig da gland tireoide";0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;4
"C74   Neopl malig da gland supra-renal";0;0;0;1;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4
"C75   Neopl malig outr gland endocrinas estr relac";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"C76   Neopl malig outr localiz e mal definidas";0;0;0;0;0;0;0;0;0;1;2;4;4;1;0;6;2;3;1;0;0;0;24
"C78   Neopl malig secund org respirat e digestivos";0;0;0;0;0;0;0;0;1;1;0;1;0;1;2;1;1;1;1;0;0;0;10
"C79   Neopl malig secund de outr localiz";0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;4
"C80   Neopl malig s/especificacao de localiz";0;0;0;0;0;1;0;0;2;2;2;1;1;6;3;2;4;7;0;1;0;0;32
"C81   Doenc de Hodgkin";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"C82   Linfoma nao-Hodgkin folicular";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"C83   Linfoma nao-Hodgkin difuso";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"C84   Linfomas de celulas T cutaneas e perifericas";0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";0;0;0;0;1;0;1;0;2;2;0;2;3;3;1;5;3;0;0;0;0;0;23
"C90   Mieloma mult e neopl malig de plasmocitos";0;0;0;0;0;0;0;0;0;0;1;2;4;8;3;3;3;0;0;0;0;0;24
"C91   Leucemia linfoide";0;0;1;0;0;1;0;0;0;1;3;1;0;0;0;2;1;1;1;0;0;0;12
"C92   Leucemia mieloide";0;0;0;1;0;1;0;1;1;1;3;1;1;2;4;2;3;1;1;0;0;0;23
"C95   Leucemia de tipo celular NE";0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;4;0;1;1;0;0;11
"C96   Outr neopl mal e NE tec linf hematop e corr";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
"D35   Neopl benig de outr gland endocrinas e NE";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"D36   Neopl benig de outr localiz e de localiz NE";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"D46   Sindr mielodisplasicas";0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;2;0;0;0;0;0;6
"D47   Out neop comp inc/des tec linf hemat tec cor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"D48   Neopl comp inc/desconh outr localiz e NE";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"D53   Outr anemias nutricionais";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2
"D57   Transt falciformes";0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"D59   Anemia hemolitica adquir";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"D61   Outr anemias aplasticas";0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2
"D64   Outr anemias";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;4
"D68   Outr defeitos da coagulacao";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"D69   Purpura e outr afeccoes hemorragicas";0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;3
"D70   Agranulocitose";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"D75   Outr doenc sangue e orgaos hematopoeticos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"D84   Outr imunodeficiencias";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;3
"E03   Outr hipotireoidismos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3
"E05   Tireotoxicose";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"E10   Diabetes mellitus insulino-dependente";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"E11   Diabetes mellitus nao-insulino-dependemte";0;0;0;0;0;0;0;0;0;0;0;1;4;5;2;3;6;6;0;1;0;0;28
"E14   Diabetes mellitus NE";0;0;0;0;0;0;0;2;0;4;5;9;14;15;18;21;21;22;11;3;1;0;146
"E41   Marasmo nutricional";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2
"E43   Desnutric proteico-calorica grave NE";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;3
"E46   Desnutric proteico-calorica NE";0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;3;2;2;2;3;1;0;17
"E64   Sequelas desnutric e outr defic nutricionais";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"E66   Obesidade";0;0;0;1;0;0;1;0;2;3;0;2;0;1;1;3;1;1;0;0;0;0;16
"E72   Outr disturbios metabolismo de aminoacidos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"E75   Disturb metab esfingolip e outr depos lipid";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"E78   Disturbios metab lipoproteinas e out lipidem";0;0;0;0;0;0;0;0;0;0;1;0;1;1;3;1;4;2;0;0;0;0;13
"E80   Disturbios metab porfirina e bilirrubina";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"E83   Disturbios do metabolismo de minerais";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"E84   Fibrose cistica";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"E85   Amiloidose";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
"E86   Deplecao de volume";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"E87   Outr transt equil hidroeletr e acido-basic";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;1;1;0;0;6
"E88   Outr disturbios metabolicos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;3
"F03   Demencia NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2
"F10   Transt mentais comport dev uso alcool";0;0;0;0;0;0;0;1;0;0;1;5;0;2;0;1;1;0;0;0;0;0;11
"F17   Transt mentais e comport dev uso de fumo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2
"F19   Transt ment comp mult drog out subst psicoat";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"F20   Esquizofrenia";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"F32   Episodios depressivos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
"G00   Meningite bacter NCOP";1;0;0;0;0;0;1;2;0;0;0;2;1;0;1;1;1;0;0;0;0;0;10
"G03   Meningite dev outr causas e a causas NE";0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3
"G04   Encefalite mielite e encefalomielite";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"G08   Flebite tromboflebite intracran intra-raquid";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"G11   Ataxia hereditaria";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"G12   Atrofia muscular espinal e sindr correlatas";0;0;0;1;0;0;0;0;0;0;1;1;1;2;3;1;0;0;0;0;0;0;10
"G20   Doenc de Parkinson";0;0;0;0;0;0;0;0;0;1;0;1;0;2;2;2;9;6;4;1;0;0;28
"G30   Doenc de Alzheimer";0;0;0;0;0;0;1;0;0;0;0;0;0;3;9;13;25;37;23;10;2;0;123
"G31   Outr doenc degenerativas sist nervoso NCOP";0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;7;17;17;18;2;4;0;68
"G35   Esclerose mult";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2
"G37   Outr doenc desmielinizantes sist nerv centr";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
"G40   Epilepsia";1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;5
"G41   Estado de mal epileptico";1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"G58   Outr mononeuropatias";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"G61   Polineuropatia inflam";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"G62   Outr polineuropatias";0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;4
"G70   Miastenia gravis outr transt neuromusculares";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"G71   Transt prim dos musculos";0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"G80   Paralisia cerebral";0;1;0;0;0;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;7
"G82   Paraplegia e tetraplegia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"G91   Hidrocefalia";1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;4
"G93   Outr transt do encefalo";0;0;0;0;0;0;2;0;0;2;2;0;0;2;0;1;1;0;1;0;0;0;11
"G95   Outr doenc da medula espinal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"I05   Doenc reumaticas da valva mitral";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"I10   Hipertensao essencial";0;0;0;0;0;0;0;1;0;0;2;3;3;4;4;4;9;5;2;1;1;0;39
"I11   Doenc cardiaca hipertensiva";0;0;0;0;0;0;0;0;1;2;0;1;2;3;5;7;5;4;10;3;0;0;43
"I12   Doenc renal hipertensiva";0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;2;0;4;2;3;0;0;16
"I13   Doenc cardiaca e renal hipertensiva";0;0;0;0;0;0;0;0;0;0;1;2;2;2;1;2;0;1;0;1;0;0;12
"I20   Angina pectoris";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"I21   Infarto agudo do miocardio";0;0;0;0;0;3;5;16;26;37;52;75;70;81;77;88;80;63;33;11;1;0;718
"I24   Outr doenc isquemicas agudas do coracao";0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;2;1;0;0;0;0;8
"I25   Doenc isquemica cronica do coracao";0;0;0;0;0;0;0;0;0;0;2;2;8;14;10;19;22;14;7;4;1;0;103
"I26   Embolia pulmonar";0;0;0;0;2;0;2;1;3;2;2;7;1;6;5;4;6;3;3;1;0;0;48
"I27   Outr form de doenc cardiaca pulmonar";0;0;0;1;0;0;0;0;0;1;1;1;2;0;1;0;2;2;1;1;0;0;13
"I31   Outr doenc do pericardio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"I33   Endocardite aguda e subaguda";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;3
"I34   Transt nao-reumaticos da valva mitral";0;0;0;0;0;0;0;0;1;1;0;2;1;0;3;0;1;0;0;0;0;0;9
"I35   Transt nao-reumaticos da valva aortica";0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;5;1;1;1;0;18
"I36   Transt nao-reumaticos da valva tricuspide";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"I38   Endocardite de valva NE";0;0;0;0;0;0;0;0;0;0;2;0;1;0;2;2;0;1;0;0;0;0;8
"I40   Miocardite aguda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"I42   Cardiomiopatias";0;0;0;1;0;0;2;2;0;4;6;4;5;5;6;12;6;6;5;1;0;0;65
"I44   Bloqueio atrioventricular e do ramo esquerdo";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;4
"I48   Flutter e fibrilacao atrial";0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;5;2;4;1;1;1;0;18
"I49   Outr arritmias cardiacas";0;0;0;0;0;0;0;0;0;1;0;0;1;2;4;3;5;6;3;4;0;0;29
"I50   Insuf cardiaca";0;0;0;0;1;0;1;0;1;3;0;5;8;7;9;13;20;29;17;4;0;0;118
"I51   Complic cardiopatias doenc cardiacas mal def";0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;3;0;0;1;0;0;10
"I60   Hemorragia subaracnoide";0;0;0;0;0;0;0;1;1;3;7;2;5;2;3;4;3;4;2;0;0;0;37
"I61   Hemorragia intracerebral";0;0;0;0;0;3;0;4;6;8;9;16;14;12;9;19;11;15;4;0;0;0;130
"I62   Outr hemorragias intracranianas nao-traum";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;0;0;0;0;5
"I63   Infarto cerebral";0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;5
"I64   Acid vasc cerebr NE como hemorrag isquemico";0;0;0;0;0;0;1;0;2;2;2;8;3;10;14;17;24;20;21;3;0;0;127
"I67   Outr doenc cerebrovasculares";0;0;0;0;0;0;1;2;2;2;2;2;9;12;23;23;21;25;9;4;1;0;138
"I69   Sequelas de doenc cerebrovasculares";0;0;0;0;0;0;0;0;0;1;2;4;7;8;18;19;32;18;12;3;1;0;125
"I71   Aneurisma e disseccao da aorta";0;0;0;0;0;2;1;1;0;4;6;5;7;15;8;10;11;6;0;0;0;0;76
"I72   Outr aneurismas";0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;5
"I73   Outr doenc vasculares perifericas";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;1;2;2;1;0;0;13
"I74   Embolia e trombose arteriais";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;2;0;0;0;0;0;5
"I77   Outr afeccoes das arterias e arteriolas";0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;3;1;1;3;1;0;0;13
"I80   Flebite e tromboflebite";0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;1;0;0;0;6
"I83   Varizes dos membros infer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"I85   Varizes esofagianas";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2
"I89   Outr transt nao-infecc vasos linf gangl linf";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3
"J03   Amigdalite aguda";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"J06   Infecc agudas vias aereas super loc mult NE";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"J11   Influenza dev virus nao identificado";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"J12   Pneumonia viral NCOP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"J15   Pneumonia bacter NCOP";3;0;0;0;0;0;0;0;0;0;2;0;1;2;7;4;3;11;11;5;0;0;49
