Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas;;;;;;;;;;;;;;;;;;;;;;
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5);;;;;;;;;;;;;;;;;;;;;;
Período:2012;;;;;;;;;;;;;;;;;;;;;;
Causa (CID10 3C);0-4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85-89;90-94;95-99;100e+;Total
B00   Infecc p/virus do herpes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
B01   Varicela;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
B18   Hepatite viral cronica;0;0;0;0;0;0;1;0;0;8;6;7;5;4;3;3;4;1;0;0;0;42
B19   Hepatite viral NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
B20   Doenc p/HIV result doenc infecc e parasit;0;0;0;0;1;0;6;11;7;14;6;1;2;1;0;0;0;0;0;0;0;49
B21   Doenc p/HIV result em neopl malig;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2
B22   Doenc p/HIV result em outr doenc espec;0;0;0;0;0;1;0;0;2;1;1;2;0;0;0;0;0;0;0;0;0;7
B24   Doenc p/HIV NE;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3
B57   Doenc de Chagas;0;0;0;0;0;0;0;0;1;0;1;5;0;1;0;6;8;1;0;0;0;23
B87   Miiase;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
B90   Sequelas de tuberc;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2
C01   Neopl malig da base da lingua;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;4
C02   Neopl malig outr partes e NE da lingua;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;2;2;1;1;0;0;9
C03   Neopl malig da gengiva;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
C04   Neopl malig do assoalho da boca;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
C05   Neopl malig do palato;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
C06   Neopl malig outr partes e partes NE da boca;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;2;0;0;0;0;6
C07   Neopl malig da gland parotida;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
C08   Neopl malig outr gland saliv maiores e NE;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
C09   Neopl malig da amigdala;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
C10   Neopl malig da orofaringe;0;0;0;0;0;0;0;0;0;1;5;0;0;0;2;0;1;1;0;0;0;10
C11   Neopl malig da nasofaringe;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
C12   Neopl malig do seio piriforme;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
C13   Neopl malig da hipofaringe;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;4
C14   Neop mal out loc mal def labio cav oral far;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;4
C15   Neopl malig do esofago;0;0;0;0;0;0;0;0;2;2;2;9;2;12;4;2;5;1;0;0;0;41
C16   Neopl malig do estomago;0;0;0;0;0;0;2;3;1;5;2;6;7;10;14;18;6;6;2;2;0;84
C17   Neopl malig do intestino delgado;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;3
C18   Neopl malig do colon;0;0;0;0;0;1;0;1;2;5;6;14;16;4;20;11;15;6;3;0;0;104
C19   Neopl malig da juncao retossigmoide;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;0;0;5
C20   Neopl malig do reto;0;0;0;0;0;0;1;1;0;2;1;2;4;2;5;4;4;0;0;0;0;26
C21   Neopl malig do anus e do canal anal;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
C22   Neopl malig figado vias biliares intra-hepat;0;0;0;0;0;0;0;0;0;2;6;9;8;8;11;9;7;2;0;1;0;63
C23   Neopl malig da vesicula biliar;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
C24   Neopl malig outr partes e NE vias biliares;0;0;0;0;0;0;0;1;0;0;0;1;2;3;4;1;2;4;0;0;0;18
C25   Neopl malig do pancreas;0;0;0;0;0;1;0;0;1;2;4;7;6;8;13;13;12;1;4;0;0;72
C26   Neopl malig outr mal def aparelho digestivo;0;0;0;0;0;0;0;0;0;0;2;0;1;2;2;0;3;4;0;0;0;14
C31   Neopl malig dos seios da face;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
C32   Neopl malig da laringe;0;0;0;0;0;0;0;0;0;2;7;9;4;5;3;2;0;0;0;0;0;32
C34   Neopl malig dos bronquios e dos pulmoes;0;0;0;0;0;0;1;0;3;6;6;13;21;16;25;18;13;3;3;2;0;130
C38   Neopl malig do coracao mediastino e pleura;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;2;0;1;0;0;7
C40   Neopl malig ossos/cartilag artic membros;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
C41   Neopl malig ossos/cartil artic outr loc e NE;0;0;1;1;1;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;8
C43   Melanoma malig da pele;0;0;0;0;0;0;0;0;2;0;0;1;1;4;2;1;1;1;0;0;0;13
C44   Outr neopl malig da pele;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1;0;1;6
C45   Mesotelioma;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
C48   Neopl malig tec moles retro- e peritonio;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;6
C49   Neopl malig tec conjuntivo e outr tec moles;0;0;1;0;1;0;0;0;0;1;2;1;1;2;1;0;2;0;0;0;0;12
C50   Neopl malig da mama;0;0;0;0;0;0;4;3;9;2;11;12;13;9;10;7;9;8;6;2;2;107
C51   Neopl malig da vulva;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;3
C53   Neopl malig do colo do utero;0;0;0;0;0;0;0;1;0;0;2;2;2;2;0;1;4;1;0;0;0;15
C54   Neopl malig do corpo do utero;0;0;0;0;0;0;0;0;0;0;0;1;2;3;4;0;1;2;0;0;0;13
C55   Neopl malig do utero porcao NE;0;0;0;0;0;0;0;0;0;0;1;1;5;0;3;2;5;0;0;0;0;17
C56   Neopl malig do ovario;0;0;0;0;0;0;0;0;1;2;6;1;6;6;1;4;1;0;0;0;0;28
C57   Neopl malig outr org genitais femin e NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
C60   Neopl malig do penis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
C61   Neopl malig da prostata;0;0;0;0;0;0;0;0;0;0;1;1;9;6;14;14;20;7;5;0;0;77
C62   Neopl malig dos testiculos;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2
C64   Neopl malig do rim exceto pelve renal;0;0;0;0;0;0;0;0;0;3;2;1;4;7;2;4;2;2;1;0;0;28
C67   Neopl malig da bexiga;0;0;0;0;0;0;0;0;0;1;2;1;2;4;3;4;5;1;1;0;0;24
C69   Neopl malig do olho e anexos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
C71   Neopl malig do encefalo;0;1;0;1;0;3;2;2;3;5;1;4;4;3;7;4;3;3;0;0;0;46
C72   Neop mal med esp nerv cran out sist nerv cen;0;0;0;0;0;0;0;0;1;1;2;2;2;0;0;1;1;0;0;0;0;10
C73   Neopl malig da gland tireoide;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2
C74   Neopl malig da gland supra-renal;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C75   Neopl malig outr gland endocrinas estr relac;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;4
C76   Neopl malig outr localiz e mal definidas;0;0;0;0;0;0;0;0;1;2;0;3;2;2;1;5;2;1;0;0;0;19
C78   Neopl malig secund org respirat e digestivos;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;1;2;0;0;0;0;7
C79   Neopl malig secund de outr localiz;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;4
C80   Neopl malig s/especificacao de localiz;0;0;0;0;0;1;0;0;2;1;2;5;7;2;7;2;4;2;0;1;0;36
C81   Doenc de Hodgkin;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3
C83   Linfoma nao-Hodgkin difuso;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2
C84   Linfomas de celulas T cutaneas e perifericas;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C85   Linfoma nao-Hodgkin de outr tipos e tipo NE;0;0;0;0;0;0;1;3;1;2;5;5;3;2;2;2;3;2;0;0;0;31
C90   Mieloma mult e neopl malig de plasmocitos;0;0;0;0;0;0;0;0;0;0;1;2;3;4;1;5;5;0;2;0;0;23
C91   Leucemia linfoide;1;0;0;2;1;1;1;0;1;1;0;1;2;3;3;3;1;1;0;0;0;22
C92   Leucemia mieloide;2;0;0;2;0;1;0;1;1;0;4;3;3;1;3;3;3;3;1;0;0;31
C95   Leucemia de tipo celular NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3
D12   Neopl benig do colon reto canal anal e anus;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
D14   Neopl benig ouvido medio e aparelho respirat;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
D18   Hemangioma e linfangioma de qualquer localiz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
D32   Neopl benig das meninges;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;5
D36   Neopl benig de outr localiz e de localiz NE;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
D38   Neopl comp inc/desc ouv med org resp intrat;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
D44   Neopl comp incerto/desconh gland endocrinas;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
D46   Sindr mielodisplasicas;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;1;1;0;0;0;6
D47   Out neop comp inc/des tec linf hemat tec cor;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
D50   Anemia p/defic de ferro;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
D53   Outr anemias nutricionais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2
D61   Outr anemias aplasticas;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;4
D64   Outr anemias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2
D65   Coagulacao intravascular disseminada;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
D68   Outr defeitos da coagulacao;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;3
D69   Purpura e outr afeccoes hemorragicas;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;4
D70   Agranulocitose;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
D75   Outr doenc sangue e orgaos hematopoeticos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
D76   Alg doenc q env tec linforr e sist reticuloh;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
E03   Outr hipotireoidismos;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
E10   Diabetes mellitus insulino-dependente;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;2;1;0;0;0;7
E11   Diabetes mellitus nao-insulino-dependemte;0;0;0;0;0;0;0;1;0;0;0;2;1;0;3;2;4;2;2;0;0;17
E12   Diabetes mellitus relac c/a desnutr;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
E14   Diabetes mellitus NE;0;0;0;0;0;0;0;1;2;2;8;10;19;18;23;24;21;11;9;3;0;151
E16   Outr transt da secrecao pancreatica interna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
E27   Outr transt da gland supra-renal;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
E41   Marasmo nutricional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
E43   Desnutric proteico-calorica grave NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
E46   Desnutric proteico-calorica NE;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;3;4;6;6;1;23
E52   Defic de niacina;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
E64   Sequelas desnutric e outr defic nutricionais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
E66   Obesidade;0;0;0;0;0;2;1;1;0;0;0;2;3;0;3;1;2;1;1;0;0;17
E77   Disturbios do metabolismo de glicoproteinas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
E78   Disturbios metab lipoproteinas e out lipidem;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;2;1;1;0;0;0;8
E80   Disturbios metab porfirina e bilirrubina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
E83   Disturbios do metabolismo de minerais;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;3
E85   Amiloidose;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
E86   Deplecao de volume;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;3;0;0;7
E87   Outr transt equil hidroeletr e acido-basic;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;2;2;0;0;0;9
E88   Outr disturbios metabolicos;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3
F01   Demencia vascular;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
F03   Demencia NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;4
F10   Transt mentais comport dev uso alcool;0;0;0;0;0;0;1;1;3;5;3;3;1;1;1;0;0;0;0;0;0;19
F14   Transt mentais e comport dev uso da cocaina;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
F17   Transt mentais e comport dev uso de fumo;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
F19   Transt ment comp mult drog out subst psicoat;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3
F20   Esquizofrenia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
F31   Transt afetivo bipolar;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
G00   Meningite bacter NCOP;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;1;1;0;0;0;6
G03   Meningite dev outr causas e a causas NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
G04   Encefalite mielite e encefalomielite;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2
G06   Abscesso granuloma intracran intra-raquid;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
G09   Sequelas doenc inflam sist nerv centr;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2
G12   Atrofia muscular espinal e sindr correlatas;0;0;0;0;0;0;0;0;0;1;0;0;2;2;1;1;0;1;0;0;0;8
G20   Doenc de Parkinson;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;5;4;0;0;22
G25   Outr doenc extrapiramidais transt movimentos;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
G30   Doenc de Alzheimer;0;0;0;0;0;0;0;0;0;0;0;0;2;2;12;18;21;28;22;2;0;107
G31   Outr doenc degenerativas sist nervoso NCOP;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;3
G35   Esclerose mult;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
G36   Outr desmielinizacoes disseminadas agudas;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
G37   Outr doenc desmielinizantes sist nerv centr;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
G40   Epilepsia;0;0;0;0;0;0;0;1;0;1;0;2;0;3;0;1;0;0;0;0;0;8
G41   Estado de mal epileptico;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;4
G61   Polineuropatia inflam;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
G71   Transt prim dos musculos;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
G72   Outr miopatias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
G80   Paralisia cerebral;1;2;1;1;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
G91   Hidrocefalia;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;4
G93   Outr transt do encefalo;1;0;0;0;1;0;0;2;0;0;2;0;3;0;3;1;1;3;1;0;0;18
G95   Outr doenc da medula espinal;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;0;0;0;0;5
G98   Outr transt do sist nervoso NCOP;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
I00   Febre reumatica s/mencao de compr do coracao;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
I05   Doenc reumaticas da valva mitral;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
I07   Doenc reumaticas da valva tricuspide;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
I08   Doenc de mult valvas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2
I10   Hipertensao essencial;0;0;0;0;0;0;1;1;0;0;4;5;7;6;5;6;3;8;5;1;0;52
I11   Doenc cardiaca hipertensiva;0;0;0;0;0;0;0;1;0;0;1;2;5;4;3;9;6;12;6;1;1;51
I12   Doenc renal hipertensiva;0;0;0;0;0;0;0;0;0;2;0;2;1;2;5;4;4;2;1;0;0;23
I13   Doenc cardiaca e renal hipertensiva;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;1;1;1;0;0;7
I20   Angina pectoris;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
I21   Infarto agudo do miocardio;0;0;0;0;0;1;6;8;25;22;57;66;63;76;93;101;83;50;24;8;1;684
I24   Outr doenc isquemicas agudas do coracao;0;0;0;0;0;0;0;0;0;0;2;0;3;1;5;5;4;2;1;0;0;23
I25   Doenc isquemica cronica do coracao;0;0;0;0;0;0;0;0;0;4;3;7;6;8;16;15;23;15;10;3;1;111
I26   Embolia pulmonar;0;0;0;0;0;1;0;2;1;1;4;1;1;3;3;2;5;1;4;0;0;29
I27   Outr form de doenc cardiaca pulmonar;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;4
I31   Outr doenc do pericardio;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2
I33   Endocardite aguda e subaguda;0;0;0;0;0;1;0;1;0;0;1;1;0;1;1;2;0;0;0;0;0;8
I34   Transt nao-reumaticos da valva mitral;0;0;0;0;0;0;0;1;0;1;0;1;2;0;0;2;1;0;0;0;0;8
I35   Transt nao-reumaticos da valva aortica;1;0;0;0;0;0;0;0;1;1;0;0;0;0;3;3;2;2;1;0;0;14
I38   Endocardite de valva NE;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;2;1;0;0;0;7
I40   Miocardite aguda;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2
I42   Cardiomiopatias;0;0;0;0;0;1;0;1;1;3;2;3;3;4;7;9;12;8;3;1;1;59
I44   Bloqueio atrioventricular e do ramo esquerdo;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;3
I47   Taquicardia paroxistica;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;3
I48   Flutter e fibrilacao atrial;0;0;0;0;0;0;0;0;1;0;0;0;1;2;1;9;6;8;5;1;0;34
I49   Outr arritmias cardiacas;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;1;4;9;3;1;0;23
I50   Insuf cardiaca;0;0;0;0;2;0;1;2;0;4;4;11;8;10;8;17;24;16;11;5;1;124
I51   Complic cardiopatias doenc cardiacas mal def;0;0;0;0;0;0;1;1;0;2;0;1;0;1;0;0;0;1;2;0;0;9
I60   Hemorragia subaracnoide;0;0;0;1;0;1;0;2;1;5;3;2;5;5;3;1;2;1;2;0;0;34
I61   Hemorragia intracerebral;0;0;0;0;0;0;0;3;4;11;5;12;8;12;7;13;14;12;8;1;0;110
I62   Outr hemorragias intracranianas nao-traum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;2;0;0;0;6
I63   Infarto cerebral;0;0;0;0;0;0;1;0;0;0;2;0;0;0;1;1;1;1;0;0;0;7
I64   Acid vasc cerebr NE como hemorrag isquemico;0;0;0;0;0;0;0;1;0;1;3;5;6;13;12;24;28;26;10;2;2;133
I67   Outr doenc cerebrovasculares;0;0;0;0;0;0;0;0;1;5;6;0;8;13;23;16;29;15;13;11;1;141
I69   Sequelas de doenc cerebrovasculares;0;0;0;0;0;1;2;0;0;0;3;3;10;10;17;20;33;29;17;3;0;148
I70   Aterosclerose;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;0;1;7
I71   Aneurisma e disseccao da aorta;0;0;0;0;0;0;0;1;1;3;7;5;10;12;17;19;18;9;4;1;0;107
I72   Outr aneurismas;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;3
I73   Outr doenc vasculares perifericas;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;1;0;0;7
I74   Embolia e trombose arteriais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;4
I77   Outr afeccoes das arterias e arteriolas;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;3;3;2;0;0;0;11
I80   Flebite e tromboflebite;0;0;0;0;0;1;0;0;0;2;0;1;2;3;1;0;1;2;1;0;0;14
I82   Outr embolia e trombose venosas;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
I83   Varizes dos membros infer;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;6
I85   Varizes esofagianas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
I87   Outr transt das veias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
I89   Outr transt nao-infecc vasos linf gangl linf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
I99   Outr transt do aparelho circulatorio e os NE;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2
J04   Laringite e traqueite agudas;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
J09   Influenza dev virus gripe aviaria;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3
J12   Pneumonia viral NCOP;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
J15   Pneumonia bacter NCOP;0;0;0;0;1;0;0;0;1;0;0;1;1;1;6;3;6;3;3;1;0;27
J18   Pneumonia p/microorg NE;7;0;0;0;1;1;1;8;9;19;21;27;23;28;44;79;108;105;83;43;6;613
J20   Bronquite aguda;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
J21   Bronquiolite aguda;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;6
J34   Outr transt do nariz e dos seios paranasais;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
J39   Outr doenc das vias aereas super;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;3
J40   Bronquite NE como aguda ou cronica;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2
