Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas;;;;;;;;;;;;;;;;;;;;;;;
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5);;;;;;;;;;;;;;;;;;;;;;;
Período:2020;;;;;;;;;;;;;;;;;;;;;;;
Causa (CID10 3C);0-4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85-89;90-94;95-99;100e+;Ign;Total
C09   Neopl malig da amigdala;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;3
C10   Neopl malig da orofaringe;0;0;0;0;0;0;0;0;0;0;0;4;3;0;1;2;2;1;1;0;0;0;14
C11   Neopl malig da nasofaringe;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C12   Neopl malig do seio piriforme;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
C13   Neopl malig da hipofaringe;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2
C14   Neop mal out loc mal def labio cav oral far;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;2;0;0;0;0;0;0;7
C15   Neopl malig do esofago;0;0;0;0;0;0;0;0;0;3;6;3;2;6;2;4;3;1;0;0;0;0;30
C16   Neopl malig do estomago;0;0;0;0;0;0;0;4;3;5;5;7;4;11;7;11;8;5;2;0;0;0;72
C17   Neopl malig do intestino delgado;0;0;0;0;0;0;0;0;1;1;0;0;0;1;2;1;1;2;0;0;0;0;9
C18   Neopl malig do colon;0;0;0;0;0;0;2;1;1;1;11;10;14;25;14;11;10;11;6;0;0;0;117
C19   Neopl malig da juncao retossigmoide;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2
C20   Neopl malig do reto;0;0;0;0;0;0;0;0;5;1;0;2;11;6;5;7;6;2;3;1;0;0;49
C21   Neopl malig do anus e do canal anal;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;3
C22   Neopl malig figado vias biliares intra-hepat;0;0;0;0;0;0;0;0;0;4;2;4;11;11;12;8;9;2;1;2;0;0;66
C23   Neopl malig da vesicula biliar;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;1;0;0;0;5
C24   Neopl malig outr partes e NE vias biliares;0;0;0;0;0;0;1;1;0;1;1;4;4;3;1;2;4;4;1;0;0;0;27
C25   Neopl malig do pancreas;0;0;0;0;1;1;0;0;0;1;6;6;9;15;19;10;8;7;2;0;0;0;85
C26   Neopl malig outr mal def aparelho digestivo;0;0;0;0;0;0;0;1;2;1;1;2;4;1;4;2;0;3;3;0;0;0;24
C30   Neopl malig cavidade nasal e do ouvido medio;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C31   Neopl malig dos seios da face;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;4
C32   Neopl malig da laringe;0;0;0;0;0;0;0;0;0;1;0;1;6;6;0;5;3;0;0;0;0;0;22
C34   Neopl malig dos bronquios e dos pulmoes;0;0;0;0;0;0;0;0;1;7;6;12;25;29;29;32;16;12;6;1;0;0;176
C38   Neopl malig do coracao mediastino e pleura;0;0;0;1;0;0;0;0;0;0;0;1;1;2;0;1;0;1;0;0;0;0;7
C41   Neopl malig ossos/cartil artic outr loc e NE;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;2;0;0;7
C43   Melanoma malig da pele;0;0;0;0;0;0;0;0;1;0;1;3;6;3;3;1;5;1;0;0;0;0;24
C44   Outr neopl malig da pele;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;2;4;2;2;1;0;16
C45   Mesotelioma;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;3
C48   Neopl malig tec moles retro- e peritonio;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;1;1;0;0;1;0;7
C49   Neopl malig tec conjuntivo e outr tec moles;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;5
C50   Neopl malig da mama;0;0;0;0;0;1;2;0;9;6;9;13;15;18;12;10;11;9;4;4;0;0;123
C51   Neopl malig da vulva;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2
C53   Neopl malig do colo do utero;0;0;0;0;0;2;1;4;0;3;5;2;1;1;2;1;2;1;1;0;0;0;26
C54   Neopl malig do corpo do utero;0;0;0;0;0;1;0;1;0;1;1;3;4;2;0;1;2;0;2;1;0;0;19
C55   Neopl malig do utero porcao NE;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;3;0;0;0;0;0;11
C56   Neopl malig do ovario;0;0;0;0;0;1;0;0;0;1;2;6;3;3;2;4;0;1;0;1;0;0;24
C60   Neopl malig do penis;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;3
C61   Neopl malig da prostata;0;0;0;0;0;0;0;0;0;0;0;4;8;9;9;13;19;12;8;3;0;0;85
C62   Neopl malig dos testiculos;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C63   Neopl malig outr org genit masc e NE;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
C64   Neopl malig do rim exceto pelve renal;0;0;0;0;0;0;0;0;1;4;2;2;5;3;3;8;2;0;0;0;0;0;30
C66   Neopl malig dos ureteres;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
C67   Neopl malig da bexiga;0;0;0;0;0;0;0;0;0;0;0;1;3;4;3;10;8;2;2;0;1;0;34
C68   Neopl malig de outr orgaos urinarios e NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
C71   Neopl malig do encefalo;0;2;0;1;0;0;1;3;1;3;3;6;7;5;4;8;4;3;0;0;0;0;51
C72   Neop mal med esp nerv cran out sist nerv cen;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;1;1;0;0;0;0;6
C73   Neopl malig da gland tireoide;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;2;0;0;0;0;5
C74   Neopl malig da gland supra-renal;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2
C75   Neopl malig outr gland endocrinas estr relac;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;3
C76   Neopl malig outr localiz e mal definidas;0;0;0;0;0;0;1;0;3;0;6;1;5;8;3;1;2;4;0;0;0;0;34
C77   Neopl malig secund e NE gangl linfaticos;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2
C78   Neopl malig secund org respirat e digestivos;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;0;0;0;0;0;6
C79   Neopl malig secund de outr localiz;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;4
C80   Neopl malig s/especificacao de localiz;0;0;0;0;0;1;0;2;0;1;3;7;4;6;6;8;1;6;0;1;0;0;46
C81   Doenc de Hodgkin;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;4
C85   Linfoma nao-Hodgkin de outr tipos e tipo NE;0;0;0;0;1;0;4;0;1;0;1;3;2;3;5;2;3;1;4;1;0;0;31
C88   Doenc imunoproliferativas malignas;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
C90   Mieloma mult e neopl malig de plasmocitos;0;0;0;0;0;0;0;0;0;0;3;3;2;6;5;3;7;5;3;0;0;0;37
C91   Leucemia linfoide;0;0;0;1;0;0;2;0;0;0;0;0;0;1;2;1;2;2;0;0;0;0;11
C92   Leucemia mieloide;0;0;0;0;0;0;0;3;2;1;0;2;0;2;4;4;4;1;1;0;0;0;24
C94   Outr leucemias de celulas de tipo espec;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2
C95   Leucemia de tipo celular NE;0;0;0;0;1;0;1;0;1;0;0;1;0;2;1;0;2;1;1;0;0;0;11
D21   Outr neopl benig tec conj e outr tec moles;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
D23   Outr neopl benig da pele;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
D27   Neopl benig do ovario;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
D29   Neopl benig dos orgaos genitais masc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
D32   Neopl benig das meninges;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2
D33   Neopl benig encef e out part sist nerv centr;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
D37   Neopl comp incerto/desc cav oral e org dig;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
D38   Neopl comp inc/desc ouv med org resp intrat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2
D42   Neopl comp incerto/desconhecido meninges;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
D43   Neopl comp inc/desc encefalo sist nerv centr;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
D45   Policitemia vera;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
D46   Sindr mielodisplasicas;0;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;3;1;0;1;0;0;11
D47   Out neop comp inc/des tec linf hemat tec cor;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
D48   Neopl comp inc/desconh outr localiz e NE;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;4
D61   Outr anemias aplasticas;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;5
D62   Anemia aguda pos-hemorragica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
D64   Outr anemias;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;4
D68   Outr defeitos da coagulacao;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;0;1;0;0;0;7
D69   Purpura e outr afeccoes hemorragicas;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
D73   Doenc do baco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
D75   Outr doenc sangue e orgaos hematopoeticos;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
D84   Outr imunodeficiencias;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
E03   Outr hipotireoidismos;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;1;1;1;0;0;6
E05   Tireotoxicose;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
E10   Diabetes mellitus insulino-dependente;0;0;0;0;0;0;0;1;1;2;1;3;1;4;0;1;0;1;0;0;0;0;15
E11   Diabetes mellitus nao-insulino-dependemte;0;0;0;0;0;0;0;1;1;0;0;1;5;6;6;7;3;5;4;1;0;0;40
E14   Diabetes mellitus NE;0;0;0;0;1;0;1;1;4;5;12;16;25;29;33;39;35;24;18;8;1;0;252
E43   Desnutric proteico-calorica grave NE;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;4
E46   Desnutric proteico-calorica NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;0;0;6
E51   Defic de tiamina;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
E64   Sequelas desnutric e outr defic nutricionais;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
E66   Obesidade;0;0;0;0;0;1;0;3;1;1;3;2;4;0;4;1;3;0;0;0;0;0;23
E72   Outr disturbios metabolismo de aminoacidos;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
E78   Disturbios metab lipoproteinas e out lipidem;0;0;0;0;0;0;0;0;0;1;0;0;1;3;0;1;3;0;1;0;0;0;10
E84   Fibrose cistica;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
E85   Amiloidose;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;3
E86   Deplecao de volume;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;2;1;0;0;6
E87   Outr transt equil hidroeletr e acido-basic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;5
E88   Outr disturbios metabolicos;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3
F02   Demencia em outr doenc COP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
F03   Demencia NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;4
F05   Delirium nao induz alcool outr subst psicoat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
F10   Transt mentais comport dev uso alcool;0;0;0;0;0;0;0;0;1;0;2;7;1;0;0;1;0;0;0;0;0;0;12
F14   Transt mentais e comport dev uso da cocaina;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
F17   Transt mentais e comport dev uso de fumo;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;1;0;0;0;5
F19   Transt ment comp mult drog out subst psicoat;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
F20   Esquizofrenia;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2
F29   Psicose nao-organica NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
F32   Episodios depressivos;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;4
F50   Transt da alimentacao;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
F79   Retardo mental NE;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
G00   Meningite bacter NCOP;1;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;5
G04   Encefalite mielite e encefalomielite;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;3
G06   Abscesso granuloma intracran intra-raquid;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
G08   Flebite tromboflebite intracran intra-raquid;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
G09   Sequelas doenc inflam sist nerv centr;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
G10   Doenc de Huntington;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
G12   Atrofia muscular espinal e sindr correlatas;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;4;1;0;0;0;0;0;11
G20   Doenc de Parkinson;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;5;11;11;4;1;0;0;38
G23   Outr doenc degenerativas dos ganglios base;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
G30   Doenc de Alzheimer;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;14;34;44;42;12;2;0;163
G31   Outr doenc degenerativas sist nervoso NCOP;0;0;0;0;0;0;0;0;0;0;2;0;1;2;4;19;22;21;54;19;5;0;149
G35   Esclerose mult;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;2
G36   Outr desmielinizacoes disseminadas agudas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
G37   Outr doenc desmielinizantes sist nerv centr;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
G40   Epilepsia;1;0;0;1;1;0;0;0;1;1;0;3;2;2;3;3;0;0;2;0;0;0;20
G41   Estado de mal epileptico;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;4
G61   Polineuropatia inflam;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2
G62   Outr polineuropatias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2
G71   Transt prim dos musculos;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
G80   Paralisia cerebral;1;0;1;1;0;0;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;8
G82   Paraplegia e tetraplegia;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
G90   Transt do sist nervoso autonomo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
G91   Hidrocefalia;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;4
G93   Outr transt do encefalo;2;0;0;0;0;0;0;0;1;0;1;1;1;4;2;3;0;0;0;1;0;0;16
G98   Outr transt do sist nervoso NCOP;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
H70   Mastoidite e afeccoes correlatas;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2
I05   Doenc reumaticas da valva mitral;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
I10   Hipertensao essencial;0;0;0;0;0;0;1;1;2;2;2;4;9;7;13;4;15;6;13;4;0;0;83
I11   Doenc cardiaca hipertensiva;0;0;0;0;0;0;0;0;1;0;4;2;3;4;11;5;18;13;12;5;2;0;80
I12   Doenc renal hipertensiva;0;0;0;0;0;0;1;0;0;0;0;1;1;0;5;3;0;5;3;0;0;0;19
I13   Doenc cardiaca e renal hipertensiva;0;0;0;0;0;0;0;1;0;0;0;0;2;2;2;2;7;1;2;1;0;0;20
I21   Infarto agudo do miocardio;0;0;0;0;1;2;2;9;11;28;28;70;81;77;71;53;70;57;42;8;1;0;611
I24   Outr doenc isquemicas agudas do coracao;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;1;1;0;0;6
I25   Doenc isquemica cronica do coracao;0;0;0;0;0;0;1;0;2;2;4;8;5;10;14;11;14;13;13;5;3;0;105
I26   Embolia pulmonar;0;0;0;0;0;1;1;0;1;1;0;2;2;6;6;3;2;4;1;1;0;0;31
I27   Outr form de doenc cardiaca pulmonar;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;1;1;1;1;0;0;11
I30   Pericardite aguda;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
I31   Outr doenc do pericardio;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
I33   Endocardite aguda e subaguda;1;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;5
I34   Transt nao-reumaticos da valva mitral;0;0;0;0;1;0;0;0;3;1;1;1;1;2;2;2;1;1;0;0;0;0;16
I35   Transt nao-reumaticos da valva aortica;0;0;0;0;0;0;0;0;1;1;0;1;0;5;2;2;2;1;4;1;0;0;20
I37   Transt da valva pulmonar;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
I38   Endocardite de valva NE;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;2;1;0;1;0;0;0;7
I42   Cardiomiopatias;0;0;0;0;0;1;1;0;3;0;4;3;5;6;5;2;7;4;3;3;0;0;47
I44   Bloqueio atrioventricular e do ramo esquerdo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;3
I45   Outr transt de conducao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
I46   Parada cardiaca;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;7
I47   Taquicardia paroxistica;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;3
I48   Flutter e fibrilacao atrial;0;0;0;0;0;0;0;0;0;0;1;1;1;3;4;5;9;5;6;2;1;0;38
I49   Outr arritmias cardiacas;0;0;0;0;1;0;0;0;0;1;0;1;0;6;4;2;10;12;11;2;0;0;50
I50   Insuf cardiaca;0;0;0;0;0;1;0;3;0;5;5;10;13;8;22;24;31;34;33;18;2;0;209
I51   Complic cardiopatias doenc cardiacas mal def;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;5;4;0;1;0;0;16
I60   Hemorragia subaracnoide;0;0;0;0;0;3;4;1;1;2;6;1;4;3;4;1;3;2;0;0;0;0;35
I61   Hemorragia intracerebral;0;0;0;0;0;1;1;2;2;7;9;7;8;10;4;5;6;5;6;2;0;0;75
