Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5)
Período:2017
"Causa (CID10 3C)";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70-74";"75-79";"80-84";"85-89";"90-94";"95-99";"100e+";"Ign";"Total"
"C08   Neopl malig outr gland saliv maiores e NE";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"C09   Neopl malig da amigdala";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2
"C10   Neopl malig da orofaringe";0;0;0;0;0;0;0;0;0;0;2;0;1;2;1;1;1;0;0;0;0;0;8
"C11   Neopl malig da nasofaringe";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"C13   Neopl malig da hipofaringe";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2
"C14   Neop mal out loc mal def labio cav oral far";0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;3
"C15   Neopl malig do esofago";0;0;0;0;0;0;0;1;2;5;3;11;5;6;5;4;2;5;3;0;0;0;52
"C16   Neopl malig do estomago";0;0;0;0;0;0;1;2;1;4;4;4;9;11;16;15;13;7;5;0;0;0;92
"C17   Neopl malig do intestino delgado";0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;0;0;2;0;0;0;7
"C18   Neopl malig do colon";0;0;0;0;0;0;0;0;4;4;6;10;11;16;18;19;10;6;5;2;2;0;113
"C19   Neopl malig da juncao retossigmoide";0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;4
"C20   Neopl malig do reto";0;0;0;0;0;1;0;0;0;1;5;1;6;1;9;3;2;0;0;1;0;0;30
"C21   Neopl malig do anus e do canal anal";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"C22   Neopl malig figado vias biliares intra-hepat";0;0;0;0;0;0;0;0;0;1;11;9;7;8;7;8;4;4;0;0;0;0;59
"C23   Neopl malig da vesicula biliar";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;5
"C24   Neopl malig outr partes e NE vias biliares";0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;3;1;1;0;0;0;0;11
"C25   Neopl malig do pancreas";0;0;0;0;0;0;0;1;2;3;5;9;8;14;22;12;9;8;6;0;0;0;99
"C26   Neopl malig outr mal def aparelho digestivo";0;0;0;0;0;0;0;0;0;0;1;1;3;2;2;4;5;2;0;0;1;0;21
"C30   Neopl malig cavidade nasal e do ouvido medio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
"C32   Neopl malig da laringe";0;0;0;0;0;0;0;0;0;0;2;4;2;4;4;1;2;0;0;0;0;0;19
"C33   Neopl malig da traqueia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"C34   Neopl malig dos bronquios e dos pulmoes";0;0;0;0;0;0;0;0;3;6;18;17;26;25;27;21;28;9;4;0;2;0;186
"C37   Neopl malig do timo";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2
"C38   Neopl malig do coracao mediastino e pleura";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;3
"C39   Neop mal out loc mal def ap resp org intrat";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;3
"C40   Neopl malig ossos/cartilag artic membros";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"C41   Neopl malig ossos/cartil artic outr loc e NE";0;0;0;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;6
"C43   Melanoma malig da pele";0;0;0;0;0;0;2;0;0;2;2;2;1;1;3;2;2;3;0;0;0;0;20
"C44   Outr neopl malig da pele";0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;1;1;2;0;0;0;10
"C45   Mesotelioma";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;3
"C46   Sarcoma de Kaposi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"C48   Neopl malig tec moles retro- e peritonio";0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;2;3;0;0;0;0;10
"C49   Neopl malig tec conjuntivo e outr tec moles";0;0;0;0;1;0;0;1;0;0;0;1;2;1;0;0;1;1;0;0;0;0;8
"C50   Neopl malig da mama";0;0;0;0;0;1;1;4;8;9;11;7;7;17;13;14;3;6;4;2;0;0;107
"C51   Neopl malig da vulva";0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;3
"C52   Neopl malig da vagina";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"C53   Neopl malig do colo do utero";0;0;0;0;0;0;1;3;2;2;0;1;5;2;3;0;3;2;2;0;0;0;26
"C54   Neopl malig do corpo do utero";0;0;0;0;0;0;0;0;0;1;0;1;2;3;7;1;0;2;0;0;0;0;17
"C55   Neopl malig do utero porcao NE";0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;2;0;0;1;1;0;0;8
"C56   Neopl malig do ovario";0;0;0;0;0;0;1;0;2;3;1;4;2;1;6;4;4;5;0;0;0;0;33
"C60   Neopl malig do penis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"C61   Neopl malig da prostata";0;0;0;0;0;0;0;1;0;0;0;2;6;12;6;17;12;13;5;0;0;0;74
"C62   Neopl malig dos testiculos";0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"C64   Neopl malig do rim exceto pelve renal";0;0;0;0;0;0;0;0;0;0;4;2;4;5;2;1;5;1;1;0;0;0;25
"C67   Neopl malig da bexiga";0;0;0;0;0;0;0;1;1;1;0;2;2;4;3;3;5;3;0;2;0;0;27
"C69   Neopl malig do olho e anexos";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"C71   Neopl malig do encefalo";0;0;0;0;0;0;1;0;0;3;2;5;4;9;2;8;1;1;2;0;0;0;38
"C72   Neop mal med esp nerv cran out sist nerv cen";0;0;0;0;0;1;1;0;0;0;0;2;2;1;0;0;2;0;0;0;0;0;9
"C73   Neopl malig da gland tireoide";0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;3
"C74   Neopl malig da gland supra-renal";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"C75   Neopl malig outr gland endocrinas estr relac";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"C76   Neopl malig outr localiz e mal definidas";0;0;0;0;0;0;0;1;0;0;3;2;6;4;3;2;2;4;0;0;0;0;27
"C78   Neopl malig secund org respirat e digestivos";0;0;0;0;0;0;1;0;0;1;0;0;2;2;2;0;2;1;0;0;0;0;11
"C79   Neopl malig secund de outr localiz";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2
"C80   Neopl malig s/especificacao de localiz";0;0;0;0;0;0;0;0;0;1;2;6;9;4;5;5;3;5;2;1;0;0;43
"C81   Doenc de Hodgkin";0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3
"C82   Linfoma nao-Hodgkin folicular";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2
"C83   Linfoma nao-Hodgkin difuso";0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;3;1;0;0;0;0;6
"C84   Linfomas de celulas T cutaneas e perifericas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";0;0;0;0;0;2;0;0;1;2;5;3;2;7;5;5;3;2;2;1;0;0;40
"C88   Doenc imunoproliferativas malignas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"C90   Mieloma mult e neopl malig de plasmocitos";0;0;0;0;0;0;0;0;1;0;0;0;4;5;5;5;2;2;2;0;0;0;26
"C91   Leucemia linfoide";1;0;0;0;3;1;0;1;1;1;0;1;0;1;2;0;1;2;0;0;0;0;15
"C92   Leucemia mieloide";0;1;0;0;1;2;0;1;0;1;4;2;7;6;8;1;1;1;1;1;0;0;38
"C94   Outr leucemias de celulas de tipo espec";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"C95   Leucemia de tipo celular NE";0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;2;1;0;1;1;1;0;10
"C96   Outr neopl mal e NE tec linf hematop e corr";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"D18   Hemangioma e linfangioma de qualquer localiz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"D32   Neopl benig das meninges";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"D35   Neopl benig de outr gland endocrinas e NE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"D37   Neopl comp incerto/desc cav oral e org dig";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"D38   Neopl comp inc/desc ouv med org resp intrat";0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2
"D44   Neopl comp incerto/desconh gland endocrinas";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"D46   Sindr mielodisplasicas";0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;2;2;0;0;1;0;11
"D47   Out neop comp inc/des tec linf hemat tec cor";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"D50   Anemia p/defic de ferro";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"D53   Outr anemias nutricionais";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"D57   Transt falciformes";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"D59   Anemia hemolitica adquir";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"D61   Outr anemias aplasticas";1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6
"D64   Outr anemias";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"D65   Coagulacao intravascular disseminada";0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"D68   Outr defeitos da coagulacao";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"D69   Purpura e outr afeccoes hemorragicas";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;4
"D73   Doenc do baco";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2
"D75   Outr doenc sangue e orgaos hematopoeticos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"D76   Alg doenc q env tec linforr e sist reticuloh";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
"D84   Outr imunodeficiencias";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"D86   Sarcoidose";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"E03   Outr hipotireoidismos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;3
"E05   Tireotoxicose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"E10   Diabetes mellitus insulino-dependente";0;1;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0;1;0;0;0;7
"E11   Diabetes mellitus nao-insulino-dependemte";0;0;0;0;0;0;0;0;0;0;0;1;3;3;3;6;3;5;2;0;0;0;26
"E12   Diabetes mellitus relac c/a desnutr";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
"E14   Diabetes mellitus NE";0;0;0;0;1;0;0;1;1;2;5;9;15;15;24;18;19;30;13;3;4;0;160
"E23   Hipofuncao e outr transt da hipofise";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"E34   Outr transt endocrinos";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"E41   Marasmo nutricional";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"E43   Desnutric proteico-calorica grave NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2
"E46   Desnutric proteico-calorica NE";0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;2;4;1;0;0;13
"E64   Sequelas desnutric e outr defic nutricionais";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"E66   Obesidade";0;0;0;0;0;0;0;0;2;1;3;3;1;3;1;3;0;1;0;0;0;0;18
"E76   Disturbios metabolismo do glicosaminoglicano";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"E78   Disturbios metab lipoproteinas e out lipidem";0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;1;0;1;0;0;0;7
"E83   Disturbios do metabolismo de minerais";0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;3
"E84   Fibrose cistica";0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2
"E85   Amiloidose";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2
"E86   Deplecao de volume";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;5
"E87   Outr transt equil hidroeletr e acido-basic";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;2;0;0;0;6
"E88   Outr disturbios metabolicos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"F03   Demencia NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"F10   Transt mentais comport dev uso alcool";0;0;0;0;0;0;1;1;1;2;1;1;0;2;0;0;0;0;0;0;0;0;9
"F14   Transt mentais e comport dev uso da cocaina";0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3
"F17   Transt mentais e comport dev uso de fumo";0;0;0;0;1;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;5
"F19   Transt ment comp mult drog out subst psicoat";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"F20   Esquizofrenia";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2
"F32   Episodios depressivos";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2
"G00   Meningite bacter NCOP";0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;4
"G03   Meningite dev outr causas e a causas NE";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"G04   Encefalite mielite e encefalomielite";0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;4
"G06   Abscesso granuloma intracran intra-raquid";0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3
"G10   Doenc de Huntington";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"G11   Ataxia hereditaria";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;3
"G12   Atrofia muscular espinal e sindr correlatas";0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;5;2;0;0;0;0;0;11
"G20   Doenc de Parkinson";0;0;0;0;0;0;0;0;0;0;1;0;1;0;3;10;3;8;8;0;0;0;34
"G30   Doenc de Alzheimer";0;0;0;0;0;0;0;0;0;0;0;0;2;1;7;17;29;34;26;6;1;0;123
"G31   Outr doenc degenerativas sist nervoso NCOP";0;0;0;0;0;0;0;0;0;0;0;1;0;4;7;10;18;29;26;12;1;0;108
"G35   Esclerose mult";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"G36   Outr desmielinizacoes disseminadas agudas";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"G40   Epilepsia";0;0;0;1;1;0;0;0;0;0;0;0;1;1;2;2;0;0;0;0;1;0;9
"G41   Estado de mal epileptico";0;0;0;0;0;0;0;1;0;1;0;2;1;0;1;1;0;0;0;0;0;0;7
"G61   Polineuropatia inflam";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"G71   Transt prim dos musculos";0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4
"G80   Paralisia cerebral";0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
"G90   Transt do sist nervoso autonomo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"G91   Hidrocefalia";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;3
"G92   Encefalopatia toxica";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"G93   Outr transt do encefalo";1;0;0;0;1;0;1;0;0;1;1;1;1;2;0;3;2;1;0;0;0;0;15
"G95   Outr doenc da medula espinal";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"H05   Transt da orbita";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"H65   Otite media nao-supurativa";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"H66   Otite media supurativa e as NE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"I05   Doenc reumaticas da valva mitral";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;3
"I08   Doenc de mult valvas";0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;3
"I09   Outr doenc reumaticas do coracao";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"I10   Hipertensao essencial";0;0;0;0;0;0;0;1;2;0;5;6;5;8;4;7;11;6;5;3;0;0;63
"I11   Doenc cardiaca hipertensiva";0;0;0;0;0;0;0;0;2;3;0;1;1;1;1;5;2;6;5;1;3;0;31
"I12   Doenc renal hipertensiva";0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;3;3;0;1;1;1;0;13
"I13   Doenc cardiaca e renal hipertensiva";0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;2;4;3;2;0;1;0;17
"I20   Angina pectoris";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"I21   Infarto agudo do miocardio";0;0;0;0;4;2;2;14;20;39;50;90;90;89;88;86;71;72;37;7;1;0;762
"I24   Outr doenc isquemicas agudas do coracao";0;0;0;0;0;0;0;0;0;1;0;1;0;2;3;0;1;3;0;0;0;0;11
"I25   Doenc isquemica cronica do coracao";0;0;0;0;0;0;0;1;2;0;2;4;6;15;11;16;18;17;7;3;0;0;102
"I26   Embolia pulmonar";0;0;0;0;0;1;1;2;2;4;2;3;2;7;10;3;3;3;3;3;0;0;49
"I27   Outr form de doenc cardiaca pulmonar";0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;6
"I31   Outr doenc do pericardio";0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;3
"I33   Endocardite aguda e subaguda";0;0;0;0;0;0;1;0;0;0;2;0;3;2;1;0;0;1;0;0;0;0;10
"I34   Transt nao-reumaticos da valva mitral";0;0;1;0;0;0;0;0;0;0;0;2;2;3;5;0;1;1;2;1;0;0;18
"I35   Transt nao-reumaticos da valva aortica";0;0;0;0;0;0;0;0;0;0;0;1;2;4;2;1;4;4;3;1;0;0;22
"I38   Endocardite de valva NE";0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;2;1;0;1;0;0;0;7
"I40   Miocardite aguda";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"I42   Cardiomiopatias";0;0;0;0;0;0;1;1;1;1;7;9;4;8;7;11;12;12;6;0;0;0;80
"I44   Bloqueio atrioventricular e do ramo esquerdo";0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;4;0;0;0;0;8
"I47   Taquicardia paroxistica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;4
"I48   Flutter e fibrilacao atrial";0;0;0;0;0;0;0;0;0;1;0;1;0;2;5;8;9;5;6;1;1;0;39
"I49   Outr arritmias cardiacas";0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;8;7;4;2;1;0;28
"I50   Insuf cardiaca";0;0;0;0;0;0;1;0;1;2;3;3;7;6;8;19;25;33;16;7;2;0;133
"I51   Complic cardiopatias doenc cardiacas mal def";0;0;0;0;0;0;0;0;0;1;2;2;1;4;2;2;1;0;3;0;1;0;19
"I60   Hemorragia subaracnoide";0;0;0;0;0;1;0;1;0;1;2;4;8;1;4;3;2;3;0;0;0;0;30
"I61   Hemorragia intracerebral";0;0;1;0;0;0;3;2;6;11;13;9;10;18;10;14;14;9;5;1;0;0;126
"I62   Outr hemorragias intracranianas nao-traum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3;6;2;1;0;0;14
"I63   Infarto cerebral";0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;0;0;0;0;0;7
"I64   Acid vasc cerebr NE como hemorrag isquemico";0;0;0;0;0;0;0;1;0;3;2;4;5;19;27;27;15;39;18;8;1;0;169
