Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas;;;;;;;;;;;;;;;;;;;;;;;
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5);;;;;;;;;;;;;;;;;;;;;;;
Período:2022;;;;;;;;;;;;;;;;;;;;;;;
Causa (CID10 3C);0-4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85-89;90-94;95-99;100e+;Ign;Total
C48   Neopl malig tec moles retro- e peritonio;0;0;0;1;0;0;0;0;0;0;1;1;1;0;2;3;0;0;0;0;0;0;9
C49   Neopl malig tec conjuntivo e outr tec moles;0;0;0;0;0;0;1;0;0;2;1;1;0;1;0;2;1;2;0;0;0;0;11
C50   Neopl malig da mama;0;0;0;0;0;0;3;2;3;7;8;12;16;13;16;13;7;4;4;2;0;0;110
C51   Neopl malig da vulva;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;4
C52   Neopl malig da vagina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
C53   Neopl malig do colo do utero;0;0;0;0;0;1;1;1;1;3;2;1;1;2;5;2;2;2;0;0;0;0;24
C54   Neopl malig do corpo do utero;0;0;0;0;0;0;0;0;1;0;1;1;4;7;6;3;3;1;0;0;0;0;27
C55   Neopl malig do utero porcao NE;0;0;0;0;0;0;1;0;0;1;1;0;1;1;1;2;2;0;0;0;0;0;10
C56   Neopl malig do ovario;0;0;0;0;0;0;0;1;1;0;0;4;3;7;5;4;2;3;0;0;0;0;30
C57   Neopl malig outr org genitais femin e NE;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;3
C58   Neopl malig da placenta;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C60   Neopl malig do penis;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;3
C61   Neopl malig da prostata;0;0;0;0;0;0;0;0;0;0;0;2;6;9;16;13;17;14;13;1;0;0;91
C64   Neopl malig do rim exceto pelve renal;0;0;0;0;0;0;0;0;0;1;1;0;2;5;1;1;2;6;2;0;0;0;21
C65   Neopl malig da pelve renal;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
C67   Neopl malig da bexiga;0;0;0;0;0;0;0;0;0;0;0;2;3;7;7;9;5;6;3;2;0;0;44
C68   Neopl malig de outr orgaos urinarios e NE;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
C69   Neopl malig do olho e anexos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
C70   Neopl malig das meninges;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
C71   Neopl malig do encefalo;1;1;0;0;0;1;2;1;4;3;5;7;5;5;10;5;7;2;1;0;0;0;60
C72   Neop mal med esp nerv cran out sist nerv cen;0;0;0;0;0;1;1;0;0;0;1;0;5;2;2;0;2;2;0;0;0;0;16
C73   Neopl malig da gland tireoide;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;0;1;0;1;0;0;0;7
C74   Neopl malig da gland supra-renal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
C75   Neopl malig outr gland endocrinas estr relac;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;3
C76   Neopl malig outr localiz e mal definidas;0;0;0;0;0;0;0;0;2;1;2;2;1;4;5;5;4;3;0;1;0;0;30
C78   Neopl malig secund org respirat e digestivos;0;0;0;0;0;0;0;0;1;1;0;0;0;2;1;0;0;3;0;0;0;0;8
C79   Neopl malig secund de outr localiz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;4
C80   Neopl malig s/especificacao de localiz;0;0;0;0;0;0;0;1;2;2;6;3;4;5;9;4;6;4;1;1;0;0;48
C81   Doenc de Hodgkin;0;0;0;0;1;0;1;0;0;0;2;1;0;0;2;0;0;0;0;0;0;0;7
C83   Linfoma nao-Hodgkin difuso;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;4
C84   Linfomas de celulas T cutaneas e perifericas;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2
C85   Linfoma nao-Hodgkin de outr tipos e tipo NE;0;0;0;0;0;0;0;0;1;2;0;4;1;4;0;4;4;0;1;0;0;0;21
C90   Mieloma mult e neopl malig de plasmocitos;0;0;0;0;0;0;0;0;0;1;0;1;5;6;6;9;3;1;5;1;0;0;38
C91   Leucemia linfoide;0;3;1;1;1;0;1;1;0;1;2;1;2;1;0;0;1;2;2;0;0;0;20
C92   Leucemia mieloide;0;0;0;0;0;0;1;2;0;0;3;0;2;1;2;2;6;1;2;0;0;0;22
C93   Leucemia monocitica;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
C95   Leucemia de tipo celular NE;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;4
C97   Neopl malig de localiz mult independentes;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
D18   Hemangioma e linfangioma de qualquer localiz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
D32   Neopl benig das meninges;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
D37   Neopl comp incerto/desc cav oral e org dig;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
D38   Neopl comp inc/desc ouv med org resp intrat;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
D46   Sindr mielodisplasicas;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;5
D47   Out neop comp inc/des tec linf hemat tec cor;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;3;0;0;0;0;7
D48   Neopl comp inc/desconh outr localiz e NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
D53   Outr anemias nutricionais;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3
D57   Transt falciformes;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3
D59   Anemia hemolitica adquir;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2
D61   Outr anemias aplasticas;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;2;0;1;0;0;0;7
D64   Outr anemias;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;2;1;1;0;0;0;7
D68   Outr defeitos da coagulacao;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;4
D69   Purpura e outr afeccoes hemorragicas;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;1;0;0;0;5
D70   Agranulocitose;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2
D73   Doenc do baco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
D75   Outr doenc sangue e orgaos hematopoeticos;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;1;0;0;0;6
D76   Alg doenc q env tec linforr e sist reticuloh;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
D84   Outr imunodeficiencias;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
D89   Outr transt q comprom mecanismo imunit NCOP;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
E03   Outr hipotireoidismos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;3
E04   Outr bocios nao-toxicos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2
E10   Diabetes mellitus insulino-dependente;0;0;0;1;0;0;1;1;0;1;1;0;2;1;1;1;3;0;2;0;0;0;15
E11   Diabetes mellitus nao-insulino-dependemte;0;0;0;0;0;1;1;0;0;0;2;1;0;4;2;4;2;6;4;1;0;0;28
E14   Diabetes mellitus NE;0;0;0;1;1;2;0;1;2;5;12;18;20;26;29;39;32;26;21;9;0;0;244
E21   Hiperparatireoid e out transt gland paratir;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
E22   Hiperfuncao da hipofise;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
E43   Desnutric proteico-calorica grave NE;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;4
E44   Desnutric proteico-calorica grau moder leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
E46   Desnutric proteico-calorica NE;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3;2;1;3;0;0;12
E51   Defic de tiamina;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
E66   Obesidade;0;0;0;0;0;0;0;4;2;1;1;3;2;2;4;0;0;0;2;0;0;0;21
E71   Dist metab aminoacidos cad ramif e acid grax;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
E76   Disturbios metabolismo do glicosaminoglicano;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
E78   Disturbios metab lipoproteinas e out lipidem;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;3;2;1;2;0;0;11
E83   Disturbios do metabolismo de minerais;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2
E84   Fibrose cistica;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3
E85   Amiloidose;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;3
E86   Deplecao de volume;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;1;2;1;0;9
E87   Outr transt equil hidroeletr e acido-basic;0;0;0;0;0;0;0;0;0;0;1;1;0;1;3;0;2;1;4;0;1;0;14
E88   Outr disturbios metabolicos;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;3
F03   Demencia NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;2;0;0;0;7
F10   Transt mentais comport dev uso alcool;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
F14   Transt mentais e comport dev uso da cocaina;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
F17   Transt mentais e comport dev uso de fumo;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;4
F19   Transt ment comp mult drog out subst psicoat;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;4
F20   Esquizofrenia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
F32   Episodios depressivos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3
F70   Retardo mental leve;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
G00   Meningite bacter NCOP;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;6
G03   Meningite dev outr causas e a causas NE;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;3
G04   Encefalite mielite e encefalomielite;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
G06   Abscesso granuloma intracran intra-raquid;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
G12   Atrofia muscular espinal e sindr correlatas;0;0;0;0;0;0;0;0;0;2;2;2;6;2;2;2;2;2;0;0;0;0;22
G20   Doenc de Parkinson;0;0;0;0;0;0;0;0;0;0;1;0;2;3;12;10;17;19;7;1;0;0;72
G23   Outr doenc degenerativas dos ganglios base;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
G30   Doenc de Alzheimer;0;0;0;0;0;0;0;0;0;0;0;1;1;4;8;22;46;69;51;21;4;0;227
G31   Outr doenc degenerativas sist nervoso NCOP;0;0;0;0;0;0;0;0;1;2;1;0;3;2;11;17;28;28;35;19;14;0;161
G35   Esclerose mult;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;4
G37   Outr doenc desmielinizantes sist nerv centr;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2
G40   Epilepsia;1;0;0;2;2;1;1;0;0;1;0;0;0;2;1;2;2;3;0;0;0;0;18
G41   Estado de mal epileptico;1;0;0;0;0;1;0;0;0;1;2;1;2;1;2;1;1;2;1;0;0;0;16
G45   Acid vasc cerebr isquemicos trans sindr corr;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;2;0;0;0;5
G61   Polineuropatia inflam;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;3
G62   Outr polineuropatias;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;3
G70   Miastenia gravis outr transt neuromusculares;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2;2;0;0;0;0;6
G71   Transt prim dos musculos;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3
G80   Paralisia cerebral;0;0;0;1;0;3;1;0;0;0;2;0;0;1;0;0;0;1;0;0;0;0;9
G81   Hemiplegia;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
G82   Paraplegia e tetraplegia;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
G83   Outr sindr paraliticas;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
G90   Transt do sist nervoso autonomo;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;3
G91   Hidrocefalia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;4
G93   Outr transt do encefalo;0;1;0;0;2;2;0;2;0;1;2;2;2;4;2;1;0;1;0;0;0;0;22
G94   Outr transt do encefalo em doenc COP;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
G96   Outr transt do sist nervoso central;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
G98   Outr transt do sist nervoso NCOP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
I01   Febre reumatica c/compr do coracao;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
I07   Doenc reumaticas da valva tricuspide;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
I08   Doenc de mult valvas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
I09   Outr doenc reumaticas do coracao;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2
I10   Hipertensao essencial;0;0;0;0;0;0;0;0;0;0;1;2;4;8;5;5;9;18;17;7;3;0;79
I11   Doenc cardiaca hipertensiva;0;0;0;0;0;0;0;0;1;2;0;1;6;11;8;3;15;12;11;6;1;0;77
I12   Doenc renal hipertensiva;0;0;0;0;0;0;0;0;0;1;1;2;3;2;3;4;1;2;4;1;0;0;24
I13   Doenc cardiaca e renal hipertensiva;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;4;2;2;1;0;0;14
I15   Hipertensao secund;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
I20   Angina pectoris;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
I21   Infarto agudo do miocardio;0;0;0;0;0;2;5;14;31;37;36;70;93;107;92;93;86;74;53;15;3;0;811
I24   Outr doenc isquemicas agudas do coracao;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;2;1;0;2;0;0;0;9
I25   Doenc isquemica cronica do coracao;0;0;0;0;1;0;0;1;5;4;1;13;12;12;19;22;25;24;10;8;0;0;157
I26   Embolia pulmonar;0;1;0;0;0;3;2;3;2;4;3;3;4;5;2;7;3;2;2;1;0;0;47
I27   Outr form de doenc cardiaca pulmonar;0;0;0;0;1;0;0;0;0;1;0;1;1;2;0;1;0;1;0;0;0;0;8
I28   Outr doenc dos vasos pulmonares;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
I31   Outr doenc do pericardio;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;3
I33   Endocardite aguda e subaguda;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;1;0;0;0;0;5
I34   Transt nao-reumaticos da valva mitral;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;2;0;0;0;0;0;9
I35   Transt nao-reumaticos da valva aortica;0;0;0;0;0;0;1;0;0;0;1;0;3;2;2;2;2;5;5;0;0;0;23
I38   Endocardite de valva NE;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;3;0;1;1;1;1;0;11
I40   Miocardite aguda;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
I41   Miocardite em doenc COP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
I42   Cardiomiopatias;2;0;0;2;1;0;2;0;5;3;12;13;9;8;14;6;9;13;12;2;0;0;113
I44   Bloqueio atrioventricular e do ramo esquerdo;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;1;3;0;0;0;8
