Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas;;;;;;;;;;;;;;;;;;;;;;;
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5);;;;;;;;;;;;;;;;;;;;;;;
Período:2018;;;;;;;;;;;;;;;;;;;;;;;
Causa (CID10 3C);0-4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85-89;90-94;95-99;100e+;Ign;Total
C16   Neopl malig do estomago;0;0;0;0;0;0;0;1;1;2;7;5;4;17;9;13;4;9;2;3;0;0;77
C17   Neopl malig do intestino delgado;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;4
C18   Neopl malig do colon;0;0;0;0;0;1;1;0;3;2;4;8;15;18;19;13;16;10;4;3;0;0;117
C19   Neopl malig da juncao retossigmoide;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;1;0;1;0;0;0;8
C20   Neopl malig do reto;0;0;0;0;0;0;0;1;0;3;2;3;4;6;5;2;4;1;1;2;0;0;34
C21   Neopl malig do anus e do canal anal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2
C22   Neopl malig figado vias biliares intra-hepat;0;0;0;0;0;0;0;1;1;0;5;8;14;14;9;4;9;3;2;0;1;0;71
C23   Neopl malig da vesicula biliar;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;3
C24   Neopl malig outr partes e NE vias biliares;0;0;0;0;0;0;0;1;0;0;0;3;2;3;2;3;1;0;1;1;0;0;17
C25   Neopl malig do pancreas;0;0;0;0;0;0;0;1;0;3;5;10;11;11;15;17;11;8;5;0;0;0;97
C26   Neopl malig outr mal def aparelho digestivo;0;0;0;0;0;0;0;0;0;0;0;3;1;5;4;4;8;1;1;1;0;0;28
C32   Neopl malig da laringe;0;0;0;0;0;0;0;0;0;1;2;4;5;9;3;3;4;2;0;1;0;0;34
C34   Neopl malig dos bronquios e dos pulmoes;0;0;0;0;0;0;0;1;3;5;6;17;27;41;31;24;13;14;6;1;0;0;189
C37   Neopl malig do timo;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
C38   Neopl malig do coracao mediastino e pleura;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;1;1;1;0;0;0;7
C39   Neop mal out loc mal def ap resp org intrat;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
C40   Neopl malig ossos/cartilag artic membros;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;4
C41   Neopl malig ossos/cartil artic outr loc e NE;0;0;0;0;0;1;0;0;0;1;0;1;0;0;2;0;1;1;1;0;0;0;8
C43   Melanoma malig da pele;0;0;0;0;0;0;0;0;0;1;1;1;2;2;0;1;2;2;0;0;0;0;12
C44   Outr neopl malig da pele;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;0;1;1;0;0;0;8
C45   Mesotelioma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
C46   Sarcoma de Kaposi;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C47   Neopl malig nervos perif e sist nerv autonom;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
C48   Neopl malig tec moles retro- e peritonio;0;0;0;0;0;0;0;0;0;2;0;1;3;2;3;2;1;0;1;0;0;0;15
C49   Neopl malig tec conjuntivo e outr tec moles;0;0;0;2;0;0;2;0;0;0;0;2;0;1;3;1;1;0;0;0;0;0;12
C50   Neopl malig da mama;0;0;0;0;0;1;3;6;9;10;8;11;10;14;17;15;15;7;4;4;0;0;134
C51   Neopl malig da vulva;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2
C52   Neopl malig da vagina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
C53   Neopl malig do colo do utero;0;0;0;0;1;1;0;3;0;3;1;4;0;4;2;0;0;0;0;0;0;0;19
C54   Neopl malig do corpo do utero;0;0;0;0;0;0;0;0;0;0;2;1;1;3;2;2;0;1;0;0;0;0;12
C55   Neopl malig do utero porcao NE;0;0;0;0;0;0;1;0;1;1;1;3;2;0;1;0;1;1;0;0;0;0;12
C56   Neopl malig do ovario;0;0;0;0;0;0;0;1;1;0;3;3;1;4;2;1;0;0;1;0;0;0;17
C57   Neopl malig outr org genitais femin e NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
C61   Neopl malig da prostata;0;0;0;0;0;0;0;0;0;0;2;4;4;11;16;18;15;11;4;2;0;0;87
C62   Neopl malig dos testiculos;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3
C64   Neopl malig do rim exceto pelve renal;0;0;0;0;0;1;0;0;0;0;0;4;4;4;5;5;4;1;0;0;0;0;28
C67   Neopl malig da bexiga;0;0;0;0;0;0;0;0;0;0;2;2;2;1;3;3;7;5;4;0;0;0;29
C68   Neopl malig de outr orgaos urinarios e NE;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2
C69   Neopl malig do olho e anexos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
C71   Neopl malig do encefalo;2;1;0;0;0;0;3;1;1;4;3;2;8;5;4;4;2;3;1;2;0;0;46
C72   Neop mal med esp nerv cran out sist nerv cen;0;0;0;1;0;0;1;0;0;1;1;0;2;1;3;1;2;1;1;0;0;0;15
C73   Neopl malig da gland tireoide;0;0;0;0;0;0;0;0;0;0;2;1;0;0;3;0;0;1;0;0;0;0;7
C74   Neopl malig da gland supra-renal;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3
C75   Neopl malig outr gland endocrinas estr relac;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;4
C76   Neopl malig outr localiz e mal definidas;0;0;0;0;0;0;0;0;2;1;0;3;6;3;4;5;1;5;3;0;0;0;33
C78   Neopl malig secund org respirat e digestivos;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;1;2;1;0;0;0;0;8
C79   Neopl malig secund de outr localiz;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
C80   Neopl malig s/especificacao de localiz;0;0;0;0;0;1;0;1;0;1;0;3;4;6;6;4;3;2;0;0;0;0;31
C83   Linfoma nao-Hodgkin difuso;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;3
C84   Linfomas de celulas T cutaneas e perifericas;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;3
C85   Linfoma nao-Hodgkin de outr tipos e tipo NE;0;0;0;0;1;1;0;4;1;2;2;2;4;4;4;3;0;2;1;0;0;0;31
C90   Mieloma mult e neopl malig de plasmocitos;0;0;0;0;0;0;0;0;0;2;1;3;9;5;4;3;2;2;0;0;0;0;31
C91   Leucemia linfoide;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;3;1;3;1;0;0;0;13
C92   Leucemia mieloide;0;0;0;1;0;0;0;1;1;2;2;0;4;3;5;1;2;1;2;0;0;0;25
C94   Outr leucemias de celulas de tipo espec;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2
C95   Leucemia de tipo celular NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
C96   Outr neopl mal e NE tec linf hematop e corr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
D17   Neopl lipomatosa benig;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
D21   Outr neopl benig tec conj e outr tec moles;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
D25   Leiomioma do utero;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2
D32   Neopl benig das meninges;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;4
D37   Neopl comp incerto/desc cav oral e org dig;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
D38   Neopl comp inc/desc ouv med org resp intrat;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
D46   Sindr mielodisplasicas;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;1;1;0;0;0;6
D47   Out neop comp inc/des tec linf hemat tec cor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2
D53   Outr anemias nutricionais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
D57   Transt falciformes;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
D59   Anemia hemolitica adquir;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
D60   Aplasia pura da serie vermelha adquir;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
D61   Outr anemias aplasticas;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;1;1;0;0;0;0;7
D62   Anemia aguda pos-hemorragica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
D64   Outr anemias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;0;0;0;5
D65   Coagulacao intravascular disseminada;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
D68   Outr defeitos da coagulacao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2
D69   Purpura e outr afeccoes hemorragicas;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
D70   Agranulocitose;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
D73   Doenc do baco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
D84   Outr imunodeficiencias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2
E03   Outr hipotireoidismos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
E05   Tireotoxicose;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
E10   Diabetes mellitus insulino-dependente;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;2;0;0;0;0;0;5
E11   Diabetes mellitus nao-insulino-dependemte;0;0;0;0;0;0;0;0;0;3;2;2;2;1;3;3;4;3;3;1;0;0;27
E12   Diabetes mellitus relac c/a desnutr;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2
E13   Outr tipos espec de diabetes mellitus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
E14   Diabetes mellitus NE;0;0;0;0;0;0;0;2;1;2;1;14;13;14;21;11;23;16;14;2;1;0;135
E16   Outr transt da secrecao pancreatica interna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;3
E22   Hiperfuncao da hipofise;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
E27   Outr transt da gland supra-renal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
E43   Desnutric proteico-calorica grave NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;3
E46   Desnutric proteico-calorica NE;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;1;2;3;1;4;1;0;16
E66   Obesidade;0;0;0;0;0;0;1;2;1;3;0;6;1;3;2;1;0;0;0;0;0;0;20
E78   Disturbios metab lipoproteinas e out lipidem;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;3;1;0;0;0;8
E83   Disturbios do metabolismo de minerais;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2
E86   Deplecao de volume;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;4
E87   Outr transt equil hidroeletr e acido-basic;1;0;0;0;0;0;0;0;1;0;0;0;2;0;1;0;1;1;0;1;0;0;8
E88   Outr disturbios metabolicos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
F03   Demencia NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;4
F10   Transt mentais comport dev uso alcool;0;0;0;0;0;0;0;0;1;0;0;3;1;0;2;0;1;1;0;0;0;0;9
F14   Transt mentais e comport dev uso da cocaina;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
F17   Transt mentais e comport dev uso de fumo;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2
F19   Transt ment comp mult drog out subst psicoat;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
F31   Transt afetivo bipolar;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2
F32   Episodios depressivos;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
G00   Meningite bacter NCOP;2;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;7
G03   Meningite dev outr causas e a causas NE;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2
G04   Encefalite mielite e encefalomielite;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3
G06   Abscesso granuloma intracran intra-raquid;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
G09   Sequelas doenc inflam sist nerv centr;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
G10   Doenc de Huntington;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;3
G12   Atrofia muscular espinal e sindr correlatas;0;0;0;1;0;0;0;0;0;1;1;2;3;0;6;2;2;0;0;0;0;0;18
G20   Doenc de Parkinson;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;13;8;10;4;1;1;0;45
G30   Doenc de Alzheimer;0;0;0;0;0;0;0;0;0;0;0;0;1;8;5;15;25;46;32;4;3;0;139
G31   Outr doenc degenerativas sist nervoso NCOP;0;0;0;0;0;0;0;0;0;0;0;1;2;1;6;20;23;31;26;9;2;0;121
G35   Esclerose mult;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2
G40   Epilepsia;0;0;0;1;1;0;0;1;0;1;0;2;1;1;4;1;1;2;2;0;0;0;18
G41   Estado de mal epileptico;1;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;6
G61   Polineuropatia inflam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
G62   Outr polineuropatias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
G70   Miastenia gravis outr transt neuromusculares;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
G71   Transt prim dos musculos;0;0;0;2;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5
G80   Paralisia cerebral;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;4
G82   Paraplegia e tetraplegia;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
G90   Transt do sist nervoso autonomo;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
G91   Hidrocefalia;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;0;0;0;0;7
G93   Outr transt do encefalo;0;1;0;1;0;1;0;0;0;2;1;0;0;2;5;1;3;0;0;1;0;0;18
G98   Outr transt do sist nervoso NCOP;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
H70   Mastoidite e afeccoes correlatas;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
I05   Doenc reumaticas da valva mitral;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2
I07   Doenc reumaticas da valva tricuspide;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3
I08   Doenc de mult valvas;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;4
I09   Outr doenc reumaticas do coracao;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2
I10   Hipertensao essencial;0;0;0;0;0;0;0;0;1;1;0;2;3;2;2;7;3;2;6;1;0;0;30
I11   Doenc cardiaca hipertensiva;0;0;0;0;0;0;1;0;1;1;2;2;2;6;9;5;10;12;6;5;2;0;64
I12   Doenc renal hipertensiva;0;0;0;0;0;0;0;1;0;0;0;1;3;1;1;4;1;0;3;0;0;0;15
I13   Doenc cardiaca e renal hipertensiva;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;4;0;1;0;0;0;10
I21   Infarto agudo do miocardio;0;0;0;0;2;1;6;7;17;33;59;67;73;80;107;87;86;90;35;14;4;0;768
I24   Outr doenc isquemicas agudas do coracao;0;0;0;0;0;0;0;0;0;0;0;2;3;1;3;2;4;1;1;1;2;0;20
I25   Doenc isquemica cronica do coracao;0;0;0;0;0;0;0;1;0;1;2;9;5;17;19;25;33;21;15;5;2;0;155
I26   Embolia pulmonar;0;0;0;0;0;0;2;0;2;0;2;3;2;3;4;2;3;6;2;2;0;0;33
I27   Outr form de doenc cardiaca pulmonar;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;4
I31   Outr doenc do pericardio;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;3
I33   Endocardite aguda e subaguda;0;0;1;0;0;0;0;1;0;1;1;1;1;1;3;1;2;0;0;0;0;0;13
I34   Transt nao-reumaticos da valva mitral;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;3;6;1;0;0;0;0;14
I35   Transt nao-reumaticos da valva aortica;0;0;0;0;0;0;0;0;0;0;1;0;3;3;5;4;2;3;1;1;0;0;23
I36   Transt nao-reumaticos da valva tricuspide;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
I38   Endocardite de valva NE;0;0;1;0;0;0;0;0;0;0;1;0;1;1;3;1;1;1;1;0;0;0;11
I40   Miocardite aguda;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2
I42   Cardiomiopatias;0;0;0;0;0;1;1;2;2;3;6;8;9;13;7;11;8;11;9;3;0;0;94
I44   Bloqueio atrioventricular e do ramo esquerdo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;1;0;0;6
I48   Flutter e fibrilacao atrial;0;0;0;0;0;0;0;0;0;1;1;1;1;0;3;8;11;6;4;1;0;0;37
I49   Outr arritmias cardiacas;0;0;0;0;0;1;0;0;0;0;1;1;1;2;2;3;10;2;5;6;0;0;34
I50   Insuf cardiaca;0;0;0;0;0;0;1;2;2;0;4;5;13;16;19;22;25;37;20;7;5;0;178
I51   Complic cardiopatias doenc cardiacas mal def;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;3;1;1;1;0;0;0;10
I60   Hemorragia subaracnoide;0;0;0;0;0;0;1;4;2;3;4;1;2;3;4;2;3;0;1;0;0;0;30
I61   Hemorragia intracerebral;0;0;0;0;0;1;0;1;5;6;5;7;12;10;7;10;11;5;4;1;0;0;85
I62   Outr hemorragias intracranianas nao-traum;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;3;1;4;0;0;0;12
I63   Infarto cerebral;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;2;3;2;1;0;0;0;11
I64   Acid vasc cerebr NE como hemorrag isquemico;0;0;0;0;0;0;0;0;1;0;5;4;12;11;17;33;23;17;21;8;1;0;153
I67   Outr doenc cerebrovasculares;0;0;0;0;0;0;0;3;1;0;4;6;12;13;15;23;21;22;12;4;3;0;139
I69   Sequelas de doenc cerebrovasculares;0;0;0;1;0;0;0;0;0;1;1;1;4;10;21;24;33;15;10;5;3;0;129
I70   Aterosclerose;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;1;0;2;1;0;0;9
I71   Aneurisma e disseccao da aorta;0;0;0;0;0;0;0;1;2;5;7;3;8;8;9;10;8;12;4;3;0;0;80
I72   Outr aneurismas;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2
I73   Outr doenc vasculares perifericas;0;0;0;0;0;0;0;1;0;0;0;0;4;1;1;1;2;4;0;0;0;0;14
I74   Embolia e trombose arteriais;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;0;2;0;3;1;0;0;11
I77   Outr afeccoes das arterias e arteriolas;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;0;1;0;0;6
