Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas;;;;;;;;;;;;;;;;;;;;;;
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5);;;;;;;;;;;;;;;;;;;;;;
Período:2021;;;;;;;;;;;;;;;;;;;;;;
Causa (CID10 3C);0-4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85-89;90-94;95-99;100e+;Total
B94   Sequelas de outr doenc infecc e parasit e NE;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;3
B99   Doenc infecc outr e as NE;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2
C00   Neopl malig do labio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
C01   Neopl malig da base da lingua;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
C02   Neopl malig outr partes e NE da lingua;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;0;0;0;5
C04   Neopl malig do assoalho da boca;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;3
C05   Neopl malig do palato;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
C06   Neopl malig outr partes e partes NE da boca;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;1;0;1;0;0;0;9
C07   Neopl malig da gland parotida;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
C08   Neopl malig outr gland saliv maiores e NE;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;3
C09   Neopl malig da amigdala;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;3
C10   Neopl malig da orofaringe;0;0;0;0;0;0;0;0;0;0;2;0;1;2;1;1;1;0;0;0;0;8
C11   Neopl malig da nasofaringe;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;3
C12   Neopl malig do seio piriforme;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
C14   Neop mal out loc mal def labio cav oral far;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2
C15   Neopl malig do esofago;0;0;0;0;0;0;0;0;0;1;4;5;8;11;10;3;1;3;1;0;0;47
C16   Neopl malig do estomago;0;0;0;0;0;0;1;2;2;5;3;9;12;17;20;11;2;12;1;0;0;97
C17   Neopl malig do intestino delgado;0;0;0;0;0;0;0;0;0;0;1;1;3;3;2;1;1;1;1;0;0;14
C18   Neopl malig do colon;0;0;0;0;0;0;1;2;2;5;8;10;9;22;15;26;18;14;9;2;0;143
C19   Neopl malig da juncao retossigmoide;0;0;0;0;0;0;0;0;1;1;1;1;1;2;0;2;1;0;0;0;0;10
C20   Neopl malig do reto;0;0;0;0;0;0;1;0;1;0;3;2;7;5;6;3;4;1;0;0;0;33
C21   Neopl malig do anus e do canal anal;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2
C22   Neopl malig figado vias biliares intra-hepat;1;0;1;0;0;0;0;2;0;5;1;6;12;14;17;10;11;4;0;0;0;84
C23   Neopl malig da vesicula biliar;0;0;0;0;0;0;0;1;0;0;1;0;2;1;0;1;0;0;0;0;0;6
C24   Neopl malig outr partes e NE vias biliares;0;0;0;0;0;0;0;0;1;0;1;0;2;3;1;1;1;1;0;0;0;11
C25   Neopl malig do pancreas;0;0;0;0;0;1;1;0;0;6;8;5;12;8;18;13;11;9;5;1;0;98
C26   Neopl malig outr mal def aparelho digestivo;0;0;0;0;0;0;0;0;2;0;0;0;1;1;3;3;1;2;1;1;0;15
C32   Neopl malig da laringe;0;0;0;0;0;0;0;0;0;3;1;5;4;4;2;3;2;1;0;0;0;25
C34   Neopl malig dos bronquios e dos pulmoes;0;0;0;0;0;1;0;0;1;1;7;12;26;26;35;19;20;9;6;1;0;164
C37   Neopl malig do timo;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
C38   Neopl malig do coracao mediastino e pleura;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;1;2;0;0;0;0;7
C40   Neopl malig ossos/cartilag artic membros;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;5
C41   Neopl malig ossos/cartil artic outr loc e NE;0;0;0;0;0;0;0;1;0;0;2;0;0;0;4;1;0;0;0;0;0;8
C43   Melanoma malig da pele;0;0;0;0;0;0;0;1;0;0;1;0;3;2;3;1;1;0;0;0;0;12
C44   Outr neopl malig da pele;0;0;0;0;0;0;0;2;0;0;1;0;0;4;3;2;4;2;5;0;0;23
C48   Neopl malig tec moles retro- e peritonio;0;0;0;0;0;0;0;1;1;0;3;4;0;1;3;1;2;0;1;0;0;17
C49   Neopl malig tec conjuntivo e outr tec moles;0;1;0;0;0;2;0;0;1;0;0;0;0;1;1;1;1;0;1;0;0;9
C50   Neopl malig da mama;0;0;0;0;0;0;2;3;7;8;9;7;18;13;12;14;8;10;6;2;1;120
C51   Neopl malig da vulva;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
C52   Neopl malig da vagina;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2
C53   Neopl malig do colo do utero;0;0;0;0;0;0;2;2;3;3;4;3;3;3;3;2;0;0;1;0;0;29
C54   Neopl malig do corpo do utero;0;0;0;0;0;0;0;0;0;1;2;1;1;1;4;5;6;3;1;0;0;25
C55   Neopl malig do utero porcao NE;0;0;0;0;0;0;1;0;0;1;1;1;2;1;0;1;2;0;0;0;0;10
C56   Neopl malig do ovario;0;0;0;0;0;0;0;0;3;4;2;5;2;2;2;5;1;1;1;0;0;28
C57   Neopl malig outr org genitais femin e NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
C60   Neopl malig do penis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2
C61   Neopl malig da prostata;0;0;0;0;0;0;0;0;0;1;1;2;6;6;14;18;12;14;4;0;1;79
C62   Neopl malig dos testiculos;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
C63   Neopl malig outr org genit masc e NE;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
C64   Neopl malig do rim exceto pelve renal;0;0;0;0;0;0;0;0;1;1;3;3;4;2;5;3;4;2;2;0;0;30
C66   Neopl malig dos ureteres;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;3
C67   Neopl malig da bexiga;0;0;0;0;0;0;0;0;0;1;0;4;2;3;6;10;10;3;5;1;0;45
C68   Neopl malig de outr orgaos urinarios e NE;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2
C71   Neopl malig do encefalo;0;0;1;0;0;0;3;0;4;2;5;1;7;7;6;5;7;1;1;0;0;50
C72   Neop mal med esp nerv cran out sist nerv cen;0;0;0;2;0;1;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;10
C73   Neopl malig da gland tireoide;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2
C74   Neopl malig da gland supra-renal;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
C76   Neopl malig outr localiz e mal definidas;0;0;0;0;0;1;0;0;0;2;1;4;2;4;5;4;5;1;0;1;1;31
C77   Neopl malig secund e NE gangl linfaticos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
C78   Neopl malig secund org respirat e digestivos;0;0;0;0;0;0;0;1;1;0;1;0;1;2;0;1;1;0;1;0;0;9
C79   Neopl malig secund de outr localiz;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;5
C80   Neopl malig s/especificacao de localiz;0;0;0;0;0;0;2;0;1;0;2;2;6;3;3;3;11;2;2;0;0;37
C81   Doenc de Hodgkin;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;0;5
C82   Linfoma nao-Hodgkin folicular;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;3
C83   Linfoma nao-Hodgkin difuso;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;2;1;0;0;0;0;8
C84   Linfomas de celulas T cutaneas e perifericas;0;0;0;0;0;0;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0;5
C85   Linfoma nao-Hodgkin de outr tipos e tipo NE;0;0;0;0;0;0;0;0;1;0;0;2;4;3;2;8;0;1;1;0;0;22
C88   Doenc imunoproliferativas malignas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
C90   Mieloma mult e neopl malig de plasmocitos;0;0;0;0;0;0;0;0;0;1;1;3;4;9;7;5;5;5;0;0;0;40
C91   Leucemia linfoide;1;0;0;1;1;1;0;0;0;0;0;0;0;2;2;1;0;2;0;0;0;11
C92   Leucemia mieloide;1;0;0;0;1;0;0;0;0;1;3;1;2;3;4;3;8;2;1;0;0;30
C94   Outr leucemias de celulas de tipo espec;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
C95   Leucemia de tipo celular NE;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;4
C96   Outr neopl mal e NE tec linf hematop e corr;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2
D09   Carcinoma in situ de outr localiz e das NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
D18   Hemangioma e linfangioma de qualquer localiz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
D32   Neopl benig das meninges;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;2;0;0;0;5
D33   Neopl benig encef e out part sist nerv centr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
D37   Neopl comp incerto/desc cav oral e org dig;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
D38   Neopl comp inc/desc ouv med org resp intrat;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;4
D43   Neopl comp inc/desc encefalo sist nerv centr;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;3
D44   Neopl comp incerto/desconh gland endocrinas;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2
D45   Policitemia vera;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
D46   Sindr mielodisplasicas;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3;3;1;0;0;0;0;9
D47   Out neop comp inc/des tec linf hemat tec cor;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;2;0;0;0;0;6
D48   Neopl comp inc/desconh outr localiz e NE;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;4
D50   Anemia p/defic de ferro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2
D53   Outr anemias nutricionais;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
D57   Transt falciformes;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2
D58   Outr anemias hemoliticas hereditarias;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
D60   Aplasia pura da serie vermelha adquir;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2
D61   Outr anemias aplasticas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2
D64   Outr anemias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;1;6
D68   Outr defeitos da coagulacao;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;3
D69   Purpura e outr afeccoes hemorragicas;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2
D70   Agranulocitose;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
D72   Outr transt dos globulos brancos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
D75   Outr doenc sangue e orgaos hematopoeticos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
D76   Alg doenc q env tec linforr e sist reticuloh;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
E03   Outr hipotireoidismos;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;5
E10   Diabetes mellitus insulino-dependente;0;0;0;0;1;1;1;1;0;0;2;0;2;1;1;0;1;2;0;0;0;13
E11   Diabetes mellitus nao-insulino-dependemte;0;0;0;0;0;0;0;1;1;1;0;1;1;5;4;4;3;7;3;0;0;31
E12   Diabetes mellitus relac c/a desnutr;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
E14   Diabetes mellitus NE;0;0;0;0;0;1;1;0;4;5;9;11;14;37;41;42;31;29;17;7;2;251
E16   Outr transt da secrecao pancreatica interna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
E24   Sindr de Cushing;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
E41   Marasmo nutricional;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
E43   Desnutric proteico-calorica grave NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
E44   Desnutric proteico-calorica grau moder leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2
E46   Desnutric proteico-calorica NE;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;2;1;3;2;2;1;14
E50   Defic de vitamina A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
E66   Obesidade;0;0;1;0;1;0;0;0;3;3;1;2;3;6;1;3;3;1;0;0;0;28
E75   Disturb metab esfingolip e outr depos lipid;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
E78   Disturbios metab lipoproteinas e out lipidem;0;0;0;0;0;0;0;0;1;2;1;0;1;1;1;0;1;1;0;1;0;10
E80   Disturbios metab porfirina e bilirrubina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
E83   Disturbios do metabolismo de minerais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2
E84   Fibrose cistica;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
E86   Deplecao de volume;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;1;1;6
E87   Outr transt equil hidroeletr e acido-basic;1;0;0;0;1;0;0;0;0;0;2;1;0;1;2;2;2;0;3;1;2;18
E88   Outr disturbios metabolicos;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;4
F02   Demencia em outr doenc COP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
F10   Transt mentais comport dev uso alcool;0;0;0;0;0;0;0;3;0;3;3;4;2;3;0;0;2;1;0;0;0;21
F14   Transt mentais e comport dev uso da cocaina;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
F17   Transt mentais e comport dev uso de fumo;0;0;0;0;0;0;0;1;0;0;4;0;1;0;1;0;0;0;0;0;1;8
F19   Transt ment comp mult drog out subst psicoat;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2
F20   Esquizofrenia;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;4
F72   Retardo mental grave;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
F98   Outr transt comp emoc c/inicio inf adolesc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
G00   Meningite bacter NCOP;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
G04   Encefalite mielite e encefalomielite;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
G06   Abscesso granuloma intracran intra-raquid;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
G09   Sequelas doenc inflam sist nerv centr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
G10   Doenc de Huntington;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
G11   Ataxia hereditaria;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
G12   Atrofia muscular espinal e sindr correlatas;0;0;0;0;0;0;0;1;0;0;0;4;1;3;6;0;2;1;0;0;0;18
G20   Doenc de Parkinson;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;11;10;6;7;2;0;41
G23   Outr doenc degenerativas dos ganglios base;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
G30   Doenc de Alzheimer;0;0;0;0;0;0;0;0;0;0;1;0;1;8;5;17;27;35;40;13;2;149
G31   Outr doenc degenerativas sist nervoso NCOP;0;0;0;0;0;0;1;0;1;0;0;2;1;3;6;5;16;15;23;16;5;94
G35   Esclerose mult;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;4
G36   Outr desmielinizacoes disseminadas agudas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
G40   Epilepsia;1;1;0;0;0;1;0;1;0;0;2;3;0;2;1;1;2;0;1;0;0;16
G41   Estado de mal epileptico;0;0;0;0;0;0;0;0;0;1;0;1;0;2;1;1;1;0;0;0;0;7
G45   Acid vasc cerebr isquemicos trans sindr corr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3
G60   Neuropatia hereditaria e idiopatica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
G61   Polineuropatia inflam;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2
G70   Miastenia gravis outr transt neuromusculares;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
G72   Outr miopatias;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
G80   Paralisia cerebral;1;1;0;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;7
G82   Paraplegia e tetraplegia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
G90   Transt do sist nervoso autonomo;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;3;0;2;0;9
G91   Hidrocefalia;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;4
G93   Outr transt do encefalo;1;0;0;0;0;0;0;0;0;1;0;4;4;3;0;1;4;0;1;0;0;19
G95   Outr doenc da medula espinal;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
I01   Febre reumatica c/compr do coracao;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2
I05   Doenc reumaticas da valva mitral;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
I08   Doenc de mult valvas;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;4
I10   Hipertensao essencial;0;0;0;0;0;0;0;1;4;2;2;5;9;4;12;8;16;15;18;5;5;106
I11   Doenc cardiaca hipertensiva;0;0;0;0;0;0;0;2;0;0;1;1;4;6;9;13;23;25;17;6;0;107
I12   Doenc renal hipertensiva;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;1;3;6;3;0;0;19
I13   Doenc cardiaca e renal hipertensiva;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;2;5;1;0;0;13
I15   Hipertensao secund;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
I20   Angina pectoris;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
I21   Infarto agudo do miocardio;0;0;0;0;0;1;4;8;11;24;34;58;71;75;113;68;80;59;31;14;1;652
I24   Outr doenc isquemicas agudas do coracao;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;3;1;0;0;9
I25   Doenc isquemica cronica do coracao;0;0;0;0;0;0;1;3;3;2;4;3;12;11;11;22;16;14;19;4;1;126
I26   Embolia pulmonar;0;0;0;0;1;1;0;1;0;1;3;3;4;10;4;1;6;6;1;1;1;44
I27   Outr form de doenc cardiaca pulmonar;0;0;0;1;0;1;0;0;0;0;0;0;3;1;2;1;1;1;0;0;0;11
I28   Outr doenc dos vasos pulmonares;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
I31   Outr doenc do pericardio;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;3
I33   Endocardite aguda e subaguda;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;0;0;0;5
I34   Transt nao-reumaticos da valva mitral;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;0;0;0;5
I35   Transt nao-reumaticos da valva aortica;0;0;0;0;0;0;0;0;0;1;0;1;1;1;3;3;1;6;3;1;0;21
I38   Endocardite de valva NE;0;0;0;0;1;0;0;0;0;0;3;0;0;1;1;1;1;1;1;0;0;10
I40   Miocardite aguda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
I42   Cardiomiopatias;1;0;0;0;1;0;1;0;3;3;3;4;3;3;5;10;6;10;6;0;0;59
I44   Bloqueio atrioventricular e do ramo esquerdo;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;2;3;2;0;10
I45   Outr transt de conducao;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2
I46   Parada cardiaca;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;4
I47   Taquicardia paroxistica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;3
I48   Flutter e fibrilacao atrial;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;3;5;10;6;1;0;29
I49   Outr arritmias cardiacas;1;0;0;0;1;0;0;3;0;1;2;3;4;4;4;4;6;15;7;1;1;57
I50   Insuf cardiaca;0;0;0;0;0;0;0;1;0;2;5;5;11;6;20;23;28;31;27;13;1;173
I51   Complic cardiopatias doenc cardiacas mal def;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;6;2;0;0;13
I60   Hemorragia subaracnoide;0;0;0;0;0;0;1;1;2;3;3;6;3;5;7;4;1;4;1;0;0;41
I61   Hemorragia intracerebral;0;0;0;0;0;2;0;0;3;8;6;5;8;8;6;12;8;15;5;0;0;86
I62   Outr hemorragias intracranianas nao-traum;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;2;1;0;0;0;6
I63   Infarto cerebral;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;1;1;0;0;7
