 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Período:2010
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"B01   Varicela";-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"B02   Herpes zoster";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"B18   Hepatite viral cronica";-;-;-;-;-;-;-;-;1;1;-;2;4;9;4;2;3;5;2;2;35
"B19   Hepatite viral NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2
"B20   Doenc p/HIV result doenc infecc e parasit";-;-;-;-;-;-;-;1;3;8;8;11;6;5;6;2;3;1;-;-;54
"B22   Doenc p/HIV result em outr doenc espec";-;-;-;-;-;-;-;-;-;-;3;2;-;1;2;-;-;1;-;-;9
"B24   Doenc p/HIV NE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"B37   Candidiase";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
"B45   Criptococose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"B57   Doenc de Chagas";-;-;-;-;-;-;-;-;-;-;-;1;-;4;2;7;4;6;5;9;38
"B69   Cisticercose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"B90   Sequelas de tuberc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"B99   Doenc infecc outr e as NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"C01   Neopl malig da base da lingua";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;1;-;1;6
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;1;1;-;-;1;8
"C05   Neopl malig do palato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;1;5
"C08   Neopl malig outr gland saliv maiores e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"C09   Neopl malig da amigdala";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"C10   Neopl malig da orofaringe";-;-;-;-;-;-;-;-;-;-;-;1;3;2;2;3;3;-;1;-;15
"C11   Neopl malig da nasofaringe";-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;3
"C12   Neopl malig do seio piriforme";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2
"C13   Neopl malig da hipofaringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;-;-;-;1;2;2;4;7;6;5;5;2;5;39
"C16   Neopl malig do estomago";-;-;-;-;-;-;-;-;-;1;1;5;2;10;11;9;7;14;11;25;96
"C17   Neopl malig do intestino delgado";-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;3;2;1;1;1;11
"C18   Neopl malig do colon";-;-;-;-;-;-;-;1;1;-;2;4;2;9;14;11;20;23;11;20;118
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;1;1;-;2;8
"C20   Neopl malig do reto";-;-;-;-;-;-;-;-;-;1;1;1;-;1;3;2;5;3;2;10;29
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"C22   Neopl malig figado vias biliares intra-hepat";-;-;-;-;-;-;-;-;-;-;-;-;6;2;9;14;10;11;9;8;69
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;2;-;1;-;1;7
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;4;3;3;12
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;-;-;-;-;1;3;6;6;9;9;11;8;12;65
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;2;6;12
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;-;-;-;3;-;6;4;2;5;4;5;7;36
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;-;-;-;-;-;-;2;2;3;12;9;10;25;26;21;30;140
"C38   Neopl malig do coracao mediastino e pleura";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;-;-;1;1;-;-;-;-;2;-;-;-;-;-;-;3;7
"C43   Melanoma malig da pele";-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;1;2;2;-;5;14
"C44   Outr neopl malig da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;1;4;9
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;4
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;-;-;-;1;5
"C50   Neopl malig da mama";-;-;-;-;-;-;-;-;-;3;2;5;7;8;15;12;6;2;10;25;95
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"C52   Neopl malig da vagina";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;1;3;1;3;1;13
"C54   Neopl malig do corpo do utero";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;3;1;1;1;4;12
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;1;5
"C56   Neopl malig do ovario";-;-;-;-;-;-;-;1;-;1;-;2;2;3;4;6;2;4;1;5;31
"C61   Neopl malig da prostata";-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;2;6;11;15;27;66
"C62   Neopl malig dos testiculos";-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;3
"C64   Neopl malig do rim exceto pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;6;5;2;2;1;20
"C66   Neopl malig dos ureteres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;2;4;3;4;7;5;8;33
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;3
"C71   Neopl malig do encefalo";-;-;-;2;2;3;1;1;1;1;-;2;2;1;1;3;2;2;6;11;41
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;3;1;1;7
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2;4
"C74   Neopl malig da gland supra-renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"C76   Neopl malig outr localiz e mal definidas";-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;3;2;2;1;2;15
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;-;1;4;10
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;1;-;5
"C80   Neopl malig s/especificacao de localiz";-;-;-;-;-;-;-;-;-;-;1;1;1;4;5;9;5;-;1;11;38
"C81   Doenc de Hodgkin";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;2
"C83   Linfoma nao-Hodgkin difuso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;3
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;-;-;-;-;1;-;1;1;1;3;1;6;6;5;4;7;36
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;-;1;1;-;4;1;3;4;5;4;7;30
"C91   Leucemia linfoide";-;-;-;1;-;-;-;1;1;1;1;-;-;-;1;2;1;-;2;4;15
"C92   Leucemia mieloide";-;-;-;-;-;1;-;-;1;1;2;-;1;3;-;1;3;4;5;4;26
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"C95   Leucemia de tipo celular NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;-;1;5
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
"C97   Neopl malig de localiz mult independentes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D12   Neopl benig do colon reto canal anal e anus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D13   Neopl benig outr part e mal def ap digestivo";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"D18   Hemangioma e linfangioma de qualquer localiz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"D46   Sindr mielodisplasicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;4
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;3
"D48   Neopl comp inc/desconh outr localiz e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"D51   Anemia p/defic de vitamina B12";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"D57   Transt falciformes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"D59   Anemia hemolitica adquir";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"D60   Aplasia pura da serie vermelha adquir";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"D61   Outr anemias aplasticas";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;3
"D62   Anemia aguda pos-hemorragica";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"D64   Outr anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
"D68   Outr defeitos da coagulacao";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;3
"D69   Purpura e outr afeccoes hemorragicas";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2
"D72   Outr transt dos globulos brancos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"D73   Doenc do baco";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
"D86   Sarcoidose";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3
"E05   Tireotoxicose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"E06   Tireoidite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;3
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;4;2;2;7;20
"E12   Diabetes mellitus relac c/a desnutr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E14   Diabetes mellitus NE";-;-;-;-;-;-;-;1;-;1;-;1;7;9;15;14;14;19;33;55;169
"E16   Outr transt da secrecao pancreatica interna";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"E41   Marasmo nutricional";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"E43   Desnutric proteico-calorica grave NE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;4
"E46   Desnutric proteico-calorica NE";-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;4;2;2;13;23
"E63   Outr defic nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"E66   Obesidade";-;-;-;-;-;-;-;-;-;1;1;1;2;4;1;2;1;2;1;-;16
"E72   Outr disturbios metabolismo de aminoacidos";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;3;-;3;9
"E83   Disturbios do metabolismo de minerais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"E84   Fibrose cistica";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;3
"E86   Deplecao de volume";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;7;10
"E87   Outr transt equil hidroeletr e acido-basic";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"E88   Outr disturbios metabolicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"F01   Demencia vascular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;3;6
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;5;33;42
"F05   Delirium nao induz alcool outr subst psicoat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;-;-;-;1;1;-;3;6;4;1;-;1;2;19
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"F20   Esquizofrenia";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"F32   Episodios depressivos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;4
"G00   Meningite bacter NCOP";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;4
"G03   Meningite dev outr causas e a causas NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"G04   Encefalite mielite e encefalomielite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G06   Abscesso granuloma intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G10   Doenc de Huntington";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"G11   Ataxia hereditaria";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;-;1;-;6
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;5;10;19
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;7;13;85;109
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;3
"G35   Esclerose mult";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"G40   Epilepsia";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;1;-;-;-;4
"G58   Outr mononeuropatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"G60   Neuropatia hereditaria e idiopatica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"G61   Polineuropatia inflam";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"G62   Outr polineuropatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3
"G64   Outr transt do sist nervoso periferico";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"G71   Transt prim dos musculos";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"G80   Paralisia cerebral";-;-;-;1;1;1;2;-;2;-;1;-;-;-;-;-;1;1;-;-;10
"G91   Hidrocefalia";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2
"G93   Outr transt do encefalo";-;-;1;1;-;-;-;1;1;2;-;-;1;1;-;1;1;1;-;3;14
"G98   Outr transt do sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I08   Doenc de mult valvas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I09   Outr doenc reumaticas do coracao";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;2
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;1;-;1;1;2;1;4;5;2;8;5;19;49
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;-;-;-;1;1;3;2;-;7;10;6;1;29;60
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;-;-;2;-;1;-;1;3;-;1;5;8;21
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;3
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;-;-;-;4;13;17;44;49;64;50;74;80;84;169;648
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;5;5;-;3;17
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;-;-;-;-;1;1;6;5;6;5;9;19;58;110
"I26   Embolia pulmonar";-;-;-;-;-;-;-;-;-;-;1;-;-;3;2;3;2;5;1;11;28
"I27   Outr form de doenc cardiaca pulmonar";-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;1;2;2;1;10
"I28   Outr doenc dos vasos pulmonares";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"I31   Outr doenc do pericardio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"I33   Endocardite aguda e subaguda";-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;-;2;-;1;2;9
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;1;-;2;1;3;12
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;4;5;7;21
"I36   Transt nao-reumaticos da valva tricuspide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I38   Endocardite de valva NE";-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;2;-;1;2;1;10
"I42   Cardiomiopatias";-;-;-;-;-;-;-;-;-;1;-;1;-;3;8;3;4;3;10;28;61
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4
"I45   Outr transt de conducao";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"I47   Taquicardia paroxistica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;3;4;16;28
"I49   Outr arritmias cardiacas";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;3;-;3;6;15;29
"I50   Insuf cardiaca";-;-;-;-;-;-;-;-;1;1;-;-;3;3;4;6;12;11;18;66;125
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;10;12
"I60   Hemorragia subaracnoide";-;-;-;-;-;-;-;-;-;1;1;2;4;8;2;5;3;3;-;6;35
"I61   Hemorragia intracerebral";-;-;-;-;-;-;1;-;-;4;4;3;6;7;6;12;11;8;8;22;92
"I62   Outr hemorragias intracranianas nao-traum";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;4
"I63   Infarto cerebral";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2;1;-;5
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;-;-;-;-;-;-;-;1;2;8;8;13;11;19;58;120
"I67   Outr doenc cerebrovasculares";-;-;-;-;-;-;-;-;1;-;3;1;3;7;5;7;8;13;21;53;122
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;-;-;5;3;8;17;13;20;69;135
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;7;9
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;-;1;-;3;-;-;2;6;3;9;13;7;6;12;62
"I72   Outr aneurismas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;5
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;1;3;8
"I74   Embolia e trombose arteriais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;4;7
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;1;-;5;9
"I80   Flebite e tromboflebite";-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;2;1;1;2;5;15
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;3
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;4
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"I99   Outr transt do aparelho circulatorio e os NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J04   Laringite e traqueite agudas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J10   Influenza dev outro virus influenza ident";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"J15   Pneumonia bacter NCOP";-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;2;4;2;-;7;19
"J18   Pneumonia p/microorg NE";-;-;1;5;-;-;-;1;1;4;8;7;15;19;23;31;31;56;63;252;517
"J21   Bronquiolite aguda";-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;5
"J40   Bronquite NE como aguda ou cronica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"J42   Bronquite cronica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"J43   Enfisema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;6;10
"J44   Outr doenc pulmonares obstrutivas cronicas";-;-;-;-;-;-;-;-;-;1;1;3;3;5;7;10;23;30;42;94;219
"J45   Asma";-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;1;2;1;3;10
"J46   Estado de mal asmatico";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2
