 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Período:2011
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;1;1;1;2;2;11
"C04   Neopl malig do assoalho da boca";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2
"C05   Neopl malig do palato";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;3
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;2;1;3;11
"C07   Neopl malig da gland parotida";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2
"C09   Neopl malig da amigdala";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2
"C10   Neopl malig da orofaringe";-;-;-;-;-;-;-;-;-;-;-;1;2;2;5;1;-;-;1;1;13
"C11   Neopl malig da nasofaringe";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;4
"C13   Neopl malig da hipofaringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;3
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;1;-;4
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;-;-;-;1;5;6;6;6;8;4;6;5;4;51
"C16   Neopl malig do estomago";-;-;-;-;-;-;-;-;1;2;1;-;5;8;10;9;12;13;22;23;106
"C17   Neopl malig do intestino delgado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4
"C18   Neopl malig do colon";-;-;-;-;-;-;-;1;-;-;2;1;4;4;10;9;9;13;11;28;92
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3;-;-;1;3;10
"C20   Neopl malig do reto";-;-;-;-;-;-;-;-;1;-;1;1;-;4;5;2;3;1;7;1;26
"C22   Neopl malig figado vias biliares intra-hepat";-;-;-;-;-;-;-;-;-;-;-;-;4;8;7;8;5;11;5;12;60
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;1;5
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;2;3;3;2;14
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;-;-;-;1;-;2;4;6;5;7;12;8;18;63
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;-;1;-;-;1;1;1;2;2;1;2;3;3;17
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;-;-;-;-;4;4;2;2;4;6;1;1;24
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;-;-;-;-;-;-;1;4;4;11;14;22;16;28;19;24;143
"C37   Neopl malig do timo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"C38   Neopl malig do coracao mediastino e pleura";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;2;-;-;1;7
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;1;-;-;5
"C43   Melanoma malig da pele";-;-;-;-;-;-;-;-;-;1;-;1;3;1;4;3;-;1;1;4;19
"C44   Outr neopl malig da pele";-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;-;1;1;5;11
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;4
"C50   Neopl malig da mama";-;-;-;-;-;-;-;-;1;1;4;3;4;16;13;13;13;11;5;27;111
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;-;-;-;1;-;-;1;2;2;-;4;4;2;3;19
"C54   Neopl malig do corpo do utero";-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;2;2;1;3;3;15
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;1;1;-;1;1;9
"C56   Neopl malig do ovario";-;-;-;-;-;-;-;-;-;1;-;2;-;-;3;4;4;3;1;4;22
"C57   Neopl malig outr org genitais femin e NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"C60   Neopl malig do penis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;3
"C61   Neopl malig da prostata";-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;4;5;10;19;27;68
"C62   Neopl malig dos testiculos";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;2
"C64   Neopl malig do rim exceto pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;3;-;3;4;1;5;1;5;22
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;6;3;4;17
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"C71   Neopl malig do encefalo";-;-;-;-;1;2;1;-;-;2;3;4;4;4;6;2;7;4;4;4;48
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;-;-;-;-;1;-;-;-;-;2;-;-;1;-;-;1;-;2;7
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2;1;2;7
"C74   Neopl malig da gland supra-renal";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;3;-;-;-;5
"C76   Neopl malig outr localiz e mal definidas";-;-;-;-;-;-;-;-;-;-;-;1;-;2;3;1;3;3;1;10;24
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;2;2;7
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;4
"C80   Neopl malig s/especificacao de localiz";-;-;-;-;-;-;-;-;-;-;-;2;-;1;5;7;5;4;2;5;31
"C81   Doenc de Hodgkin";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;-;-;-;-;-;3;1;1;-;1;4;5;7;3;6;2;33
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;1;-;-;-;2;3;4;3;-;2;3;18
"C91   Leucemia linfoide";-;-;-;-;1;-;2;-;-;1;-;1;-;-;2;1;1;1;1;-;11
"C92   Leucemia mieloide";-;-;-;-;-;2;2;-;-;1;-;-;-;-;-;-;3;2;6;10;26
"C93   Leucemia monocitica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
"C95   Leucemia de tipo celular NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;2;1;6
"C97   Neopl malig de localiz mult independentes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"D46   Sindr mielodisplasicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
"D52   Anemia p/defic de folato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D57   Transt falciformes";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"D61   Outr anemias aplasticas";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;4;6
"D64   Outr anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
"D65   Coagulacao intravascular disseminada";-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;-;-;-;-;1;5
"D68   Outr defeitos da coagulacao";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;2;1;2;3;10
"D69   Purpura e outr afeccoes hemorragicas";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;3
"D70   Agranulocitose";-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;3
"D72   Outr transt dos globulos brancos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"D73   Doenc do baco";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"D76   Alg doenc q env tec linforr e sist reticuloh";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"D84   Outr imunodeficiencias";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2
"D89   Outr transt q comprom mecanismo imunit NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;4
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;3
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;2;4;9;20
"E12   Diabetes mellitus relac c/a desnutr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"E14   Diabetes mellitus NE";-;-;-;-;-;-;-;1;1;-;1;2;1;9;8;7;16;23;21;56;146
"E16   Outr transt da secrecao pancreatica interna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
"E24   Sindr de Cushing";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E27   Outr transt da gland supra-renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E41   Marasmo nutricional";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"E43   Desnutric proteico-calorica grave NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;3
"E46   Desnutric proteico-calorica NE";-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;2;3;2;23;33
"E65   Adiposidade localizada";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"E66   Obesidade";-;-;-;-;-;-;-;-;-;1;2;1;1;6;3;-;1;3;3;2;23
"E74   Outr disturbios do metabolismo carboidratos";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E75   Disturb metab esfingolip e outr depos lipid";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"E76   Disturbios metabolismo do glicosaminoglicano";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;1;4;4;14
"E83   Disturbios do metabolismo de minerais";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"E84   Fibrose cistica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"E86   Deplecao de volume";-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;2;3;7
"E87   Outr transt equil hidroeletr e acido-basic";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;1;5;10
"E88   Outr disturbios metabolicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;3
"F01   Demencia vascular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;5
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;3;44;52
"F05   Delirium nao induz alcool outr subst psicoat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"F07   Transt pers comport dev doen lesao disf cer";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;-;1;-;-;2;-;1;2;-;1;1;-;1;9
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;2;-;3;8
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;3
"G00   Meningite bacter NCOP";-;-;2;1;-;-;-;-;-;1;-;-;-;1;2;1;-;-;-;1;9
"G03   Meningite dev outr causas e a causas NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G04   Encefalite mielite e encefalomielite";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"G09   Sequelas doenc inflam sist nerv centr";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;3;-;4;1;11
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;12;16
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;7;20;76;107
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2
"G35   Esclerose mult";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;3
"G40   Epilepsia";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;1;4
"G41   Estado de mal epileptico";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"G47   Disturbios do sono";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G61   Polineuropatia inflam";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G62   Outr polineuropatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2
"G71   Transt prim dos musculos";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"G72   Outr miopatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"G80   Paralisia cerebral";-;-;-;1;-;1;5;-;-;2;1;1;-;-;-;-;-;-;-;-;11
"G91   Hidrocefalia";-;-;1;1;1;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;7
"G93   Outr transt do encefalo";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;5;1;2;14
"G96   Outr transt do sist nervoso central";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"G98   Outr transt do sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;1;5
"I06   Doenc reumaticas da valva aortica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"I08   Doenc de mult valvas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;2;5
"I09   Outr doenc reumaticas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;-;-;-;4;1;3;6;4;3;1;6;11;39
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;-;-;1;-;1;-;2;3;6;7;9;9;26;64
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;1;-;-;-;5;1;1;3;-;2;5;6;24
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;4
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;2;-;3;1;11;25;43;57;87;70;65;101;81;183;729
"I22   Infarto do miocardio recorrente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;1;3;5;14
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;-;1;-;2;2;2;5;11;6;11;24;29;51;144
"I26   Embolia pulmonar";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;2;2;8;16
"I27   Outr form de doenc cardiaca pulmonar";-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;2;-;-;1;2;8
"I28   Outr doenc dos vasos pulmonares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I31   Outr doenc do pericardio";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2
"I33   Endocardite aguda e subaguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;3;7
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;1;-;-;1;1;-;-;2;-;1;2;-;6;14
"I36   Transt nao-reumaticos da valva tricuspide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I38   Endocardite de valva NE";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2;2;1;7
"I42   Cardiomiopatias";-;-;-;-;-;-;-;1;-;-;-;1;4;1;7;5;1;5;7;26;58
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
"I46   Parada cardiaca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"I47   Taquicardia paroxistica";-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;3
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;2;2;16;24
"I49   Outr arritmias cardiacas";-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;4;-;-;5;13;25
"I50   Insuf cardiaca";-;-;-;-;-;-;-;1;1;1;1;2;1;3;2;10;6;10;11;66;115
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;1;1;3;8
"I60   Hemorragia subaracnoide";-;-;-;-;-;-;-;-;1;2;-;5;2;3;-;4;1;1;2;5;26
"I61   Hemorragia intracerebral";-;-;1;-;-;-;-;1;2;-;4;6;3;12;13;3;8;10;3;18;84
"I62   Outr hemorragias intracranianas nao-traum";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"I63   Infarto cerebral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;4
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;-;-;-;-;-;-;1;1;-;7;4;8;15;9;64;109
"I67   Outr doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;2;1;3;2;7;15;13;18;25;43;129
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;5;3;19;26;60;117
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;5;7
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;-;-;-;1;3;2;1;3;6;10;8;15;20;17;86
"I72   Outr aneurismas";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;3;4;11
"I74   Embolia e trombose arteriais";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;1;1;6;11
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;2;1;1;4;12
"I80   Flebite e tromboflebite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;3;7
"I81   Trombose da veia porta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I82   Outr embolia e trombose venosas";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;2
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;1;-;-;4
"I87   Outr transt das veias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J03   Amigdalite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"J06   Infecc agudas vias aereas super loc mult NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"J12   Pneumonia viral NCOP";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
"J13   Pneumonia dev Streptococcus pneumoniae";-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"J15   Pneumonia bacter NCOP";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;4;2;12;22
"J18   Pneumonia p/microorg NE";-;-;1;1;2;1;-;-;-;1;9;7;16;10;21;38;27;45;61;307;547
"J21   Bronquiolite aguda";-;1;2;2;-;-;-;-;-;-;-;-;-;1;-;2;-;2;1;4;15
"J39   Outr doenc das vias aereas super";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J40   Bronquite NE como aguda ou cronica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"J41   Bronquite cronica simples e a mucopurulenta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J42   Bronquite cronica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3
"J43   Enfisema";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;1;6;13;25
