 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Período:2014
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"I42   Cardiomiopatias";-;-;-;-;-;-;-;-;2;1;1;3;3;7;3;5;6;9;15;27;-;82
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;4;7;18;-;31
"I49   Outr arritmias cardiacas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;3;5;18;-;30
"I50   Insuf cardiaca";-;-;-;-;-;-;-;-;-;1;-;-;4;2;1;4;12;5;15;56;-;100
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;4;2;5;-;14
"I60   Hemorragia subaracnoide";-;-;-;-;-;-;1;-;-;1;-;4;5;4;2;3;4;6;2;2;-;34
"I61   Hemorragia intracerebral";-;-;-;1;-;-;-;-;-;1;2;3;6;9;13;14;13;8;11;28;-;109
"I62   Outr hemorragias intracranianas nao-traum";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;-;4
"I63   Infarto cerebral";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;4
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;-;-;-;-;-;-;2;1;2;1;8;11;23;23;69;-;140
"I67   Outr doenc cerebrovasculares";-;-;-;1;-;-;-;1;-;-;-;1;1;4;4;10;7;17;26;50;-;122
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;4;13;18;18;75;-;135
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;4
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;-;-;1;1;1;3;4;3;3;9;7;13;19;18;-;82
"I72   Outr aneurismas";-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;1;1;-;-;6
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;5
"I74   Embolia e trombose arteriais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;1;-;5
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2;10;-;14
"I80   Flebite e tromboflebite";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;1;1;-;5
"I82   Outr embolia e trombose venosas";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;4
"J09   Influenza A (H1N1)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"J11   Influenza dev virus nao identificado";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J15   Pneumonia bacter NCOP";-;-;-;1;-;-;-;-;-;-;-;-;1;1;2;3;4;1;4;26;-;43
"J18   Pneumonia p/microorg NE";-;-;2;3;-;-;-;2;-;1;6;10;12;14;24;37;41;55;61;348;-;616
"J21   Bronquiolite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;1;-;1;-;7
"J22   Infecc agudas NE das vias aereas infer";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"J39   Outr doenc das vias aereas super";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"J40   Bronquite NE como aguda ou cronica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
