 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Período:2013
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"C13   Neopl malig da hipofaringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;3;-;5
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;-;-;-;-;1;3;3;8;6;5;2;4;5;-;37
"C16   Neopl malig do estomago";-;-;-;-;-;-;-;-;-;1;4;3;2;8;10;12;16;18;14;28;-;116
"C17   Neopl malig do intestino delgado";-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;2;2;-;1;2;-;10
"C18   Neopl malig do colon";-;-;-;-;-;-;-;-;-;1;-;3;8;10;8;7;15;12;12;33;-;109
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"C20   Neopl malig do reto";-;-;-;-;-;-;-;-;-;-;-;2;1;2;6;3;3;2;3;6;-;28
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;3
"C22   Neopl malig figado vias biliares intra-hepat";-;-;-;-;-;-;-;-;1;-;1;1;11;6;7;10;10;10;6;9;-;72
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;4;2;-;9
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;2;-;2;3;1;-;13
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;-;-;2;1;2;1;1;8;10;16;5;8;16;-;70
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;3;1;2;5;-;14
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;-;-;-;-;2;-;4;5;2;2;2;-;-;17
"C33   Neopl malig da traqueia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;-;-;-;-;1;-;1;1;2;15;21;19;29;23;39;33;-;184
"C38   Neopl malig do coracao mediastino e pleura";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"C39   Neop mal out loc mal def ap resp org intrat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"C40   Neopl malig ossos/cartilag artic membros";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;2;-;5
"C43   Melanoma malig da pele";-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;3;1;1;1;3;-;12
"C44   Outr neopl malig da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;4;-;9
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2
"C47   Neopl malig nervos perif e sist nerv autonom";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;3
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;-;-;-;-;1;-;-;2;-;-;-;2;1;-;-;1;3;-;10
"C50   Neopl malig da mama";-;-;-;-;-;-;-;-;1;1;1;2;13;9;12;9;7;15;14;20;-;104
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;3
"C52   Neopl malig da vagina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;-;1;-;2;-;1;1;1;-;2;4;1;2;6;-;21
"C54   Neopl malig do corpo do utero";-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;1;1;4;-;4;-;15
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;1;1;3;-;9
"C56   Neopl malig do ovario";-;-;-;-;-;-;-;-;-;-;1;1;1;4;5;7;1;4;1;9;-;34
"C57   Neopl malig outr org genitais femin e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"C60   Neopl malig do penis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"C61   Neopl malig da prostata";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;4;2;14;19;29;-;70
"C62   Neopl malig dos testiculos";-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;-;-;1;-;5
"C64   Neopl malig do rim exceto pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;7;5;6;3;-;25
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;4;9;2;4;11;-;34
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;3
"C71   Neopl malig do encefalo";-;-;1;-;1;-;2;-;3;3;1;4;2;7;3;-;8;2;1;6;-;44
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;-;4
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;2
"C74   Neopl malig da gland supra-renal";-;-;-;1;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;-;-;5
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"C76   Neopl malig outr localiz e mal definidas";-;-;-;-;-;-;-;-;-;-;1;-;2;4;3;2;6;3;2;5;-;28
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;1;-;1;1;4;-;12
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;-;5
"C80   Neopl malig s/especificacao de localiz";-;-;-;-;-;-;-;-;1;-;-;-;2;2;2;4;6;2;9;4;-;32
"C83   Linfoma nao-Hodgkin difuso";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;3
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;-;-;-;-;-;-;-;1;-;3;1;1;3;1;3;7;-;20
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;4;5;3;7;-;22
"C91   Leucemia linfoide";-;-;-;-;-;1;-;1;-;-;1;-;1;-;1;-;-;-;2;2;-;9
"C92   Leucemia mieloide";-;-;1;1;1;1;1;1;1;-;-;-;1;4;-;4;5;4;7;6;-;38
"C93   Leucemia monocitica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"C95   Leucemia de tipo celular NE";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;1;2;-;6
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"D18   Hemangioma e linfangioma de qualquer localiz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D44   Neopl comp incerto/desconh gland endocrinas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"D46   Sindr mielodisplasicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;3;-;7
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;5
"D48   Neopl comp inc/desconh outr localiz e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D59   Anemia hemolitica adquir";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D61   Outr anemias aplasticas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"D64   Outr anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"D65   Coagulacao intravascular disseminada";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D68   Outr defeitos da coagulacao";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;5
"D69   Purpura e outr afeccoes hemorragicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;4;-;8
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;-;1;4;15;-;25
"E12   Diabetes mellitus relac c/a desnutr";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;1;-;4
"E14   Diabetes mellitus NE";-;-;-;-;-;-;-;1;-;1;-;3;5;4;7;9;13;19;14;51;-;127
"E16   Outr transt da secrecao pancreatica interna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"E24   Sindr de Cushing";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"E41   Marasmo nutricional";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E43   Desnutric proteico-calorica grave NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;2;-;5
"E46   Desnutric proteico-calorica NE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;3;2;15;-;24
"E66   Obesidade";-;-;-;-;-;-;-;1;1;1;-;-;4;1;-;4;1;-;1;-;-;14
"E72   Outr disturbios metabolismo de aminoacidos";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E76   Disturbios metabolismo do glicosaminoglicano";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;-;4
"E80   Disturbios metab porfirina e bilirrubina";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"E83   Disturbios do metabolismo de minerais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"E84   Fibrose cistica";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2
"E86   Deplecao de volume";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;5;-;7
"E87   Outr transt equil hidroeletr e acido-basic";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;3;-;6
"F01   Demencia vascular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;4
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;-;-;1;2;-;1;2;-;1;1;-;-;-;-;8
"F14   Transt mentais e comport dev uso da cocaina";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;2
"G00   Meningite bacter NCOP";-;-;-;-;-;-;-;-;1;1;-;-;-;1;2;2;-;1;-;1;-;9
"G03   Meningite dev outr causas e a causas NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;3
"G04   Encefalite mielite e encefalomielite";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;3
"G06   Abscesso granuloma intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;5;-;1;-;10
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;4;7;20;-;34
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;5;12;82;-;104
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;1;-;1;-;4;-;9
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G40   Epilepsia";-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;1;1;-;-;2;-;7
"G41   Estado de mal epileptico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"G61   Polineuropatia inflam";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"G62   Outr polineuropatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"G70   Miastenia gravis outr transt neuromusculares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G71   Transt prim dos musculos";-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;3
"G80   Paralisia cerebral";-;-;-;2;-;1;2;3;1;-;1;-;-;-;-;-;1;-;-;-;-;11
"G91   Hidrocefalia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"G93   Outr transt do encefalo";-;-;-;-;1;1;-;-;-;-;-;-;-;1;2;1;2;2;2;3;-;15
"G96   Outr transt do sist nervoso central";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"G98   Outr transt do sist nervoso NCOP";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;-;5
"H66   Otite media supurativa e as NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;2
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;4
"I06   Doenc reumaticas da valva aortica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I08   Doenc de mult valvas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;4
"I09   Outr doenc reumaticas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;-;-;-;1;3;1;7;4;2;6;3;19;-;46
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;-;1;-;1;-;1;1;1;7;1;5;12;35;-;65
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;3;4;2;11;-;23
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;5
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;-;1;2;4;11;19;33;53;67;76;87;69;98;174;-;694
"I22   Infarto do miocardio recorrente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;3;3;2;-;11
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;-;-;-;2;2;2;7;9;8;10;21;17;51;-;129
"I26   Embolia pulmonar";-;-;-;-;-;-;-;-;-;-;2;2;3;4;1;2;3;4;3;13;-;37
"I27   Outr form de doenc cardiaca pulmonar";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;-;1;1;-;-;6
"I30   Pericardite aguda";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"I31   Outr doenc do pericardio";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;3
"I33   Endocardite aguda e subaguda";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;-;1;-;5
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;4;2;1;1;4;-;15
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;1;3;2;6;-;16
"I36   Transt nao-reumaticos da valva tricuspide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I38   Endocardite de valva NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;1;4;2;-;11
"I42   Cardiomiopatias";-;-;-;-;-;-;-;-;-;1;3;1;5;1;3;4;5;4;7;21;-;55
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;3
"I46   Parada cardiaca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;2;10;9;-;26
"I49   Outr arritmias cardiacas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;4;-;7;22;-;36
"I50   Insuf cardiaca";-;-;-;-;-;-;-;1;-;2;-;1;4;4;6;6;7;12;16;47;-;106
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;2;-;6
"I60   Hemorragia subaracnoide";-;-;-;-;1;-;-;1;-;-;-;1;2;4;6;8;4;1;4;3;-;35
"I61   Hemorragia intracerebral";-;-;-;-;-;-;1;-;-;1;-;2;9;13;7;8;19;10;8;23;-;101
"I62   Outr hemorragias intracranianas nao-traum";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;4;-;7
"I63   Infarto cerebral";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;1;4;-;8
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;-;-;-;-;-;-;-;5;2;5;6;14;15;26;65;-;138
"I67   Outr doenc cerebrovasculares";-;-;-;-;-;-;1;1;1;-;1;1;2;5;8;15;12;16;26;67;-;156
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;-;2;4;4;3;10;11;19;90;-;143
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;7;-;10
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;-;-;-;1;2;2;1;6;8;8;8;7;16;20;-;79
"I72   Outr aneurismas";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;3;1;-;-;6
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;3;7;-;15
"I74   Embolia e trombose arteriais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3;-;6
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;2;7;-;13
"I80   Flebite e tromboflebite";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;-;2;8;-;14
"I81   Trombose da veia porta";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
"I82   Outr embolia e trombose venosas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"J01   Sinusite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"J09   Influenza A (H1N1)";-;-;-;1;-;-;-;1;1;-;1;-;1;2;1;1;1;1;-;-;-;11
"J10   Influenza dev outro virus influenza ident";-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
