 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Período:2019
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2
"D43   Neopl comp inc/desc encefalo sist nerv centr";-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;1;-;-;-;-;4
"D45   Policitemia vera";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"D46   Sindr mielodisplasicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;5;-;9
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;-;5
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D57   Transt falciformes";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"D61   Outr anemias aplasticas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;2;-;5
"D62   Anemia aguda pos-hemorragica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D64   Outr anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;4;-;7
"D65   Coagulacao intravascular disseminada";-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;3
"D68   Outr defeitos da coagulacao";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"D69   Purpura e outr afeccoes hemorragicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;3
"D70   Agranulocitose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"D71   Transt func neutrofilos polimorfonucleares";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"D72   Outr transt dos globulos brancos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D73   Doenc do baco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"D81   Defic imunitarias combinadas";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"D84   Outr imunodeficiencias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;-;-;1;-;-;-;1;2;3;1;1;1;2;-;1;-;13
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;4;3;13;-;24
"E14   Diabetes mellitus NE";-;-;-;-;-;-;-;-;-;-;1;1;7;6;15;11;17;24;31;66;-;179
"E43   Desnutric proteico-calorica grave NE";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;2;3;-;8
"E46   Desnutric proteico-calorica NE";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;2;-;2;12;-;19
"E51   Defic de tiamina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E66   Obesidade";-;-;-;-;-;-;-;-;-;-;-;2;2;-;3;1;1;1;2;2;-;14
"E72   Outr disturbios metabolismo de aminoacidos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E75   Disturb metab esfingolip e outr depos lipid";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E76   Disturbios metabolismo do glicosaminoglicano";-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;-;5
"E83   Disturbios do metabolismo de minerais";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;1;1;-;5
"E84   Fibrose cistica";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2
"E86   Deplecao de volume";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;3;-;6
"E87   Outr transt equil hidroeletr e acido-basic";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;1;1;10;-;16
"E88   Outr disturbios metabolicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;3
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;3
"F14   Transt mentais e comport dev uso da cocaina";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;-;-;-;4
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;2
"F20   Esquizofrenia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"F22   Transt delirantes persistentes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"F32   Episodios depressivos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"G00   Meningite bacter NCOP";-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;4
"G03   Meningite dev outr causas e a causas NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;-;4
"G04   Encefalite mielite e encefalomielite";-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;1;-;-;1;1;-;7
"G06   Abscesso granuloma intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"G09   Sequelas doenc inflam sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"G10   Doenc de Huntington";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;4;2;2;2;4;-;18
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;5;4;25;-;36
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;3;10;12;141;-;168
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;3;6;10;113;-;136
"G35   Esclerose mult";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"G40   Epilepsia";-;-;-;3;-;-;-;2;-;-;1;-;-;2;1;-;-;-;2;3;-;14
"G41   Estado de mal epileptico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"G45   Acid vasc cerebr isquemicos trans sindr corr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"G60   Neuropatia hereditaria e idiopatica";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"G61   Polineuropatia inflam";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2
"G62   Outr polineuropatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G70   Miastenia gravis outr transt neuromusculares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;3
"G71   Transt prim dos musculos";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"G80   Paralisia cerebral";-;-;-;1;-;-;2;1;2;-;1;-;1;-;1;-;-;-;-;-;-;9
"G81   Hemiplegia";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"G82   Paraplegia e tetraplegia";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
"G90   Transt do sist nervoso autonomo";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"G91   Hidrocefalia";-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;1;2;1;-;7
"G93   Outr transt do encefalo";-;-;-;1;-;-;2;-;-;-;-;1;2;3;2;1;-;-;4;2;-;18
"G98   Outr transt do sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"H65   Otite media nao-supurativa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"H68   Salpingite e obstrucao trompa de Eustaquio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"I07   Doenc reumaticas da valva tricuspide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
"I08   Doenc de mult valvas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;4
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;-;-;-;-;2;1;4;5;4;3;2;21;-;42
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;-;-;-;1;-;-;2;3;6;6;4;11;41;-;74
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;2;5;6;3;-;20
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;2;10;-;15
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;-;-;-;7;6;23;30;50;80;79;88;95;96;254;1;809
"I22   Infarto do miocardio recorrente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;4;-;8
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;-;-;-;-;1;1;1;7;14;10;17;14;46;-;111
"I26   Embolia pulmonar";-;-;-;-;-;-;-;-;1;-;-;3;-;3;3;3;4;2;2;8;-;29
"I27   Outr form de doenc cardiaca pulmonar";-;-;-;1;-;1;-;-;-;-;-;1;-;-;1;-;1;3;-;1;-;9
"I30   Pericardite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"I31   Outr doenc do pericardio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I33   Endocardite aguda e subaguda";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;3
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;3;-;1;3;-;11
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;1;-;-;-;1;-;1;2;-;1;2;2;10;-;20
"I37   Transt da valva pulmonar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I38   Endocardite de valva NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;3;-;3;-;8
"I40   Miocardite aguda";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"I42   Cardiomiopatias";-;-;-;-;1;-;-;-;2;-;5;7;13;6;10;8;10;7;16;42;-;127
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;-;5
"I45   Outr transt de conducao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I47   Taquicardia paroxistica";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;6;4;30;-;43
"I49   Outr arritmias cardiacas";-;-;-;-;-;-;-;-;-;-;1;-;1;2;3;1;3;1;3;17;-;32
"I50   Insuf cardiaca";-;-;-;-;-;-;-;-;1;-;1;3;1;4;6;10;10;7;22;101;-;166
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;2;7;-;13
"I60   Hemorragia subaracnoide";-;-;-;-;-;-;-;1;-;1;1;5;1;3;9;5;6;6;1;5;-;44
"I61   Hemorragia intracerebral";-;-;-;-;-;-;-;1;-;2;2;3;4;5;8;6;11;6;13;19;-;80
"I62   Outr hemorragias intracranianas nao-traum";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2;-;-;2;4;-;10
"I63   Infarto cerebral";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;1;1;-;5
