 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Período:2015
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"D36   Neopl benig de outr localiz e de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"D46   Sindr mielodisplasicas";-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;2;-;6
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D48   Neopl comp inc/desconh outr localiz e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"D57   Transt falciformes";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"D59   Anemia hemolitica adquir";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D61   Outr anemias aplasticas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;2
"D64   Outr anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;4
"D68   Outr defeitos da coagulacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2
"D69   Purpura e outr afeccoes hemorragicas";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;3
"D70   Agranulocitose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"D84   Outr imunodeficiencias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;3
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;3
"E05   Tireotoxicose";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;5;2;3;13;-;28
"E14   Diabetes mellitus NE";-;-;-;-;-;-;-;-;-;-;2;-;4;5;9;14;15;18;21;58;-;146
"E41   Marasmo nutricional";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"E43   Desnutric proteico-calorica grave NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;3
"E46   Desnutric proteico-calorica NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;3;10;-;17
"E64   Sequelas desnutric e outr defic nutricionais";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E66   Obesidade";-;-;-;-;-;-;1;-;-;1;-;2;3;-;2;-;1;1;3;2;-;16
"E72   Outr disturbios metabolismo de aminoacidos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E75   Disturb metab esfingolip e outr depos lipid";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;3;1;6;-;13
"E80   Disturbios metab porfirina e bilirrubina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E83   Disturbios do metabolismo de minerais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E84   Fibrose cistica";-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"E86   Deplecao de volume";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E87   Outr transt equil hidroeletr e acido-basic";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;4;-;6
"E88   Outr disturbios metabolicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;3
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;-;-;-;1;-;-;1;5;-;2;-;1;1;-;11
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"F20   Esquizofrenia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2
"F32   Episodios depressivos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"F99   Transt mental NE em outr parte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"G00   Meningite bacter NCOP";-;-;1;-;-;-;-;-;-;1;2;-;-;-;2;1;-;1;1;1;-;10
"G03   Meningite dev outr causas e a causas NE";-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;3
"G04   Encefalite mielite e encefalomielite";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"G08   Flebite tromboflebite intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G11   Ataxia hereditaria";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;1;2;3;1;-;-;10
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;2;2;20;-;28
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3;9;13;98;-;124
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;7;58;-;68
"G35   Esclerose mult";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"G40   Epilepsia";-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;2;-;5
"G41   Estado de mal epileptico";-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;3
"G58   Outr mononeuropatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G61   Polineuropatia inflam";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"G62   Outr polineuropatias";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;4
"G70   Miastenia gravis outr transt neuromusculares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"G71   Transt prim dos musculos";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"G80   Paralisia cerebral";-;-;-;-;1;-;-;-;3;-;1;1;1;-;-;-;-;-;-;-;-;7
"G82   Paraplegia e tetraplegia";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"G91   Hidrocefalia";-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;4
"G93   Outr transt do encefalo";-;-;-;-;-;-;-;-;-;2;-;-;2;2;-;-;2;-;1;2;-;11
"G95   Outr doenc da medula espinal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;-;-;1;-;-;2;3;3;4;4;4;18;-;39
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;2;3;5;7;22;-;43
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;1;2;9;-;16
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;2;1;2;2;-;12
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;-;-;3;5;16;26;37;52;75;70;80;77;88;188;-;717
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;1;3;-;8
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;8;14;10;19;48;-;103
"I26   Embolia pulmonar";-;-;-;-;-;-;-;2;-;2;1;3;2;2;7;1;6;5;4;13;-;48
"I27   Outr form de doenc cardiaca pulmonar";-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;3;-;1;-;6;-;14
"I31   Outr doenc do pericardio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"I33   Endocardite aguda e subaguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;3
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;1;-;3;-;1;-;9
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;2;10;-;18
"I36   Transt nao-reumaticos da valva tricuspide";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"I38   Endocardite de valva NE";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;2;2;1;-;8
"I40   Miocardite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I42   Cardiomiopatias";-;-;-;-;-;-;1;-;-;2;2;-;4;6;4;5;5;6;12;18;-;65
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;-;4
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;5;9;-;18
"I49   Outr arritmias cardiacas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;4;3;18;-;29
"I50   Insuf cardiaca";-;-;-;-;-;-;-;1;-;1;-;1;3;-;5;8;7;9;13;70;-;118
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;1;4;-;10
"I60   Hemorragia subaracnoide";-;-;-;-;-;-;-;-;-;-;1;1;3;7;2;5;2;3;4;9;-;37
"I61   Hemorragia intracerebral";-;-;-;-;-;-;-;-;3;-;4;6;8;9;16;14;12;9;19;30;-;130
"I62   Outr hemorragias intracranianas nao-traum";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;3;-;5
"I63   Infarto cerebral";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;2;-;5
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;-;-;-;-;1;-;2;2;2;8;3;10;14;17;68;-;127
"I67   Outr doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;1;2;2;2;2;2;9;12;23;23;60;-;138
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;-;1;2;4;7;8;18;19;65;-;124
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;-;-;2;1;1;-;4;6;5;7;15;8;10;17;-;76
"I72   Outr aneurismas";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;1;-;5
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;5;6;-;13
"I74   Embolia e trombose arteriais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;2;-;5
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;3;6;-;13
"I80   Flebite e tromboflebite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;-;6
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;3
"J03   Amigdalite aguda";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J06   Infecc agudas vias aereas super loc mult NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2
"J11   Influenza dev virus nao identificado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"J12   Pneumonia viral NCOP";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J15   Pneumonia bacter NCOP";-;-;2;1;-;-;-;-;-;-;-;-;-;2;-;1;2;7;4;30;-;49
"J18   Pneumonia p/microorg NE";-;-;2;3;-;1;2;-;3;5;3;4;9;11;16;23;37;34;71;308;-;532
"J21   Bronquiolite aguda";-;-;1;-;-;-;-;-;-;-;-;1;1;1;-;3;-;-;1;2;-;10
"J39   Outr doenc das vias aereas super";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
