 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Período:2017
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"C62   Neopl malig dos testiculos";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"C64   Neopl malig do rim exceto pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;-;4;2;4;5;2;1;7;-;25
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;-;-;-;1;1;1;-;2;2;4;3;3;10;-;27
"C69   Neopl malig do olho e anexos";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"C71   Neopl malig do encefalo";-;-;-;-;-;-;-;-;-;1;-;-;3;2;5;4;9;2;8;4;-;38
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;-;-;-;-;-;-;1;1;-;-;-;-;2;2;1;-;-;2;-;9
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;3
"C74   Neopl malig da gland supra-renal";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"C76   Neopl malig outr localiz e mal definidas";-;-;-;-;-;-;-;-;-;-;1;-;-;3;2;6;4;3;2;6;-;27
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;2;2;-;3;-;11
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;2
"C80   Neopl malig s/especificacao de localiz";-;-;-;-;-;-;-;-;-;-;-;-;1;2;6;9;4;5;5;11;-;43
"C81   Doenc de Hodgkin";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;3
"C82   Linfoma nao-Hodgkin folicular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
"C83   Linfoma nao-Hodgkin difuso";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;4;-;6
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;-;-;-;-;2;-;-;1;2;5;3;2;7;5;5;8;-;40
"C88   Doenc imunoproliferativas malignas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;5;5;5;6;-;26
"C91   Leucemia linfoide";-;-;-;1;-;-;-;3;1;-;1;1;1;-;1;-;1;2;-;3;-;15
"C92   Leucemia mieloide";-;-;-;-;1;-;-;1;2;-;1;-;1;4;2;7;6;8;1;4;-;38
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"C95   Leucemia de tipo celular NE";-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;1;-;2;4;-;10
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"D18   Hemangioma e linfangioma de qualquer localiz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"D35   Neopl benig de outr gland endocrinas e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D37   Neopl comp incerto/desc cav oral e org dig";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2
"D44   Neopl comp incerto/desconh gland endocrinas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D46   Sindr mielodisplasicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;2;5;-;11
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D57   Transt falciformes";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"D59   Anemia hemolitica adquir";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D61   Outr anemias aplasticas";-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;2;-;6
"D64   Outr anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"D65   Coagulacao intravascular disseminada";-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"D68   Outr defeitos da coagulacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D69   Purpura e outr afeccoes hemorragicas";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2;-;4
"D73   Doenc do baco";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D76   Alg doenc q env tec linforr e sist reticuloh";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2
"D84   Outr imunodeficiencias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D86   Sarcoidose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;3
"E05   Tireotoxicose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;2;-;2;-;7
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;3;3;6;10;-;26
"E12   Diabetes mellitus relac c/a desnutr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"E14   Diabetes mellitus NE";-;-;-;-;-;-;-;1;-;-;1;1;2;5;9;15;15;24;18;69;-;160
"E23   Hipofuncao e outr transt da hipofise";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"E34   Outr transt endocrinos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E41   Marasmo nutricional";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E43   Desnutric proteico-calorica grave NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"E46   Desnutric proteico-calorica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;1;8;-;13
"E64   Sequelas desnutric e outr defic nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E66   Obesidade";-;-;-;-;-;-;-;-;-;-;-;2;1;3;3;1;3;1;3;1;-;18
"E76   Disturbios metabolismo do glicosaminoglicano";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;1;2;-;7
"E83   Disturbios do metabolismo de minerais";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;3
"E84   Fibrose cistica";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"E86   Deplecao de volume";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;5
"E87   Outr transt equil hidroeletr e acido-basic";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;4;-;6
"E88   Outr disturbios metabolicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;-;-;1;1;1;2;1;1;-;2;-;-;-;-;9
"F14   Transt mentais e comport dev uso da cocaina";-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;3
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2;-;-;1;-;5
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"F20   Esquizofrenia";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2
"F32   Episodios depressivos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"G00   Meningite bacter NCOP";-;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;4
"G03   Meningite dev outr causas e a causas NE";-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"G04   Encefalite mielite e encefalomielite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;4
"G06   Abscesso granuloma intracran intra-raquid";-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;3
"G10   Doenc de Huntington";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"G11   Ataxia hereditaria";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;3
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;5;2;-;11
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;3;10;19;-;34
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;7;17;96;-;123
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;7;10;86;-;108
"G35   Esclerose mult";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"G36   Outr desmielinizacoes disseminadas agudas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"G40   Epilepsia";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;1;2;2;1;-;9
"G41   Estado de mal epileptico";-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;1;-;1;1;-;-;7
"G61   Polineuropatia inflam";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G71   Transt prim dos musculos";-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;4
"G80   Paralisia cerebral";-;-;-;-;-;-;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"G90   Transt do sist nervoso autonomo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"G91   Hidrocefalia";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;3
"G92   Encefalopatia toxica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G93   Outr transt do encefalo";-;-;-;1;-;-;-;1;-;1;-;-;1;1;1;1;2;-;3;3;-;15
"G95   Outr doenc da medula espinal";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"H05   Transt da orbita";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"H65   Otite media nao-supurativa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"H66   Otite media supurativa e as NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;3
"I08   Doenc de mult valvas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;3
"I09   Outr doenc reumaticas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;-;-;1;2;-;5;6;5;8;4;7;25;-;63
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;-;-;-;-;2;3;-;1;1;1;1;5;17;-;31
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;3;6;-;13
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;1;2;10;-;17
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;-;4;2;2;14;20;39;50;90;90;89;88;86;188;-;762
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;3;-;4;-;11
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;-;-;-;1;2;-;2;4;6;15;11;16;45;-;102
"I26   Embolia pulmonar";-;-;-;-;-;-;-;-;1;1;2;2;4;2;3;2;7;10;3;12;-;49
"I27   Outr form de doenc cardiaca pulmonar";-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;2;-;6
"I31   Outr doenc do pericardio";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;3
"I33   Endocardite aguda e subaguda";-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;3;2;1;-;1;-;10
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;2;3;5;-;5;-;18
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;4;2;1;12;-;22
"I38   Endocardite de valva NE";-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;2;2;-;7
"I40   Miocardite aguda";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"I42   Cardiomiopatias";-;-;-;-;-;-;-;-;-;1;1;1;1;8;9;4;8;7;11;30;-;81
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;4;-;8
"I47   Taquicardia paroxistica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;4
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;5;8;22;-;39
"I49   Outr arritmias cardiacas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;22;-;28
"I50   Insuf cardiaca";-;-;-;-;-;-;-;-;-;1;-;1;2;3;3;7;6;8;19;83;-;133
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;1;4;2;2;5;-;19
"I60   Hemorragia subaracnoide";-;-;-;-;-;-;-;-;1;-;1;-;1;2;4;8;1;4;3;5;-;30
"I61   Hemorragia intracerebral";-;-;-;-;-;1;-;-;-;3;2;6;11;13;9;10;18;10;14;29;-;126
"I62   Outr hemorragias intracranianas nao-traum";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;12;-;14
"I63   Infarto cerebral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;2;-;7
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;-;-;-;-;-;1;-;3;2;4;5;19;27;27;81;-;169
"I67   Outr doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;2;-;1;2;2;11;5;11;8;14;64;-;120
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;8;16;16;12;85;-;140
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;3
