 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Período:2012
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;1;-;4
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;-;-;-;-;2;2;2;9;2;12;4;2;6;41
"C16   Neopl malig do estomago";-;-;-;-;-;-;-;-;-;2;3;1;5;2;6;7;10;14;18;16;84
"C17   Neopl malig do intestino delgado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;3
"C18   Neopl malig do colon";-;-;-;-;-;-;-;-;1;-;1;2;5;6;14;16;4;20;11;24;104
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;5
"C20   Neopl malig do reto";-;-;-;-;-;-;-;-;-;1;1;-;2;1;2;4;2;5;4;4;26
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"C22   Neopl malig figado vias biliares intra-hepat";-;-;-;-;-;-;-;-;-;-;-;-;2;6;9;8;8;11;9;10;63
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;3;4;1;6;18
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;-;1;-;-;1;2;4;7;6;8;13;13;17;72
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;2;2;-;7;14
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;-;-;-;-;2;7;9;4;5;3;2;-;32
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;-;-;-;-;-;1;-;3;6;6;13;21;16;25;18;21;130
"C38   Neopl malig do coracao mediastino e pleura";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;1;3;7
"C40   Neopl malig ossos/cartilag artic membros";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;2;2;-;8
"C43   Melanoma malig da pele";-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;4;2;1;2;13
"C44   Outr neopl malig da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;4;6
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;6
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;-;-;1;-;1;-;-;-;-;1;2;1;1;2;1;-;2;12
"C50   Neopl malig da mama";-;-;-;-;-;-;-;-;-;4;3;9;2;11;12;13;9;10;7;27;107
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;3
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;2;2;-;1;5;15
"C54   Neopl malig do corpo do utero";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;4;-;3;13
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;5;-;3;2;5;17
"C56   Neopl malig do ovario";-;-;-;-;-;-;-;-;-;-;-;1;2;6;1;6;6;1;4;1;28
"C57   Neopl malig outr org genitais femin e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"C60   Neopl malig do penis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"C61   Neopl malig da prostata";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;9;6;14;14;32;77
"C62   Neopl malig dos testiculos";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2
"C64   Neopl malig do rim exceto pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;3;2;1;4;7;2;4;5;28
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;4;3;4;7;24
"C69   Neopl malig do olho e anexos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"C71   Neopl malig do encefalo";-;-;-;-;1;-;1;-;3;2;2;3;5;1;4;4;3;7;4;6;46
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;2;-;-;1;1;10
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"C74   Neopl malig da gland supra-renal";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;1;-;-;4
"C76   Neopl malig outr localiz e mal definidas";-;-;-;-;-;-;-;-;-;-;-;1;2;-;3;2;2;1;5;3;19
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;-;1;2;7
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;1;-;-;-;4
"C80   Neopl malig s/especificacao de localiz";-;-;-;-;-;-;-;-;1;-;-;2;1;2;5;7;2;8;2;7;37
"C81   Doenc de Hodgkin";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;3
"C83   Linfoma nao-Hodgkin difuso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;-;-;-;-;-;1;3;1;2;5;5;3;2;2;2;5;31
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;4;1;5;7;23
"C91   Leucemia linfoide";-;-;-;1;-;-;2;1;1;1;-;1;1;-;1;2;3;3;3;2;22
"C92   Leucemia mieloide";-;-;2;-;-;-;2;-;1;-;1;1;-;4;3;3;1;3;3;7;31
"C95   Leucemia de tipo celular NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
"D12   Neopl benig do colon reto canal anal e anus";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"D14   Neopl benig ouvido medio e aparelho respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D18   Hemangioma e linfangioma de qualquer localiz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;1;-;1;5
"D36   Neopl benig de outr localiz e de localiz NE";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"D44   Neopl comp incerto/desconh gland endocrinas";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"D46   Sindr mielodisplasicas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;2;6
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"D61   Outr anemias aplasticas";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;1;4
"D64   Outr anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"D65   Coagulacao intravascular disseminada";-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"D68   Outr defeitos da coagulacao";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;3
"D69   Purpura e outr afeccoes hemorragicas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;-;4
"D70   Agranulocitose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D76   Alg doenc q env tec linforr e sist reticuloh";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;1;-;-;3;7
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;3;2;8;17
"E12   Diabetes mellitus relac c/a desnutr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"E14   Diabetes mellitus NE";-;-;-;-;-;-;-;-;-;-;1;2;2;8;10;19;18;23;24;44;151
"E16   Outr transt da secrecao pancreatica interna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"E27   Outr transt da gland supra-renal";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E41   Marasmo nutricional";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E43   Desnutric proteico-calorica grave NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"E46   Desnutric proteico-calorica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;20;23
"E52   Defic de niacina";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"E64   Sequelas desnutric e outr defic nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E66   Obesidade";-;-;-;-;-;-;-;-;2;1;1;-;-;-;2;3;-;3;1;4;17
"E77   Disturbios do metabolismo de glicoproteinas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;2;2;8
"E80   Disturbios metab porfirina e bilirrubina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E83   Disturbios do metabolismo de minerais";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;3
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E86   Deplecao de volume";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6;7
"E87   Outr transt equil hidroeletr e acido-basic";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;-;1;4;9
"E88   Outr disturbios metabolicos";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3
"F01   Demencia vascular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;-;-;1;1;3;5;3;3;1;1;1;-;-;19
"F14   Transt mentais e comport dev uso da cocaina";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;3
"F20   Esquizofrenia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"F31   Transt afetivo bipolar";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"G00   Meningite bacter NCOP";-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;1;-;2;6
"G03   Meningite dev outr causas e a causas NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G04   Encefalite mielite e encefalomielite";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;2
"G06   Abscesso granuloma intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"G09   Sequelas doenc inflam sist nerv centr";-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;1;1;1;8
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;17;22
"G25   Outr doenc extrapiramidais transt movimentos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;12;18;73;107
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;3
"G35   Esclerose mult";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2
"G36   Outr desmielinizacoes disseminadas agudas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"G40   Epilepsia";-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;3;-;1;-;8
"G41   Estado de mal epileptico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;-;-;4
"G61   Polineuropatia inflam";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"G71   Transt prim dos musculos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G72   Outr miopatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G80   Paralisia cerebral";-;-;-;1;2;1;1;3;-;2;-;-;-;-;-;-;-;-;-;-;10
"G91   Hidrocefalia";-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;4
"G93   Outr transt do encefalo";-;-;-;1;-;-;-;1;-;-;2;-;-;2;-;3;-;3;1;5;18
"G95   Outr doenc da medula espinal";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;1;5
"G98   Outr transt do sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"I00   Febre reumatica s/mencao de compr do coracao";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"I07   Doenc reumaticas da valva tricuspide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"I08   Doenc de mult valvas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;-;1;1;-;-;4;5;7;6;5;6;17;52
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;5;4;3;9;26;51
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;1;2;5;4;7;23
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;3;7
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;-;-;1;6;8;25;22;57;66;63;77;93;101;166;685
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;1;5;5;7;23
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;-;-;-;-;-;4;3;7;6;8;16;15;52;111
"I26   Embolia pulmonar";-;-;-;-;-;-;-;-;1;-;2;1;1;4;1;1;3;3;2;10;29
"I27   Outr form de doenc cardiaca pulmonar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;4
"I31   Outr doenc do pericardio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
"I33   Endocardite aguda e subaguda";-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;-;1;1;2;-;8
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;2;-;-;2;1;8
"I35   Transt nao-reumaticos da valva aortica";-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;3;3;5;14
"I38   Endocardite de valva NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;3;7
"I40   Miocardite aguda";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2
"I42   Cardiomiopatias";-;-;-;-;-;-;-;-;1;-;1;1;3;2;3;3;4;7;9;25;59
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3
"I47   Taquicardia paroxistica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;3
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;1;9;20;34
"I49   Outr arritmias cardiacas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;3;1;17;23
"I50   Insuf cardiaca";-;-;-;-;-;-;-;2;-;1;2;-;4;4;11;8;10;8;17;57;124
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;-;-;-;-;-;-;-;1;1;-;2;-;1;-;1;-;-;3;9
"I60   Hemorragia subaracnoide";-;-;-;-;-;-;1;-;1;-;2;1;5;3;2;5;5;3;1;5;34
"I61   Hemorragia intracerebral";-;-;-;-;-;-;-;-;-;-;3;4;11;5;12;8;12;7;13;35;110
"I62   Outr hemorragias intracranianas nao-traum";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;2;6
"I63   Infarto cerebral";-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;1;2;7
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;-;-;-;-;-;1;-;1;3;5;6;13;12;24;68;133
"I67   Outr doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;1;5;6;-;8;13;23;16;69;141
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;-;-;1;2;-;-;-;3;3;10;10;17;20;82;148
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;4;7
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;-;-;-;-;1;1;3;7;5;10;12;17;19;32;107
"I72   Outr aneurismas";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;3
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;3;7
"I74   Embolia e trombose arteriais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;4
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;3;5;11
"I80   Flebite e tromboflebite";-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;2;3;1;-;4;14
"I82   Outr embolia e trombose venosas";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;3;6
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I87   Outr transt das veias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I99   Outr transt do aparelho circulatorio e os NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"J04   Laringite e traqueite agudas";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J09   Influenza A (H1N1)";-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"J12   Pneumonia viral NCOP";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J15   Pneumonia bacter NCOP";-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;1;6;3;13;27
"J18   Pneumonia p/microorg NE";-;1;4;2;-;-;-;1;1;1;8;9;19;21;27;23;28;44;79;345;613
"J20   Bronquite aguda";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J21   Bronquiolite aguda";-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;6
"J34   Outr transt do nariz e dos seios paranasais";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J39   Outr doenc das vias aereas super";-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;3
"J40   Bronquite NE como aguda ou cronica";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;2
"J42   Bronquite cronica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J43   Enfisema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;4;8
"J44   Outr doenc pulmonares obstrutivas cronicas";-;-;-;-;1;-;-;-;-;-;-;-;2;9;12;8;17;31;37;118;235
