 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Sexo: Fem
Período:2014
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;-;2;6;6;7;14;14;15;17;22;24;48;-;175
"C20   Neopl malig do reto";-;-;-;-;-;-;-;1;4;6;15;18;30;33;59;66;73;90;73;160;-;628
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;-;-;1;3;6;4;8;5;3;10;4;14;-;58
"C22   Neopl malig figado vias biliares intra-hepat";-;-;-;1;-;-;1;3;4;5;13;15;42;67;99;104;103;114;113;212;-;896
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;1;1;4;6;9;13;25;20;17;24;23;-;143
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;-;-;3;3;12;22;36;31;42;48;31;59;-;287
"C25   Neopl malig do pancreas";-;-;-;-;-;1;1;-;2;7;6;22;30;71;110;138;175;157;172;350;-;1242
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;-;-;3;5;5;16;30;35;35;67;64;71;159;-;490
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;-;4
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;1;1;-;3;1;-;10
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;-;2;-;2;3;6;17;18;21;20;9;20;-;118
"C33   Neopl malig da traqueia";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;2;-;6
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;1;2;2;2;2;15;22;33;99;213;349;378;353;357;284;458;1;2571
"C37   Neopl malig do timo";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;2;-;6
"C38   Neopl malig do coracao mediastino e pleura";-;-;-;1;-;-;-;1;3;-;1;2;2;1;11;14;13;6;7;21;-;83
"C39   Neop mal out loc mal def ap resp org intrat";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;1;2;3;-;10
"C40   Neopl malig ossos/cartilag artic membros";-;-;-;-;1;-;3;2;1;-;-;2;3;4;1;-;-;2;6;3;-;28
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;3;5;7;7;2;4;4;7;6;8;10;21;14;17;14;22;-;151
"C43   Melanoma malig da pele";-;-;-;-;-;-;1;2;2;1;9;12;18;6;13;10;25;22;20;43;-;184
"C44   Outr neopl malig da pele";-;-;-;-;-;-;1;-;3;1;2;-;4;4;8;2;5;6;19;74;-;129
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;3;2;1;2;-;10
"C46   Sarcoma de Kaposi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;4;-;8
"C47   Neopl malig nervos perif e sist nerv autonom";-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;1;-;-;1;-;5
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;1;2;2;1;1;2;5;6;14;18;23;21;23;26;21;35;-;201
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;1;2;2;6;2;5;8;9;13;15;14;10;14;9;11;4;24;-;149
"C50   Neopl malig da mama";-;-;-;-;-;-;-;6;32;70;144;259;363;419;465;451;420;329;291;557;-;3806
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;1;-;-;1;4;2;10;10;20;16;16;17;39;-;136
"C52   Neopl malig da vagina";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;5;5;6;3;7;-;27
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;-;4;15;42;51;55;68;90;93;83;77;56;63;80;-;777
"C54   Neopl malig do corpo do utero";-;-;-;-;-;1;-;-;-;-;3;5;14;27;34;51;47;62;62;70;-;376
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;-;2;4;10;14;22;28;43;63;51;46;45;43;88;-;459
"C56   Neopl malig do ovario";-;-;-;-;-;-;2;5;4;9;17;45;62;74;110;94;97;93;96;121;-;829
"C57   Neopl malig outr org genitais femin e NE";-;-;-;-;-;-;-;-;-;1;2;4;-;7;7;5;6;11;2;10;-;55
"C58   Neopl malig da placenta";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"C64   Neopl malig do rim exceto pelve renal";-;-;1;1;4;2;3;1;2;1;6;6;5;21;19;28;39;37;40;59;-;275
"C65   Neopl malig da pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;4
"C66   Neopl malig dos ureteres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;-;2;-;1;5;9;11;20;29;41;40;68;129;-;355
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;3;-;3;10;-;22
"C69   Neopl malig do olho e anexos";-;-;-;-;-;-;-;-;-;-;1;-;-;1;3;1;1;2;1;4;-;14
"C70   Neopl malig das meninges";-;-;-;-;-;-;-;-;-;1;1;-;1;1;4;3;4;2;-;5;-;22
"C71   Neopl malig do encefalo";-;1;2;12;15;14;12;12;12;15;29;39;59;81;95;80;106;82;62;109;-;837
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;-;4;2;2;-;1;1;3;5;2;5;7;17;17;14;9;14;13;-;116
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;-;-;-;-;4;4;11;13;10;13;14;25;-;94
"C74   Neopl malig da gland supra-renal";-;-;1;6;2;2;-;-;3;1;3;2;5;5;6;3;1;3;3;2;-;48
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;1;-;-;-;-;2;-;4;4;4;2;3;2;1;3;1;-;27
"C76   Neopl malig outr localiz e mal definidas";-;-;-;1;-;2;1;2;3;6;4;8;23;22;42;35;38;51;50;134;-;422
"C77   Neopl malig secund e NE gangl linfaticos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;-;1;6;-;13
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;-;-;-;1;4;1;7;13;26;32;36;41;43;48;73;-;325
"C79   Neopl malig secund de outr localiz";-;-;-;1;1;-;-;-;3;2;6;12;15;20;22;21;22;24;23;33;-;205
"C80   Neopl malig s/especificacao de localiz";-;-;-;2;-;-;3;1;3;11;14;29;36;56;76;106;109;97;121;200;-;864
"C81   Doenc de Hodgkin";-;-;-;-;-;-;6;5;5;7;8;1;4;1;5;4;1;4;6;4;-;61
"C82   Linfoma nao-Hodgkin folicular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;3;2;5;-;14
"C83   Linfoma nao-Hodgkin difuso";-;-;-;1;-;1;1;-;-;2;1;1;3;2;4;6;6;5;7;7;-;47
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;1;-;1;-;-;1;1;-;-;1;6;-;4;4;3;-;1;-;23
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;1;1;5;2;7;13;9;13;21;28;32;47;55;56;55;99;-;444
"C88   Doenc imunoproliferativas malignas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;3
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;-;1;5;14;32;40;55;55;66;56;82;-;406
"C91   Leucemia linfoide";-;-;-;7;7;6;9;4;11;2;5;7;8;14;12;12;12;17;16;50;-;199
"C92   Leucemia mieloide";-;-;2;4;5;5;15;6;11;16;17;13;29;27;37;28;37;38;42;70;-;402
"C93   Leucemia monocitica";-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;2;1;2;-;2;-;11
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;1;3;1;-;8
"C95   Leucemia de tipo celular NE";-;-;-;-;1;-;1;4;-;3;2;1;3;5;5;6;6;11;11;35;-;94
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;1;2;-;1;-;8
"C97   Neopl malig de localiz mult independentes";-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;2;3;3;1;6;-;19
"D00   Carcinoma in situ cav oral esofago estomago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;3
"D01   Carcinoma in situ de outr orgaos digestivos";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;1;4;-;9
"D02   Carcinoma in situ ouvido medio e ap respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"D03   Melanoma in situ";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;2;-;4
"D04   Carcinoma in situ da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;-;5
"D05   Carcinoma in situ da mama";-;-;-;-;-;-;-;-;-;-;2;-;1;4;1;2;2;-;1;5;-;18
"D06   Carcinoma in situ do colo do utero";-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;1;1;-;1;-;6
"D07   Carcinoma in situ outr orgaos genitais e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;-;4
"D09   Carcinoma in situ de outr localiz e das NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;3;-;7
"D10   Neopl benig da boca e da faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;3
"D12   Neopl benig do colon reto canal anal e anus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D13   Neopl benig outr part e mal def ap digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"D14   Neopl benig ouvido medio e aparelho respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;4
"D15   Neopl benig outr orgaos intratoracicos e NE";-;-;1;1;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;1;-;6
"D16   Neopl benig de osso e cartilagem articular";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;3
"D17   Neopl lipomatosa benig";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D18   Hemangioma e linfangioma de qualquer localiz";1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;4
"D21   Outr neopl benig tec conj e outr tec moles";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2
"D23   Outr neopl benig da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"D25   Leiomioma do utero";-;-;-;-;-;-;-;-;-;-;1;1;2;2;3;-;1;1;1;2;-;14
"D26   Outr neopl benig do utero";-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2
"D27   Neopl benig do ovario";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;3;-;5
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;1;-;4;1;1;5;8;3;5;9;15;-;52
"D33   Neopl benig encef e out part sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;4;-;1;-;10
"D35   Neopl benig de outr gland endocrinas e NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2
"D36   Neopl benig de outr localiz e de localiz NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;3
"D37   Neopl comp incerto/desc cav oral e org dig";-;-;-;-;-;-;-;-;-;1;-;1;2;2;1;2;3;5;10;13;-;40
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;2;-;-;1;-;-;-;-;1;1;1;3;5;8;3;3;1;11;-;40
"D39   Neopl comp incerto/desconh org genitais fem";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;1;-;3;1;-;10
"D41   Neopl comp incerto/desconh orgaos urinarios";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;3
"D42   Neopl comp incerto/desconhecido meninges";-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;1;-;-;-;4
"D43   Neopl comp inc/desc encefalo sist nerv centr";-;1;1;-;1;1;2;-;1;1;2;1;3;8;4;5;5;4;3;4;-;47
"D44   Neopl comp incerto/desconh gland endocrinas";-;-;-;-;-;-;1;-;1;-;1;1;-;-;-;-;4;-;-;2;-;10
"D45   Policitemia vera";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;3
"D46   Sindr mielodisplasicas";-;-;-;-;-;-;1;-;-;1;1;1;2;6;3;4;13;6;14;51;-;103
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;1;-;-;2;1;2;-;-;2;2;3;3;7;2;11;1;16;-;53
"D48   Neopl comp inc/desconh outr localiz e NE";-;-;-;-;-;-;-;-;1;2;-;1;3;2;6;2;5;3;3;12;-;40
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;-;1;2;17;-;24
"D56   Talassemia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"D57   Transt falciformes";-;-;-;4;-;1;7;3;1;7;5;2;1;3;1;2;-;-;2;1;-;40
"D58   Outr anemias hemoliticas hereditarias";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;2;1;-;1;-;7
"D59   Anemia hemolitica adquir";-;-;-;2;-;-;1;-;-;-;2;-;4;-;1;2;-;-;5;4;-;21
"D60   Aplasia pura da serie vermelha adquir";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2
"D61   Outr anemias aplasticas";-;-;-;2;1;3;4;3;3;2;4;2;1;3;5;5;6;4;11;21;-;80
"D62   Anemia aguda pos-hemorragica";-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;3;-;6
"D64   Outr anemias";-;-;2;-;-;1;1;2;2;-;2;4;-;4;6;3;14;16;16;100;-;173
"D65   Coagulacao intravascular disseminada";-;-;-;2;1;-;-;-;-;1;-;1;1;1;2;2;1;2;1;2;-;17
"D68   Outr defeitos da coagulacao";-;-;2;2;-;1;-;-;-;3;1;2;6;3;8;9;8;6;8;26;-;85
"D69   Purpura e outr afeccoes hemorragicas";-;-;2;1;1;1;2;1;2;1;2;5;3;3;1;7;9;2;4;10;-;57
"D70   Agranulocitose";-;-;-;-;-;-;-;-;-;-;4;2;2;2;5;1;-;-;1;6;-;23
"D71   Transt func neutrofilos polimorfonucleares";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D73   Doenc do baco";-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;1;3;1;-;-;-;9
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;-;-;-;-;-;-;1;1;-;2;1;1;1;-;-;-;-;6;-;13
"D76   Alg doenc q env tec linforr e sist reticuloh";-;-;-;1;1;-;-;-;-;1;-;-;-;1;-;-;-;-;1;1;-;6
