 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Sexo: Fem
Período:2011
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"A52   Sifilis tard";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"A53   Outr form e as NE da sifilis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"A54   Infecc gonococica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A56   Outr infecc p/clamidias transm p/via sexual";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2
"A69   Outr infecc p/espiroquetas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"A77   Febre maculosa";-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;3
"A81   Infecc p/virus atipicos sist nervoso central";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;3
"A83   Encefalite p/virus transm p/mosquitos";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"A86   Encefalite viral NE";-;-;-;-;-;-;-;2;1;-;2;-;-;2;1;1;2;-;1;1;-;13
"A87   Meningite viral";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;-;4
"A89   Infecc virais NE do sist nervoso central";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"A90   Dengue";-;-;-;1;1;1;1;1;-;-;1;-;-;-;2;1;2;1;2;3;-;17
"A91   Febre hemorragica dev virus do dengue";-;-;-;-;-;-;1;-;2;1;2;1;2;-;-;-;1;2;1;1;-;14
"A98   Outr febres hemorragicas p/virus NCOP";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"B00   Infecc p/virus do herpes";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;3;-;3;-;8
"B01   Varicela";-;-;1;13;2;2;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;21
"B02   Herpes zoster";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;5;-;8
"B15   Hepatite aguda A";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;3
"B16   Hepatite aguda B";-;-;-;-;-;1;-;1;-;-;-;1;1;-;-;4;2;5;1;2;-;18
"B17   Outr hepatites virais agudas";-;-;-;1;-;-;-;-;-;-;1;5;4;5;2;11;5;4;4;3;-;45
"B18   Hepatite viral cronica";-;-;-;-;-;-;-;1;1;-;3;8;15;20;32;40;46;39;31;23;-;259
"B19   Hepatite viral NE";-;-;-;-;-;2;2;1;2;2;-;3;2;2;5;6;2;2;1;2;-;34
"B20   Doenc p/HIV result doenc infecc e parasit";-;-;2;2;2;2;5;17;46;94;120;128;106;78;49;24;10;8;3;3;1;700
"B21   Doenc p/HIV result em neopl malig";-;-;-;-;-;-;-;-;-;4;4;3;4;5;-;2;-;1;-;-;-;23
"B22   Doenc p/HIV result em outr doenc espec";-;-;-;-;-;1;2;2;8;18;21;14;14;14;9;11;1;2;1;-;-;118
"B23   Doenc p/HIV result em outr doenc";-;-;-;-;-;-;-;-;2;-;1;2;2;-;-;1;-;-;-;-;-;8
"B24   Doenc p/HIV NE";-;-;-;-;-;-;4;1;6;22;16;20;10;11;2;5;2;2;1;-;-;102
"B25   Doenc p/citomegalovirus";-;-;1;-;-;-;1;1;-;1;-;-;-;-;-;1;-;-;1;1;-;7
"B27   Mononucleose infecc";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"B33   Outr doenc p/virus NCOP";-;-;-;-;-;-;-;-;-;2;-;1;1;-;-;-;1;-;3;-;-;8
"B34   Doenc p/virus de localiz NE";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"B37   Candidiase";-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;1;-;9
"B39   Histoplasmose";-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;1;-;-;-;-;4
"B40   Blastomicose";-;-;-;-;-;-;-;-;2;-;-;-;1;1;-;-;-;-;-;-;-;4
"B41   Paracoccidioidomicose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2
"B44   Aspergilose";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;3
"B45   Criptococose";-;-;-;-;-;-;-;-;-;-;2;1;1;2;2;-;-;-;1;-;-;9
"B49   Micose NE";-;-;4;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;8
"B50   Malaria p/Plasmodium falciparum";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"B54   Malaria NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B55   Leishmaniose";-;-;-;1;1;-;-;-;2;1;-;2;-;-;1;-;1;-;-;-;-;9
"B57   Doenc de Chagas";-;-;-;-;-;-;-;-;2;3;5;13;15;39;43;51;64;82;72;112;-;501
"B58   Toxoplasmose";-;-;-;1;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;4
"B59   Pneumocistose";-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;3
"B65   Esquistossomose";-;-;-;-;-;-;-;-;-;2;1;3;1;3;4;4;8;7;6;4;-;43
"B67   Equinococose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B69   Cisticercose";-;-;-;-;-;-;-;-;-;-;1;2;1;1;-;-;1;-;2;2;-;10
"B77   Ascaridiase";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;5
"B78   Estrongiloidiase";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;2
"B86   Escabiose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"B87   Miiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"B89   Doenc parasit NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B90   Sequelas de tuberc";-;-;-;-;-;-;-;1;-;-;-;1;2;1;1;2;3;3;4;8;-;26
"B91   Sequelas de poliomielite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2
"B92   Sequelas de hanseniase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"B94   Sequelas de outr doenc infecc e parasit e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2
"B99   Doenc infecc outr e as NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;6;-;8
"C00   Neopl malig do labio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"C01   Neopl malig da base da lingua";-;-;-;-;-;-;-;-;-;-;-;-;1;3;3;4;2;4;3;4;-;24
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;1;1;1;-;1;4;7;8;3;7;5;15;-;53
"C03   Neopl malig da gengiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
"C04   Neopl malig do assoalho da boca";-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;2;-;-;3;-;10
"C05   Neopl malig do palato";-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;2;-;2;3;1;-;11
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;-;-;-;-;-;-;1;6;3;7;2;8;14;-;41
"C07   Neopl malig da gland parotida";-;-;-;-;-;-;-;-;-;2;-;-;1;2;1;1;-;1;5;13;-;26
"C08   Neopl malig outr gland saliv maiores e NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;1;1;-;6
"C09   Neopl malig da amigdala";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;3
"C10   Neopl malig da orofaringe";-;-;-;-;-;-;-;-;-;1;-;-;9;4;9;6;7;9;6;11;-;62
"C11   Neopl malig da nasofaringe";-;-;-;1;-;1;2;1;3;1;2;-;2;1;1;-;-;1;3;4;-;23
"C12   Neopl malig do seio piriforme";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;3
"C13   Neopl malig da hipofaringe";-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;-;-;1;1;-;-;8
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;-;-;-;-;-;-;-;1;-;1;2;2;3;5;3;2;9;-;28
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;-;-;2;2;9;12;32;26;26;31;48;43;63;-;294
"C16   Neopl malig do estomago";-;-;-;-;-;1;-;1;6;15;36;32;62;87;107;99;125;146;155;311;-;1183
"C17   Neopl malig do intestino delgado";-;-;-;-;-;-;-;-;1;-;-;2;2;5;8;5;7;9;11;26;-;76
"C18   Neopl malig do colon";-;-;-;-;-;-;-;3;7;19;26;41;94;117;156;154;155;201;184;396;-;1553
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;2;1;3;3;6;13;16;15;12;17;23;36;-;147
"C20   Neopl malig do reto";-;-;-;-;-;-;1;3;6;2;12;16;39;44;61;47;72;84;89;122;-;598
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;-;1;-;1;4;1;4;4;5;2;3;5;-;30
"C22   Neopl malig figado vias biliares intra-hepat";-;-;1;1;1;1;4;1;7;7;7;33;30;57;69;119;103;117;111;182;-;851
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;-;-;2;4;8;17;22;24;20;19;37;-;153
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;1;1;1;2;10;14;21;25;35;32;38;72;-;252
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;1;4;6;6;17;41;82;89;100;131;167;156;325;-;1125
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;-;3;4;7;7;20;27;38;41;43;46;60;119;-;415
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;5
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;-;-;1;2;-;4;3;-;-;-;2;-;12
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;-;3;-;-;8;10;22;12;20;14;14;19;-;122
"C33   Neopl malig da traqueia";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;1;-;-;6
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;1;-;-;-;4;4;9;18;54;101;219;289;262;290;318;271;394;-;2234
"C37   Neopl malig do timo";-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;-;1;-;2;-;-;7
"C38   Neopl malig do coracao mediastino e pleura";-;-;-;-;1;1;1;-;2;-;3;7;4;5;8;10;11;9;9;17;-;88
"C39   Neop mal out loc mal def ap resp org intrat";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3;-;3;2;3;-;14
"C40   Neopl malig ossos/cartilag artic membros";-;-;-;-;-;2;1;-;2;-;-;-;-;1;-;3;4;1;4;6;-;24
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;1;3;5;9;3;4;6;3;5;9;7;9;16;7;11;15;23;-;136
"C43   Melanoma malig da pele";-;-;-;-;-;-;1;1;5;7;4;6;14;18;16;16;16;20;21;42;-;187
"C44   Outr neopl malig da pele";-;-;-;-;-;-;-;1;1;-;1;1;5;9;3;8;5;15;16;78;-;143
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;1;-;-;3;2;4;1;2;-;1;-;14
"C46   Sarcoma de Kaposi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;3
"C47   Neopl malig nervos perif e sist nerv autonom";-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;1;1;-;1;-;6
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;-;-;1;-;4;-;-;7;7;20;24;20;24;26;18;22;-;173
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;2;1;2;7;2;2;7;3;10;11;11;17;16;12;13;9;22;-;147
"C50   Neopl malig da mama";-;-;-;-;-;-;-;6;26;79;146;245;307;417;425;412;371;315;267;515;-;3531
"C51   Neopl malig da vulva";-;-;-;-;-;-;1;-;1;-;-;4;3;6;6;3;6;11;15;36;1;93
"C52   Neopl malig da vagina";-;-;-;-;-;-;-;-;1;1;1;-;1;2;2;4;3;1;5;15;-;36
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;-;6;18;47;43;59;68;77;96;83;75;70;55;72;-;769
"C54   Neopl malig do corpo do utero";-;-;-;-;-;-;-;-;1;2;1;8;4;25;21;54;49;50;50;67;-;332
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;-;1;3;9;13;20;28;41;48;54;49;53;44;74;-;437
"C56   Neopl malig do ovario";-;-;-;-;-;-;1;6;8;10;17;33;65;86;84;105;97;89;68;105;-;774
"C57   Neopl malig outr org genitais femin e NE";-;-;-;-;-;-;-;-;-;-;-;1;3;6;6;11;4;4;10;14;-;59
"C58   Neopl malig da placenta";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"C64   Neopl malig do rim exceto pelve renal";-;-;-;-;4;1;-;2;1;3;3;3;8;16;29;24;18;20;32;42;-;206
"C65   Neopl malig da pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;1;1;-;6
"C66   Neopl malig dos ureteres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;4
"C67   Neopl malig da bexiga";-;-;-;1;-;-;1;-;-;-;-;-;9;15;21;29;33;32;42;83;-;266
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;-;-;2;-;3;2;2;4;1;2;3;4;5;-;28
"C69   Neopl malig do olho e anexos";-;-;-;3;-;-;-;-;2;-;1;-;-;1;1;-;1;-;1;2;-;12
"C70   Neopl malig das meninges";-;-;-;-;-;1;-;-;-;-;1;1;-;-;1;2;3;-;4;-;-;13
"C71   Neopl malig do encefalo";-;-;2;9;12;10;9;7;13;22;21;39;61;72;83;84;81;76;77;113;-;791
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;3;-;4;2;3;-;3;2;4;5;8;7;7;15;8;8;7;9;-;95
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;1;-;-;2;2;3;6;11;7;11;16;13;25;-;97
"C74   Neopl malig da gland supra-renal";-;-;2;5;5;2;-;-;-;2;1;3;1;5;2;3;2;1;2;6;-;42
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;1;-;-;-;-;-;-;7;1;1;1;3;1;4;2;2;2;-;25
"C76   Neopl malig outr localiz e mal definidas";-;-;-;2;1;4;1;1;2;4;6;11;26;35;30;37;55;45;52;109;-;421
"C77   Neopl malig secund e NE gangl linfaticos";-;-;-;-;-;-;-;-;-;1;-;-;1;1;3;2;3;3;2;2;-;18
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;1;1;-;-;2;2;11;24;33;38;33;31;47;55;78;-;356
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;-;2;-;3;2;8;12;23;26;22;19;15;30;37;-;199
"C80   Neopl malig s/especificacao de localiz";-;-;-;-;-;2;1;2;3;9;15;16;31;67;81;89;96;124;100;208;-;844
"C81   Doenc de Hodgkin";-;-;-;-;-;2;2;3;8;12;2;5;7;6;6;8;5;3;1;2;-;72
"C82   Linfoma nao-Hodgkin folicular";-;-;-;-;-;-;-;-;-;-;-;2;1;-;2;3;3;3;4;4;-;22
"C83   Linfoma nao-Hodgkin difuso";-;-;-;-;2;-;1;3;2;4;2;1;4;-;5;3;3;5;4;10;-;49
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;2;2;2;3;3;-;16
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;-;-;2;7;4;11;13;20;15;20;37;50;57;45;48;79;-;408
"C88   Doenc imunoproliferativas malignas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;1;1;-;6
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;-;3;7;14;24;35;44;38;52;55;61;-;333
"C91   Leucemia linfoide";-;-;3;4;10;7;6;6;2;9;6;6;7;10;10;12;11;18;14;43;-;184
"C92   Leucemia mieloide";-;-;1;6;4;6;10;10;15;19;11;27;21;26;25;35;51;43;50;69;-;429
"C93   Leucemia monocitica";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;3
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;-;2;-;2;-;8
"C95   Leucemia de tipo celular NE";-;-;1;1;1;2;-;6;2;4;5;4;4;4;7;8;9;13;10;38;-;119
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;1;-;-;-;1;-;-;-;1;-;1;3;-;1;1;2;2;-;13
"C97   Neopl malig de localiz mult independentes";-;-;-;-;-;-;-;-;-;2;1;1;4;4;9;8;3;6;5;6;-;49
"D00   Carcinoma in situ cav oral esofago estomago";-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;-;-;-;1;-;6
"D01   Carcinoma in situ de outr orgaos digestivos";-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;-;3;1;4;-;12
"D02   Carcinoma in situ ouvido medio e ap respirat";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;3
"D03   Melanoma in situ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"D04   Carcinoma in situ da pele";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2
"D05   Carcinoma in situ da mama";-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;2;2;4;-;-;12
"D06   Carcinoma in situ do colo do utero";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;3;-;-;5
"D07   Carcinoma in situ outr orgaos genitais e NE";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;3
"D09   Carcinoma in situ de outr localiz e das NE";-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;3;1;1;6;2;-;16
"D12   Neopl benig do colon reto canal anal e anus";-;-;-;-;-;-;-;-;2;-;-;1;-;-;1;-;-;-;-;1;-;5
"D13   Neopl benig outr part e mal def ap digestivo";-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;-;-;2;3;1;-;10
"D14   Neopl benig ouvido medio e aparelho respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"D15   Neopl benig outr orgaos intratoracicos e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;3
"D16   Neopl benig de osso e cartilagem articular";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D17   Neopl lipomatosa benig";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"D18   Hemangioma e linfangioma de qualquer localiz";-;-;-;-;-;-;-;-;1;-;-;1;1;-;1;-;-;-;1;4;-;9
"D19   Neopl benig de tec mesotelial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D20   Neopl benig tec mole retro- e peritonio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D23   Outr neopl benig da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D24   Neopl benig da mama";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;2
"D25   Leiomioma do utero";-;-;-;-;-;-;-;-;-;1;-;3;1;2;1;-;1;-;-;-;-;9
"D26   Outr neopl benig do utero";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;3
"D27   Neopl benig do ovario";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"D31   Neopl benig do olho e anexos";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;1;2;1;5;3;4;2;7;4;12;6;-;47
"D33   Neopl benig encef e out part sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;2;3;-;1;4;1;1;-;3;-;15
"D35   Neopl benig de outr gland endocrinas e NE";-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;1;-;-;1;-;-;6
"D36   Neopl benig de outr localiz e de localiz NE";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"D37   Neopl comp incerto/desc cav oral e org dig";-;-;-;-;-;1;-;-;-;-;-;-;1;2;4;5;2;7;6;8;-;36
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;-;-;-;-;-;-;1;-;-;-;2;3;2;2;6;4;5;8;-;33
"D39   Neopl comp incerto/desconh org genitais fem";-;-;-;-;-;-;-;-;-;-;2;-;1;1;2;1;3;1;2;2;-;15
"D41   Neopl comp incerto/desconh orgaos urinarios";-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;4;4;-;10
"D42   Neopl comp incerto/desconhecido meninges";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2
"D43   Neopl comp inc/desc encefalo sist nerv centr";-;-;-;-;-;-;2;1;1;1;1;2;3;3;3;3;6;6;4;2;-;38
"D44   Neopl comp incerto/desconh gland endocrinas";-;-;-;-;1;2;2;1;-;-;-;-;2;-;1;-;1;1;-;1;-;12
"D45   Policitemia vera";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;4;-;7
"D46   Sindr mielodisplasicas";-;-;-;-;-;-;-;-;1;-;2;4;2;3;3;3;9;8;19;46;-;100
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;2;-;2;1;2;1;1;2;6;4;6;5;9;12;-;53
"D48   Neopl comp inc/desconh outr localiz e NE";-;-;-;-;1;-;-;-;2;-;-;1;1;3;2;4;6;4;4;12;-;40
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;2;1;2;-;7
"D52   Anemia p/defic de folato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;2;1;2;5;19;-;33
"D56   Talassemia";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;1;1;-;5
"D57   Transt falciformes";-;-;1;1;-;1;-;1;3;1;2;1;5;1;1;4;-;1;-;2;-;25
"D58   Outr anemias hemoliticas hereditarias";-;-;-;-;-;-;-;-;-;1;-;1;1;1;2;-;1;2;2;2;-;13
