 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Sexo: Fem
Período:2012
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"Menor 1 ano (ign)";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"A19   Tuberc miliar";-;-;-;-;-;-;1;1;1;1;1;3;1;5;3;2;-;1;2;1;-;-;23
"A21   Tularemia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"A26   Erisipeloide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
"A27   Leptospirose";-;-;-;-;-;1;-;-;-;-;2;-;1;-;1;1;-;-;2;-;-;-;8
"A30   Hanseniase";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;4;-;7
"A31   Infecc dev outr micobacterias";-;-;-;-;-;-;-;-;-;-;-;-;3;-;3;1;1;-;1;-;2;-;11
"A37   Coqueluche";-;3;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"A39   Infecc meningogocica";-;-;11;-;10;11;10;6;2;3;6;2;2;3;2;2;5;1;2;-;-;-;78
"A40   Septicemia estreptococica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;2;1;9;-;15
"A41   Outr septicemias";-;-;49;-;12;11;3;7;11;13;14;21;24;44;64;59;87;120;120;195;566;-;1420
"A43   Nocardiose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A46   Erisipela";-;-;-;-;-;-;-;-;1;1;2;2;1;4;10;10;13;10;26;14;83;-;177
"A48   Outr doenc bacter NCOP";-;-;-;-;1;-;-;-;-;-;-;1;3;2;1;1;2;2;2;6;7;-;28
"A49   Infecc bacter de localiz NE";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;3;-;7
"A50   Sifilis congen";7;1;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"A52   Sifilis tard";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"A56   Outr infecc p/clamidias transm p/via sexual";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"A69   Outr infecc p/espiroquetas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A77   Febre maculosa";-;-;-;-;-;1;-;-;-;-;1;2;-;-;1;-;-;-;-;-;-;-;5
"A81   Infecc p/virus atipicos sist nervoso central";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;4;2;1;-;-;-;10
"A86   Encefalite viral NE";-;-;-;-;-;1;-;1;-;3;2;1;1;1;1;2;1;-;1;1;3;-;19
"A87   Meningite viral";-;-;-;-;2;-;1;-;-;-;2;2;-;-;1;1;-;-;-;-;1;-;10
"A90   Dengue";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;1;-;1;-;-;5
"A91   Febre hemorragica dev virus do dengue";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;3
"A98   Outr febres hemorragicas p/virus NCOP";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"A99   Febres hemorragicas virais NE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"B00   Infecc p/virus do herpes";-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;1;1;-;-;1;3;-;9
"B01   Varicela";-;-;3;-;13;4;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;23
"B02   Herpes zoster";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;8;-;12
"B15   Hepatite aguda A";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"B16   Hepatite aguda B";-;-;-;-;-;-;-;-;-;1;-;-;2;1;1;1;-;1;2;-;3;-;12
"B17   Outr hepatites virais agudas";-;-;-;-;-;-;-;-;-;-;1;1;2;2;5;9;5;4;5;2;8;-;44
"B18   Hepatite viral cronica";-;-;-;-;-;-;-;-;1;-;3;4;3;11;15;43;37;36;35;27;32;-;247
"B19   Hepatite viral NE";-;-;-;-;-;-;-;-;1;3;3;-;-;-;1;3;3;4;-;1;-;-;19
"B20   Doenc p/HIV result doenc infecc e parasit";-;-;3;-;-;1;2;5;24;34;81;118;123;117;53;28;21;13;10;2;1;-;636
"B21   Doenc p/HIV result em neopl malig";-;-;-;-;-;-;1;2;-;1;-;5;1;5;-;3;1;-;-;-;-;-;19
"B22   Doenc p/HIV result em outr doenc espec";-;-;-;-;-;-;-;1;3;12;11;26;18;18;9;6;2;2;2;-;-;1;111
"B23   Doenc p/HIV result em outr doenc";-;-;-;-;-;-;-;-;1;1;-;1;1;2;2;1;-;1;-;-;-;-;10
"B24   Doenc p/HIV NE";-;-;-;-;-;-;-;1;1;5;16;16;13;20;7;7;3;4;4;2;1;-;100
"B25   Doenc p/citomegalovirus";-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"B33   Outr doenc p/virus NCOP";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"B34   Doenc p/virus de localiz NE";-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;2;-;6
"B37   Candidiase";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;1;3;3;-;11
"B39   Histoplasmose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2
"B40   Blastomicose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B41   Paracoccidioidomicose";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"B43   Cromomicose e abscesso feomicotico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"B44   Aspergilose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;2
"B45   Criptococose";-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;3;1;1;-;-;-;-;11
"B49   Micose NE";-;1;2;-;1;-;-;-;-;1;-;-;1;-;-;-;-;2;-;-;-;-;8
"B54   Malaria NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"B55   Leishmaniose";-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;2;2;1;-;8
"B57   Doenc de Chagas";-;-;-;-;-;-;-;-;1;-;1;9;10;15;29;38;51;62;79;80;128;-;503
"B58   Toxoplasmose";-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;-;-;-;-;-;4
"B59   Pneumocistose";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;3
"B65   Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;2;-;1;5;4;3;6;3;7;2;-;33
"B69   Cisticercose";-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;-;-;-;1;-;5
"B77   Ascaridiase";-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"B87   Miiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;4;-;6
"B90   Sequelas de tuberc";-;-;-;-;-;-;-;-;-;2;1;1;1;2;2;2;-;1;5;5;4;-;26
"B91   Sequelas de poliomielite";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;1;-;4
"B94   Sequelas de outr doenc infecc e parasit e NE";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;2;-;2;-;-;7
"B99   Doenc infecc outr e as NE";-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;1;2;-;8
"C00   Neopl malig do labio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;5;-;7
"C01   Neopl malig da base da lingua";-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;2;1;4;1;5;8;-;27
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;-;-;1;2;1;7;4;2;3;3;7;9;16;-;55
"C03   Neopl malig da gengiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;3
"C04   Neopl malig do assoalho da boca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;4
"C05   Neopl malig do palato";-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;1;2;1;1;1;5;-;15
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;-;-;-;1;1;1;2;2;4;8;8;5;5;16;-;53
"C07   Neopl malig da gland parotida";-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;1;1;1;-;2;6;-;17
"C08   Neopl malig outr gland saliv maiores e NE";-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;1;1;-;-;-;3;-;8
"C09   Neopl malig da amigdala";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;2;-;-;-;6
"C10   Neopl malig da orofaringe";-;-;-;-;-;-;-;-;-;-;-;-;5;6;8;3;7;9;6;12;15;-;71
"C11   Neopl malig da nasofaringe";-;-;-;-;-;-;-;2;1;-;3;2;2;2;4;3;2;2;1;1;1;-;26
"C12   Neopl malig do seio piriforme";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;1;-;4
"C13   Neopl malig da hipofaringe";-;-;-;-;-;-;1;-;1;-;1;1;-;2;1;2;4;-;2;1;2;-;18
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;-;-;-;-;-;-;-;-;-;-;3;5;5;2;2;1;3;11;-;32
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;-;-;1;-;2;6;10;26;29;44;26;30;27;57;-;258
"C16   Neopl malig do estomago";-;-;-;-;-;-;-;1;5;8;19;37;36;65;81;97;115;150;154;154;325;-;1247
"C17   Neopl malig do intestino delgado";-;1;-;-;-;-;-;-;-;1;-;4;2;7;5;8;12;4;17;13;18;-;92
"C18   Neopl malig do colon";-;-;-;-;-;-;-;-;3;8;12;33;38;74;104;138;169;177;200;215;438;-;1609
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;-;-;1;3;6;5;12;19;15;20;13;22;47;-;163
"C20   Neopl malig do reto";-;-;-;-;-;-;-;1;2;6;10;9;18;30;43;63;63;62;66;62;137;-;572
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;4;3;7;7;7;10;-;43
"C22   Neopl malig figado vias biliares intra-hepat";-;-;-;-;1;-;1;1;4;4;8;8;17;30;62;89;107;104;122;114;203;-;875
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;-;-;4;9;5;12;18;15;20;24;24;35;-;166
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;-;1;2;3;8;12;17;34;19;30;42;37;82;-;287
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;1;-;1;3;7;23;40;64;123;114;149;177;172;292;-;1166
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;-;-;1;4;8;9;20;26;29;45;46;50;56;125;-;419
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;3
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;2;3;-;2;4;-;15
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;-;-;-;-;1;4;15;18;14;13;22;16;24;-;127
"C33   Neopl malig da traqueia";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;2;-;1;-;-;-;6
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;-;1;-;3;3;4;10;23;46;118;189;286;331;299;321;284;390;-;2308
"C37   Neopl malig do timo";-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;1;-;2;-;-;-;7
"C38   Neopl malig do coracao mediastino e pleura";1;-;-;-;2;-;1;2;1;2;5;-;4;3;7;12;5;3;13;6;25;-;92
"C39   Neop mal out loc mal def ap resp org intrat";-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;4;1;3;1;5;4;-;21
"C40   Neopl malig ossos/cartilag artic membros";-;-;-;-;-;1;4;1;-;2;-;1;-;1;-;4;1;3;6;3;2;-;29
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;-;3;3;7;7;7;2;6;3;7;6;11;17;12;11;14;25;-;141
"C43   Melanoma malig da pele";-;-;-;-;1;-;1;-;1;-;4;5;6;18;21;21;16;15;16;24;48;-;197
"C44   Outr neopl malig da pele";-;-;-;-;-;-;-;-;-;-;-;1;6;2;4;6;4;8;6;10;86;-;133
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;2;2;3;4;1;-;17
"C46   Sarcoma de Kaposi";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;1;1;1;-;6
"C47   Neopl malig nervos perif e sist nerv autonom";-;-;-;-;-;-;-;-;1;1;1;1;1;-;-;-;-;1;-;1;-;-;7
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;1;-;-;-;-;-;3;4;5;13;13;22;17;27;18;30;36;-;189
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;-;-;1;3;3;4;6;3;6;3;7;11;15;11;7;15;9;19;-;123
"C50   Neopl malig da mama";-;-;-;-;-;-;-;-;1;17;95;136;237;325;401;467;419;377;302;260;557;1;3595
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;-;1;-;-;1;-;2;4;4;8;12;8;11;34;-;85
"C52   Neopl malig da vagina";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;2;1;13;-;19
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;-;2;6;18;23;55;59;66;115;91;81;70;57;63;87;-;793
"C54   Neopl malig do corpo do utero";-;-;-;-;-;-;-;-;-;4;2;3;4;11;22;37;46;59;52;48;78;-;366
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;-;1;3;3;6;11;19;24;44;48;58;32;45;51;95;-;440
"C56   Neopl malig do ovario";-;-;-;-;-;-;-;3;1;11;14;18;36;63;71;110;121;101;68;68;109;-;794
"C57   Neopl malig outr org genitais femin e NE";-;-;-;-;-;-;-;-;1;-;2;1;4;7;10;11;7;6;8;10;17;-;84
"C64   Neopl malig do rim exceto pelve renal";-;-;-;-;4;4;1;1;2;5;8;5;8;8;24;23;23;32;23;30;51;-;252
"C65   Neopl malig da pelve renal";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;1;3;-;8
"C66   Neopl malig dos ureteres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;1;-;5
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;-;-;-;-;1;3;9;14;19;23;28;46;49;106;-;298
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;4;4;3;2;6;-;21
"C69   Neopl malig do olho e anexos";-;-;-;-;1;-;-;-;-;-;-;1;-;2;1;1;1;1;1;1;5;-;15
"C70   Neopl malig das meninges";-;-;-;-;-;-;-;1;1;-;-;1;2;-;2;1;3;4;2;-;2;-;19
"C71   Neopl malig do encefalo";-;-;5;-;17;15;13;13;11;11;23;28;43;76;73;87;88;96;101;75;114;-;889
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;1;-;3;5;1;1;2;2;4;-;6;7;9;10;8;6;11;5;12;-;93
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;-;-;1;1;-;6;2;6;11;11;13;6;21;-;78
"C74   Neopl malig da gland supra-renal";-;-;-;-;5;5;-;-;2;1;2;1;2;2;2;8;2;3;2;2;2;-;41
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;-;-;-;1;-;1;1;-;-;3;-;2;1;1;2;-;4;-;16
"C76   Neopl malig outr localiz e mal definidas";-;-;-;-;1;3;-;2;-;1;1;6;9;17;22;29;42;37;50;58;122;-;400
"C77   Neopl malig secund e NE gangl linfaticos";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;2;1;-;3;2;-;12
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;-;-;1;-;-;1;5;7;14;26;34;30;35;47;45;87;-;332
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;-;-;-;2;4;5;8;11;15;28;24;20;22;18;40;-;197
"C80   Neopl malig s/especificacao de localiz";-;-;1;-;-;-;1;1;2;8;8;12;24;44;55;91;114;107;130;104;193;-;895
"C81   Doenc de Hodgkin";-;-;-;-;-;-;-;4;7;7;3;5;2;3;1;4;5;8;5;3;6;-;63
"C82   Linfoma nao-Hodgkin folicular";-;-;-;-;-;-;-;-;-;2;1;1;1;1;-;1;1;1;1;-;1;-;11
"C83   Linfoma nao-Hodgkin difuso";-;-;-;-;-;-;-;2;2;2;4;3;1;3;-;5;2;4;3;2;7;-;40
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;-;-;-;-;-;1;1;-;2;2;-;2;3;1;4;3;-;3;-;22
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;-;-;2;1;7;7;8;15;13;22;20;35;44;51;52;65;110;-;452
"C88   Doenc imunoproliferativas malignas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;1;1;-;2;3;13;19;28;57;52;53;53;82;-;364
"C91   Leucemia linfoide";-;-;2;-;9;12;12;12;7;10;4;1;4;13;10;9;8;13;11;18;41;-;196
"C92   Leucemia mieloide";-;-;5;-;6;5;9;7;12;15;15;11;14;19;33;25;34;26;40;37;61;-;374
"C93   Leucemia monocitica";-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;4
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;3
"C95   Leucemia de tipo celular NE";-;-;-;-;2;-;2;2;5;4;2;4;2;5;6;8;5;5;12;15;45;-;124
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;3;2;-;1;-;6;-;15
"C97   Neopl malig de localiz mult independentes";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;6;-;3;2;3;-;17
"D00   Carcinoma in situ cav oral esofago estomago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;2;-;5
"D01   Carcinoma in situ de outr orgaos digestivos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;-;2;-;2;-;9
"D02   Carcinoma in situ ouvido medio e ap respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;3;1;-;1;-;8
"D03   Melanoma in situ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D04   Carcinoma in situ da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;4
"D05   Carcinoma in situ da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;1;1;1;4;-;12
"D06   Carcinoma in situ do colo do utero";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;1;3;-;-;-;9
"D07   Carcinoma in situ outr orgaos genitais e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"D09   Carcinoma in situ de outr localiz e das NE";-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;2;1;2;1;1;-;11
"D12   Neopl benig do colon reto canal anal e anus";-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;1;-;-;2;-;-;-;6
"D13   Neopl benig outr part e mal def ap digestivo";-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;1;-;-;1;6;-;12
"D14   Neopl benig ouvido medio e aparelho respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;2;-;5
"D16   Neopl benig de osso e cartilagem articular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"D17   Neopl lipomatosa benig";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D18   Hemangioma e linfangioma de qualquer localiz";-;-;1;-;1;-;-;-;-;2;-;-;-;-;-;-;-;2;1;1;2;-;10
"D19   Neopl benig de tec mesotelial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"D21   Outr neopl benig tec conj e outr tec moles";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"D24   Neopl benig da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"D25   Leiomioma do utero";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;1;1;-;6
"D26   Outr neopl benig do utero";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D27   Neopl benig do ovario";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;3
"D28   Neopl benig outr org genitais femin e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D30   Neopl benig dos orgaos urinarios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;-;-;1;2;6;7;3;10;3;4;8;14;-;58
"D33   Neopl benig encef e out part sist nerv centr";-;-;-;-;-;-;1;-;-;2;1;-;-;1;3;-;2;1;-;2;-;-;13
"D35   Neopl benig de outr gland endocrinas e NE";-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;3;-;6
"D36   Neopl benig de outr localiz e de localiz NE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;3
"D37   Neopl comp incerto/desc cav oral e org dig";-;-;1;-;-;-;-;-;-;-;-;-;-;1;2;5;4;1;6;5;12;-;37
"D38   Neopl comp inc/desc ouv med org resp intrat";1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;-;5;4;4;-;20
"D39   Neopl comp incerto/desconh org genitais fem";-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;1;1;4;1;1;-;12
"D41   Neopl comp incerto/desconh orgaos urinarios";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;2;2;3;-;11
"D42   Neopl comp incerto/desconhecido meninges";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"D43   Neopl comp inc/desc encefalo sist nerv centr";-;-;-;-;1;2;1;-;1;1;3;-;3;8;2;5;7;4;5;3;7;-;53
"D44   Neopl comp incerto/desconh gland endocrinas";-;-;-;-;-;2;-;-;1;-;-;-;-;-;1;-;2;2;-;-;-;-;8
"D45   Policitemia vera";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;3
"D46   Sindr mielodisplasicas";-;-;-;-;1;-;-;-;1;1;2;-;2;2;2;5;7;7;8;14;23;-;75
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;-;-;1;-;3;1;2;2;2;4;8;3;8;8;13;-;55
"D48   Neopl comp inc/desconh outr localiz e NE";-;1;1;-;-;1;-;-;-;-;-;2;2;4;4;1;5;5;5;1;15;-;47
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;1;-;1;1;4;-;10
"D51   Anemia p/defic de vitamina B12";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2
"D52   Anemia p/defic de folato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3;1;20;-;27
"D56   Talassemia";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2
"D57   Transt falciformes";-;-;1;-;1;-;1;6;2;10;2;3;6;2;1;2;1;1;1;-;1;-;41
"D58   Outr anemias hemoliticas hereditarias";-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;1;-;1;1;1;-;7
"D59   Anemia hemolitica adquir";-;-;1;-;-;1;-;1;-;-;2;1;-;1;-;2;2;1;2;-;3;-;17
"D60   Aplasia pura da serie vermelha adquir";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;3
"D61   Outr anemias aplasticas";-;-;1;-;1;1;3;1;3;4;2;1;3;2;7;13;8;10;5;8;20;-;93
"D62   Anemia aguda pos-hemorragica";-;-;-;-;-;-;-;1;-;1;-;-;1;1;1;1;-;-;1;1;3;-;11
"D64   Outr anemias";-;-;1;-;1;1;1;1;-;-;1;1;4;7;11;6;8;10;15;22;101;-;191
"D65   Coagulacao intravascular disseminada";-;-;-;-;-;1;2;-;-;2;-;-;1;1;-;3;1;1;-;2;3;-;17
"D68   Outr defeitos da coagulacao";-;2;1;-;2;-;1;-;-;1;4;2;4;4;4;5;6;6;9;11;16;-;78
