 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Sexo: Fem
Período:2020
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"B22   Doenc p/HIV result em outr doenc espec";-;-;-;-;-;-;-;1;1;5;10;11;7;6;4;3;3;1;1;2;-;55
"B23   Doenc p/HIV result em outr doenc";-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;1;-;-;-;-;-;5
"B24   Doenc p/HIV NE";-;-;-;-;-;-;2;-;6;3;13;9;12;10;11;15;10;3;2;4;-;100
"B25   Doenc p/citomegalovirus";-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;1;-;-;-;5
"B34   Doenc p/virus de localiz NE";-;1;10;11;4;9;29;56;98;168;314;465;640;874;1343;1932;2398;2549;2639;6770;-;20310
"B37   Candidiase";-;-;1;-;-;-;-;-;-;-;1;-;-;1;1;3;1;1;1;5;-;15
"B40   Blastomicose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"B41   Paracoccidioidomicose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2
"B43   Cromomicose e abscesso feomicotico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"B44   Aspergilose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;1;-;4
"B45   Criptococose";-;-;-;-;-;-;-;-;-;2;3;1;-;-;2;2;1;1;1;-;-;13
"B55   Leishmaniose";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2;-;5
"B57   Doenc de Chagas";-;-;-;-;-;-;-;-;1;2;-;8;13;27;23;46;75;67;86;150;-;498
"B58   Toxoplasmose";-;-;-;-;-;-;-;1;-;-;1;-;-;-;2;1;-;-;1;-;-;6
"B59   Pneumocistose";-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;2;-;-;-;-;-;5
"B65   Esquistossomose";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;3;2;4;8;4;-;23
"B67   Equinococose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"B69   Cisticercose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;1;-;5
"B74   Filariose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B78   Estrongiloidiase";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"B86   Escabiose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"B87   Miiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;-;5
"B90   Sequelas de tuberc";-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;2;4;-;10
"B91   Sequelas de poliomielite";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;3
"B94   Sequelas de outr doenc infecc e parasit e NE";-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;3;2;5;-;13
"B99   Doenc infecc outr e as NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"C00   Neopl malig do labio";-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;4;-;7
"C01   Neopl malig da base da lingua";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;2;-;6;5;-;18
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;2;1;-;2;3;8;9;10;7;7;6;19;-;74
"C03   Neopl malig da gengiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;3
"C04   Neopl malig do assoalho da boca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;2;3;-;8
"C05   Neopl malig do palato";-;-;-;-;-;-;-;-;-;-;2;-;-;3;-;2;3;3;3;8;-;24
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;-;-;-;-;2;1;1;6;9;6;10;15;29;-;79
"C07   Neopl malig da gland parotida";-;-;-;-;-;-;-;-;-;-;2;-;2;4;1;1;1;5;2;8;-;26
"C08   Neopl malig outr gland saliv maiores e NE";-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;2;-;1;-;2;-;9
"C09   Neopl malig da amigdala";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;-;-;-;4
"C10   Neopl malig da orofaringe";-;-;-;-;-;-;-;1;-;1;1;1;6;7;6;10;5;9;7;14;-;68
"C11   Neopl malig da nasofaringe";-;-;-;-;-;1;-;-;1;1;1;-;1;2;4;3;1;4;2;4;-;25
"C12   Neopl malig do seio piriforme";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2
"C13   Neopl malig da hipofaringe";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;3;-;1;-;8
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;6;6;3;3;4;-;25
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;-;-;2;3;2;15;20;22;42;40;33;40;73;1;293
"C16   Neopl malig do estomago";-;-;-;-;-;-;-;2;4;19;33;40;60;80;110;119;119;141;152;299;-;1178
"C17   Neopl malig do intestino delgado";-;-;-;-;-;-;-;1;-;3;2;4;6;8;9;18;20;30;18;58;-;177
"C18   Neopl malig do colon";-;-;-;-;-;1;-;4;5;12;27;55;67;117;168;222;266;254;248;563;-;2009
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;1;1;2;6;10;10;17;21;28;26;13;48;-;183
"C20   Neopl malig do reto";-;-;-;-;-;-;-;-;1;7;12;25;25;37;63;81;105;90;69;169;-;684
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;-;-;5;1;8;14;11;14;15;20;9;32;-;129
"C22   Neopl malig figado vias biliares intra-hepat";-;-;-;-;-;1;-;2;1;4;5;20;35;67;84;114;145;173;161;255;-;1067
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;1;-;-;-;1;8;12;18;17;20;24;13;28;-;142
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;-;2;2;8;18;16;36;36;45;50;34;111;-;358
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;1;3;2;10;22;49;89;146;202;233;249;263;477;-;1746
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;-;4;2;3;10;24;34;52;58;51;59;83;186;-;566
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;1;1;1;2;-;9
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;-;-;-;4;1;2;-;2;1;1;2;-;13
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;-;1;-;1;5;5;12;19;20;22;15;36;-;136
"C33   Neopl malig da traqueia";-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;1;1;-;3;-;9
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;1;-;-;-;2;6;7;19;47;80;158;332;500;518;432;378;608;1;3089
"C37   Neopl malig do timo";-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;2;2;1;-;1;-;9
"C38   Neopl malig do coracao mediastino e pleura";-;-;-;-;-;2;3;1;1;2;2;2;5;5;6;11;9;8;13;15;-;85
"C39   Neop mal out loc mal def ap resp org intrat";-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;4;2;-;1;4;-;15
"C40   Neopl malig ossos/cartilag artic membros";-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;1;1;2;-;3;-;10
"C41   Neopl malig ossos/cartil artic outr loc e NE";1;-;1;3;2;3;4;10;1;7;2;7;10;14;8;14;17;14;19;42;-;179
"C43   Melanoma malig da pele";-;-;-;-;-;1;-;3;-;-;4;4;9;12;18;18;29;22;21;74;-;215
"C44   Outr neopl malig da pele";-;-;-;-;-;-;1;4;1;1;1;4;5;3;8;11;9;14;13;132;-;207
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;2;1;3;5;-;15
"C46   Sarcoma de Kaposi";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;1;-;2;-;7
"C47   Neopl malig nervos perif e sist nerv autonom";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;2
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;1;1;-;-;1;-;1;1;7;4;14;21;18;21;31;29;48;-;198
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;1;-;-;5;3;3;4;4;5;11;6;9;12;12;15;11;10;26;-;137
"C50   Neopl malig da mama";-;-;-;-;-;-;1;5;12;85;190;301;381;427;535;505;485;437;348;765;-;4477
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;-;-;-;-;2;3;5;10;11;8;17;14;46;-;116
"C52   Neopl malig da vagina";-;-;-;-;-;1;-;-;-;-;-;-;-;2;2;5;3;5;1;11;-;30
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;-;8;34;47;81;82;95;94;111;119;106;89;61;100;-;1027
"C54   Neopl malig do corpo do utero";-;-;-;-;-;-;-;-;1;3;3;12;15;33;53;81;97;79;61;80;-;518
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;-;2;4;6;8;21;24;34;42;60;59;52;43;73;-;428
"C56   Neopl malig do ovario";-;-;-;-;-;2;2;5;8;8;21;33;63;82;149;159;142;130;80;138;-;1022
"C57   Neopl malig outr org genitais femin e NE";-;-;-;-;-;-;-;-;-;1;1;1;1;2;6;6;5;8;6;18;-;55
"C58   Neopl malig da placenta";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"C64   Neopl malig do rim exceto pelve renal";-;-;1;2;-;1;-;-;5;2;4;13;12;22;29;57;48;47;42;81;-;366
"C65   Neopl malig da pelve renal";-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;2;1;2;1;1;-;11
"C66   Neopl malig dos ureteres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;1;3;-;8
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;-;-;1;1;4;4;14;30;44;47;56;60;158;-;419
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;6;2;5;2;-;20
"C69   Neopl malig do olho e anexos";-;-;-;1;-;-;-;-;-;1;-;-;-;-;2;4;2;2;4;3;-;19
"C70   Neopl malig das meninges";-;-;-;-;-;-;1;-;-;-;3;3;1;2;3;5;1;3;2;2;-;26
"C71   Neopl malig do encefalo";-;-;1;7;19;7;9;15;14;13;27;42;59;73;117;122;131;100;77;140;-;973
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;-;1;2;4;2;3;2;2;4;4;3;8;12;17;16;18;13;31;-;142
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;-;-;1;3;4;5;7;12;15;20;15;40;-;122
"C74   Neopl malig da gland supra-renal";-;-;1;2;2;3;1;-;-;-;1;1;5;2;2;10;4;3;3;4;-;44
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;-;1;-;1;-;1;5;-;1;4;4;1;3;4;2;7;-;34
"C76   Neopl malig outr localiz e mal definidas";-;-;-;-;1;1;-;2;4;5;8;12;13;22;41;53;49;56;57;108;-;432
"C77   Neopl malig secund e NE gangl linfaticos";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;1;2;3;-;10
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;-;-;-;1;-;6;8;9;10;26;33;23;33;22;38;-;209
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;-;1;-;1;4;6;8;13;12;30;27;23;21;44;-;190
"C80   Neopl malig s/especificacao de localiz";-;-;-;-;-;-;1;1;3;7;6;15;23;38;71;79;95;87;77;193;1;697
"C81   Doenc de Hodgkin";-;-;-;-;-;-;1;1;3;3;-;4;3;1;2;3;3;7;3;10;-;44
"C82   Linfoma nao-Hodgkin folicular";-;-;-;-;-;-;1;-;-;-;-;1;1;-;2;2;1;2;3;3;-;16
"C83   Linfoma nao-Hodgkin difuso";-;-;-;-;-;1;2;2;1;1;1;2;-;3;5;10;12;17;9;13;-;79
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;-;-;-;-;-;-;1;1;1;-;2;4;5;-;1;2;1;-;18
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;-;1;-;4;3;8;10;16;15;12;25;33;47;50;42;94;-;360
"C88   Doenc imunoproliferativas malignas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;1;-;-;-;-;1;1;2;4;12;21;41;56;72;86;66;97;-;460
"C91   Leucemia linfoide";-;-;1;6;4;10;6;5;5;8;5;6;7;8;9;14;15;16;10;41;-;176
"C92   Leucemia mieloide";-;-;-;4;2;4;5;10;6;8;5;22;17;19;21;34;49;47;48;85;-;386
"C93   Leucemia monocitica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;4
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;4;2;3;-;13
"C95   Leucemia de tipo celular NE";-;-;1;2;-;-;4;1;2;1;2;3;3;5;9;8;13;11;15;47;-;127
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;2;-;3;6;-;16
"C97   Neopl malig de localiz mult independentes";-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;3
"D00   Carcinoma in situ cav oral esofago estomago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;-;6
"D01   Carcinoma in situ de outr orgaos digestivos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;4;-;8
"D02   Carcinoma in situ ouvido medio e ap respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;3
"D04   Carcinoma in situ da pele";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4;-;5
"D05   Carcinoma in situ da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"D06   Carcinoma in situ do colo do utero";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"D07   Carcinoma in situ outr orgaos genitais e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2
"D09   Carcinoma in situ de outr localiz e das NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;1;-;5
"D12   Neopl benig do colon reto canal anal e anus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"D13   Neopl benig outr part e mal def ap digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;3
"D14   Neopl benig ouvido medio e aparelho respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D15   Neopl benig outr orgaos intratoracicos e NE";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2;-;-;4
"D16   Neopl benig de osso e cartilagem articular";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"D18   Hemangioma e linfangioma de qualquer localiz";-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;7
"D19   Neopl benig de tec mesotelial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"D21   Outr neopl benig tec conj e outr tec moles";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;-;-;-;4
"D23   Outr neopl benig da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D25   Leiomioma do utero";-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;-;1;-;-;-;-;6
"D26   Outr neopl benig do utero";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D27   Neopl benig do ovario";-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;1;1;1;-;1;-;7
"D30   Neopl benig dos orgaos urinarios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;1;-;1;-;2;1;6;3;6;7;5;10;10;-;52
"D33   Neopl benig encef e out part sist nerv centr";-;-;-;-;-;-;1;-;-;1;2;1;1;-;-;-;2;-;1;2;-;11
"D35   Neopl benig de outr gland endocrinas e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;2;-;7
"D36   Neopl benig de outr localiz e de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D37   Neopl comp incerto/desc cav oral e org dig";-;-;-;-;-;-;-;-;-;-;1;-;2;3;2;4;7;6;2;13;-;40
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;-;-;-;-;-;-;-;-;-;1;1;3;3;5;5;4;3;9;-;34
"D39   Neopl comp incerto/desconh org genitais fem";-;-;-;-;-;-;-;-;-;-;1;2;4;-;3;3;3;3;4;4;-;27
"D41   Neopl comp incerto/desconh orgaos urinarios";-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;1;1;2;1;5;-;13
"D42   Neopl comp incerto/desconhecido meninges";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;3
"D43   Neopl comp inc/desc encefalo sist nerv centr";-;-;-;2;-;1;-;-;1;-;-;1;1;5;7;4;3;7;5;2;-;39
"D44   Neopl comp incerto/desconh gland endocrinas";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;2;2;-;-;-;6
"D45   Policitemia vera";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;3
"D46   Sindr mielodisplasicas";-;-;-;-;1;-;1;-;1;1;-;1;-;2;3;5;5;19;18;63;-;120
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;1;-;-;-;3;-;-;-;-;3;2;5;3;8;7;9;23;-;64
"D48   Neopl comp inc/desconh outr localiz e NE";-;-;-;1;-;-;-;1;-;1;-;2;1;4;1;5;9;6;5;17;-;53
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;4;7;3;18;-;34
"D51   Anemia p/defic de vitamina B12";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;3;-;5
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;-;1;1;1;12;-;20
"D56   Talassemia";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;2
"D57   Transt falciformes";-;-;1;-;1;1;3;7;3;-;3;5;2;3;5;3;3;2;-;1;-;43
"D58   Outr anemias hemoliticas hereditarias";-;-;-;-;-;-;-;-;2;-;2;-;-;1;-;-;-;1;3;-;-;9
"D59   Anemia hemolitica adquir";-;-;1;1;-;-;-;-;-;-;1;-;-;-;1;2;2;2;5;3;-;18
"D60   Aplasia pura da serie vermelha adquir";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"D61   Outr anemias aplasticas";-;-;2;-;1;1;-;1;1;1;7;1;2;5;7;10;9;14;12;24;-;98
"D62   Anemia aguda pos-hemorragica";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;3;-;6
"D64   Outr anemias";-;-;-;1;-;-;-;1;1;-;4;7;4;5;12;7;9;16;13;81;-;161
"D65   Coagulacao intravascular disseminada";-;-;4;-;2;-;-;1;-;3;1;1;-;2;1;3;4;2;3;4;-;31
"D66   Defic hereditaria do fator VIII";-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"D68   Outr defeitos da coagulacao";-;-;1;-;-;-;1;1;3;3;1;6;6;4;8;7;11;10;13;25;-;100
"D69   Purpura e outr afeccoes hemorragicas";-;-;-;-;-;-;-;2;1;4;2;3;2;5;2;4;9;6;5;13;-;58
"D70   Agranulocitose";-;-;-;-;1;-;-;1;1;-;-;-;1;-;1;2;1;1;3;6;-;18
"D71   Transt func neutrofilos polimorfonucleares";-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;3
"D72   Outr transt dos globulos brancos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;3
"D73   Doenc do baco";-;-;-;-;-;-;-;-;1;-;-;1;3;1;-;1;3;-;1;-;-;11
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;-;-;-;-;-;-;1;-;-;-;1;-;2;3;4;2;3;10;-;26
