 Mortalidade - Brasil;;;;;;;;;;;;;;;;;;;;;;
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det;;;;;;;;;;;;;;;;;;;;;;
Unidade da Federação: São Paulo;;;;;;;;;;;;;;;;;;;;;;
Sexo: Fem;;;;;;;;;;;;;;;;;;;;;;
Período:2019;;;;;;;;;;;;;;;;;;;;;;
Categoria CID-10;0 a 6 dias;7 a 27 dias;28 a 364 dias;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos e mais;Idade ignorada;Total
C00   Neopl malig do labio;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;3;-;-;-;6
C01   Neopl malig da base da lingua;-;-;-;-;-;-;-;-;-;1;-;3;2;1;2;3;1;3;3;1;-;20
C02   Neopl malig outr partes e NE da lingua;-;-;-;-;-;-;-;-;-;1;1;2;3;6;8;8;11;11;11;23;-;85
C03   Neopl malig da gengiva;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;1;2;2;-;9
C04   Neopl malig do assoalho da boca;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;1;2;-;7
C05   Neopl malig do palato;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;2;1;1;3;9;-;20
C06   Neopl malig outr partes e partes NE da boca;-;-;-;-;-;-;-;-;-;-;1;1;1;3;7;10;7;11;9;33;-;83
C07   Neopl malig da gland parotida;-;-;-;-;-;-;-;-;-;-;2;1;2;1;2;4;1;-;1;14;-;28
C08   Neopl malig outr gland saliv maiores e NE;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;1;-;-;-;6
C09   Neopl malig da amigdala;-;-;-;-;-;-;-;-;1;-;1;-;1;2;-;1;1;-;1;2;-;10
C10   Neopl malig da orofaringe;-;-;-;-;-;-;-;-;-;2;2;2;2;4;16;6;9;4;3;15;-;65
C11   Neopl malig da nasofaringe;-;-;-;-;-;-;1;2;-;1;-;-;-;3;3;6;-;3;1;2;-;22
C12   Neopl malig do seio piriforme;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
C13   Neopl malig da hipofaringe;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;1;3;2;-;11
C14   Neop mal out loc mal def labio cav oral far;-;-;-;-;-;-;-;-;-;-;1;1;1;2;2;4;5;4;2;6;-;28
C15   Neopl malig do esofago;-;-;-;-;-;-;1;-;2;-;1;5;9;21;34;49;50;41;36;75;-;324
C16   Neopl malig do estomago;-;-;-;-;-;-;1;5;4;21;32;56;48;83;125;146;138;184;165;358;-;1366
C17   Neopl malig do intestino delgado;-;-;-;-;-;-;-;-;1;-;-;7;11;8;12;17;22;24;19;48;-;169
C18   Neopl malig do colon;-;-;1;-;-;-;-;2;8;13;32;59;82;143;173;238;256;257;241;581;-;2086
C19   Neopl malig da juncao retossigmoide;-;-;-;-;-;-;-;-;-;2;-;6;4;12;17;23;29;27;21;37;-;178
C20   Neopl malig do reto;-;-;-;-;-;-;-;-;5;4;14;19;30;52;76;84;92;77;82;163;-;698
C21   Neopl malig do anus e do canal anal;-;-;-;-;-;-;-;-;1;3;2;4;7;7;5;10;9;22;11;21;-;102
C22   Neopl malig figado vias biliares intra-hepat;-;-;1;2;1;1;1;3;2;5;8;27;37;57;87;147;160;159;158;266;-;1122
C23   Neopl malig da vesicula biliar;-;-;-;-;-;-;-;-;-;-;1;1;2;8;21;19;18;25;21;30;-;146
C24   Neopl malig outr partes e NE vias biliares;-;-;-;-;-;-;-;1;-;1;4;11;13;22;42;42;68;54;60;103;-;421
C25   Neopl malig do pancreas;-;-;1;-;-;-;-;3;3;4;7;32;43;99;132;183;226;254;237;480;-;1704
C26   Neopl malig outr mal def aparelho digestivo;-;-;-;1;-;-;1;-;1;4;5;11;16;27;39;48;63;72;60;173;-;521
C30   Neopl malig cavidade nasal e do ouvido medio;-;-;-;-;-;-;-;-;-;1;-;1;-;-;3;1;1;-;1;4;-;12
C31   Neopl malig dos seios da face;-;-;-;-;-;-;-;1;-;-;2;-;-;-;1;-;1;2;2;4;-;13
C32   Neopl malig da laringe;-;-;-;-;-;-;-;-;-;-;1;2;7;11;23;16;22;13;19;26;-;140
C33   Neopl malig da traqueia;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;2;-;1;-;6
C34   Neopl malig dos bronquios e dos pulmoes;-;-;-;-;-;-;1;3;3;6;20;44;79;174;358;508;555;451;388;596;-;3186
C37   Neopl malig do timo;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;1;2;1;-;-;8
C38   Neopl malig do coracao mediastino e pleura;-;-;-;1;-;-;1;1;-;3;-;4;2;10;13;10;11;13;11;19;-;99
C39   Neop mal out loc mal def ap resp org intrat;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;3;3;2;5;-;16
C40   Neopl malig ossos/cartilag artic membros;-;-;-;-;-;1;1;-;1;-;-;-;2;2;1;-;3;1;-;5;-;17
C41   Neopl malig ossos/cartil artic outr loc e NE;-;-;-;-;1;6;8;3;4;5;3;8;7;9;9;13;15;17;13;33;-;154
C43   Melanoma malig da pele;-;-;-;1;-;-;-;-;2;4;6;16;14;15;16;16;28;27;27;58;-;230
C44   Outr neopl malig da pele;-;-;-;-;-;-;-;-;1;2;2;4;4;11;7;12;10;26;22;151;-;252
C45   Mesotelioma;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;2;1;5;4;-;16
C46   Sarcoma de Kaposi;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;3
C47   Neopl malig nervos perif e sist nerv autonom;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;1;-;-;1;-;5
C48   Neopl malig tec moles retro- e peritonio;-;-;-;-;1;1;-;4;2;2;1;9;10;19;20;35;31;35;31;45;-;246
C49   Neopl malig tec conjuntivo e outr tec moles;-;-;-;1;2;3;5;2;6;2;11;6;12;19;19;15;20;14;18;21;-;176
C50   Neopl malig da mama;-;-;-;-;-;-;-;2;30;89;179;313;352;456;548;546;546;440;339;824;1;4665
C51   Neopl malig da vulva;-;-;-;-;-;-;-;-;-;1;-;1;2;6;9;14;8;15;26;52;-;134
C52   Neopl malig da vagina;-;-;-;-;-;-;-;-;-;1;1;2;1;-;-;5;1;6;6;6;-;29
C53   Neopl malig do colo do utero;-;-;-;-;-;-;-;7;28;48;66;100;84;88;89;116;90;82;54;91;-;943
C54   Neopl malig do corpo do utero;-;-;-;-;-;-;-;1;-;1;3;7;14;35;45;94;110;61;76;118;-;565
C55   Neopl malig do utero porcao NE;-;-;-;-;-;-;-;3;9;8;11;18;27;31;39;58;70;55;46;75;-;450
C56   Neopl malig do ovario;-;-;-;-;-;-;4;6;8;16;27;40;68;105;140;140;156;140;108;169;-;1127
C57   Neopl malig outr org genitais femin e NE;-;-;-;-;-;-;-;-;1;-;2;1;7;2;5;18;6;10;5;19;-;76
C58   Neopl malig da placenta;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
C64   Neopl malig do rim exceto pelve renal;-;-;2;2;1;-;1;-;1;1;6;12;16;15;23;49;58;34;45;84;-;350
C65   Neopl malig da pelve renal;-;-;-;1;-;-;-;-;-;1;1;-;-;1;1;-;1;1;1;4;-;12
C66   Neopl malig dos ureteres;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;2;-;4;-;10
C67   Neopl malig da bexiga;-;-;-;-;-;-;1;-;-;-;1;2;4;10;28;46;43;55;52;155;-;397
C68   Neopl malig de outr orgaos urinarios e NE;-;-;-;-;-;-;-;-;-;-;-;-;2;-;4;2;-;-;4;9;-;21
C69   Neopl malig do olho e anexos;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;1;3;-;2;3;-;12
C70   Neopl malig das meninges;-;-;-;-;-;-;-;-;1;2;-;1;2;2;4;2;5;1;1;2;-;23
C71   Neopl malig do encefalo;-;-;1;9;17;15;11;14;16;20;30;41;61;76;76;127;136;91;87;138;-;966
C72   Neop mal med esp nerv cran out sist nerv cen;-;-;-;1;2;1;-;-;1;3;3;7;6;10;11;17;16;21;10;26;-;135
C73   Neopl malig da gland tireoide;-;-;-;-;-;-;-;1;-;-;2;1;2;6;2;9;12;26;11;28;-;100
C74   Neopl malig da gland supra-renal;-;-;-;3;6;1;2;-;1;1;3;1;2;2;4;3;4;2;-;4;-;39
C75   Neopl malig outr gland endocrinas estr relac;-;-;-;-;-;-;1;1;-;1;-;1;4;4;4;4;7;2;1;2;-;32
C76   Neopl malig outr localiz e mal definidas;-;-;-;2;-;1;2;3;2;6;5;11;11;24;46;48;48;47;63;149;-;468
C77   Neopl malig secund e NE gangl linfaticos;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;7;-;9
C78   Neopl malig secund org respirat e digestivos;-;-;-;-;-;-;-;-;-;1;2;9;11;20;22;23;43;34;25;52;-;242
C79   Neopl malig secund de outr localiz;-;-;-;-;-;-;1;-;1;4;3;4;5;18;16;22;18;18;15;37;-;162
C80   Neopl malig s/especificacao de localiz;-;-;-;-;-;-;-;2;2;4;11;17;23;42;89;92;107;76;78;188;-;731
C81   Doenc de Hodgkin;-;-;-;-;-;-;-;2;7;8;4;2;4;-;4;3;8;2;5;2;-;51
C82   Linfoma nao-Hodgkin folicular;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;4;2;3;2;8;-;23
C83   Linfoma nao-Hodgkin difuso;-;-;-;-;1;1;2;1;2;-;2;1;3;1;4;6;11;9;7;22;-;73
C84   Linfomas de celulas T cutaneas e perifericas;-;-;-;-;-;-;1;-;2;1;-;1;3;-;3;5;5;4;3;6;-;34
C85   Linfoma nao-Hodgkin de outr tipos e tipo NE;-;-;-;-;1;1;3;4;9;8;13;13;13;19;41;26;51;63;51;118;-;434
C88   Doenc imunoproliferativas malignas;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;2;5;-;10
C90   Mieloma mult e neopl malig de plasmocitos;-;-;-;-;-;-;1;-;-;2;2;5;16;25;31;49;78;69;69;102;-;449
C91   Leucemia linfoide;-;-;-;9;10;10;6;17;5;15;10;8;10;13;20;11;17;23;20;47;-;251
C92   Leucemia mieloide;-;-;2;4;1;8;8;12;4;14;23;11;21;26;28;42;44;60;47;82;-;437
C93   Leucemia monocitica;-;-;-;1;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;1;-;5
C94   Outr leucemias de celulas de tipo espec;-;-;-;-;-;-;1;-;-;-;-;-;1;-;3;-;2;5;2;2;-;16
C95   Leucemia de tipo celular NE;1;-;1;-;-;1;1;2;1;2;2;2;1;4;6;7;13;10;18;60;-;132
C96   Outr neopl mal e NE tec linf hematop e corr;-;-;-;-;-;-;-;-;-;2;-;2;1;-;2;3;1;4;-;5;-;20
C97   Neopl malig de localiz mult independentes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;1;-;5
D00   Carcinoma in situ cav oral esofago estomago;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
D01   Carcinoma in situ de outr orgaos digestivos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;2;1;-;8
D03   Melanoma in situ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
D04   Carcinoma in situ da pele;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;5;-;7
D05   Carcinoma in situ da mama;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;1;-;4
D06   Carcinoma in situ do colo do utero;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
D09   Carcinoma in situ de outr localiz e das NE;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;3
D12   Neopl benig do colon reto canal anal e anus;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;3;-;-;2;-;-;7
D14   Neopl benig ouvido medio e aparelho respirat;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
D15   Neopl benig outr orgaos intratoracicos e NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
D16   Neopl benig de osso e cartilagem articular;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;3
D17   Neopl lipomatosa benig;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2
D18   Hemangioma e linfangioma de qualquer localiz;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;1;2;-;6
D19   Neopl benig de tec mesotelial;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
D21   Outr neopl benig tec conj e outr tec moles;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;2
D24   Neopl benig da mama;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
D25   Leiomioma do utero;-;-;-;-;-;-;-;-;-;1;3;1;3;3;1;1;-;-;1;2;-;16
D26   Outr neopl benig do utero;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
D27   Neopl benig do ovario;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
D32   Neopl benig das meninges;-;-;-;-;-;-;-;-;3;-;3;-;5;5;4;6;4;8;7;5;-;50
D33   Neopl benig encef e out part sist nerv centr;-;-;-;-;-;-;-;2;-;-;2;1;2;1;2;-;1;-;1;-;-;12
D35   Neopl benig de outr gland endocrinas e NE;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;1;1;-;-;-;6
D36   Neopl benig de outr localiz e de localiz NE;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;3
D37   Neopl comp incerto/desc cav oral e org dig;-;-;-;-;-;-;-;-;-;1;-;1;-;2;2;9;5;6;7;12;-;45
D38   Neopl comp inc/desc ouv med org resp intrat;-;-;-;-;-;-;-;-;-;-;1;-;1;6;2;10;4;2;5;6;-;37
D39   Neopl comp incerto/desconh org genitais fem;-;-;-;-;-;-;-;-;-;-;-;1;1;2;4;2;2;2;1;6;-;21
D41   Neopl comp incerto/desconh orgaos urinarios;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;4;-;8
D43   Neopl comp inc/desc encefalo sist nerv centr;-;-;-;2;-;1;-;1;1;1;-;1;-;1;6;3;4;7;6;6;-;40
D44   Neopl comp incerto/desconh gland endocrinas;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;5
D45   Policitemia vera;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;4
D46   Sindr mielodisplasicas;-;-;-;1;-;2;-;1;-;2;1;2;-;-;6;6;8;12;19;67;-;127
D47   Out neop comp inc/des tec linf hemat tec cor;-;-;-;-;-;-;-;1;-;1;-;-;3;1;3;4;6;7;4;23;-;53
D48   Neopl comp inc/desconh outr localiz e NE;-;-;-;-;-;1;-;-;-;-;1;1;1;2;4;2;11;5;6;18;-;52
D50   Anemia p/defic de ferro;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;1;10;-;14
D51   Anemia p/defic de vitamina B12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
D53   Outr anemias nutricionais;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;3;19;-;25
D56   Talassemia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
D57   Transt falciformes;-;-;1;2;-;-;1;5;3;6;3;3;2;3;3;-;2;1;2;2;-;39
D58   Outr anemias hemoliticas hereditarias;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;1;1;-;-;5;-;11
D59   Anemia hemolitica adquir;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;3;1;3;1;12;-;23
D60   Aplasia pura da serie vermelha adquir;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;4
D61   Outr anemias aplasticas;-;-;-;2;-;1;5;4;2;3;2;3;1;8;6;7;7;7;10;30;-;98
D62   Anemia aguda pos-hemorragica;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;3
D64   Outr anemias;-;-;1;-;-;-;1;2;2;-;1;1;1;4;1;3;11;17;21;99;-;165
D65   Coagulacao intravascular disseminada;1;-;9;-;1;-;-;1;3;1;1;2;1;-;-;3;2;1;2;5;-;33
D68   Outr defeitos da coagulacao;-;2;2;-;1;1;-;-;1;2;2;4;2;5;5;2;11;14;13;31;-;98
D69   Purpura e outr afeccoes hemorragicas;-;-;1;1;1;1;-;1;2;4;2;5;4;4;4;3;7;7;10;21;-;78
D70   Agranulocitose;-;-;2;1;-;-;-;-;2;-;-;-;1;2;2;3;1;3;2;8;-;27
D71   Transt func neutrofilos polimorfonucleares;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2;6;1;1;1;1;-;14
D72   Outr transt dos globulos brancos;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;1;-;5
D73   Doenc do baco;-;-;-;-;-;1;-;-;-;-;-;-;1;1;1;-;2;2;1;-;-;9
