 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Sexo: Fem
Período:2013
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"A86   Encefalite viral NE";-;-;1;-;-;-;-;2;1;2;1;1;2;-;-;-;2;-;1;1;-;14
"A87   Meningite viral";-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;4
"A90   Dengue";-;-;-;-;-;-;2;-;2;1;2;3;3;1;3;2;-;-;-;4;-;23
"A91   Febre hemorragica dev virus do dengue";-;-;-;1;1;1;2;1;2;-;-;1;-;1;1;1;-;1;1;2;-;16
"A98   Outr febres hemorragicas p/virus NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"A99   Febres hemorragicas virais NE";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;2
"B00   Infecc p/virus do herpes";-;-;1;-;1;1;-;-;-;-;-;-;1;-;-;1;2;1;1;5;-;14
"B01   Varicela";-;-;3;6;2;-;-;1;-;1;-;-;-;-;-;-;1;-;1;-;-;15
"B02   Herpes zoster";-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;1;1;11;-;16
"B15   Hepatite aguda A";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"B16   Hepatite aguda B";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;1;-;1;-;6
"B17   Outr hepatites virais agudas";-;-;-;-;-;-;-;-;-;1;1;2;2;4;8;5;1;5;3;3;-;35
"B18   Hepatite viral cronica";-;-;-;-;-;-;-;1;-;1;7;8;10;22;47;42;41;30;29;33;-;271
"B19   Hepatite viral NE";-;-;1;-;-;1;1;1;-;2;3;2;2;-;2;5;3;2;1;1;-;27
"B20   Doenc p/HIV result doenc infecc e parasit";-;-;-;-;-;2;10;24;38;63;91;139;103;67;55;29;11;9;3;3;-;647
"B21   Doenc p/HIV result em neopl malig";-;-;-;-;-;-;2;-;-;1;1;-;1;1;1;1;1;-;-;-;-;9
"B22   Doenc p/HIV result em outr doenc espec";-;-;-;2;-;-;1;-;5;12;12;23;14;16;7;3;5;2;2;1;1;106
"B23   Doenc p/HIV result em outr doenc";-;-;-;1;-;-;-;-;2;-;1;2;2;1;3;-;-;-;-;-;-;12
"B24   Doenc p/HIV NE";-;-;-;-;-;-;1;-;8;12;9;19;15;9;6;5;4;3;-;-;-;91
"B25   Doenc p/citomegalovirus";-;-;1;-;-;-;-;-;1;-;-;-;1;2;1;-;-;-;-;-;-;6
"B26   Caxumba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B33   Outr doenc p/virus NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"B34   Doenc p/virus de localiz NE";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;3;-;6
"B37   Candidiase";-;-;1;-;1;1;-;-;-;-;-;-;-;1;1;1;-;-;-;3;-;9
"B39   Histoplasmose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"B40   Blastomicose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2
"B41   Paracoccidioidomicose";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"B43   Cromomicose e abscesso feomicotico";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"B45   Criptococose";-;-;-;-;-;1;-;-;1;-;-;-;1;1;-;2;2;-;1;-;-;9
"B48   Outr micoses NCOP";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"B49   Micose NE";-;1;5;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;1;-;10
"B55   Leishmaniose";-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;-;-;-;5
"B57   Doenc de Chagas";-;-;-;-;-;-;-;-;1;2;3;11;11;24;45;51;60;72;57;153;-;490
"B58   Toxoplasmose";-;-;-;1;-;-;-;-;-;2;1;1;1;-;2;-;1;-;-;-;-;9
"B59   Pneumocistose";-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;1;1;-;6
"B65   Esquistossomose";-;-;-;-;-;-;-;-;-;-;2;2;-;-;2;6;8;5;3;1;-;29
"B69   Cisticercose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;1;-;-;6
"B74   Filariose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2
"B90   Sequelas de tuberc";-;-;-;-;-;-;-;-;-;-;-;2;1;2;2;1;1;2;2;6;-;19
"B91   Sequelas de poliomielite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;4
"B94   Sequelas de outr doenc infecc e parasit e NE";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;1;1;-;-;-;6
"B99   Doenc infecc outr e as NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;10;-;13
"C00   Neopl malig do labio";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;1;-;4
"C01   Neopl malig da base da lingua";-;-;-;-;-;-;-;-;-;1;2;2;2;2;-;3;4;3;3;2;-;24
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;-;-;3;-;1;3;5;8;7;5;10;11;-;53
"C03   Neopl malig da gengiva";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;2;-;6
"C04   Neopl malig do assoalho da boca";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;1;3;-;8
"C05   Neopl malig do palato";-;-;-;-;-;-;-;-;-;-;1;-;2;1;1;2;3;5;2;3;-;20
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;8;9;4;7;24;-;58
"C07   Neopl malig da gland parotida";-;-;-;-;-;-;1;-;-;-;-;-;-;3;3;5;-;5;4;9;-;30
"C08   Neopl malig outr gland saliv maiores e NE";-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;2;1;1;-;-;7
"C09   Neopl malig da amigdala";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;1;2;1;-;8
"C10   Neopl malig da orofaringe";-;-;-;-;-;-;-;-;-;-;-;-;3;5;7;6;2;4;8;11;-;46
"C11   Neopl malig da nasofaringe";-;-;-;-;-;-;-;-;-;1;1;3;2;-;-;-;4;-;2;5;-;18
"C12   Neopl malig do seio piriforme";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;4
"C13   Neopl malig da hipofaringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;-;3;1;-;9
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;-;-;-;1;-;-;-;-;2;-;4;2;2;1;2;3;8;-;25
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;-;1;-;-;4;12;20;38;41;36;30;26;59;-;267
"C16   Neopl malig do estomago";-;-;-;-;-;-;1;4;10;19;39;45;71;90;100;141;152;155;171;325;-;1323
"C17   Neopl malig do intestino delgado";-;-;-;-;-;-;-;-;-;-;1;2;7;5;9;11;26;12;21;25;-;119
"C18   Neopl malig do colon";-;-;-;-;-;-;-;2;3;16;16;47;73;140;139;172;182;188;214;434;-;1626
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;1;-;5;9;11;9;18;14;29;17;23;48;-;184
"C20   Neopl malig do reto";-;-;-;-;-;-;-;1;4;7;9;22;30;47;72;76;60;77;71;134;-;610
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;-;-;1;1;1;3;3;9;5;8;9;8;-;48
"C22   Neopl malig figado vias biliares intra-hepat";-;-;-;2;-;-;-;1;7;7;10;12;34;57;88;95;103;127;110;219;-;872
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;-;2;1;6;12;21;20;26;23;29;29;-;169
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;-;1;2;3;14;20;32;42;39;43;43;84;-;323
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;-;-;5;6;24;33;71;116;135;167;171;174;333;-;1235
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;-;2;4;4;9;15;13;52;51;39;53;65;138;-;445
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;-;3;1;3;1;-;12
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;-;2;-;4;3;-;14
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;2;-;-;1;3;11;26;25;20;12;14;26;-;140
"C33   Neopl malig da traqueia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;4
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;-;-;2;2;5;10;20;46;111;223;321;323;322;290;298;439;-;2412
"C37   Neopl malig do timo";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;1;2;-;7
"C38   Neopl malig do coracao mediastino e pleura";-;1;-;-;-;1;-;1;1;1;1;4;4;3;4;9;6;11;4;17;-;68
"C39   Neop mal out loc mal def ap resp org intrat";-;-;-;-;-;-;-;-;-;-;-;-;-;4;2;-;1;2;1;2;-;12
"C40   Neopl malig ossos/cartilag artic membros";-;-;-;-;-;1;4;-;2;1;1;2;1;-;2;2;1;-;2;2;-;21
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;1;2;9;3;3;5;7;4;6;11;16;10;14;15;13;26;-;145
"C43   Melanoma malig da pele";-;-;-;-;-;-;-;-;3;4;5;8;8;11;22;24;18;15;10;46;-;174
"C44   Outr neopl malig da pele";-;-;-;-;-;-;-;1;-;1;1;-;6;6;9;11;8;13;10;83;-;149
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;1;2;3;5;-;15
"C46   Sarcoma de Kaposi";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;2
"C47   Neopl malig nervos perif e sist nerv autonom";-;-;-;-;-;-;-;-;-;1;2;-;-;2;1;-;-;-;2;-;-;8
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;-;-;1;3;1;1;1;6;15;16;13;25;24;15;20;23;-;164
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;1;1;3;4;5;7;5;5;11;13;17;15;13;13;14;11;27;-;165
"C50   Neopl malig da mama";-;-;-;-;-;-;-;2;18;74;126;215;359;422;472;443;377;362;312;560;-;3742
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;-;-;-;1;4;3;8;9;11;16;16;14;40;-;122
"C52   Neopl malig da vagina";-;-;-;-;-;1;-;-;-;-;-;-;1;1;2;4;3;2;2;8;-;24
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;1;9;23;42;45;76;82;102;98;77;87;62;53;76;-;833
"C54   Neopl malig do corpo do utero";-;-;-;-;-;-;-;-;-;1;2;3;8;31;49;56;70;57;56;63;-;396
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;1;-;2;13;14;21;30;38;43;42;38;59;34;73;-;408
"C56   Neopl malig do ovario";-;-;-;-;-;3;-;1;5;9;16;26;66;72;110;108;105;99;108;125;-;853
"C57   Neopl malig outr org genitais femin e NE";-;-;-;-;-;-;-;2;-;-;2;1;5;3;6;4;11;3;3;18;-;58
"C58   Neopl malig da placenta";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"C64   Neopl malig do rim exceto pelve renal";-;-;-;1;4;-;3;-;1;3;6;6;12;16;25;32;36;30;31;50;-;256
"C65   Neopl malig da pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;2;-;3;-;8
"C66   Neopl malig dos ureteres";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;4;3;-;10
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;1;-;-;1;1;4;10;23;27;36;39;43;115;-;300
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;1;-;-;2;-;2;-;1;4;1;5;3;5;-;24
"C69   Neopl malig do olho e anexos";-;-;-;-;-;-;1;-;1;1;-;1;3;1;1;1;3;2;3;2;-;20
"C70   Neopl malig das meninges";-;-;-;-;-;-;1;-;-;-;-;-;1;1;5;3;2;1;3;4;-;21
"C71   Neopl malig do encefalo";-;-;1;10;18;13;12;11;12;27;31;43;61;69;93;101;89;91;68;104;-;854
"C72   Neop mal med esp nerv cran out sist nerv cen";1;-;1;1;5;2;2;1;1;-;4;4;10;11;8;14;14;14;16;15;-;124
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;2;1;2;1;2;5;12;13;10;15;17;33;-;113
"C74   Neopl malig da gland supra-renal";-;-;2;6;3;-;-;-;1;1;-;1;1;3;4;1;1;1;4;-;-;29
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;-;-;2;-;1;-;2;-;2;1;7;6;3;2;3;9;-;38
"C76   Neopl malig outr localiz e mal definidas";-;-;-;1;1;1;2;-;4;1;5;15;14;28;32;36;41;52;51;118;-;402
"C77   Neopl malig secund e NE gangl linfaticos";-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;2;-;1;3;3;-;13
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;-;1;1;1;2;4;9;20;25;32;28;47;40;51;78;-;339
"C79   Neopl malig secund de outr localiz";-;-;-;1;-;-;-;3;-;7;6;7;17;24;25;22;23;24;17;32;-;208
"C80   Neopl malig s/especificacao de localiz";1;-;-;1;-;-;2;2;7;13;16;25;45;58;83;103;92;85;92;171;-;796
"C81   Doenc de Hodgkin";-;-;-;-;-;-;1;2;9;12;4;3;6;-;4;6;5;4;6;5;-;67
"C82   Linfoma nao-Hodgkin folicular";-;-;-;-;-;-;-;-;-;1;-;-;3;2;-;3;1;1;-;5;-;16
"C83   Linfoma nao-Hodgkin difuso";-;-;-;-;2;-;-;-;-;1;1;2;1;3;7;2;1;6;5;5;-;36
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;-;-;1;-;-;1;1;-;1;3;2;2;2;4;3;3;1;-;24
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;1;-;1;4;3;6;8;6;12;16;25;27;47;48;48;68;94;-;414
"C88   Doenc imunoproliferativas malignas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;4
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;1;1;2;3;15;24;35;55;55;49;61;77;-;378
"C91   Leucemia linfoide";-;-;1;6;9;11;7;2;4;13;7;3;6;10;7;16;7;18;16;44;-;187
"C92   Leucemia mieloide";-;-;2;9;6;4;10;12;14;17;10;21;26;27;27;34;37;41;34;76;-;407
"C93   Leucemia monocitica";-;-;-;1;-;-;-;-;-;-;-;1;-;-;2;2;-;-;1;1;-;8
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;-;1;-;-;1;-;-;-;-;-;2;2;2;-;-;3;-;11
"C95   Leucemia de tipo celular NE";-;-;-;-;-;2;3;1;3;1;6;3;7;5;5;7;6;10;19;38;-;116
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;-;-;-;-;-;2;-;-;-;1;-;2;1;2;3;-;-;-;11
"C97   Neopl malig de localiz mult independentes";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;5;4;-;1;1;-;13
"D00   Carcinoma in situ cav oral esofago estomago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D01   Carcinoma in situ de outr orgaos digestivos";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;2;4;-;9
"D02   Carcinoma in situ ouvido medio e ap respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;2;-;5
"D03   Melanoma in situ";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D04   Carcinoma in situ da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;4
"D05   Carcinoma in situ da mama";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;2;-;2;-;9
"D06   Carcinoma in situ do colo do utero";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;2;-;6
"D07   Carcinoma in situ outr orgaos genitais e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;3
"D09   Carcinoma in situ de outr localiz e das NE";-;-;-;-;-;-;-;-;-;2;-;-;1;1;1;4;1;1;3;2;-;16
"D12   Neopl benig do colon reto canal anal e anus";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;2;-;4
"D13   Neopl benig outr part e mal def ap digestivo";-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;2;1;-;-;6
"D14   Neopl benig ouvido medio e aparelho respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;-;5
"D15   Neopl benig outr orgaos intratoracicos e NE";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"D16   Neopl benig de osso e cartilagem articular";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2
"D17   Neopl lipomatosa benig";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;3
"D18   Hemangioma e linfangioma de qualquer localiz";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;3;-;7
"D19   Neopl benig de tec mesotelial";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D20   Neopl benig tec mole retro- e peritonio";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;3
"D25   Leiomioma do utero";-;-;-;-;-;-;-;-;-;-;1;3;2;1;2;-;-;-;-;1;-;10
"D26   Outr neopl benig do utero";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;3
"D27   Neopl benig do ovario";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;3
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;-;2;1;4;3;5;10;6;9;4;9;-;53
"D33   Neopl benig encef e out part sist nerv centr";-;-;1;-;-;-;-;-;-;-;2;-;-;-;3;1;-;1;-;2;-;10
"D35   Neopl benig de outr gland endocrinas e NE";-;-;-;-;-;-;-;-;1;1;1;-;3;-;2;-;1;-;-;-;-;9
"D36   Neopl benig de outr localiz e de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D37   Neopl comp incerto/desc cav oral e org dig";-;-;-;-;-;-;-;-;-;-;-;2;3;2;6;2;2;9;5;16;-;47
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;-;-;-;-;-;-;-;-;-;1;-;1;5;2;3;4;2;6;-;24
"D39   Neopl comp incerto/desconh org genitais fem";-;-;-;-;-;-;-;1;-;-;-;1;2;4;1;1;-;1;1;2;-;14
"D41   Neopl comp incerto/desconh orgaos urinarios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;4
"D42   Neopl comp incerto/desconhecido meninges";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"D43   Neopl comp inc/desc encefalo sist nerv centr";-;-;-;1;-;1;-;2;-;2;3;1;2;1;5;5;7;-;3;6;-;39
"D44   Neopl comp incerto/desconh gland endocrinas";-;-;-;-;-;2;-;2;1;-;-;-;-;-;-;2;1;-;-;-;-;8
"D45   Policitemia vera";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2;-;4
"D46   Sindr mielodisplasicas";-;-;-;1;1;1;1;1;1;-;1;2;3;-;1;9;10;12;16;43;-;103
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;-;-;-;-;1;-;3;3;6;4;6;7;8;26;-;64
"D48   Neopl comp inc/desconh outr localiz e NE";-;-;-;-;-;-;-;1;1;1;2;1;3;4;4;5;6;6;6;13;-;53
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;-;-;1;-;2;1;-;-;-;1;2;2;1;16;-;26
"D51   Anemia p/defic de vitamina B12";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D53   Outr anemias nutricionais";-;1;-;-;-;-;-;-;1;-;-;-;1;2;1;1;2;6;4;26;-;45
"D55   Anemia dev transt enzimaticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"D56   Talassemia";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;4
"D57   Transt falciformes";-;-;-;-;-;-;5;3;8;4;-;4;4;1;1;-;2;-;-;1;-;33
"D58   Outr anemias hemoliticas hereditarias";-;-;-;-;-;1;-;-;1;-;-;1;-;-;1;-;2;-;-;4;-;10
"D59   Anemia hemolitica adquir";-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;3;1;3;4;-;15
"D60   Aplasia pura da serie vermelha adquir";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"D61   Outr anemias aplasticas";-;-;3;3;-;1;5;3;4;1;2;4;5;6;7;13;5;11;9;20;-;102
"D62   Anemia aguda pos-hemorragica";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;3;-;-;1;3;-;9
"D64   Outr anemias";-;-;-;-;-;1;-;-;4;1;3;2;4;2;6;6;11;12;21;77;-;150
"D65   Coagulacao intravascular disseminada";-;-;3;1;1;2;-;-;3;-;2;-;3;1;2;2;5;-;-;3;-;28
"D68   Outr defeitos da coagulacao";2;-;2;1;1;-;1;1;1;4;3;1;2;2;4;3;6;9;20;19;-;82
"D69   Purpura e outr afeccoes hemorragicas";-;-;1;-;1;-;-;1;-;3;3;2;2;1;4;2;1;5;6;12;-;44
"D70   Agranulocitose";-;-;-;1;1;-;-;-;1;1;1;-;3;2;2;3;3;3;2;4;-;27
"D71   Transt func neutrofilos polimorfonucleares";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"D72   Outr transt dos globulos brancos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2
