 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Sexo: Fem
Período:2010
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"B77   Ascaridiase";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"B78   Estrongiloidiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"B86   Escabiose";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"B87   Miiase";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;2;-;5
"B90   Sequelas de tuberc";-;-;-;-;-;-;-;-;2;-;2;2;-;3;1;2;4;4;6;9;-;35
"B91   Sequelas de poliomielite";-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;-;-;-;-;-;4
"B94   Sequelas de outr doenc infecc e parasit e NE";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
"B99   Doenc infecc outr e as NE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;4
"C00   Neopl malig do labio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;3
"C01   Neopl malig da base da lingua";-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;2;1;3;2;8;-;19
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;-;1;1;-;3;4;8;6;6;6;8;13;-;56
"C03   Neopl malig da gengiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"C04   Neopl malig do assoalho da boca";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;1;-;5
"C05   Neopl malig do palato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;4;-;4;-;11
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;-;-;-;4;-;1;5;4;5;7;5;7;17;-;55
"C07   Neopl malig da gland parotida";-;-;-;-;-;-;-;-;-;-;1;2;-;2;2;-;-;2;3;6;-;18
"C08   Neopl malig outr gland saliv maiores e NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;-;2;-;6
"C09   Neopl malig da amigdala";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;1;-;5
"C10   Neopl malig da orofaringe";-;-;1;-;-;-;-;-;-;1;1;3;2;6;7;6;8;13;6;12;-;66
"C11   Neopl malig da nasofaringe";-;-;-;-;1;-;1;1;1;2;-;1;4;2;1;3;2;1;2;3;-;25
"C12   Neopl malig do seio piriforme";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;2;-;-;5
"C13   Neopl malig da hipofaringe";-;-;-;-;-;-;-;1;-;-;-;-;2;2;-;3;4;1;1;2;-;16
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;1;-;-;1;-;-;-;1;2;-;3;2;3;3;6;-;5;-;27
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;-;2;-;2;9;15;22;33;31;46;40;41;62;-;303
"C16   Neopl malig do estomago";-;-;-;-;-;-;-;2;8;21;27;46;61;75;105;104;137;161;159;316;-;1222
"C17   Neopl malig do intestino delgado";-;-;-;-;-;-;-;-;-;1;2;2;5;7;10;7;7;7;19;20;-;87
"C18   Neopl malig do colon";-;-;-;-;-;-;2;3;9;15;20;44;76;96;125;154;170;185;188;391;-;1478
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;4;-;3;9;13;14;17;18;14;17;20;44;-;173
"C20   Neopl malig do reto";-;-;-;-;-;-;1;-;3;8;9;16;29;43;45;75;63;73;59;153;-;577
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;-;-;-;4;2;4;5;5;9;1;4;5;-;39
"C22   Neopl malig figado vias biliares intra-hepat";-;-;-;-;-;-;-;2;6;6;9;25;37;58;76;82;81;110;125;150;-;767
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;-;3;6;8;17;20;15;22;16;30;33;-;170
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;-;2;2;4;6;16;25;24;30;25;33;60;-;227
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;-;1;5;5;17;27;63;94;114;122;164;166;277;-;1055
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;1;-;5;7;11;16;23;24;35;38;52;56;100;-;368
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;3
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;-;2;-;-;1;3;3;2;1;1;6;-;19
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;-;-;1;2;8;8;19;9;15;12;20;18;-;112
"C33   Neopl malig da traqueia";-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;2;1;-;6
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;1;1;-;-;-;3;3;8;20;57;92;204;248;304;297;260;258;379;-;2135
"C37   Neopl malig do timo";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;1;-;5
"C38   Neopl malig do coracao mediastino e pleura";-;-;-;1;-;-;1;2;1;-;2;-;2;4;3;3;4;4;7;19;-;53
"C39   Neop mal out loc mal def ap resp org intrat";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;2;1;3;-;9
"C40   Neopl malig ossos/cartilag artic membros";-;-;-;1;-;3;1;2;-;-;1;3;1;-;1;2;2;-;-;4;-;21
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;2;5;6;8;6;4;2;7;9;3;12;9;14;10;18;26;-;141
"C43   Melanoma malig da pele";-;-;-;-;-;-;-;2;3;3;11;6;18;11;17;15;21;24;18;48;-;197
"C44   Outr neopl malig da pele";-;-;-;-;-;-;-;1;1;2;2;1;2;3;6;8;12;5;11;65;-;119
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;1;2;2;2;2;-;14
"C46   Sarcoma de Kaposi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;3
"C47   Neopl malig nervos perif e sist nerv autonom";-;-;-;-;-;1;-;1;-;-;-;1;-;1;-;2;-;-;-;1;-;7
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;1;-;-;-;1;2;2;2;10;6;10;16;18;26;17;18;33;-;162
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;1;-;3;4;3;1;4;6;5;8;13;9;14;12;7;10;12;-;112
"C50   Neopl malig da mama";-;-;-;-;-;-;1;2;19;63;133;201;332;395;479;395;342;314;290;497;-;3463
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;-;-;-;1;1;5;2;4;4;14;7;11;27;-;76
"C52   Neopl malig da vagina";-;-;-;-;-;-;-;-;-;1;-;1;2;3;2;1;1;4;2;6;-;23
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;-;6;16;36;53;57;104;103;107;78;76;73;58;84;-;851
"C54   Neopl malig do corpo do utero";-;-;-;-;-;-;-;1;-;2;2;7;12;16;27;65;45;46;40;54;-;317
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;-;2;6;11;12;26;38;45;39;46;58;64;40;76;-;463
"C56   Neopl malig do ovario";-;-;-;-;-;1;6;2;10;11;21;44;77;76;97;104;89;85;63;108;-;794
"C57   Neopl malig outr org genitais femin e NE";-;-;-;1;-;-;-;-;1;1;1;2;7;4;6;4;9;5;8;11;-;60
"C58   Neopl malig da placenta";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;2
"C64   Neopl malig do rim exceto pelve renal";-;-;-;4;-;2;2;3;1;2;4;5;11;13;17;39;20;25;28;47;-;223
"C65   Neopl malig da pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;4
"C66   Neopl malig dos ureteres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;4
"C67   Neopl malig da bexiga";-;-;-;-;-;-;1;-;-;1;-;3;3;9;16;22;25;28;40;127;-;275
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;1;4;7;-;17
"C69   Neopl malig do olho e anexos";-;-;-;1;-;-;-;-;-;-;1;-;1;1;2;3;-;1;2;1;-;13
"C70   Neopl malig das meninges";-;-;-;-;-;-;-;-;1;-;-;-;-;-;4;2;4;1;2;5;-;19
"C71   Neopl malig do encefalo";-;-;2;5;17;11;7;11;14;23;28;39;41;62;78;99;95;85;80;108;-;805
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;-;3;1;5;1;1;1;1;1;4;4;4;14;8;7;9;4;8;-;76
"C73   Neopl malig da gland tireoide";-;-;-;-;-;1;-;-;1;-;1;5;-;7;5;10;8;17;9;21;-;85
"C74   Neopl malig da gland supra-renal";-;-;-;4;5;2;-;4;3;1;-;2;3;2;1;1;-;2;-;4;-;34
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;1;-;-;-;-;-;1;1;3;2;4;4;2;1;3;2;-;24
"C76   Neopl malig outr localiz e mal definidas";-;-;-;1;2;1;2;2;5;5;7;12;16;24;19;20;39;39;52;101;-;347
"C77   Neopl malig secund e NE gangl linfaticos";-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;1;1;2;7;-;15
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;1;-;-;2;2;3;7;17;14;24;27;42;29;33;75;-;276
"C79   Neopl malig secund de outr localiz";-;-;-;-;1;-;-;-;2;4;3;8;11;19;14;19;25;20;19;25;-;170
"C80   Neopl malig s/especificacao de localiz";-;-;-;-;1;-;1;2;14;14;12;23;51;69;74;96;89;105;85;190;-;826
"C81   Doenc de Hodgkin";-;-;-;-;2;-;1;3;8;7;8;3;4;2;6;3;4;2;5;7;-;65
"C82   Linfoma nao-Hodgkin folicular";-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;6;4;3;-;3;-;20
"C83   Linfoma nao-Hodgkin difuso";-;-;-;-;-;1;2;-;1;-;1;1;5;7;3;4;3;4;6;5;-;43
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;-;-;1;-;1;-;1;-;-;2;1;1;3;3;3;2;3;-;21
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;1;3;4;2;12;9;9;13;16;25;36;39;45;62;62;95;-;433
"C88   Doenc imunoproliferativas malignas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;2;-;5
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;1;1;1;18;16;36;55;50;49;56;57;-;340
"C91   Leucemia linfoide";-;-;-;10;7;19;13;6;8;7;7;8;3;9;13;8;9;11;16;37;-;191
"C92   Leucemia mieloide";-;-;2;4;4;9;19;8;14;9;14;14;22;23;32;29;39;43;37;73;-;395
"C93   Leucemia monocitica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;3
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2
"C95   Leucemia de tipo celular NE";-;-;1;2;-;2;1;4;-;2;2;6;8;4;11;5;8;9;17;36;-;118
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;3;-;8
"C97   Neopl malig de localiz mult independentes";-;-;-;-;-;-;-;-;-;1;2;2;1;3;-;4;4;2;3;2;-;24
"D00   Carcinoma in situ cav oral esofago estomago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2
"D01   Carcinoma in situ de outr orgaos digestivos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;4;1;3;-;10
"D02   Carcinoma in situ ouvido medio e ap respirat";-;-;-;-;-;-;-;-;-;1;-;-;-;3;2;-;1;1;1;-;-;9
"D04   Carcinoma in situ da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"D05   Carcinoma in situ da mama";-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;3;-;2;2;-;11
"D06   Carcinoma in situ do colo do utero";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;-;1;2;-;7
"D07   Carcinoma in situ outr orgaos genitais e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;4
"D09   Carcinoma in situ de outr localiz e das NE";-;-;-;-;-;-;-;-;-;-;2;2;2;2;4;1;1;2;-;6;-;22
"D12   Neopl benig do colon reto canal anal e anus";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;-;-;4
"D13   Neopl benig outr part e mal def ap digestivo";-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;1;2;2;1;3;-;13
"D14   Neopl benig ouvido medio e aparelho respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"D15   Neopl benig outr orgaos intratoracicos e NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"D16   Neopl benig de osso e cartilagem articular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"D17   Neopl lipomatosa benig";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;3
"D18   Hemangioma e linfangioma de qualquer localiz";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;2;-;6
"D19   Neopl benig de tec mesotelial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D21   Outr neopl benig tec conj e outr tec moles";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;3
"D24   Neopl benig da mama";-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;1;1;-;-;2;-;8
"D25   Leiomioma do utero";-;-;-;-;-;-;-;-;-;1;-;1;2;2;-;1;-;-;1;1;-;9
"D26   Outr neopl benig do utero";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"D27   Neopl benig do ovario";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;-;3;5;-;1;2;6;5;7;2;13;-;44
"D33   Neopl benig encef e out part sist nerv centr";-;-;-;-;-;-;1;-;-;-;-;1;1;2;1;1;3;-;1;2;-;13
"D35   Neopl benig de outr gland endocrinas e NE";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;3;1;-;-;-;7
"D36   Neopl benig de outr localiz e de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D37   Neopl comp incerto/desc cav oral e org dig";1;-;-;-;-;-;-;-;-;-;-;1;-;3;4;4;5;2;3;7;-;30
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;6;4;3;1;3;-;20
"D39   Neopl comp incerto/desconh org genitais fem";-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;2;3;-;-;2;-;11
"D41   Neopl comp incerto/desconh orgaos urinarios";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;4
"D42   Neopl comp incerto/desconhecido meninges";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;3
"D43   Neopl comp inc/desc encefalo sist nerv centr";-;-;-;1;1;-;2;2;1;2;3;3;3;3;5;7;6;5;2;4;-;50
"D44   Neopl comp incerto/desconh gland endocrinas";-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;1;1;1;1;-;8
"D45   Policitemia vera";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;3;-;5
"D46   Sindr mielodisplasicas";-;-;-;-;1;-;1;-;-;-;3;-;1;4;1;5;10;11;13;33;-;83
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;1;-;-;-;-;1;1;-;-;2;6;5;1;7;7;7;10;-;48
"D48   Neopl comp inc/desconh outr localiz e NE";-;-;-;-;-;-;-;-;1;1;1;1;3;-;1;4;3;1;10;5;-;31
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;1;3;6;-;13
"D51   Anemia p/defic de vitamina B12";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;-;1;-;1;-;1;1;4;5;2;3;1;19;-;38
"D55   Anemia dev transt enzimaticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D57   Transt falciformes";-;-;2;1;3;1;2;7;7;3;3;3;3;2;1;-;1;-;-;2;-;41
"D58   Outr anemias hemoliticas hereditarias";-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;1;-;1;-;6
"D59   Anemia hemolitica adquir";-;-;-;-;-;-;1;1;-;-;1;-;-;1;-;1;1;3;1;1;-;11
"D60   Aplasia pura da serie vermelha adquir";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;3
"D61   Outr anemias aplasticas";-;-;-;-;2;3;1;2;3;3;-;3;1;4;4;5;6;13;11;21;-;82
"D62   Anemia aguda pos-hemorragica";-;-;-;-;-;-;-;-;-;1;1;1;-;-;2;-;-;-;-;-;-;5
"D64   Outr anemias";-;-;-;-;-;-;-;-;4;-;1;5;2;5;9;9;7;19;24;91;-;176
"D65   Coagulacao intravascular disseminada";-;-;2;-;-;1;-;-;-;2;-;-;1;1;1;1;5;1;-;5;-;20
"D68   Outr defeitos da coagulacao";-;-;2;-;1;-;1;1;1;2;4;2;2;4;5;7;6;12;10;22;-;82
"D69   Purpura e outr afeccoes hemorragicas";-;-;1;1;1;-;2;1;3;2;3;2;4;3;3;4;1;2;4;12;-;49
"D70   Agranulocitose";-;-;-;-;1;-;-;1;-;1;1;1;1;1;3;1;2;4;1;7;-;25
"D72   Outr transt dos globulos brancos";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;3
"D73   Doenc do baco";-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;2;3;1;4;-;14
