 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Período:2017
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"Menor 1 ano (ign)";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"B40   Blastomicose";-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;2;1;1;-;2;2;-;11
"B41   Paracoccidioidomicose";-;-;-;-;1;-;1;1;2;1;-;2;2;-;2;2;4;2;1;1;1;-;23
"B43   Cromomicose e abscesso feomicotico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"B44   Aspergilose";-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;1;2;3;1;2;2;-;14
"B45   Criptococose";-;-;-;-;-;-;-;-;-;5;4;1;3;2;-;-;2;4;3;-;-;-;24
"B46   Zigomicose";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;1;-;-;4
"B49   Micose NE";-;-;5;-;-;-;-;-;-;-;-;-;1;1;-;1;2;2;1;1;-;-;14
"B55   Leishmaniose";-;-;1;-;1;-;-;-;-;2;-;1;1;1;1;1;2;-;1;1;1;-;14
"B57   Doenc de Chagas";-;-;-;-;-;-;-;1;1;1;-;5;16;39;57;73;103;138;149;168;234;-;985
"B58   Toxoplasmose";-;-;-;-;-;-;-;-;-;-;2;1;3;2;-;-;2;-;-;-;-;-;10
"B59   Pneumocistose";-;-;-;-;-;-;-;-;-;-;3;-;1;-;2;1;2;-;1;-;-;-;10
"B65   Esquistossomose";-;-;-;-;-;-;-;-;-;-;1;1;3;5;3;8;12;7;15;3;9;-;67
"B69   Cisticercose";-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;2;2;3;1;1;-;-;14
"B74   Filariose";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"B77   Ascaridiase";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"B83   Outr helmintiases";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"B87   Miiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;3;1;2;-;12
"B90   Sequelas de tuberc";-;-;-;-;-;-;-;-;-;-;2;1;2;6;4;8;4;5;6;9;10;-;57
"B91   Sequelas de poliomielite";-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;3;-;2;-;-;1;-;9
"B92   Sequelas de hanseniase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"B94   Sequelas de outr doenc infecc e parasit e NE";-;-;-;-;-;-;-;-;1;-;1;-;1;5;1;4;1;2;2;4;6;-;28
"B99   Doenc infecc outr e as NE";-;-;2;-;-;-;-;1;-;-;-;-;-;2;-;1;-;-;1;3;5;-;15
"C00   Neopl malig do labio";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;1;-;4;6;-;15
"C01   Neopl malig da base da lingua";-;-;-;-;-;-;-;-;-;2;1;1;5;11;22;24;35;35;16;6;11;-;169
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;-;-;1;1;7;29;47;63;52;52;37;23;43;-;355
"C03   Neopl malig da gengiva";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;1;1;3;2;9;-;21
"C04   Neopl malig do assoalho da boca";-;-;-;-;-;-;-;-;-;-;-;-;1;2;8;13;14;8;11;3;6;-;66
"C05   Neopl malig do palato";-;-;-;-;-;-;-;-;-;-;-;-;1;6;12;18;9;10;14;7;12;-;89
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;-;-;2;1;-;3;11;29;40;43;33;29;29;44;1;265
"C07   Neopl malig da gland parotida";-;-;-;-;-;-;-;-;-;-;-;3;2;3;1;6;8;8;10;11;27;-;79
"C08   Neopl malig outr gland saliv maiores e NE";-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;3;5;3;2;3;5;-;26
"C09   Neopl malig da amigdala";-;-;-;-;-;-;-;-;-;-;2;-;3;6;5;11;17;8;4;6;2;-;64
"C10   Neopl malig da orofaringe";-;-;-;-;-;-;1;-;-;-;-;5;16;34;75;85;104;89;48;33;37;-;527
"C11   Neopl malig da nasofaringe";-;-;-;-;-;-;1;2;3;1;1;3;6;8;15;10;10;13;5;4;3;-;85
"C12   Neopl malig do seio piriforme";-;-;-;-;-;-;-;-;-;-;-;-;3;1;1;10;7;4;-;1;3;-;30
"C13   Neopl malig da hipofaringe";-;-;-;-;-;-;-;-;-;-;1;2;3;9;19;25;31;24;15;10;6;-;145
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;-;-;-;-;-;-;-;-;1;3;12;26;22;31;38;24;11;24;-;192
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;-;-;1;7;15;50;86;198;272;289;291;219;159;200;-;1787
"C16   Neopl malig do estomago";-;-;-;-;-;-;-;-;9;16;38;40;92;143;233;336;416;472;484;455;745;-;3479
"C17   Neopl malig do intestino delgado";-;-;-;-;-;-;-;1;-;1;-;5;5;12;19;26;35;33;39;37;75;-;288
"C18   Neopl malig do colon";-;-;-;-;-;-;-;2;3;10;28;57;92;169;228;367;427;505;461;484;881;-;3714
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;-;2;3;7;10;17;33;39;48;54;51;53;104;-;421
"C20   Neopl malig do reto";-;-;-;-;-;-;-;-;1;4;11;26;30;71;120;160;196;193;178;189;322;-;1501
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;-;-;2;5;4;5;17;16;10;7;21;9;17;-;113
"C22   Neopl malig figado vias biliares intra-hepat";-;-;1;-;3;2;1;6;3;8;9;24;50;82;182;285;357;367;367;327;438;1;2513
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;1;-;2;4;6;15;25;24;32;32;32;62;-;235
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;1;-;-;6;5;13;19;35;60;69;75;70;91;182;-;626
"C25   Neopl malig do pancreas";-;-;-;-;-;-;1;-;2;2;7;25;57;104;183;317;371;472;433;388;679;-;3041
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;1;-;3;7;10;16;38;51;95;140;136;124;129;262;-;1012
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;-;-;-;-;1;2;-;-;1;2;1;1;2;-;1;3;8;-;22
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;1;1;2;1;3;4;4;7;7;4;2;10;-;46
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;1;1;-;6;32;54;125;186;211;185;147;98;109;-;1155
"C33   Neopl malig da traqueia";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;6;2;3;-;-;2;-;16
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;2;-;1;2;8;11;24;35;67;174;394;744;1056;1103;996;881;1248;1;6747
"C37   Neopl malig do timo";-;-;-;-;-;-;-;-;1;-;-;2;1;-;3;-;1;1;-;-;-;-;9
"C38   Neopl malig do coracao mediastino e pleura";-;-;-;-;-;1;1;-;8;3;7;4;6;9;11;20;29;26;25;19;28;-;197
"C39   Neop mal out loc mal def ap resp org intrat";-;-;-;-;-;-;-;1;-;-;-;2;-;1;3;7;10;5;7;4;14;-;54
"C40   Neopl malig ossos/cartilag artic membros";-;-;-;-;-;1;6;8;2;1;-;-;2;5;1;1;5;4;3;3;7;-;49
"C41   Neopl malig ossos/cartil artic outr loc e NE";1;-;-;-;1;3;8;13;15;13;10;10;9;16;25;42;32;27;41;30;51;1;348
"C43   Melanoma malig da pele";-;-;-;-;-;-;-;1;4;2;17;12;24;30;39;49;54;58;63;41;122;-;516
"C44   Outr neopl malig da pele";-;-;-;-;-;1;-;-;1;2;1;3;9;12;12;16;36;28;41;59;195;-;416
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;5;4;10;4;7;8;-;41
"C46   Sarcoma de Kaposi";-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;1;1;2;2;-;10
"C47   Neopl malig nervos perif e sist nerv autonom";-;-;-;-;-;-;-;-;2;-;-;2;-;-;-;1;-;-;2;1;1;-;9
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;1;-;-;2;2;7;4;6;12;16;25;32;40;62;48;52;72;1;382
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;-;2;2;2;6;13;11;12;11;13;17;27;30;27;36;36;21;40;-;306
"C50   Neopl malig da mama";-;-;-;-;-;-;-;-;4;26;85;162;243;348;453;491;509;515;384;334;674;-;4228
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;-;-;1;-;-;2;3;5;3;7;13;19;17;41;-;111
"C52   Neopl malig da vagina";-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;2;1;6;1;2;6;-;23
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;-;2;7;21;57;65;92;94;101;97;105;85;67;49;97;-;939
"C54   Neopl malig do corpo do utero";-;-;-;-;-;-;-;-;1;-;1;5;6;11;38;52;88;72;87;59;92;-;512
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;-;-;1;4;7;26;19;31;49;70;58;73;48;54;87;-;527
"C56   Neopl malig do ovario";-;-;-;-;-;-;3;3;7;11;18;25;37;72;101;128;142;122;134;105;162;-;1070
"C57   Neopl malig outr org genitais femin e NE";-;-;-;-;-;-;-;-;1;-;-;2;4;2;5;8;9;6;9;4;21;-;71
"C58   Neopl malig da placenta";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"C60   Neopl malig do penis";-;-;-;-;-;-;-;-;1;1;1;4;3;3;5;7;5;9;3;9;12;-;63
"C61   Neopl malig da prostata";-;-;-;-;-;-;-;-;1;-;1;2;2;13;40;95;215;389;478;583;1283;-;3102
"C62   Neopl malig dos testiculos";-;-;-;-;-;-;-;3;18;24;19;17;12;3;2;1;-;1;5;1;3;-;109
"C63   Neopl malig outr org genit masc e NE";-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;-;1;1;3;-;9
"C64   Neopl malig do rim exceto pelve renal";-;-;-;-;4;4;2;-;2;4;8;14;16;44;65;113;124;152;110;106;157;-;925
"C65   Neopl malig da pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;6;1;3;5;-;20
"C66   Neopl malig dos ureteres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;4;3;6;6;-;22
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;-;-;1;1;3;4;16;30;79;103;149;167;196;467;-;1216
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;1;-;-;-;-;-;-;-;1;1;-;2;2;2;9;5;6;11;10;-;50
"C69   Neopl malig do olho e anexos";-;-;-;-;4;1;-;1;-;2;1;-;-;3;2;6;4;3;4;4;18;-;53
"C70   Neopl malig das meninges";-;-;-;-;-;1;1;-;-;-;-;-;3;1;3;2;2;5;1;3;2;-;24
"C71   Neopl malig do encefalo";1;-;4;-;25;29;22;21;21;36;49;63;74;126;147;219;263;226;212;156;208;2;1904
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;1;-;8;6;6;5;4;5;5;3;6;11;18;25;24;35;20;30;47;-;259
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;1;-;3;5;4;7;13;17;18;23;23;21;39;-;174
"C74   Neopl malig da gland supra-renal";-;-;1;-;9;5;1;1;1;2;3;3;5;3;7;8;11;7;9;4;7;-;87
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;-;-;1;1;2;2;-;4;1;2;7;2;12;9;8;2;11;-;64
"C76   Neopl malig outr localiz e mal definidas";-;-;-;-;1;1;1;3;5;5;11;19;26;47;82;119;104;96;107;97;187;-;911
"C77   Neopl malig secund e NE gangl linfaticos";-;-;-;-;1;-;-;-;-;-;-;1;2;-;5;2;4;1;2;6;3;-;27
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;-;-;-;2;1;5;10;8;17;32;70;76;62;97;64;111;-;555
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;-;3;1;6;8;4;6;15;29;40;35;41;32;31;79;1;331
"C80   Neopl malig s/especificacao de localiz";-;-;1;-;2;-;3;3;6;6;23;25;32;70;118;188;221;225;213;187;371;-;1694
"C81   Doenc de Hodgkin";-;-;-;-;-;1;-;4;12;14;14;5;16;11;7;7;9;15;18;14;16;-;163
"C82   Linfoma nao-Hodgkin folicular";-;-;-;-;-;-;-;-;-;-;1;2;1;2;2;4;3;2;5;3;9;-;34
"C83   Linfoma nao-Hodgkin difuso";-;-;-;-;1;1;3;8;7;5;3;8;4;7;9;15;5;17;17;18;28;-;156
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;-;1;-;-;1;2;2;4;-;5;7;5;11;3;7;6;7;9;-;70
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;2;1;5;6;3;24;18;24;38;41;73;75;77;119;125;130;176;-;937
"C88   Doenc imunoproliferativas malignas";-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;1;-;-;3;2;2;-;12
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;-;2;2;6;22;41;81;120;152;143;132;186;-;887
"C91   Leucemia linfoide";-;-;2;-;14;17;19;24;31;17;12;14;9;6;19;27;27;31;31;32;85;-;417
"C92   Leucemia mieloide";-;-;1;-;11;7;6;21;12;15;43;26;29;47;56;64;77;105;107;98;163;-;888
"C93   Leucemia monocitica";-;-;-;-;2;-;-;-;-;-;1;-;1;-;4;-;4;2;1;1;3;-;19
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;1;-;1;-;-;-;1;1;-;-;1;4;2;5;1;6;3;-;26
"C95   Leucemia de tipo celular NE";-;-;-;-;-;2;2;4;2;5;3;11;4;15;8;11;21;34;31;41;87;-;281
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;-;-;-;-;-;-;1;2;1;1;2;1;2;2;6;4;2;8;-;32
"C97   Neopl malig de localiz mult independentes";-;-;-;-;-;-;-;-;-;-;1;1;1;-;3;3;2;3;2;3;9;-;28
"D00   Carcinoma in situ cav oral esofago estomago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;3;1;-;-;1;-;8
"D01   Carcinoma in situ de outr orgaos digestivos";-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;3;3;-;-;4;-;16
"D02   Carcinoma in situ ouvido medio e ap respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;1;-;7
"D03   Melanoma in situ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;2;-;5
"D04   Carcinoma in situ da pele";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;2;-;3;5;-;13
"D05   Carcinoma in situ da mama";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;3;-;7
"D06   Carcinoma in situ do colo do utero";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
"D07   Carcinoma in situ outr orgaos genitais e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;4;-;6
"D09   Carcinoma in situ de outr localiz e das NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;3;2;1;9;-;20
"D10   Neopl benig da boca e da faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D12   Neopl benig do colon reto canal anal e anus";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;1;-;4
"D13   Neopl benig outr part e mal def ap digestivo";-;-;-;-;-;-;-;-;-;-;-;2;2;2;1;1;-;-;-;1;3;-;12
"D14   Neopl benig ouvido medio e aparelho respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;1;4;-;9
"D15   Neopl benig outr orgaos intratoracicos e NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3;-;-;4
"D16   Neopl benig de osso e cartilagem articular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2
"D17   Neopl lipomatosa benig";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;2
"D18   Hemangioma e linfangioma de qualquer localiz";1;-;-;-;1;-;1;-;-;1;-;1;-;-;-;-;1;3;1;1;3;-;14
"D19   Neopl benig de tec mesotelial";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2
"D21   Outr neopl benig tec conj e outr tec moles";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;3
"D23   Outr neopl benig da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"D25   Leiomioma do utero";-;-;-;-;-;-;-;-;-;-;1;1;2;1;1;-;-;-;-;-;1;-;7
"D26   Outr neopl benig do utero";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"D27   Neopl benig do ovario";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
"D29   Neopl benig dos orgaos genitais masc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;2;-;6
"D30   Neopl benig dos orgaos urinarios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;4
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;-;2;1;4;-;6;3;7;7;7;12;17;-;66
"D33   Neopl benig encef e out part sist nerv centr";-;-;-;-;1;-;-;-;1;-;2;-;1;1;3;-;1;1;3;-;1;-;15
"D34   Neopl benig da gland tireoide";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"D35   Neopl benig de outr gland endocrinas e NE";-;-;-;-;-;-;-;1;-;-;-;1;-;3;2;1;1;4;2;2;-;-;17
"D36   Neopl benig de outr localiz e de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
