 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Período:2013
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"A40   Septicemia estreptococica";-;-;1;-;-;-;-;-;1;-;1;-;1;1;3;3;4;1;3;19;-;38
"A41   Outr septicemias";-;-;137;30;13;11;18;19;26;35;45;65;83;136;161;189;224;276;315;901;6;2690
"A42   Actinomicose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"A43   Nocardiose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;3
"A44   Bartonelose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A46   Erisipela";-;-;-;-;-;-;2;1;1;1;2;8;11;24;21;33;28;46;41;135;-;354
"A48   Outr doenc bacter NCOP";1;-;-;1;1;1;1;2;-;2;2;2;1;2;2;5;4;9;5;32;-;73
"A49   Infecc bacter de localiz NE";-;1;-;-;-;-;-;-;-;1;-;-;1;1;1;-;1;1;4;5;-;16
"A50   Sifilis congen";9;3;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"A51   Sifilis precoce";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A52   Sifilis tard";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;-;1;2;-;8
"A53   Outr form e as NE da sifilis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"A54   Infecc gonococica";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;3
"A55   Linfogranuloma p/clamidia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A56   Outr infecc p/clamidias transm p/via sexual";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2
"A57   Cancro mole";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A60   Infecc anogenitais p/virus do herpes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"A63   Outr doenc de transm predom sexual NCOP";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"A69   Outr infecc p/espiroquetas";-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;3
"A77   Febre maculosa";-;-;-;2;1;-;1;1;-;1;1;2;2;-;3;1;-;1;-;-;-;16
"A81   Infecc p/virus atipicos sist nervoso central";-;-;-;1;-;-;-;-;-;-;-;-;1;2;5;2;4;2;2;-;-;19
"A82   Raiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"A85   Outr encefalites virais NCOP";-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"A86   Encefalite viral NE";-;-;2;-;-;-;-;4;3;3;1;1;2;-;2;-;2;-;1;2;-;23
"A87   Meningite viral";-;-;4;-;-;1;-;1;-;2;1;2;1;3;1;1;1;-;-;1;-;19
"A90   Dengue";-;-;-;-;-;-;3;-;2;1;3;5;5;1;3;4;-;2;2;8;-;39
"A91   Febre hemorragica dev virus do dengue";-;-;1;1;1;2;4;1;2;2;1;1;3;4;3;3;2;3;4;5;-;43
"A94   Febre viral transm p/artropodes NE";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"A98   Outr febres hemorragicas p/virus NCOP";-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;1;-;-;4
"A99   Febres hemorragicas virais NE";-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;3
"B00   Infecc p/virus do herpes";-;-;1;-;1;1;-;-;-;1;-;-;3;-;1;4;2;1;2;5;-;22
"B01   Varicela";-;-;5;23;3;-;-;2;-;2;1;-;-;-;-;-;1;-;1;2;-;40
"B02   Herpes zoster";-;-;-;-;-;-;-;1;1;-;1;-;-;2;-;-;2;1;1;14;-;23
"B15   Hepatite aguda A";-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;1;-;-;-;-;-;4
"B16   Hepatite aguda B";-;-;-;-;-;-;-;2;-;2;-;-;-;1;6;4;1;6;-;2;-;24
"B17   Outr hepatites virais agudas";-;-;-;-;-;-;-;-;1;1;4;9;12;15;15;12;2;9;6;5;-;91
"B18   Hepatite viral cronica";-;-;-;-;-;-;-;1;-;7;26;28;72;101;126;120;77;65;54;48;-;725
"B19   Hepatite viral NE";-;-;2;-;1;1;1;1;-;3;4;5;6;5;4;6;4;3;3;3;-;52
"B20   Doenc p/HIV result doenc infecc e parasit";-;-;2;-;2;3;17;66;140;209;288;373;346;230;134;98;44;23;10;10;3;1998
"B21   Doenc p/HIV result em neopl malig";-;-;-;-;-;-;2;2;6;4;6;6;16;7;6;4;1;-;1;-;-;61
"B22   Doenc p/HIV result em outr doenc espec";-;-;-;2;-;-;3;9;22;43;41;59;48;42;31;11;15;3;2;1;1;333
"B23   Doenc p/HIV result em outr doenc";-;-;-;1;-;-;-;2;4;-;4;4;4;3;3;-;-;-;-;1;-;26
"B24   Doenc p/HIV NE";-;-;-;-;-;-;1;4;20;30;34;49;48;36;20;8;14;6;4;-;-;274
"B25   Doenc p/citomegalovirus";-;-;1;-;-;-;-;-;2;-;-;-;2;3;1;2;-;-;-;-;-;11
"B26   Caxumba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B27   Mononucleose infecc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B33   Outr doenc p/virus NCOP";-;-;-;-;-;-;-;-;-;3;-;-;-;-;1;-;1;-;-;-;-;5
"B34   Doenc p/virus de localiz NE";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;1;4;-;8
"B37   Candidiase";-;-;3;-;1;1;-;-;-;-;-;-;-;3;1;1;3;1;2;6;-;22
"B38   Coccidioidomicose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"B39   Histoplasmose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;4
"B40   Blastomicose";-;-;-;-;-;-;-;1;-;-;-;-;1;2;4;2;-;2;2;1;-;15
"B41   Paracoccidioidomicose";-;-;-;-;-;-;-;1;-;-;-;1;3;2;2;3;-;2;2;1;-;17
"B43   Cromomicose e abscesso feomicotico";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"B44   Aspergilose";-;-;-;-;-;-;-;-;-;-;-;1;1;2;4;-;-;2;2;2;-;14
"B45   Criptococose";-;-;-;-;-;1;-;-;3;-;3;1;2;5;2;4;2;2;2;1;-;28
"B46   Zigomicose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"B48   Outr micoses NCOP";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"B49   Micose NE";-;4;6;-;-;-;-;-;-;-;1;-;-;1;-;1;-;3;-;3;-;19
"B51   Malaria p/Plasmodium vivax";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"B54   Malaria NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2
"B55   Leishmaniose";-;-;1;-;-;-;-;-;1;1;-;2;2;1;1;1;1;2;2;-;-;15
"B57   Doenc de Chagas";-;-;-;-;-;-;1;2;3;3;20;34;41;65;99;141;125;145;123;239;-;1041
"B58   Toxoplasmose";-;-;1;1;-;-;-;1;1;3;1;5;3;1;2;-;1;-;-;-;-;20
"B59   Pneumocistose";-;-;-;-;-;-;-;-;1;-;1;2;2;-;3;1;-;-;1;1;-;12
"B65   Esquistossomose";-;-;-;-;-;-;-;-;-;3;3;8;2;2;7;8;12;9;8;2;-;64
"B69   Cisticercose";-;-;-;-;-;-;-;-;1;-;1;-;-;1;3;4;1;2;2;-;-;15
"B74   Filariose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;3
"B77   Ascaridiase";-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"B78   Estrongiloidiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"B81   Outr helmintiases intestinais NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"B87   Miiase";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;3;-;6
"B88   Outr infestacoes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B90   Sequelas de tuberc";-;-;-;-;-;-;-;1;-;-;-;5;11;6;5;5;9;6;8;12;-;68
"B91   Sequelas de poliomielite";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;-;2;-;-;-;8
"B94   Sequelas de outr doenc infecc e parasit e NE";-;-;-;-;-;-;-;-;1;1;-;2;1;2;-;2;3;1;-;-;-;13
"B99   Doenc infecc outr e as NE";-;-;2;-;-;1;-;-;-;-;-;1;-;-;-;1;2;1;-;11;-;19
"C00   Neopl malig do labio";-;-;-;1;-;-;-;-;-;-;-;1;1;1;6;-;1;-;4;2;-;17
"C01   Neopl malig da base da lingua";-;-;-;-;-;-;-;-;-;2;4;9;14;22;34;28;15;14;10;11;-;163
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;1;-;4;15;25;45;53;41;41;29;24;29;-;307
"C03   Neopl malig da gengiva";-;-;-;-;-;-;-;-;-;-;-;-;2;3;4;1;1;2;2;2;-;17
"C04   Neopl malig do assoalho da boca";-;-;-;-;-;-;1;-;-;-;-;-;4;11;10;10;5;4;5;6;-;56
"C05   Neopl malig do palato";-;-;-;-;-;-;-;1;-;2;1;3;5;5;12;13;9;9;8;9;-;77
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;-;-;-;3;4;16;20;27;40;33;16;22;44;-;225
"C07   Neopl malig da gland parotida";-;-;-;-;-;-;1;-;1;-;-;2;2;4;7;6;9;10;8;16;-;66
"C08   Neopl malig outr gland saliv maiores e NE";-;-;-;-;-;-;-;-;1;-;-;-;2;2;3;1;2;1;1;1;-;14
"C09   Neopl malig da amigdala";-;-;-;-;-;-;-;-;-;-;1;2;7;7;14;5;7;4;8;3;-;58
"C10   Neopl malig da orofaringe";-;-;-;-;-;-;-;-;-;-;8;13;39;70;85;75;56;44;29;27;-;446
"C11   Neopl malig da nasofaringe";-;-;-;-;-;-;-;1;1;4;4;5;9;8;6;13;12;6;4;9;-;82
"C12   Neopl malig do seio piriforme";-;-;-;-;-;-;-;-;-;-;-;1;1;7;8;3;9;3;1;1;-;34
"C13   Neopl malig da hipofaringe";-;-;-;-;-;-;-;-;-;-;-;2;5;13;17;17;15;8;10;5;-;92
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;-;-;-;1;-;2;-;2;12;12;41;38;31;23;20;13;22;-;217
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;1;4;2;13;42;95;213;254;311;232;162;156;181;-;1666
"C16   Neopl malig do estomago";-;-;-;-;-;-;1;6;19;37;74;105;182;271;359;446;464;510;462;713;1;3650
"C17   Neopl malig do intestino delgado";-;-;-;-;1;-;-;-;2;-;2;6;9;15;24;22;38;25;34;48;-;226
"C18   Neopl malig do colon";-;-;-;-;-;-;1;4;7;29;34;80;142;253;257;369;404;430;433;727;-;3170
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;2;-;6;13;13;18;39;33;59;45;49;88;-;365
"C20   Neopl malig do reto";-;-;-;-;-;-;1;3;10;14;22;36;59;93;146;166;142;168;143;240;-;1243
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;-;-;2;4;5;7;8;11;7;14;11;10;-;79
"C22   Neopl malig figado vias biliares intra-hepat";-;1;-;4;1;-;1;3;9;19;16;38;90;192;280;307;295;316;234;415;1;2222
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;-;2;1;9;14;31;28;33;30;40;37;-;225
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;-;3;5;8;18;41;49;73;67;77;74;118;-;533
"C25   Neopl malig do pancreas";-;-;-;-;-;-;1;-;4;7;21;46;93;160;238;297;384;339;305;555;-;2450
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;2;3;5;7;19;38;49;92;100;91;108;120;250;-;884
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;-;-;-;-;-;2;1;1;2;2;1;1;5;1;4;2;-;22
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;-;2;1;2;6;6;3;5;1;9;5;-;40
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;3;2;5;20;69;131;212;172;169;132;93;117;1;1126
"C33   Neopl malig da traqueia";-;-;-;-;-;-;-;-;-;-;-;-;4;-;4;4;2;4;3;3;-;24
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;-;-;3;5;11;27;45;91;214;460;740;834;886;887;831;1061;2;6097
"C37   Neopl malig do timo";-;-;-;-;-;-;1;-;-;2;-;-;1;-;2;4;3;-;1;3;-;17
"C38   Neopl malig do coracao mediastino e pleura";-;1;-;-;-;1;-;6;4;5;3;9;12;10;19;18;21;24;11;33;-;177
"C39   Neop mal out loc mal def ap resp org intrat";-;-;-;-;-;-;-;-;-;-;-;-;1;6;3;2;5;6;5;6;1;35
"C40   Neopl malig ossos/cartilag artic membros";-;-;-;-;2;2;6;1;2;1;1;3;2;2;2;4;1;1;3;4;-;37
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;1;2;9;18;15;10;11;14;11;19;25;35;29;33;37;26;44;-;339
"C43   Melanoma malig da pele";-;-;-;-;-;-;-;-;5;12;12;17;19;25;40;49;50;48;40;104;-;421
"C44   Outr neopl malig da pele";-;-;1;-;-;-;-;2;-;2;6;3;13;19;23;26;25;31;38;146;-;335
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;1;3;3;4;8;3;4;6;12;-;44
"C46   Sarcoma de Kaposi";-;-;-;-;-;-;-;-;1;2;-;1;1;-;1;-;2;1;1;3;-;13
"C47   Neopl malig nervos perif e sist nerv autonom";-;-;-;-;-;-;1;-;2;1;2;-;-;3;2;3;-;-;2;-;-;16
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;1;-;1;5;2;6;3;12;25;33;36;47;41;32;37;45;-;326
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;4;2;6;11;9;10;12;16;20;22;26;26;19;27;22;20;41;-;293
"C50   Neopl malig da mama";-;-;-;-;-;-;-;2;18;76;127;215;360;426;476;450;377;367;315;564;-;3773
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;-;-;-;1;4;3;8;9;11;16;16;14;40;-;122
"C52   Neopl malig da vagina";-;-;-;-;-;1;-;-;-;-;-;-;1;1;2;4;3;2;2;8;-;24
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;1;9;23;42;45;76;82;102;98;77;87;62;53;76;-;833
"C54   Neopl malig do corpo do utero";-;-;-;-;-;-;-;-;-;1;2;3;8;31;49;56;70;57;56;63;-;396
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;1;-;2;13;14;21;30;38;43;42;38;59;34;73;-;408
"C56   Neopl malig do ovario";-;-;-;-;-;3;-;1;5;9;16;26;66;72;110;108;105;99;108;125;-;853
"C57   Neopl malig outr org genitais femin e NE";-;-;-;-;-;-;-;2;-;-;2;1;5;3;6;4;11;3;3;18;-;58
"C58   Neopl malig da placenta";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"C60   Neopl malig do penis";-;-;-;-;-;-;-;-;-;2;5;4;3;4;11;7;5;5;4;4;-;54
"C61   Neopl malig da prostata";-;-;-;-;-;-;1;-;1;-;1;2;13;34;89;203;304;399;550;1150;1;2748
"C62   Neopl malig dos testiculos";-;-;-;-;-;-;6;21;18;11;11;6;2;4;1;1;2;1;1;4;-;89
"C63   Neopl malig outr org genit masc e NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;1;2;2;-;9
"C64   Neopl malig do rim exceto pelve renal";-;-;-;2;6;-;5;-;3;6;16;22;29;57;97;104;114;98;82;114;-;755
"C65   Neopl malig da pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;5;-;3;2;5;-;18
"C66   Neopl malig dos ureteres";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;3;1;4;3;-;13
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;2;-;4;5;3;18;28;81;95;129;144;178;357;-;1044
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;1;-;-;2;2;4;1;7;7;7;11;10;18;-;70
"C69   Neopl malig do olho e anexos";-;-;-;1;-;-;1;-;1;1;-;2;4;1;2;3;5;4;4;6;-;35
"C70   Neopl malig das meninges";-;-;-;-;-;-;1;-;-;-;1;-;2;1;8;5;3;3;5;7;-;36
"C71   Neopl malig do encefalo";-;-;5;29;33;29;28;22;35;48;64;89;139;156;200;226;183;186;136;176;1;1785
"C72   Neop mal med esp nerv cran out sist nerv cen";1;-;2;4;9;2;4;3;2;1;7;13;19;18;20;30;39;20;22;22;-;238
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;2;3;2;5;4;9;16;18;17;27;26;44;-;173
"C74   Neopl malig da gland supra-renal";-;-;2;21;7;1;-;-;1;1;-;3;2;4;8;6;4;3;7;1;-;71
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;-;-;2;1;3;2;2;1;3;3;9;10;7;3;6;12;-;64
"C76   Neopl malig outr localiz e mal definidas";-;-;-;2;4;2;3;1;8;8;14;29;50;81;101;99;106;104;99;206;-;917
"C77   Neopl malig secund e NE gangl linfaticos";-;-;-;-;-;-;-;-;-;-;-;-;4;2;4;7;2;7;3;5;-;34
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;1;-;1;1;2;7;7;17;39;56;95;78;122;128;104;145;1;804
"C79   Neopl malig secund de outr localiz";-;-;-;1;-;-;-;5;1;7;8;11;25;36;41;42;39;57;48;69;-;390
"C80   Neopl malig s/especificacao de localiz";1;-;-;1;-;2;2;9;13;27;26;51;83;140;183;222;188;206;223;323;-;1700
"C81   Doenc de Hodgkin";-;-;-;-;1;1;3;8;13;20;7;10;11;3;6;8;12;6;13;15;-;137
"C82   Linfoma nao-Hodgkin folicular";-;-;-;-;-;-;-;-;-;2;4;-;6;5;2;6;5;2;2;7;-;41
"C83   Linfoma nao-Hodgkin difuso";-;-;-;-;5;1;3;1;1;4;4;7;4;8;13;10;5;12;13;12;-;103
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;-;-;1;-;2;1;2;-;3;5;2;7;6;7;10;10;5;-;61
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;2;2;4;8;12;12;20;21;22;38;52;65;98;105;102;120;166;-;849
"C88   Doenc imunoproliferativas malignas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;2;1;2;-;9
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;2;1;5;8;27;45;67;106;106;106;110;142;-;725
"C91   Leucemia linfoide";-;-;2;13;33;25;28;11;13;20;17;11;21;16;20;27;26;45;34;83;-;445
"C92   Leucemia mieloide";-;-;5;15;13;13;23;26;30;34;21;39;49;58;57;75;75;83;74;144;-;834
"C93   Leucemia monocitica";-;-;-;2;-;-;-;-;-;1;-;1;1;-;3;5;-;1;1;3;-;18
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;1;2;-;-;3;-;-;-;-;-;3;4;4;2;1;6;-;26
"C95   Leucemia de tipo celular NE";-;-;-;-;1;2;4;4;8;7;9;7;13;9;18;14;14;18;40;84;-;252
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;-;-;-;-;-;2;-;-;1;2;1;4;3;4;3;1;3;-;24
"C97   Neopl malig de localiz mult independentes";-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;7;8;3;4;2;-;28
"D00   Carcinoma in situ cav oral esofago estomago";-;-;-;-;-;-;-;-;-;-;-;1;-;2;5;2;1;1;-;3;-;15
"D01   Carcinoma in situ de outr orgaos digestivos";-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;4;2;-;5;5;-;20
"D02   Carcinoma in situ ouvido medio e ap respirat";-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;1;3;3;2;5;-;18
"D03   Melanoma in situ";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"D04   Carcinoma in situ da pele";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;2;1;3;-;10
"D05   Carcinoma in situ da mama";-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;1;1;2;1;3;-;13
"D06   Carcinoma in situ do colo do utero";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;2;-;6
"D07   Carcinoma in situ outr orgaos genitais e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;4;3;-;11
"D09   Carcinoma in situ de outr localiz e das NE";-;-;-;-;-;-;-;-;-;2;-;1;1;4;4;6;1;1;5;6;-;31
"D10   Neopl benig da boca e da faringe";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"D11   Neopl benig de gland salivares maiores";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D12   Neopl benig do colon reto canal anal e anus";-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;2;1;-;3;-;9
"D13   Neopl benig outr part e mal def ap digestivo";-;-;1;-;-;-;-;-;1;1;1;2;-;-;-;2;2;3;3;1;-;17
"D14   Neopl benig ouvido medio e aparelho respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;-;2;3;-;10
"D15   Neopl benig outr orgaos intratoracicos e NE";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"D16   Neopl benig de osso e cartilagem articular";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;-;4
"D17   Neopl lipomatosa benig";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;3
"D18   Hemangioma e linfangioma de qualquer localiz";1;1;-;-;-;-;-;-;-;1;1;-;-;1;-;-;3;-;1;6;-;15
"D19   Neopl benig de tec mesotelial";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;1;-;-;-;5
"D20   Neopl benig tec mole retro- e peritonio";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;3
"D21   Outr neopl benig tec conj e outr tec moles";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2
"D25   Leiomioma do utero";-;-;-;-;-;-;-;-;-;-;1;3;2;1;2;-;-;-;-;1;-;10
"D26   Outr neopl benig do utero";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;3
"D27   Neopl benig do ovario";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;3
"D29   Neopl benig dos orgaos genitais masc";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3;-;4
"D32   Neopl benig das meninges";-;-;-;-;-;-;1;-;-;-;2;1;5;4;5;10;10;13;6;10;-;67
"D33   Neopl benig encef e out part sist nerv centr";-;-;1;-;-;-;-;-;-;-;2;1;1;1;3;2;1;1;1;2;-;16
"D35   Neopl benig de outr gland endocrinas e NE";-;-;-;-;-;-;-;-;3;1;1;-;5;1;2;1;2;-;-;-;-;16
"D36   Neopl benig de outr localiz e de localiz NE";-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;-;-;1;-;-;5
"D37   Neopl comp incerto/desc cav oral e org dig";-;-;-;-;-;-;1;-;-;-;-;5;5;7;14;9;9;18;13;24;-;105
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;-;-;-;-;-;-;1;-;-;3;3;6;10;10;13;11;13;13;-;83
