 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Período:2010
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"Menor 1 ano (ign)";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"C07   Neopl malig da gland parotida";-;-;-;-;-;-;-;-;-;-;-;1;2;1;4;8;7;3;7;9;12;-;54
"C08   Neopl malig outr gland saliv maiores e NE";-;-;-;-;-;-;-;-;-;-;1;1;1;-;2;1;2;4;3;-;3;-;18
"C09   Neopl malig da amigdala";-;-;-;-;-;-;-;-;-;-;-;-;1;3;10;10;15;8;7;1;3;-;58
"C10   Neopl malig da orofaringe";-;-;1;-;-;-;-;2;-;-;3;3;16;43;72;86;84;58;49;28;33;-;478
"C11   Neopl malig da nasofaringe";-;-;-;-;-;1;-;2;2;5;5;-;1;8;11;9;8;5;6;7;6;-;76
"C12   Neopl malig do seio piriforme";-;-;-;-;-;-;-;-;-;-;-;-;1;4;5;8;10;2;5;5;1;-;41
"C13   Neopl malig da hipofaringe";-;-;-;-;-;-;-;-;2;-;-;-;4;9;24;28;24;20;15;5;5;-;136
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;-;1;1;-;1;-;-;-;2;7;20;34;27;35;26;29;12;15;-;210
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;1;-;2;3;8;52;130;233;276;264;223;183;158;183;-;1716
"C16   Neopl malig do estomago";-;-;-;-;-;-;-;1;4;17;40;67;99;163;264;347;389;432;493;484;675;-;3475
"C17   Neopl malig do intestino delgado";-;-;-;-;-;-;-;-;-;-;3;3;7;7;16;17;17;18;18;31;35;-;172
"C18   Neopl malig do colon";-;1;-;-;-;-;1;3;7;13;26;36;88;141;175;265;312;331;407;392;669;-;2867
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;-;4;3;6;14;19;27;32;36;34;45;46;87;-;353
"C20   Neopl malig do reto";-;-;-;-;-;-;-;1;1;7;16;15;36;69;85;108;145;160;150;129;248;-;1170
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;-;-;1;2;7;6;5;9;8;9;3;7;7;-;64
"C22   Neopl malig figado vias biliares intra-hepat";-;-;-;-;-;1;2;1;4;11;12;20;47;98;192;242;251;252;265;256;295;-;1949
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;-;1;5;6;10;19;24;21;32;24;35;46;-;223
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;-;1;3;5;5;16;33;37;40;50;61;58;96;-;405
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;-;1;5;8;19;53;78;150;214;266;297;309;300;424;-;2124
"C26   Neopl malig outr mal def aparelho digestivo";-;-;1;-;-;-;-;-;2;-;8;15;23;30;45;61;76;89;109;113;187;-;759
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;-;-;-;1;-;1;-;-;-;2;1;-;-;3;-;1;5;-;14
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;-;-;3;2;2;3;7;11;3;3;3;6;-;43
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;-;-;2;6;24;68;148;169;153;129;118;91;91;-;999
"C33   Neopl malig da traqueia";-;-;-;-;-;-;-;-;1;-;-;-;-;3;1;4;1;2;1;3;1;-;17
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;1;-;1;-;1;-;5;6;19;38;108;200;461;647;795;812;775;706;914;2;5491
"C37   Neopl malig do timo";-;-;-;-;-;-;-;-;-;-;1;3;-;1;-;1;2;-;-;1;1;-;10
"C38   Neopl malig do coracao mediastino e pleura";-;-;-;-;3;2;-;5;6;8;1;10;1;12;11;8;15;10;13;18;28;-;151
"C39   Neop mal out loc mal def ap resp org intrat";-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;5;4;4;3;1;6;-;27
"C40   Neopl malig ossos/cartilag artic membros";-;-;-;-;2;-;4;4;5;-;1;2;3;3;1;3;2;4;2;-;7;-;43
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;1;3;11;18;20;10;10;4;14;27;22;28;30;38;22;36;49;1;344
"C43   Melanoma malig da pele";-;-;-;-;-;-;-;1;2;8;9;19;19;32;35;50;42;45;53;41;93;-;449
"C44   Outr neopl malig da pele";-;-;-;-;-;-;-;-;1;1;3;7;6;8;13;26;26;27;18;34;120;-;290
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;1;2;1;3;6;3;6;4;5;6;-;37
"C46   Sarcoma de Kaposi";-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;-;2;1;2;1;1;-;11
"C47   Neopl malig nervos perif e sist nerv autonom";-;-;-;-;-;1;1;-;1;1;1;-;2;-;1;-;3;1;-;-;1;-;13
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;1;-;1;1;2;2;5;3;12;14;19;23;35;37;34;28;45;-;262
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;-;2;2;5;10;10;11;10;10;16;19;27;20;23;23;14;19;27;-;248
"C50   Neopl malig da mama";-;-;-;-;-;-;-;1;2;19;63;134;204;334;395;485;397;347;320;294;506;-;3501
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;-;-;-;-;1;1;5;2;4;4;14;7;11;27;-;76
"C52   Neopl malig da vagina";-;-;-;-;-;-;-;-;-;-;1;-;1;2;3;2;1;1;4;2;6;-;23
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;-;-;6;16;36;53;57;104;103;107;78;76;73;58;84;-;851
"C54   Neopl malig do corpo do utero";-;-;-;-;-;-;-;-;1;-;2;2;7;12;16;27;65;45;46;40;54;-;317
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;-;-;2;6;11;12;26;38;45;39;46;58;64;40;76;-;463
"C56   Neopl malig do ovario";-;-;-;-;-;-;1;6;2;10;11;21;44;77;76;97;104;89;85;63;108;-;794
"C57   Neopl malig outr org genitais femin e NE";-;-;-;-;1;-;-;-;-;1;1;1;2;7;4;6;4;9;5;8;11;-;60
"C58   Neopl malig da placenta";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;2
"C60   Neopl malig do penis";-;-;-;-;-;-;-;-;-;3;2;1;-;4;5;7;4;2;5;3;10;-;46
"C61   Neopl malig da prostata";-;-;-;-;-;-;-;1;2;-;-;1;5;6;44;98;187;307;406;526;1111;-;2694
"C62   Neopl malig dos testiculos";-;-;-;-;-;-;-;8;16;25;6;16;5;3;3;1;2;-;-;2;-;-;87
"C63   Neopl malig outr org genit masc e NE";-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;1;-;2;2;1;5;-;14
"C64   Neopl malig do rim exceto pelve renal";-;-;1;-;4;3;4;2;3;5;7;10;15;27;50;73;92;77;80;76;104;-;633
"C65   Neopl malig da pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;2;2;-;8
"C66   Neopl malig dos ureteres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;1;7;-;13
"C67   Neopl malig da bexiga";-;-;-;-;1;-;-;1;-;3;1;2;5;9;26;78;85;101;144;155;338;2;951
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;1;4;10;5;7;13;-;45
"C69   Neopl malig do olho e anexos";-;-;-;-;2;-;-;-;-;3;-;1;1;3;1;4;5;1;4;4;5;-;34
"C70   Neopl malig das meninges";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;6;4;6;2;2;6;-;28
"C71   Neopl malig do encefalo";-;1;4;-;14;40;33;17;24;31;55;61;85;95;160;174;192;195;171;155;167;1;1675
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;1;-;4;1;7;1;5;1;4;2;9;14;8;22;18;19;20;15;16;-;167
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;1;-;-;1;-;2;6;5;12;7;14;12;22;14;26;-;122
"C74   Neopl malig da gland supra-renal";-;-;3;-;12;16;3;-;4;4;3;-;3;5;4;3;2;1;8;1;4;-;76
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;1;1;1;1;-;1;-;2;1;4;6;4;6;3;2;6;5;-;44
"C76   Neopl malig outr localiz e mal definidas";-;-;-;-;1;2;1;5;4;8;8;14;27;39;78;64;69;93;90;93;169;2;767
"C77   Neopl malig secund e NE gangl linfaticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;2;3;2;4;3;9;-;27
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;-;1;-;3;2;2;6;14;37;36;50;72;93;88;84;140;1;629
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;1;-;-;-;4;7;8;11;18;29;36;43;40;51;43;61;-;352
"C80   Neopl malig s/especificacao de localiz";1;-;-;-;1;1;-;7;9;21;21;26;49;91;160;180;220;213;223;192;363;1;1779
"C81   Doenc de Hodgkin";-;-;-;-;-;4;1;4;6;18;14;10;6;7;5;11;10;9;8;10;13;-;136
"C82   Linfoma nao-Hodgkin folicular";-;-;-;-;-;-;-;-;-;-;-;1;1;1;5;2;10;5;7;2;6;-;40
"C83   Linfoma nao-Hodgkin difuso";-;-;-;-;1;2;2;3;2;3;1;2;2;12;9;9;8;7;8;11;11;-;93
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;-;-;-;1;1;1;1;1;1;1;6;1;6;4;4;6;5;4;-;43
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;-;2;5;11;6;29;17;19;27;40;57;73;93;106;121;117;140;-;863
"C88   Doenc imunoproliferativas malignas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;3;2;3;-;12
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;1;5;4;5;32;40;75;91;100;89;95;115;-;652
"C91   Leucemia linfoide";-;-;2;-;16;21;31;31;22;25;17;12;19;15;20;22;26;26;32;34;68;-;439
"C92   Leucemia mieloide";-;-;3;-;12;13;13;32;18;31;24;31;34;49;50;64;54;83;88;75;128;-;802
"C93   Leucemia monocitica";-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;2;2;-;1;-;-;9
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;1;-;-;1;-;-;1;1;-;-;1;-;1;1;-;2;-;-;9
"C95   Leucemia de tipo celular NE";-;-;1;-;3;1;5;5;10;3;5;8;12;14;10;18;15;17;20;41;61;-;249
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;-;1;-;-;-;2;-;-;1;-;1;-;2;-;3;3;3;8;-;24
"C97   Neopl malig de localiz mult independentes";-;-;-;-;-;-;1;-;1;-;1;2;3;2;5;6;9;8;8;9;9;-;64
"D00   Carcinoma in situ cav oral esofago estomago";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;2;1;3;-;-;10
"D01   Carcinoma in situ de outr orgaos digestivos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3;3;8;4;5;-;26
"D02   Carcinoma in situ ouvido medio e ap respirat";-;-;-;-;-;-;-;-;-;-;1;-;-;1;4;7;3;3;3;2;5;-;29
"D03   Melanoma in situ";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;3
"D04   Carcinoma in situ da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;2;-;-;-;5
"D05   Carcinoma in situ da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;3;-;2;3;-;12
"D06   Carcinoma in situ do colo do utero";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;-;1;2;-;7
"D07   Carcinoma in situ outr orgaos genitais e NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;4;1;1;2;3;2;3;-;17
"D09   Carcinoma in situ de outr localiz e das NE";-;-;-;-;-;-;-;-;-;-;-;2;3;3;6;9;4;2;3;3;9;-;44
"D10   Neopl benig da boca e da faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;2;-;-;-;6
"D12   Neopl benig do colon reto canal anal e anus";-;-;-;-;-;-;-;-;-;1;1;2;1;1;1;-;2;-;1;4;1;-;15
"D13   Neopl benig outr part e mal def ap digestivo";-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;3;2;5;3;2;5;-;25
"D14   Neopl benig ouvido medio e aparelho respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;1;-;-;5
"D15   Neopl benig outr orgaos intratoracicos e NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2
"D16   Neopl benig de osso e cartilagem articular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"D17   Neopl lipomatosa benig";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;4
"D18   Hemangioma e linfangioma de qualquer localiz";-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;2;1;1;2;3;-;13
"D19   Neopl benig de tec mesotelial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D20   Neopl benig tec mole retro- e peritonio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D21   Outr neopl benig tec conj e outr tec moles";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;2;-;5
"D23   Outr neopl benig da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"D24   Neopl benig da mama";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;1;1;-;-;2;-;8
"D25   Leiomioma do utero";-;-;-;-;-;-;-;-;-;-;1;-;1;2;2;-;1;-;-;1;1;-;9
"D26   Outr neopl benig do utero";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"D27   Neopl benig do ovario";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D29   Neopl benig dos orgaos genitais masc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;3
"D30   Neopl benig dos orgaos urinarios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"D31   Neopl benig do olho e anexos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D32   Neopl benig das meninges";-;-;-;-;-;-;2;-;-;-;-;3;5;2;3;4;8;6;8;3;17;-;61
"D33   Neopl benig encef e out part sist nerv centr";-;-;-;-;-;-;-;1;-;-;-;1;1;3;3;3;3;4;2;1;2;-;24
"D35   Neopl benig de outr gland endocrinas e NE";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;2;3;1;1;-;-;10
