 Mortalidade - Brasil;;;;;;;;;;;;;;;;;;;;;;
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det;;;;;;;;;;;;;;;;;;;;;;
Unidade da Federação: São Paulo;;;;;;;;;;;;;;;;;;;;;;
Período:2019;;;;;;;;;;;;;;;;;;;;;;
Categoria CID-10;0 a 6 dias;7 a 27 dias;28 a 364 dias;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos e mais;Idade ignorada;Total
A85   Outr encefalites virais NCOP;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
A86   Encefalite viral NE;-;-;1;-;1;1;2;-;2;1;-;3;1;5;3;5;6;4;4;11;-;50
A87   Meningite viral;-;1;1;-;-;-;-;2;1;1;-;-;-;2;2;-;1;4;-;-;-;15
A90   Dengue;-;-;1;-;1;-;4;5;1;2;7;4;6;5;8;10;12;18;18;65;-;167
A91   Febre hemorragica dev virus do dengue;-;-;2;-;-;-;1;-;1;3;3;7;2;5;3;8;7;5;7;16;-;70
A92   Outr febres virais transm p/mosquitos;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
A95   Febre amarela;-;-;-;-;-;-;-;1;-;-;1;1;3;3;1;1;-;-;-;1;-;12
A96   Febre hemorragica p/arenavirus;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
A98   Outr febres hemorragicas p/virus NCOP;-;-;-;-;-;1;-;1;1;-;-;-;1;1;1;3;1;1;-;-;-;11
A99   Febres hemorragicas virais NE;-;-;-;-;-;-;3;3;1;2;1;-;-;2;-;2;-;1;1;-;-;16
B00   Infecc p/virus do herpes;-;-;1;-;-;-;-;1;-;2;-;1;2;4;3;1;3;-;3;8;-;29
B01   Varicela;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;4
B02   Herpes zoster;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3;5;2;2;18;-;33
B05   Sarampo;-;-;4;1;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;8
B08   Outr inf virais lesoes pele membr muc NCOP;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
B09   Inf viral NE caract p/lesoes pele membr muco;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
B15   Hepatite aguda A;-;-;-;-;-;-;-;-;1;-;-;1;1;3;-;-;-;1;1;-;-;8
B16   Hepatite aguda B;-;-;-;-;-;-;-;-;-;1;-;2;2;3;3;4;4;1;-;2;-;22
B17   Outr hepatites virais agudas;-;-;-;-;-;-;-;1;1;-;-;-;1;7;8;5;4;7;2;6;-;42
B18   Hepatite viral cronica;-;-;-;-;-;-;-;1;-;1;6;27;27;43;90;71;78;46;39;40;-;469
B19   Hepatite viral NE;-;-;1;1;-;1;1;1;-;2;1;-;5;3;2;2;3;2;-;1;-;26
B20   Doenc p/HIV result doenc infecc e parasit;-;-;2;-;2;-;8;41;101;125;166;192;229;185;139;92;62;26;23;8;1;1402
B21   Doenc p/HIV result em neopl malig;-;-;-;-;-;-;-;-;3;2;6;8;9;7;5;3;3;2;2;-;-;50
B22   Doenc p/HIV result em outr doenc espec;-;-;-;1;-;-;-;9;14;20;23;29;27;36;29;15;13;5;3;5;-;229
B23   Doenc p/HIV result em outr doenc;-;-;-;-;-;-;-;1;2;-;1;2;2;1;2;-;-;1;1;1;-;14
B24   Doenc p/HIV NE;-;-;-;-;-;-;-;5;14;8;10;21;31;21;15;13;8;2;3;6;-;157
B25   Doenc p/citomegalovirus;-;-;2;2;-;-;-;1;-;-;-;2;-;-;2;2;1;5;2;3;-;22
B33   Outr doenc p/virus NCOP;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;1;1;-;-;-;5
B34   Doenc p/virus de localiz NE;-;-;1;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;5
B37   Candidiase;-;-;7;-;1;1;1;-;-;1;-;-;-;-;-;1;5;1;5;8;-;31
B39   Histoplasmose;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;-;-;4
B40   Blastomicose;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;1;1;-;1;-;7
B41   Paracoccidioidomicose;-;-;-;-;-;-;-;1;1;2;2;-;3;2;2;1;2;-;1;1;-;18
B43   Cromomicose e abscesso feomicotico;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
B44   Aspergilose;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;3;-;1;1;3;-;12
B45   Criptococose;-;-;-;-;-;-;-;-;1;2;3;3;2;3;6;4;3;2;1;1;-;31
B46   Zigomicose;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;3
B48   Outr micoses NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
B49   Micose NE;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;1;-;-;-;5
B50   Malaria p/Plasmodium falciparum;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
B51   Malaria p/Plasmodium vivax;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
B54   Malaria NE;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
B55   Leishmaniose;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;1;-;4;2;1;-;12
B57   Doenc de Chagas;-;-;-;-;-;-;-;1;-;3;6;18;38;42;54;100;112;135;131;260;-;900
B58   Toxoplasmose;-;-;-;1;-;-;-;-;1;-;2;1;2;-;1;-;-;-;-;-;-;8
B59   Pneumocistose;-;-;-;-;-;-;-;1;1;1;2;4;1;4;5;-;1;-;-;-;-;20
B65   Esquistossomose;-;-;-;-;-;-;-;-;1;2;-;1;2;3;4;13;7;7;2;8;-;50
B67   Equinococose;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
B69   Cisticercose;-;-;-;-;-;-;-;-;-;-;2;1;1;1;2;-;1;2;-;2;-;12
B74   Filariose;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;3
B77   Ascaridiase;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
B78   Estrongiloidiase;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
B86   Escabiose;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
B87   Miiase;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3;3;3;-;12
B90   Sequelas de tuberc;-;-;-;-;-;1;-;-;-;-;3;4;2;4;5;7;6;4;5;13;-;54
B91   Sequelas de poliomielite;-;-;-;-;-;-;-;-;-;1;-;-;1;3;2;-;2;1;1;2;-;13
B92   Sequelas de hanseniase;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
B94   Sequelas de outr doenc infecc e parasit e NE;-;-;-;-;1;-;-;-;1;-;-;3;1;3;6;6;7;5;6;-;-;39
B99   Doenc infecc outr e as NE;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;4;-;8
C00   Neopl malig do labio;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;3;5;2;4;-;18
C01   Neopl malig da base da lingua;-;-;-;-;-;-;-;-;-;2;1;5;6;20;17;24;22;22;11;6;-;136
C02   Neopl malig outr partes e NE da lingua;-;-;-;-;-;-;-;-;2;1;8;15;20;43;66;71;59;41;37;41;-;404
C03   Neopl malig da gengiva;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;2;4;5;2;-;17
C04   Neopl malig do assoalho da boca;-;-;-;-;-;-;-;1;-;-;-;2;2;10;11;9;7;3;1;2;-;48
C05   Neopl malig do palato;-;-;-;-;-;-;-;-;-;-;-;3;2;11;15;18;12;11;5;11;-;88
C06   Neopl malig outr partes e partes NE da boca;-;-;-;-;-;-;-;-;-;-;4;8;10;23;43;47;28;25;21;51;-;260
C07   Neopl malig da gland parotida;-;-;-;-;-;-;-;-;-;1;2;1;2;6;6;14;6;7;3;27;-;75
C08   Neopl malig outr gland saliv maiores e NE;-;-;-;-;-;-;-;-;-;-;-;1;3;4;2;4;4;2;2;4;-;26
C09   Neopl malig da amigdala;-;-;-;-;-;-;-;-;1;-;1;3;1;5;9;8;6;2;2;4;-;42
C10   Neopl malig da orofaringe;-;-;-;-;-;-;-;1;-;2;3;12;33;65;83;99;88;60;29;51;-;526
C11   Neopl malig da nasofaringe;-;-;-;-;-;-;1;3;1;2;1;2;5;10;16;15;5;7;5;7;-;80
C12   Neopl malig do seio piriforme;-;-;-;-;-;-;-;-;-;-;-;-;2;-;4;5;4;2;4;4;-;25
C13   Neopl malig da hipofaringe;-;-;-;-;-;-;-;-;-;-;-;3;8;5;16;31;21;15;14;5;-;118
C14   Neop mal out loc mal def labio cav oral far;-;-;-;-;-;-;-;-;-;-;2;3;8;24;38;34;38;32;18;20;-;217
C15   Neopl malig do esofago;-;-;-;-;-;-;1;1;5;5;13;33;92;166;274;344;275;234;171;213;-;1827
C16   Neopl malig do estomago;-;-;-;-;-;-;1;7;13;38;57;107;149;232;378;457;502;488;460;845;-;3734
C17   Neopl malig do intestino delgado;-;-;-;-;-;-;-;1;3;-;1;12;18;16;27;37;43;49;29;80;-;316
C18   Neopl malig do colon;-;-;1;-;1;-;-;4;10;24;53;113;139;299;361;478;580;564;510;1004;-;4141
C19   Neopl malig da juncao retossigmoide;-;-;-;-;-;-;-;-;-;4;3;7;12;33;38;49;61;69;47;84;-;407
C20   Neopl malig do reto;-;-;-;-;-;-;-;1;7;8;26;45;57;127;160;228;206;186;190;316;-;1557
C21   Neopl malig do anus e do canal anal;-;-;-;-;-;-;-;-;1;3;6;6;14;15;12;24;21;27;20;37;-;186
C22   Neopl malig figado vias biliares intra-hepat;-;-;2;3;3;1;1;6;7;13;23;50;98;197;278;414;446;402;337;515;-;2796
C23   Neopl malig da vesicula biliar;-;-;-;-;-;-;-;-;-;-;1;3;6;11;27;26;30;31;29;54;-;218
C24   Neopl malig outr partes e NE vias biliares;-;-;-;-;-;-;-;1;-;2;7;13;20;42;72;75;100;99;109;158;-;698
C25   Neopl malig do pancreas;-;-;1;-;-;-;-;4;6;8;19;65;92;201;317;425;500;499;470;756;-;3363
C26   Neopl malig outr mal def aparelho digestivo;-;-;-;1;-;-;2;-;1;8;8;22;29;54;88;123;132;148;126;293;-;1035
C30   Neopl malig cavidade nasal e do ouvido medio;-;-;-;-;-;-;-;-;1;2;1;1;1;-;5;3;4;1;3;9;-;31
C31   Neopl malig dos seios da face;-;-;-;1;-;-;1;1;-;-;2;1;3;4;7;2;7;6;4;9;-;48
C32   Neopl malig da laringe;-;-;-;-;-;-;-;-;1;3;5;25;62;128;190;229;248;128;114;127;1;1261
C33   Neopl malig da traqueia;-;-;-;-;-;-;-;-;-;-;-;2;3;1;2;3;2;3;-;4;-;20
C34   Neopl malig dos bronquios e dos pulmoes;-;-;-;-;-;1;2;5;5;12;45;89;158;332;721;1134;1288;1133;942;1400;-;7267
C37   Neopl malig do timo;-;-;-;-;-;-;-;-;-;-;2;-;2;2;3;3;3;2;3;1;-;21
C38   Neopl malig do coracao mediastino e pleura;-;-;-;1;-;3;3;2;3;8;3;9;5;16;22;30;26;34;20;33;-;218
C39   Neop mal out loc mal def ap resp org intrat;-;-;-;-;-;-;-;-;-;1;-;1;1;2;-;3;7;7;4;8;-;34
C40   Neopl malig ossos/cartilag artic membros;-;-;-;-;-;2;6;5;1;-;2;-;3;2;3;-;4;3;3;5;-;39
C41   Neopl malig ossos/cartil artic outr loc e NE;-;-;-;2;2;12;18;22;10;13;10;15;22;23;33;34;39;36;29;63;-;383
C43   Melanoma malig da pele;-;-;-;1;-;-;-;3;7;6;13;25;23;37;43;51;59;55;58;120;-;501
C44   Outr neopl malig da pele;-;-;-;-;-;-;-;-;3;3;7;7;16;19;25;32;29;56;65;273;-;535
C45   Mesotelioma;-;-;-;-;-;-;-;-;1;1;-;-;-;4;3;5;6;6;7;10;-;43
C46   Sarcoma de Kaposi;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;3;-;7
C47   Neopl malig nervos perif e sist nerv autonom;-;-;-;-;1;-;1;1;1;-;-;-;1;1;-;-;1;2;-;4;-;13
C48   Neopl malig tec moles retro- e peritonio;-;-;-;1;1;1;-;5;6;7;5;15;26;33;31;61;46;60;46;63;-;407
C49   Neopl malig tec conjuntivo e outr tec moles;-;-;-;3;7;7;13;8;11;6;20;13;18;37;34;25;37;31;35;46;-;351
C50   Neopl malig da mama;-;-;-;-;-;-;-;2;30;89;180;314;354;459;550;555;553;446;341;833;1;4707
C51   Neopl malig da vulva;-;-;-;-;-;-;-;-;-;1;-;1;2;6;9;14;8;15;26;52;-;134
C52   Neopl malig da vagina;-;-;-;-;-;-;-;-;-;1;1;2;1;-;-;5;1;6;6;6;-;29
C53   Neopl malig do colo do utero;-;-;-;-;-;-;-;7;28;48;66;100;84;88;89;116;90;82;54;91;-;943
C54   Neopl malig do corpo do utero;-;-;-;-;-;-;-;1;-;1;3;7;14;35;45;94;110;61;76;118;-;565
C55   Neopl malig do utero porcao NE;-;-;-;-;-;-;-;3;9;8;11;18;27;31;39;58;70;55;46;75;-;450
C56   Neopl malig do ovario;-;-;-;-;-;-;4;6;8;16;27;40;68;105;140;140;156;140;108;169;-;1127
C57   Neopl malig outr org genitais femin e NE;-;-;-;-;-;-;-;-;1;-;2;1;7;2;5;18;6;10;5;19;-;76
C58   Neopl malig da placenta;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
C60   Neopl malig do penis;-;-;-;-;-;-;-;-;-;-;3;2;4;9;12;12;11;6;10;9;-;78
C61   Neopl malig da prostata;-;-;-;-;1;-;-;-;-;-;2;4;17;49;97;254;417;525;627;1352;-;3345
C62   Neopl malig dos testiculos;-;-;-;-;1;1;6;20;18;25;16;13;3;4;6;-;7;2;2;7;-;131
C63   Neopl malig outr org genit masc e NE;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2;-;4;2;-;10
C64   Neopl malig do rim exceto pelve renal;-;-;2;4;2;3;2;2;3;5;12;29;36;60;71;157;151;118;108;188;-;953
C65   Neopl malig da pelve renal;-;-;-;1;-;-;-;-;-;2;1;-;-;1;3;2;1;8;2;7;-;28
C66   Neopl malig dos ureteres;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;4;3;1;6;-;18
C67   Neopl malig da bexiga;-;-;-;-;1;-;2;-;1;3;2;5;16;32;79;139;171;180;194;498;-;1323
C68   Neopl malig de outr orgaos urinarios e NE;-;-;-;-;-;-;-;-;-;-;-;-;4;-;5;5;3;11;13;20;-;61
C69   Neopl malig do olho e anexos;-;-;-;2;1;1;1;-;-;-;-;-;-;3;4;4;4;4;2;5;-;31
C70   Neopl malig das meninges;-;-;-;-;-;-;-;1;1;2;-;1;2;3;5;3;6;2;3;2;-;31
C71   Neopl malig do encefalo;-;-;7;19;33;28;25;26;38;42;73;101;141;181;214;284;264;200;181;236;1;2094
C72   Neop mal med esp nerv cran out sist nerv cen;-;-;1;2;4;2;-;5;2;7;7;15;13;25;29;34;38;34;21;42;-;281
C73   Neopl malig da gland tireoide;-;-;-;-;-;-;-;1;1;-;3;3;3;14;7;21;22;32;17;39;-;163
C74   Neopl malig da gland supra-renal;-;-;1;11;11;2;3;-;1;2;4;1;5;4;7;8;7;4;2;4;-;77
C75   Neopl malig outr gland endocrinas estr relac;-;-;-;-;-;-;1;1;-;1;2;2;5;6;7;8;13;8;2;6;-;62
C76   Neopl malig outr localiz e mal definidas;-;-;1;2;-;1;2;8;4;8;6;21;38;75;122;140;144;116;112;231;-;1031
C77   Neopl malig secund e NE gangl linfaticos;-;-;-;-;-;-;-;-;-;-;2;2;-;1;-;1;5;1;2;7;-;21
C78   Neopl malig secund org respirat e digestivos;-;-;-;1;-;-;-;1;2;2;5;9;16;36;54;61;89;70;57;92;-;495
C79   Neopl malig secund de outr localiz;-;-;-;-;-;1;2;-;1;5;7;12;11;29;27;50;38;36;30;74;-;323
C80   Neopl malig s/especificacao de localiz;-;-;-;-;1;1;2;9;8;12;24;29;47;90;183;214;222;191;167;343;-;1543
C81   Doenc de Hodgkin;-;-;-;-;1;1;3;6;14;15;10;9;5;5;7;10;16;8;11;13;-;134
C82   Linfoma nao-Hodgkin folicular;-;-;-;-;-;-;-;-;-;-;1;-;1;2;2;6;4;5;5;10;-;36
C83   Linfoma nao-Hodgkin difuso;-;-;-;-;2;3;4;4;7;1;3;7;7;11;14;12;16;20;14;39;-;164
C84   Linfomas de celulas T cutaneas e perifericas;-;-;-;-;-;2;2;-;3;3;3;5;7;5;10;9;9;13;4;12;-;87
C85   Linfoma nao-Hodgkin de outr tipos e tipo NE;-;-;-;-;2;3;6;16;19;24;23;27;36;52;97;88;110;127;119;201;-;950
C88   Doenc imunoproliferativas malignas;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;1;1;3;8;-;19
C90   Mieloma mult e neopl malig de plasmocitos;-;-;-;-;-;-;1;-;-;6;7;18;32;54;80;118;158;144;141;200;1;960
C91   Leucemia linfoide;-;-;2;23;19;20;18;28;15;22;21;19;23;29;31;32;41;54;41;92;-;530
C92   Leucemia mieloide;-;-;2;11;3;14;18;24;15;32;35;32;47;52;67;90;112;113;98;164;-;929
C93   Leucemia monocitica;-;-;-;1;-;-;-;-;-;-;1;-;-;2;3;2;-;1;1;3;-;14
C94   Outr leucemias de celulas de tipo espec;-;-;-;-;-;-;1;-;-;-;-;-;2;1;5;1;4;7;7;8;-;36
C95   Leucemia de tipo celular NE;1;-;1;-;-;2;2;2;5;5;2;7;5;7;17;22;26;29;33;102;-;268
C96   Outr neopl mal e NE tec linf hematop e corr;-;-;-;-;-;-;-;1;-;2;-;2;1;3;5;7;5;8;1;13;-;48
C97   Neopl malig de localiz mult independentes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;2;4;3;1;-;15
D00   Carcinoma in situ cav oral esofago estomago;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;3;2;1;-;8
D01   Carcinoma in situ de outr orgaos digestivos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;2;2;3;-;11
D02   Carcinoma in situ ouvido medio e ap respirat;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;2;1;-;-;-;8
D03   Melanoma in situ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;3
D04   Carcinoma in situ da pele;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;3;1;1;3;6;-;17
D05   Carcinoma in situ da mama;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;3;-;6
D06   Carcinoma in situ do colo do utero;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
D07   Carcinoma in situ outr orgaos genitais e NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;-;-;5
D09   Carcinoma in situ de outr localiz e das NE;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;2;-;3;-;9
D10   Neopl benig da boca e da faringe;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
D12   Neopl benig do colon reto canal anal e anus;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;3;1;2;3;2;-;13
D13   Neopl benig outr part e mal def ap digestivo;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;3
D14   Neopl benig ouvido medio e aparelho respirat;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
D15   Neopl benig outr orgaos intratoracicos e NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
D16   Neopl benig de osso e cartilagem articular;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;3
D17   Neopl lipomatosa benig;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;3
D18   Hemangioma e linfangioma de qualquer localiz;-;-;-;1;1;-;-;-;-;-;2;1;2;-;-;1;1;2;2;3;-;16
D19   Neopl benig de tec mesotelial;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;3
D21   Outr neopl benig tec conj e outr tec moles;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;2
D23   Outr neopl benig da pele;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
D24   Neopl benig da mama;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
D25   Leiomioma do utero;-;-;-;-;-;-;-;-;-;1;3;1;3;3;1;1;-;-;1;2;-;16
D26   Outr neopl benig do utero;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
D27   Neopl benig do ovario;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
D29   Neopl benig dos orgaos genitais masc;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;3
D30   Neopl benig dos orgaos urinarios;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
D32   Neopl benig das meninges;-;-;-;-;-;-;-;-;3;1;5;-;5;5;5;11;9;11;11;7;-;73
D33   Neopl benig encef e out part sist nerv centr;-;-;-;-;-;-;-;2;-;-;2;1;2;2;3;1;1;-;2;1;-;17
D35   Neopl benig de outr gland endocrinas e NE;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;3;1;1;-;-;-;8
D36   Neopl benig de outr localiz e de localiz NE;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;3
D37   Neopl comp incerto/desc cav oral e org dig;-;-;-;-;-;-;-;-;-;1;-;1;4;8;5;15;13;17;14;19;-;97
D38   Neopl comp inc/desc ouv med org resp intrat;-;-;-;-;-;-;-;-;-;-;2;1;1;6;9;22;17;8;9;19;-;94
