 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Período:2020
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"Menor 1 ano (ign)";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"B45   Criptococose";-;-;-;-;-;-;-;-;-;-;4;4;3;4;4;3;6;6;3;2;3;-;42
"B46   Zigomicose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
"B49   Micose NE";-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;4
"B55   Leishmaniose";-;-;-;-;1;1;-;1;-;-;-;-;-;1;1;-;1;1;-;1;2;-;10
"B57   Doenc de Chagas";-;-;-;-;-;-;-;-;-;1;3;4;17;32;54;60;95;131;136;139;277;-;949
"B58   Toxoplasmose";-;-;1;-;-;-;-;-;1;-;-;2;2;-;-;2;1;-;-;1;-;-;10
"B59   Pneumocistose";-;-;-;-;-;-;-;-;-;1;-;1;1;3;1;-;2;-;1;-;-;-;10
"B65   Esquistossomose";-;-;-;-;-;-;-;-;-;1;-;-;1;5;7;5;3;11;6;11;4;-;54
"B67   Equinococose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"B69   Cisticercose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;1;1;2;-;9
"B74   Filariose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B78   Estrongiloidiase";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"B86   Escabiose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"B87   Miiase";-;-;-;-;-;1;-;-;-;-;1;2;1;-;-;-;-;1;1;1;4;-;12
"B90   Sequelas de tuberc";-;-;-;-;-;-;-;1;1;1;-;1;1;3;4;4;2;6;1;4;10;-;39
"B91   Sequelas de poliomielite";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;4;1;2;1;-;-;12
"B92   Sequelas de hanseniase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;3
"B94   Sequelas de outr doenc infecc e parasit e NE";-;-;-;-;-;-;-;-;-;2;1;-;1;1;2;5;2;4;5;6;10;-;39
"B99   Doenc infecc outr e as NE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;-;1;-;5
"C00   Neopl malig do labio";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;5;2;5;-;15
"C01   Neopl malig da base da lingua";-;-;-;-;-;-;-;-;-;1;-;1;3;10;12;15;16;10;9;13;13;-;103
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;1;2;2;4;7;19;39;59;60;48;36;29;43;-;349
"C03   Neopl malig da gengiva";-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;2;-;2;-;2;1;-;12
"C04   Neopl malig do assoalho da boca";-;-;-;-;-;-;-;-;-;-;-;-;1;3;5;7;10;6;2;9;9;-;52
"C05   Neopl malig do palato";-;-;-;-;-;-;-;-;-;-;-;2;4;3;9;9;17;12;8;12;22;-;98
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;-;-;1;1;1;7;12;28;28;31;35;25;27;45;-;241
"C07   Neopl malig da gland parotida";-;-;-;-;-;-;-;-;-;-;-;3;-;4;8;8;8;9;11;6;18;-;75
"C08   Neopl malig outr gland saliv maiores e NE";-;-;-;-;-;-;-;1;1;-;1;1;-;2;1;3;5;4;3;2;3;-;27
"C09   Neopl malig da amigdala";-;-;-;-;-;-;-;-;-;-;-;-;1;2;5;4;8;13;5;2;3;-;43
"C10   Neopl malig da orofaringe";-;-;-;-;-;-;-;-;1;2;1;3;12;36;64;61;83;71;61;43;39;-;477
"C11   Neopl malig da nasofaringe";-;-;-;-;-;-;1;1;-;1;2;2;4;7;4;11;9;12;6;3;8;-;71
"C12   Neopl malig do seio piriforme";-;-;-;-;-;-;-;-;-;-;-;-;-;2;5;5;5;7;2;2;-;-;28
"C13   Neopl malig da hipofaringe";-;-;-;-;-;-;-;-;-;-;-;-;2;9;7;15;18;20;12;9;6;-;98
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;-;-;-;-;-;-;-;-;-;2;14;31;25;40;30;31;13;15;-;201
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;-;-;1;9;12;31;89;184;215;293;284;193;150;214;1;1676
"C16   Neopl malig do estomago";-;-;-;-;-;-;-;-;6;7;41;63;87;138;186;331;414;464;432;416;690;-;3275
"C17   Neopl malig do intestino delgado";-;-;-;-;-;-;-;-;1;-;4;4;6;14;21;23;29;47;50;39;91;-;329
"C18   Neopl malig do colon";-;-;-;-;-;-;1;2;8;11;27;52;94;141;226;349;468;562;548;490;926;-;3905
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;2;1;4;8;10;18;20;40;52;61;54;33;84;-;387
"C20   Neopl malig do reto";-;-;-;-;-;-;-;-;-;2;14;24;50;53;85;144;201;225;215;155;326;-;1494
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;-;1;2;7;8;12;28;26;24;32;35;15;45;-;235
"C22   Neopl malig figado vias biliares intra-hepat";-;-;-;-;2;1;1;-;6;5;15;19;39;73;166;262;328;355;418;351;477;1;2519
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;1;-;-;-;2;11;17;21;20;28;39;22;44;-;205
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;1;1;3;8;13;24;25;68;71;79;87;73;170;-;623
"C25   Neopl malig do pancreas";-;-;-;-;-;1;-;-;4;5;6;27;46;101;196;308;442;496;486;470;766;1;3355
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;-;1;4;4;13;20;50;59;97;134;147;141;154;295;-;1119
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;3;2;2;2;4;6;-;22
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;-;2;-;-;6;3;5;2;2;4;4;6;-;34
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;-;-;1;6;17;50;123;173;204;211;164;101;134;-;1184
"C33   Neopl malig da traqueia";-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;3;2;3;4;1;4;-;21
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;1;-;-;-;9;11;17;44;74;164;343;657;1075;1177;1039;926;1335;1;6873
"C37   Neopl malig do timo";-;-;-;-;-;-;1;-;1;-;1;-;1;-;-;4;2;5;2;2;1;-;20
"C38   Neopl malig do coracao mediastino e pleura";-;-;-;-;-;-;2;6;1;9;9;3;6;7;9;21;22;28;29;26;33;1;212
"C39   Neop mal out loc mal def ap resp org intrat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4;6;3;2;5;5;-;27
"C40   Neopl malig ossos/cartilag artic membros";-;-;-;-;-;-;2;2;3;1;4;1;2;2;2;-;1;2;5;3;5;-;35
"C41   Neopl malig ossos/cartil artic outr loc e NE";1;-;2;-;3;4;6;12;22;7;9;7;18;21;26;25;46;44;38;34;79;-;404
"C43   Melanoma malig da pele";-;-;-;-;-;-;1;-;3;2;5;15;18;21;27;54;54;57;60;62;147;-;526
"C44   Outr neopl malig da pele";-;-;-;-;-;1;-;1;4;1;3;4;7;16;10;27;38;33;52;62;237;-;496
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;6;1;6;8;8;9;-;41
"C46   Sarcoma de Kaposi";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;3;1;1;4;-;15
"C47   Neopl malig nervos perif e sist nerv autonom";-;-;-;-;-;-;-;-;-;-;3;1;1;-;1;-;1;1;-;-;-;-;8
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;1;1;2;-;2;1;2;5;12;11;23;40;35;40;50;44;70;-;339
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;1;-;-;1;7;8;5;8;11;12;25;18;19;34;30;29;30;18;46;-;302
"C50   Neopl malig da mama";-;-;-;-;-;-;-;1;5;12;85;190;302;383;435;538;513;493;448;356;771;-;4532
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;-;-;-;-;-;2;3;5;10;11;8;17;14;46;-;116
"C52   Neopl malig da vagina";-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;2;5;3;5;1;11;-;30
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;-;-;8;34;47;81;82;95;94;111;119;106;89;61;100;-;1027
"C54   Neopl malig do corpo do utero";-;-;-;-;-;-;-;-;-;1;3;3;12;15;33;53;81;97;79;61;80;-;518
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;-;-;2;4;6;8;21;24;34;42;60;59;52;43;73;-;428
"C56   Neopl malig do ovario";-;-;-;-;-;-;2;2;5;8;8;21;33;63;82;149;159;142;130;80;138;-;1022
"C57   Neopl malig outr org genitais femin e NE";-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;6;6;5;8;6;18;-;55
"C58   Neopl malig da placenta";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"C60   Neopl malig do penis";-;-;-;-;-;-;-;-;1;-;-;4;2;4;6;7;14;8;3;5;14;-;68
"C61   Neopl malig da prostata";-;-;-;-;-;1;-;-;2;1;3;-;2;8;34;102;206;367;467;541;1414;-;3148
"C62   Neopl malig dos testiculos";-;-;-;-;-;-;-;5;22;23;15;15;10;4;5;5;6;1;1;4;1;-;117
"C63   Neopl malig outr org genit masc e NE";-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;2;1;-;-;2;-;8
"C64   Neopl malig do rim exceto pelve renal";-;-;1;-;2;-;2;-;-;5;4;7;30;34;57;80;145;149;131;112;176;-;935
"C65   Neopl malig da pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;2;1;3;-;3;3;5;1;4;-;22
"C66   Neopl malig dos ureteres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;4;2;5;6;-;19
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;-;-;-;1;5;11;15;38;69;145;163;193;213;492;-;1345
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;3;9;16;7;9;21;-;69
"C69   Neopl malig do olho e anexos";-;-;-;-;1;1;-;-;-;-;1;-;-;-;1;4;4;6;6;4;10;-;38
"C70   Neopl malig das meninges";-;-;-;-;-;-;-;1;-;-;-;4;3;1;2;5;5;3;5;2;3;-;34
"C71   Neopl malig do encefalo";-;-;4;-;16;30;20;23;20;31;34;67;82;107;152;227;238;271;213;151;236;1;1923
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;-;-;2;4;6;6;7;5;4;10;13;9;24;20;33;29;28;29;52;-;281
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;-;-;3;3;4;5;11;12;24;23;27;17;47;-;176
"C74   Neopl malig da gland supra-renal";-;-;2;-;7;3;5;1;1;1;-;3;2;7;5;6;14;8;5;3;8;-;81
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;-;1;2;1;1;-;2;7;-;1;4;4;4;5;9;6;11;-;58
"C76   Neopl malig outr localiz e mal definidas";-;-;-;-;-;2;1;2;5;10;12;15;27;45;81;111;147;137;119;122;204;-;1040
"C77   Neopl malig secund e NE gangl linfaticos";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;3;6;2;2;6;-;24
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;-;-;-;1;2;2;8;13;18;29;52;61;63;79;61;90;-;479
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;1;1;3;-;3;6;10;13;25;32;68;55;49;53;85;-;404
"C80   Neopl malig s/especificacao de localiz";-;-;-;-;-;-;-;2;6;6;12;23;31;40;72;149;178;196;219;155;326;1;1416
"C81   Doenc de Hodgkin";-;-;-;-;-;1;-;2;3;8;9;8;7;7;5;8;6;8;9;10;17;-;108
"C82   Linfoma nao-Hodgkin folicular";-;-;-;-;-;-;-;1;-;-;-;1;4;2;-;3;3;1;4;6;8;-;33
"C83   Linfoma nao-Hodgkin difuso";-;-;-;-;1;1;2;7;3;4;4;6;5;3;13;14;21;29;29;18;28;-;188
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;-;-;-;-;-;1;1;3;2;5;1;4;7;9;5;6;5;4;-;53
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;-;-;5;4;8;6;21;18;32;33;29;65;71;103;102;81;158;-;736
"C88   Doenc imunoproliferativas malignas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;3;2;2;1;-;10
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;1;-;-;-;-;1;3;4;10;25;48;79;125;150;160;146;189;-;941
"C91   Leucemia linfoide";-;-;2;-;11;16;21;16;15;11;14;11;11;13;19;20;29;42;37;30;76;-;394
"C92   Leucemia mieloide";-;-;2;-;8;9;8;11;19;19;20;24;46;35;45;52;61;101;95;90;167;-;812
"C93   Leucemia monocitica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;4;2;2;-;10
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;-;-;1;-;-;-;1;-;2;-;1;3;1;5;8;4;12;-;38
"C95   Leucemia de tipo celular NE";-;-;1;-;2;-;1;4;5;6;10;5;10;7;12;18;15;27;24;32;84;-;263
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;3;6;2;2;6;12;-;34
"C97   Neopl malig de localiz mult independentes";-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;2;1;1;1;2;1;-;11
"D00   Carcinoma in situ cav oral esofago estomago";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;2;4;4;-;13
"D01   Carcinoma in situ de outr orgaos digestivos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;1;1;4;-;11
"D02   Carcinoma in situ ouvido medio e ap respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;3;-;6
"D03   Melanoma in situ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D04   Carcinoma in situ da pele";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;8;-;10
"D05   Carcinoma in situ da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;3
"D06   Carcinoma in situ do colo do utero";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"D07   Carcinoma in situ outr orgaos genitais e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;2;-;5
"D09   Carcinoma in situ de outr localiz e das NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;1;1;-;2;1;-;9
"D12   Neopl benig do colon reto canal anal e anus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;-;-;5
"D13   Neopl benig outr part e mal def ap digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;1;-;-;5
"D14   Neopl benig ouvido medio e aparelho respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D15   Neopl benig outr orgaos intratoracicos e NE";-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;2;-;-;6
"D16   Neopl benig de osso e cartilagem articular";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;1;-;4
"D18   Hemangioma e linfangioma de qualquer localiz";-;-;3;-;1;-;-;-;-;1;-;-;-;-;1;-;1;-;3;1;3;-;14
"D19   Neopl benig de tec mesotelial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;3
"D21   Outr neopl benig tec conj e outr tec moles";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;1;1;-;-;6
"D22   Nevos melanociticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"D23   Outr neopl benig da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;4
"D25   Leiomioma do utero";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;-;1;-;-;-;-;6
"D26   Outr neopl benig do utero";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D27   Neopl benig do ovario";-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;1;1;1;-;1;-;7
"D29   Neopl benig dos orgaos genitais masc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;3;-;7
"D30   Neopl benig dos orgaos urinarios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;1;1;-;2;1;3;2;6;5;10;11;11;12;17;-;82
"D33   Neopl benig encef e out part sist nerv centr";-;-;-;-;-;-;-;1;-;1;2;2;1;2;2;1;1;4;-;2;3;-;22
"D35   Neopl benig de outr gland endocrinas e NE";-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;1;5;3;1;3;-;17
