 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Período:2014
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"A39   Infecc meningogocica";-;-;10;4;9;8;9;4;5;-;12;5;5;7;1;3;2;-;-;1;-;85
"A40   Septicemia estreptococica";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;3;4;5;10;-;26
"A41   Outr septicemias";-;-;102;41;7;9;19;26;23;38;49;56;91;118;183;222;243;323;350;1004;6;2910
"A42   Actinomicose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4;-;-;5
"A43   Nocardiose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"A44   Bartonelose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A46   Erisipela";-;-;-;-;-;-;1;1;3;2;2;4;6;12;31;29;28;42;43;127;-;331
"A48   Outr doenc bacter NCOP";1;-;1;-;-;-;-;1;1;1;2;1;2;1;2;8;2;5;6;21;-;55
"A49   Infecc bacter de localiz NE";-;-;2;-;-;-;1;1;-;-;1;2;2;-;1;2;-;1;-;11;-;24
"A50   Sifilis congen";13;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"A52   Sifilis tard";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;2;-;6
"A53   Outr form e as NE da sifilis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"A54   Infecc gonococica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A56   Outr infecc p/clamidias transm p/via sexual";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A64   Doenc sexualmente transm NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"A66   Bouba";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"A69   Outr infecc p/espiroquetas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"A77   Febre maculosa";-;-;-;-;-;1;2;2;-;-;2;2;2;4;6;1;4;-;-;-;-;26
"A81   Infecc p/virus atipicos sist nervoso central";-;-;1;-;-;-;1;-;-;-;-;1;-;3;5;4;4;4;1;-;-;24
"A85   Outr encefalites virais NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"A86   Encefalite viral NE";-;-;-;1;2;-;1;1;-;-;5;2;3;5;1;1;8;4;2;5;-;41
"A87   Meningite viral";-;-;4;2;1;-;-;1;1;-;1;-;4;-;-;2;-;1;1;2;-;20
"A89   Infecc virais NE do sist nervoso central";-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;2
"A90   Dengue";-;-;-;-;1;-;1;-;2;6;2;2;7;4;4;3;8;4;5;9;-;58
"A91   Febre hemorragica dev virus do dengue";-;-;-;-;2;1;-;1;-;-;1;-;-;2;1;3;2;1;3;3;-;20
"A94   Febre viral transm p/artropodes NE";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;3
"A96   Febre hemorragica p/arenavirus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2
"A98   Outr febres hemorragicas p/virus NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"A99   Febres hemorragicas virais NE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;3
"B00   Infecc p/virus do herpes";-;-;1;-;-;-;-;-;-;-;1;1;-;2;-;-;-;3;3;9;-;20
"B01   Varicela";-;-;2;19;7;-;-;2;-;-;1;-;1;-;-;-;-;1;-;2;-;35
"B02   Herpes zoster";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;4;1;2;3;15;-;28
"B15   Hepatite aguda A";-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;1;2;-;-;-;-;7
"B16   Hepatite aguda B";-;-;-;-;-;-;-;-;2;-;1;2;8;5;2;4;3;2;-;3;-;32
"B17   Outr hepatites virais agudas";-;-;-;-;-;-;-;-;1;-;2;4;9;17;5;15;7;10;2;-;-;72
"B18   Hepatite viral cronica";-;-;-;-;-;-;-;-;2;5;14;27;64;92;112;131;88;82;46;30;-;693
"B19   Hepatite viral NE";-;-;-;-;-;-;2;2;2;3;2;4;4;5;3;5;2;3;3;3;-;43
"B20   Doenc p/HIV result doenc infecc e parasit";-;-;-;1;-;3;21;58;120;218;265;349;351;246;165;85;58;30;11;10;4;1995
"B21   Doenc p/HIV result em neopl malig";-;-;-;-;-;-;-;1;3;7;8;7;12;10;10;5;-;-;-;1;-;64
"B22   Doenc p/HIV result em outr doenc espec";-;-;-;-;1;-;1;6;26;37;37;68;55;33;36;15;8;5;1;5;-;334
"B23   Doenc p/HIV result em outr doenc";-;-;-;-;-;-;-;-;1;2;3;3;8;5;3;-;-;1;-;-;-;26
"B24   Doenc p/HIV NE";-;-;-;-;-;-;-;4;15;18;41;37;47;31;25;21;12;5;1;1;-;258
"B25   Doenc p/citomegalovirus";-;-;-;1;-;1;1;-;1;-;-;1;1;1;-;1;2;1;1;-;-;12
"B26   Caxumba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"B27   Mononucleose infecc";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"B33   Outr doenc p/virus NCOP";-;-;-;1;-;-;-;1;1;-;-;1;1;-;-;2;1;-;-;-;-;8
"B34   Doenc p/virus de localiz NE";-;-;-;2;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;2;-;7
"B37   Candidiase";-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;4;-;10
"B39   Histoplasmose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"B40   Blastomicose";-;-;-;-;-;-;-;-;-;1;1;-;2;-;1;1;1;1;-;-;-;8
"B41   Paracoccidioidomicose";-;-;-;-;-;-;-;-;1;-;1;1;2;2;-;1;2;3;-;-;-;13
"B44   Aspergilose";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;1;1;2;-;8
"B45   Criptococose";-;-;-;-;-;-;-;2;-;4;4;1;3;3;6;2;1;2;1;-;-;29
"B46   Zigomicose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"B48   Outr micoses NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2
"B49   Micose NE";-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;7
"B50   Malaria p/Plasmodium falciparum";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2
"B54   Malaria NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"B55   Leishmaniose";-;-;-;-;1;-;-;-;1;-;-;1;1;1;2;2;2;4;2;1;-;18
"B57   Doenc de Chagas";-;-;-;-;-;-;1;-;2;4;14;35;47;53;90;108;129;143;160;221;1;1008
"B58   Toxoplasmose";-;-;1;-;-;-;-;-;-;1;1;-;-;1;-;1;-;-;-;-;-;5
"B59   Pneumocistose";-;-;-;-;-;-;-;-;3;-;3;1;1;-;1;-;2;-;-;1;-;12
"B65   Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;4;3;5;5;15;11;10;6;7;-;66
"B67   Equinococose";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"B68   Infestacao p/Taenia";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"B69   Cisticercose";-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;2;3;3;-;1;-;14
"B78   Estrongiloidiase";-;-;-;-;-;-;-;2;-;-;-;-;-;2;-;-;-;-;-;-;-;4
"B81   Outr helmintiases intestinais NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"B83   Outr helmintiases";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"B86   Escabiose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
"B87   Miiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;-;2;-;7
"B89   Doenc parasit NE";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"B90   Sequelas de tuberc";-;-;-;-;-;-;-;-;-;2;3;2;6;10;3;10;5;6;2;13;-;62
"B91   Sequelas de poliomielite";-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;1;1;2;3;-;13
"B92   Sequelas de hanseniase";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;1;1;-;5
"B94   Sequelas de outr doenc infecc e parasit e NE";-;-;-;-;1;-;3;1;-;-;5;2;1;2;1;1;-;2;2;2;-;23
"B99   Doenc infecc outr e as NE";-;-;-;1;-;-;-;1;-;-;-;-;1;-;3;2;-;1;-;3;-;12
"C00   Neopl malig do labio";-;-;-;-;-;-;-;-;-;-;1;1;-;1;5;2;2;1;-;5;-;18
"C01   Neopl malig da base da lingua";-;-;-;1;-;-;-;-;1;-;1;10;12;23;32;33;22;16;9;9;-;169
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;-;1;4;10;26;38;59;35;40;29;25;25;-;292
"C03   Neopl malig da gengiva";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;4;1;4;1;-;-;12
"C04   Neopl malig do assoalho da boca";-;-;-;-;-;-;-;-;-;1;-;4;4;7;8;9;5;5;5;4;-;52
"C05   Neopl malig do palato";-;-;-;-;-;-;-;-;-;-;2;3;4;8;10;16;10;15;7;10;-;85
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;-;-;1;2;4;15;26;34;26;26;29;16;32;-;211
"C07   Neopl malig da gland parotida";-;-;-;-;-;-;1;-;1;1;-;1;1;4;6;8;6;13;9;20;-;71
"C08   Neopl malig outr gland saliv maiores e NE";-;-;-;-;-;-;-;-;1;1;-;-;-;1;1;4;1;1;2;3;-;15
"C09   Neopl malig da amigdala";-;-;-;-;-;-;-;-;-;-;-;-;3;7;5;9;8;3;2;-;-;37
"C10   Neopl malig da orofaringe";-;-;-;-;-;-;-;-;-;1;1;17;42;66;100;74;73;43;34;34;-;485
"C11   Neopl malig da nasofaringe";-;-;-;-;1;-;1;2;3;1;-;7;13;4;11;6;12;7;3;2;-;73
"C12   Neopl malig do seio piriforme";-;-;-;-;-;-;-;-;-;-;-;1;2;4;5;10;3;3;4;1;-;33
"C13   Neopl malig da hipofaringe";-;-;-;-;-;-;-;-;-;1;3;1;5;13;29;20;16;10;3;6;-;107
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;-;-;-;1;-;-;2;1;9;12;22;31;42;29;19;23;30;-;221
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;-;2;3;17;28;106;202;265;286;268;169;123;198;1;1668
"C16   Neopl malig do estomago";-;-;-;-;-;-;3;3;16;29;61;96;159;211;387;417;460;464;476;739;-;3521
"C17   Neopl malig do intestino delgado";-;-;-;-;-;-;-;-;-;1;4;4;6;17;29;29;27;27;35;51;-;230
"C18   Neopl malig do colon";-;-;-;-;-;-;2;9;8;36;41;77;137;218;322;392;442;441;443;769;-;3337
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;2;2;10;8;13;24;28;43;39;50;49;94;-;362
"C20   Neopl malig do reto";-;-;-;-;-;-;-;2;8;14;32;31;58;89;149;160;163;191;156;270;-;1323
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;-;-;3;7;10;7;15;6;5;15;8;16;-;92
"C22   Neopl malig figado vias biliares intra-hepat";-;-;2;1;-;-;3;5;5;15;28;37;95;186;281;315;331;287;261;401;-;2253
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;1;3;4;8;12;17;34;33;28;42;38;-;220
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;1;-;7;9;19;40;59;51;64;89;59;95;-;493
"C25   Neopl malig do pancreas";-;-;-;-;-;1;1;3;2;14;18;40;79;180;263;321;360;317;349;567;-;2515
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;1;4;5;11;13;28;59;73;102;135;132;136;266;-;965
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;-;-;-;-;-;-;-;-;1;1;4;1;-;1;1;3;-;12
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;1;-;-;-;1;3;4;3;4;5;4;5;5;-;35
"C32   Neopl malig da laringe";-;-;-;-;-;-;1;-;1;2;5;22;71;126;173;182;149;127;87;112;-;1058
"C33   Neopl malig da traqueia";-;-;-;-;-;-;-;-;-;-;-;-;-;6;2;2;9;1;2;4;-;26
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;1;2;3;3;8;6;20;37;76;205;444;796;943;955;943;778;1042;2;6264
"C37   Neopl malig do timo";-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;1;1;1;1;3;-;11
"C38   Neopl malig do coracao mediastino e pleura";-;-;1;1;-;1;1;3;9;6;3;6;6;10;23;25;29;17;15;34;-;190
"C39   Neop mal out loc mal def ap resp org intrat";-;-;-;-;-;-;-;-;-;-;1;-;3;1;4;6;1;1;5;9;-;31
"C40   Neopl malig ossos/cartilag artic membros";-;-;-;-;1;1;6;5;1;2;1;3;3;5;5;2;3;3;8;10;-;59
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;1;4;8;21;14;6;7;9;16;19;28;32;37;37;38;34;47;-;358
"C43   Melanoma malig da pele";-;-;-;-;-;-;2;4;4;7;12;25;36;28;42;41;60;55;52;83;-;451
"C44   Outr neopl malig da pele";-;-;-;-;-;-;1;-;3;3;3;2;12;12;18;22;20;29;51;146;-;322
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;2;1;5;2;5;7;5;1;5;-;33
"C46   Sarcoma de Kaposi";-;-;-;-;-;-;1;-;1;-;-;-;-;-;3;1;1;3;-;5;-;15
"C47   Neopl malig nervos perif e sist nerv autonom";-;-;-;-;1;1;1;-;1;2;-;2;-;1;-;1;1;-;-;2;-;13
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;1;3;2;1;3;4;10;14;20;21;37;44;41;37;36;61;-;335
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;3;4;4;8;4;11;12;22;21;25;25;26;25;20;24;13;40;-;287
"C50   Neopl malig da mama";-;-;-;-;-;-;-;6;32;71;144;259;364;428;467;454;425;331;299;565;-;3845
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;1;-;-;1;4;2;10;10;20;16;16;17;39;-;136
"C52   Neopl malig da vagina";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;5;5;6;3;7;-;27
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;-;4;15;42;51;55;68;90;93;83;77;56;63;80;-;777
"C54   Neopl malig do corpo do utero";-;-;-;-;-;1;-;-;-;-;3;5;14;27;34;51;47;62;62;70;-;376
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;-;2;4;10;14;22;28;43;63;51;46;45;43;88;-;459
"C56   Neopl malig do ovario";-;-;-;-;-;-;2;5;4;9;17;45;62;74;110;94;97;93;96;121;-;829
"C57   Neopl malig outr org genitais femin e NE";-;-;-;-;-;-;-;-;-;1;2;4;-;7;7;5;6;11;2;10;-;55
"C58   Neopl malig da placenta";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"C60   Neopl malig do penis";-;-;-;-;-;-;-;-;2;1;-;4;2;2;13;9;4;6;5;12;-;60
"C61   Neopl malig da prostata";-;-;-;1;-;-;-;1;-;-;-;4;14;48;79;191;334;421;547;1245;-;2885
"C62   Neopl malig dos testiculos";-;-;-;-;-;-;8;12;21;16;20;10;3;1;2;3;1;-;1;6;-;104
"C63   Neopl malig outr org genit masc e NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;1;1;1;3;-;9
"C64   Neopl malig do rim exceto pelve renal";-;-;2;3;4;2;5;3;3;3;13;19;38;59;67;93;103;96;84;131;-;728
"C65   Neopl malig da pelve renal";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;2;2;5;-;13
"C66   Neopl malig dos ureteres";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;2;2;1;1;-;11
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;-;3;1;5;10;15;25;61;104;132;149;206;378;-;1089
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;-;-;-;1;-;2;5;7;5;8;4;7;17;-;56
"C69   Neopl malig do olho e anexos";-;-;-;2;-;-;-;-;-;-;1;-;1;3;4;1;3;7;4;8;-;34
"C70   Neopl malig das meninges";-;-;-;1;-;-;-;1;-;1;2;-;1;1;6;5;6;4;4;5;-;37
"C71   Neopl malig do encefalo";-;2;4;30;40;30;26;20;44;50;58;91;134;156;199;226;238;177;149;203;-;1877
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;1;10;4;8;-;2;4;5;8;6;13;17;32;30;33;20;26;23;-;242
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;-;-;-;-;7;10;18;26;15;20;24;37;-;157
"C74   Neopl malig da gland supra-renal";-;-;3;10;9;2;1;-;4;2;3;2;6;10;9;6;6;8;6;4;-;91
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;1;-;-;-;-;3;1;8;6;5;3;6;5;4;6;5;-;53
"C76   Neopl malig outr localiz e mal definidas";-;-;-;2;1;3;2;3;5;7;15;27;48;69;99;104;86;97;103;206;1;878
"C77   Neopl malig secund e NE gangl linfaticos";-;-;-;-;-;-;-;-;-;-;1;1;-;5;5;3;6;1;2;7;-;31
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;1;-;-;2;2;8;10;23;27;58;87;103;96;104;108;122;-;751
"C79   Neopl malig secund de outr localiz";-;-;-;2;1;-;2;1;5;5;10;19;25;42;55;50;57;54;40;74;-;442
"C80   Neopl malig s/especificacao de localiz";-;-;-;2;-;-;3;5;13;19;21;44;78;114;171;243;220;202;225;352;2;1714
"C81   Doenc de Hodgkin";-;-;-;-;-;1;9;12;12;13;14;4;11;8;14;9;4;11;12;10;-;144
"C82   Linfoma nao-Hodgkin folicular";-;-;-;-;-;-;-;-;-;-;-;-;-;2;5;2;4;7;5;8;-;33
"C83   Linfoma nao-Hodgkin difuso";-;-;-;2;1;4;3;2;4;4;6;2;6;8;8;12;14;11;15;17;-;119
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;1;-;3;-;1;2;1;-;3;3;11;2;9;8;8;1;8;-;61
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;1;4;4;12;12;18;23;17;29;47;53;82;105;117;90;119;184;-;917
"C88   Doenc imunoproliferativas malignas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;1;2;1;-;9
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;3;1;10;34;53;104;118;114;127;115;153;-;832
"C91   Leucemia linfoide";-;-;1;16;22;15;30;18;21;10;12;15;16;16;26;32;21;34;41;94;-;440
"C92   Leucemia mieloide";-;-;3;9;8;14;20;21;22;36;35;31;42;52;58;65;75;93;96;128;-;808
"C93   Leucemia monocitica";-;-;-;-;-;1;-;-;1;1;-;-;2;1;-;2;3;3;1;3;-;18
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2;1;6;6;2;-;19
"C95   Leucemia de tipo celular NE";-;-;-;3;3;-;3;7;1;7;7;9;12;11;8;23;21;30;35;70;-;250
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;-;-;-;-;-;-;-;-;-;1;1;4;1;3;3;3;2;-;18
"C97   Neopl malig de localiz mult independentes";-;-;-;-;-;-;-;-;-;-;-;1;1;1;4;4;5;4;7;8;-;35
"D00   Carcinoma in situ cav oral esofago estomago";-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;3;3;3;1;1;-;14
"D01   Carcinoma in situ de outr orgaos digestivos";-;-;-;-;-;-;-;-;-;-;-;2;1;2;2;3;-;1;4;4;-;19
"D02   Carcinoma in situ ouvido medio e ap respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;4;2;5;3;-;18
"D03   Melanoma in situ";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2;2;-;6
"D04   Carcinoma in situ da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;2;3;-;10
"D05   Carcinoma in situ da mama";-;-;-;-;-;-;-;-;-;-;2;-;1;4;1;2;2;-;1;6;-;19
"D06   Carcinoma in situ do colo do utero";-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;1;1;-;1;-;6
"D07   Carcinoma in situ outr orgaos genitais e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;1;6;-;12
"D09   Carcinoma in situ de outr localiz e das NE";-;-;-;-;-;-;-;-;1;-;-;2;1;1;2;2;4;1;5;10;-;29
"D10   Neopl benig da boca e da faringe";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2;-;4
"D12   Neopl benig do colon reto canal anal e anus";-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;1;-;1;3;-;8
"D13   Neopl benig outr part e mal def ap digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;-;-;5
"D14   Neopl benig ouvido medio e aparelho respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;1;1;3;-;11
"D15   Neopl benig outr orgaos intratoracicos e NE";-;-;1;1;-;-;-;-;-;-;1;-;1;-;-;1;-;1;1;1;-;8
"D16   Neopl benig de osso e cartilagem articular";-;-;1;-;-;-;-;1;-;1;-;-;1;-;1;-;-;1;-;-;-;6
"D17   Neopl lipomatosa benig";1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2;-;5
"D18   Hemangioma e linfangioma de qualquer localiz";2;-;1;-;-;-;-;1;-;-;-;-;-;1;2;1;1;-;-;2;-;11
"D19   Neopl benig de tec mesotelial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;3
"D20   Neopl benig tec mole retro- e peritonio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D21   Outr neopl benig tec conj e outr tec moles";1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;1;-;-;-;5
"D23   Outr neopl benig da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"D25   Leiomioma do utero";-;-;-;-;-;-;-;-;-;-;1;1;2;2;3;-;1;1;1;2;-;14
"D26   Outr neopl benig do utero";-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2
"D27   Neopl benig do ovario";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;3;-;5
"D29   Neopl benig dos orgaos genitais masc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;3
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;1;2;4;3;1;10;12;6;9;13;19;-;80
"D33   Neopl benig encef e out part sist nerv centr";-;-;-;-;-;-;-;-;-;1;-;-;-;1;3;1;3;6;-;3;-;18
"D35   Neopl benig de outr gland endocrinas e NE";-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;2;-;1;-;1;-;7
"D36   Neopl benig de outr localiz e de localiz NE";-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;3;-;1;-;8
"D37   Neopl comp incerto/desc cav oral e org dig";-;-;-;-;-;-;-;-;-;1;-;1;3;5;7;6;9;13;13;26;-;84
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;2;-;-;1;-;-;1;-;2;2;2;4;14;16;6;12;9;25;1;97
