 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Período:2011
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"Menor 1 ano (ign)";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"A26   Erisipeloide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;2;-;5
"A27   Leptospirose";-;-;-;-;-;-;1;4;5;9;3;11;7;15;10;12;4;2;1;-;-;-;84
"A30   Hanseniase";-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;3;-;2;2;1;2;-;14
"A31   Infecc dev outr micobacterias";-;-;1;-;-;-;-;-;1;1;2;1;1;3;3;1;2;-;2;1;2;-;21
"A32   Listeriose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"A35   Outr tipos de tetano";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;2;2;-;8
"A37   Coqueluche";-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"A39   Infecc meningogocica";-;-;9;-;23;27;13;22;12;9;15;5;10;9;11;8;7;1;1;1;1;-;184
"A40   Septicemia estreptococica";-;-;-;-;4;-;-;-;-;1;-;1;-;1;1;-;1;2;2;5;9;-;27
"A41   Outr septicemias";-;-;133;-;41;10;14;11;27;36;32;39;57;89;131;153;177;205;251;309;845;6;2566
"A42   Actinomicose";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;4
"A43   Nocardiose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;3
"A44   Bartonelose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A46   Erisipela";-;-;-;-;-;-;1;-;-;3;1;-;5;15;16;26;22;36;38;45;100;-;308
"A48   Outr doenc bacter NCOP";-;1;-;-;-;-;-;1;-;1;1;-;4;1;4;4;7;4;7;4;21;-;60
"A49   Infecc bacter de localiz NE";-;-;1;-;1;1;-;-;-;-;-;1;-;-;3;-;-;2;2;2;6;-;19
"A50   Sifilis congen";3;2;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"A52   Sifilis tard";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;-;-;5
"A53   Outr form e as NE da sifilis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2
"A54   Infecc gonococica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A56   Outr infecc p/clamidias transm p/via sexual";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;3
"A63   Outr doenc de transm predom sexual NCOP";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"A69   Outr infecc p/espiroquetas";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;3
"A77   Febre maculosa";-;-;-;-;-;1;-;-;2;-;3;-;1;1;1;4;2;-;1;-;-;-;16
"A81   Infecc p/virus atipicos sist nervoso central";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;4;-;3;1;-;-;10
"A83   Encefalite p/virus transm p/mosquitos";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"A84   Encefalite p/virus transm p/carrapatos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"A85   Outr encefalites virais NCOP";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"A86   Encefalite viral NE";-;-;1;-;-;1;1;2;2;2;1;2;1;2;3;1;2;2;2;1;2;-;28
"A87   Meningite viral";-;-;1;-;-;-;-;-;-;1;-;1;1;3;-;-;1;1;1;1;-;-;11
"A89   Infecc virais NE do sist nervoso central";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;3
"A90   Dengue";-;-;1;-;1;1;2;1;1;1;-;2;-;1;-;2;2;2;4;5;4;-;30
"A91   Febre hemorragica dev virus do dengue";-;-;-;-;1;-;-;2;-;4;1;3;3;3;1;-;1;2;2;1;2;-;26
"A98   Outr febres hemorragicas p/virus NCOP";-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;1;1;-;-;1;-;-;6
"A99   Febres hemorragicas virais NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"B00   Infecc p/virus do herpes";-;-;-;-;1;1;-;-;-;-;-;1;-;1;-;-;1;1;3;1;5;-;15
"B01   Varicela";-;-;4;-;20;5;4;1;-;2;-;-;-;1;-;1;1;-;-;-;1;-;40
"B02   Herpes zoster";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;1;2;9;-;16
"B15   Hepatite aguda A";-;-;-;-;1;-;-;-;-;-;3;-;-;-;2;-;-;-;1;1;-;-;8
"B16   Hepatite aguda B";-;-;1;-;-;-;1;-;1;-;-;1;3;4;8;4;6;3;7;2;3;-;44
"B17   Outr hepatites virais agudas";-;-;-;-;1;-;-;-;-;1;3;6;11;23;28;14;25;13;10;8;6;-;149
"B18   Hepatite viral cronica";-;-;-;-;-;-;1;-;1;3;4;10;34;68;90;113;99;77;57;46;41;-;644
"B19   Hepatite viral NE";-;-;-;-;2;2;3;3;1;2;2;1;4;7;4;9;11;3;2;6;4;1;67
"B20   Doenc p/HIV result doenc infecc e parasit";-;-;3;-;2;3;5;15;54;142;285;350;399;342;246;140;77;32;24;10;5;5;2139
"B21   Doenc p/HIV result em neopl malig";-;-;-;-;-;-;-;1;1;9;7;8;12;12;13;4;6;-;1;1;-;-;75
"B22   Doenc p/HIV result em outr doenc espec";-;-;-;-;1;-;1;2;8;24;47;52;62;52;43;25;17;5;5;2;3;2;351
"B23   Doenc p/HIV result em outr doenc";-;-;-;-;-;-;-;-;-;3;3;2;9;10;1;3;2;-;-;-;-;-;33
"B24   Doenc p/HIV NE";-;-;-;-;-;-;-;4;7;16;46;45;71;44;36;22;14;8;7;3;1;-;324
"B25   Doenc p/citomegalovirus";-;-;3;-;-;-;-;1;1;-;1;-;-;-;-;-;1;-;1;1;1;-;10
"B27   Mononucleose infecc";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"B33   Outr doenc p/virus NCOP";-;-;-;-;-;-;-;-;-;-;4;-;1;1;1;-;-;1;-;3;-;-;11
"B34   Doenc p/virus de localiz NE";-;-;1;-;-;1;-;-;-;-;-;-;2;-;1;-;-;-;-;-;1;-;6
"B37   Candidiase";-;-;5;-;-;-;-;-;-;-;-;-;-;1;-;2;4;2;1;3;2;-;20
"B39   Histoplasmose";-;-;-;-;-;-;-;-;-;2;-;2;-;-;1;-;-;1;-;-;1;-;7
"B40   Blastomicose";-;-;-;-;-;-;-;-;-;2;1;-;-;5;3;1;1;-;3;2;2;-;20
"B41   Paracoccidioidomicose";-;-;-;-;-;-;-;-;-;-;1;-;-;1;4;3;2;-;1;-;2;-;14
"B44   Aspergilose";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;2;-;-;2;-;7
"B45   Criptococose";-;-;-;-;-;-;-;-;-;1;-;3;1;3;3;4;-;1;-;2;1;-;19
"B46   Zigomicose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"B47   Micetoma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"B48   Outr micoses NCOP";-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"B49   Micose NE";-;-;8;-;1;1;-;-;-;-;-;-;-;-;2;2;-;-;-;2;1;-;17
"B50   Malaria p/Plasmodium falciparum";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"B51   Malaria p/Plasmodium vivax";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"B54   Malaria NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;2
"B55   Leishmaniose";-;-;-;-;2;1;-;-;-;2;2;-;2;-;-;2;1;1;2;2;1;-;18
"B57   Doenc de Chagas";-;-;-;-;-;-;-;-;3;5;7;29;50;45;89;105;126;135;152;144;188;1;1079
"B58   Toxoplasmose";-;-;-;-;1;-;-;-;-;1;2;1;5;2;-;1;-;-;-;-;-;-;13
"B59   Pneumocistose";-;-;-;-;-;-;-;-;-;2;4;2;1;4;1;-;1;-;1;-;-;-;16
"B65   Esquistossomose";-;-;-;-;-;-;-;-;-;1;3;3;5;6;9;6;11;12;10;8;9;-;83
"B67   Equinococose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B69   Cisticercose";-;-;-;-;-;-;-;-;1;-;2;1;4;1;4;1;1;3;1;2;2;-;23
"B74   Filariose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"B77   Ascaridiase";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;5
"B78   Estrongiloidiase";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;3
"B86   Escabiose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"B87   Miiase";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;1;1;1;1;2;-;9
"B89   Doenc parasit NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B90   Sequelas de tuberc";-;-;-;-;-;-;-;-;2;1;-;1;3;5;6;12;9;3;7;9;17;-;75
"B91   Sequelas de poliomielite";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;2;-;-;-;5
"B92   Sequelas de hanseniase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"B94   Sequelas de outr doenc infecc e parasit e NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;1;3;-;-;8
"B99   Doenc infecc outr e as NE";-;-;-;-;-;-;-;1;-;1;-;1;-;1;-;1;-;1;-;1;9;-;16
"C00   Neopl malig do labio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;1;2;-;7
"C01   Neopl malig da base da lingua";-;-;-;-;-;-;-;-;-;-;-;1;4;15;26;27;24;16;14;7;13;-;147
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;-;2;3;4;12;18;44;52;52;25;31;21;24;-;288
"C03   Neopl malig da gengiva";-;-;-;-;-;-;1;-;-;1;1;-;1;-;2;2;-;2;-;1;-;-;11
"C04   Neopl malig do assoalho da boca";-;-;-;-;-;-;-;-;-;-;-;1;4;3;9;13;6;9;3;1;6;-;55
"C05   Neopl malig do palato";-;-;-;-;-;-;-;-;-;-;-;2;3;5;9;12;8;6;11;8;9;-;73
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;-;-;-;-;3;8;13;19;35;26;31;18;14;36;-;203
"C07   Neopl malig da gland parotida";-;-;-;-;-;-;-;-;-;-;3;1;1;1;2;6;8;8;6;7;19;-;62
"C08   Neopl malig outr gland saliv maiores e NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;3;1;2;1;7;-;18
"C09   Neopl malig da amigdala";-;-;-;-;-;-;-;-;-;-;-;-;1;6;7;10;12;6;4;1;1;-;48
"C10   Neopl malig da orofaringe";-;-;-;-;-;-;-;-;-;-;2;3;12;49;63;76;74;45;40;23;38;-;425
"C11   Neopl malig da nasofaringe";-;-;-;-;1;-;1;3;4;3;2;2;5;4;10;9;12;2;5;5;6;-;74
"C12   Neopl malig do seio piriforme";-;-;-;-;-;-;-;-;-;-;-;-;1;1;5;9;4;5;3;5;2;-;35
"C13   Neopl malig da hipofaringe";-;-;-;-;-;-;-;-;-;1;-;1;5;12;22;22;27;12;10;11;3;-;126
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;-;-;-;-;-;-;1;2;2;6;21;34;38;31;28;29;19;27;-;238
"C15   Neopl malig do esofago";-;-;-;-;-;-;1;-;-;-;4;10;46;104;212;263;246;208;219;156;190;-;1659
"C16   Neopl malig do estomago";-;-;-;-;-;-;1;-;2;14;26;60;83;168;259;363;372;412;475;475;711;-;3421
"C17   Neopl malig do intestino delgado";-;-;-;-;-;-;-;-;1;1;-;1;4;8;19;19;22;17;22;22;40;-;176
"C18   Neopl malig do colon";-;-;-;-;-;-;-;2;7;16;33;46;75;153;202;284;330;324;392;385;699;1;2949
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;-;2;1;6;7;14;27;39;36;30;35;52;60;-;309
"C20   Neopl malig do reto";-;-;-;-;-;-;-;2;4;9;5;24;42;76;110;139;127;160;167;173;225;-;1263
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;-;-;2;1;5;6;2;7;5;8;3;5;8;-;52
"C22   Neopl malig figado vias biliares intra-hepat";-;-;1;-;2;1;3;8;5;13;20;22;68;101;157;233;306;255;270;249;345;2;2061
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;-;-;1;4;9;10;22;27;34;28;29;47;-;211
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;-;3;1;3;6;13;31;44;54;60;73;65;100;-;453
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;1;1;5;10;18;34;80;180;223;241;295;329;303;498;-;2218
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;1;-;2;6;7;8;10;34;56;71;82;94;109;111;193;1;785
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;-;1;1;-;-;1;-;1;-;1;1;3;1;2;-;1;2;-;15
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;6;4;3;2;3;2;-;25
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;-;1;4;11;30;81;154;191;166;143;121;66;89;1;1058
"C33   Neopl malig da traqueia";-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;6;2;5;3;2;2;-;25
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;1;-;1;3;8;12;15;36;109;201;465;660;764;751;890;761;945;3;5625
"C37   Neopl malig do timo";-;-;-;-;-;-;1;-;-;-;1;1;1;1;3;2;-;1;1;2;-;-;14
"C38   Neopl malig do coracao mediastino e pleura";-;-;1;-;-;2;2;3;3;4;4;6;14;8;13;18;17;24;25;19;24;-;187
"C39   Neop mal out loc mal def ap resp org intrat";-;-;-;-;-;-;-;-;-;-;1;1;-;1;4;1;6;3;4;5;4;-;30
"C40   Neopl malig ossos/cartilag artic membros";-;-;-;-;-;1;2;4;2;5;1;1;-;-;2;2;3;8;1;4;9;-;45
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;1;5;10;24;10;10;9;9;19;16;28;31;38;25;33;29;47;-;344
"C43   Melanoma malig da pele";-;-;-;-;-;-;-;2;4;8;12;12;21;27;44;44;50;43;41;43;69;-;420
"C44   Outr neopl malig da pele";-;-;-;-;-;-;-;-;3;2;1;2;7;15;20;14;23;23;33;28;126;-;297
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;1;-;-;7;6;7;2;5;5;9;-;42
"C46   Sarcoma de Kaposi";-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;1;1;1;-;3;-;9
"C47   Neopl malig nervos perif e sist nerv autonom";-;-;-;-;1;-;-;-;2;-;1;-;-;-;2;1;-;2;2;1;2;-;14
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;1;-;-;2;2;8;1;1;12;12;29;37;38;44;39;26;43;-;295
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;-;4;1;5;10;8;4;11;14;16;19;22;27;30;21;22;21;39;-;274
"C50   Neopl malig da mama";-;-;-;-;-;-;-;-;6;26;79;146;245;307;419;430;414;374;319;267;523;-;3555
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;1;-;1;-;-;4;3;6;6;3;6;11;15;36;1;93
"C52   Neopl malig da vagina";-;-;-;-;-;-;-;-;-;1;1;1;-;1;2;2;4;3;1;5;15;-;36
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;-;-;6;18;47;43;59;68;77;96;83;75;70;55;72;-;769
"C54   Neopl malig do corpo do utero";-;-;-;-;-;-;-;-;-;1;2;1;8;4;25;21;54;49;50;50;67;-;332
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;-;-;1;3;9;13;20;28;41;48;54;49;53;44;74;-;437
"C56   Neopl malig do ovario";-;-;-;-;-;-;-;1;6;8;10;17;33;65;86;84;105;97;89;68;105;-;774
"C57   Neopl malig outr org genitais femin e NE";-;-;-;-;-;-;-;-;-;-;-;-;1;3;6;6;11;4;4;10;14;-;59
"C58   Neopl malig da placenta";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"C60   Neopl malig do penis";-;-;-;-;-;-;-;-;-;-;1;1;5;5;4;8;4;5;7;6;11;-;57
"C61   Neopl malig da prostata";-;-;-;-;-;-;-;2;1;-;-;2;4;11;33;88;180;304;438;548;1116;-;2727
"C62   Neopl malig dos testiculos";-;-;-;-;-;-;1;4;8;14;16;9;5;3;3;4;2;-;2;1;1;-;73
"C63   Neopl malig outr org genit masc e NE";-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;1;1;2;3;2;4;-;17
"C64   Neopl malig do rim exceto pelve renal";-;-;-;-;2;5;2;1;6;4;5;6;14;35;47;75;85;83;82;81;95;-;628
"C65   Neopl malig da pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;2;-;2;3;4;-;15
"C66   Neopl malig dos ureteres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;4;1;1;-;10
"C67   Neopl malig da bexiga";-;-;-;-;1;-;1;1;-;-;-;1;8;16;41;57;86;101;135;159;312;-;919
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;-;-;-;2;2;3;2;5;8;1;4;8;11;13;-;59
"C69   Neopl malig do olho e anexos";-;-;-;-;5;-;-;-;1;2;-;2;-;1;1;3;-;6;1;3;6;-;31
"C70   Neopl malig das meninges";-;-;-;-;-;1;1;-;-;2;-;1;2;-;2;2;3;6;3;6;-;-;29
"C71   Neopl malig do encefalo";-;-;3;-;21;27;23;24;25;26;59;57;86;136;152;179;198;176;163;140;195;-;1690
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;5;-;4;6;3;4;5;8;6;7;9;15;16;15;29;17;14;14;18;-;195
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;1;1;-;4;3;6;10;14;11;15;27;18;34;-;144
"C74   Neopl malig da gland supra-renal";-;-;2;-;9;10;3;1;1;2;2;1;4;3;6;7;4;5;1;4;8;-;73
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;2;-;1;-;-;1;-;8;1;4;5;5;7;9;5;5;4;-;57
"C76   Neopl malig outr localiz e mal definidas";-;-;1;-;2;1;6;1;7;3;7;13;29;52;83;90;98;103;94;96;180;-;866
"C77   Neopl malig secund e NE gangl linfaticos";-;-;-;-;-;-;-;-;-;-;1;-;2;4;1;5;4;6;6;3;6;-;38
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;1;1;1;2;-;1;6;10;25;48;63;98;87;103;106;102;152;-;806
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;2;1;2;3;5;5;13;18;36;48;41;44;51;55;81;-;405
"C80   Neopl malig s/especificacao de localiz";-;-;1;-;-;-;2;4;7;15;22;25;38;74;136;190;209;231;248;184;349;-;1735
"C81   Doenc de Hodgkin";-;-;-;-;-;-;3;5;9;11;18;5;9;11;14;11;21;8;9;6;8;-;148
"C82   Linfoma nao-Hodgkin folicular";-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;5;3;5;5;5;7;-;35
"C83   Linfoma nao-Hodgkin difuso";-;-;-;-;3;2;5;7;5;3;7;4;6;6;3;10;7;7;12;7;14;-;108
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;-;-;-;1;1;1;4;2;1;2;3;3;1;4;5;7;4;6;-;45
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;2;2;3;6;12;14;19;26;31;39;50;82;113;114;109;107;136;-;865
"C88   Doenc imunoproliferativas malignas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;4;-;1;4;-;12
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;-;3;5;13;29;44;64;89;84;106;99;115;-;651
"C91   Leucemia linfoide";-;-;3;-;14;27;23;22;19;17;25;18;11;14;21;27;27;28;36;41;82;-;455
"C92   Leucemia mieloide";-;-;2;-;9;5;11;21;21;28;37;20;39;40;43;63;63;89;87;87;119;-;784
"C93   Leucemia monocitica";-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;2;2;2;2;2;-;-;13
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;3;-;5;1;2;-;14
"C95   Leucemia de tipo celular NE";-;-;2;-;3;1;2;4;7;4;7;8;9;8;6;13;19;26;28;30;66;-;243
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;-;1;-;-;-;1;-;-;-;3;-;2;5;-;1;2;2;5;-;22
"C97   Neopl malig de localiz mult independentes";-;-;-;-;-;-;-;-;-;1;2;2;2;7;10;14;20;14;13;15;14;-;114
"D00   Carcinoma in situ cav oral esofago estomago";-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;2;3;4;2;-;6;-;22
"D01   Carcinoma in situ de outr orgaos digestivos";-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;2;3;2;4;4;8;-;27
"D02   Carcinoma in situ ouvido medio e ap respirat";-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;-;7;1;3;5;3;-;23
"D03   Melanoma in situ";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;2;-;-;-;4
"D04   Carcinoma in situ da pele";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;1;3;-;7
"D05   Carcinoma in situ da mama";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;-;2;2;4;1;-;14
"D06   Carcinoma in situ do colo do utero";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;3;-;-;5
"D07   Carcinoma in situ outr orgaos genitais e NE";-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;1;2;1;6;-;13
"D09   Carcinoma in situ de outr localiz e das NE";-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;3;9;1;2;9;8;-;36
"D10   Neopl benig da boca e da faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D12   Neopl benig do colon reto canal anal e anus";-;-;-;-;-;-;-;-;-;2;1;-;2;-;-;1;-;-;-;-;2;-;8
"D13   Neopl benig outr part e mal def ap digestivo";-;-;-;-;-;-;-;-;-;-;1;-;1;3;1;3;-;1;4;3;2;-;19
"D14   Neopl benig ouvido medio e aparelho respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;1;-;-;5
"D15   Neopl benig outr orgaos intratoracicos e NE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;1;-;4
"D16   Neopl benig de osso e cartilagem articular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;3
"D17   Neopl lipomatosa benig";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"D18   Hemangioma e linfangioma de qualquer localiz";-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;2;1;-;-;1;4;-;12
"D19   Neopl benig de tec mesotelial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;3
"D20   Neopl benig tec mole retro- e peritonio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D21   Outr neopl benig tec conj e outr tec moles";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;2
"D22   Nevos melanociticos";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"D23   Outr neopl benig da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"D24   Neopl benig da mama";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;2
"D25   Leiomioma do utero";-;-;-;-;-;-;-;-;-;-;1;-;3;1;2;1;-;1;-;-;-;-;9
"D26   Outr neopl benig do utero";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;3
