 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Sexo: Masc
Período:2013
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;3
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;1;2;6;-;13
"E12   Diabetes mellitus relac c/a desnutr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E14   Diabetes mellitus NE";-;-;-;-;-;-;-;1;-;1;-;1;5;2;3;7;7;9;5;10;-;51
"E24   Sindr de Cushing";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"E43   Desnutric proteico-calorica grave NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;-;4
"E46   Desnutric proteico-calorica NE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;2;1;3;-;9
"E66   Obesidade";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3;-;-;-;-;-;4
"E76   Disturbios metabolismo do glicosaminoglicano";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E80   Disturbios metab porfirina e bilirrubina";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"E83   Disturbios do metabolismo de minerais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"E86   Deplecao de volume";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;3
"E87   Outr transt equil hidroeletr e acido-basic";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;3;-;5
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;-;-;1;2;-;-;2;-;1;1;-;-;-;-;7
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;2
"G00   Meningite bacter NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;-;1;-;5
"G03   Meningite dev outr causas e a causas NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;3
"G04   Encefalite mielite e encefalomielite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
"G06   Abscesso granuloma intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;5;-;1;-;8
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;2;9;-;16
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;6;22;-;33
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;1;-;-;-;-;-;4
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G40   Epilepsia";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;3
"G61   Polineuropatia inflam";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"G62   Outr polineuropatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"G71   Transt prim dos musculos";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"G80   Paralisia cerebral";-;-;-;-;-;1;1;1;1;-;-;-;-;-;-;-;1;-;-;-;-;5
"G91   Hidrocefalia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G93   Outr transt do encefalo";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;1;1;-;6
"G96   Outr transt do sist nervoso central";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"G98   Outr transt do sist nervoso NCOP";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;4
"H66   Otite media supurativa e as NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;-;-;-;1;3;-;4;3;2;3;1;5;-;22
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;6;-;3;3;9;-;23
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;4;1;5;-;14
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;3
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;-;1;1;3;9;17;26;37;48;54;55;45;56;81;-;433
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;2;-;-;-;5
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;-;-;-;1;1;-;3;8;4;6;14;5;21;-;63
"I26   Embolia pulmonar";-;-;-;-;-;-;-;-;-;-;1;2;1;1;-;1;2;2;3;5;-;18
"I27   Outr form de doenc cardiaca pulmonar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2
"I31   Outr doenc do pericardio";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2
"I33   Endocardite aguda e subaguda";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;-;4
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;-;2;-;7
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;2;1;2;-;8
"I38   Endocardite de valva NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;2;1;-;6
"I42   Cardiomiopatias";-;-;-;-;-;-;-;-;-;-;2;-;4;1;2;3;5;-;5;7;-;29
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"I46   Parada cardiaca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;2;-;7
"I49   Outr arritmias cardiacas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;-;4;7;-;16
"I50   Insuf cardiaca";-;-;-;-;-;-;-;-;-;2;-;-;3;2;3;3;5;6;11;21;-;56
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;-;4
"I60   Hemorragia subaracnoide";-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;4;2;-;1;1;-;13
"I61   Hemorragia intracerebral";-;-;-;-;-;-;1;-;-;-;-;1;4;8;5;6;9;4;3;8;-;49
"I62   Outr hemorragias intracranianas nao-traum";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;-;4
"I63   Infarto cerebral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;-;-;-;-;-;-;-;3;1;3;5;10;13;13;25;-;73
"I67   Outr doenc cerebrovasculares";-;-;-;-;-;-;-;-;1;-;-;-;2;1;6;7;9;9;16;25;-;76
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;-;2;2;2;2;7;7;9;40;-;71
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;-;5
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;-;-;-;1;1;1;1;4;6;6;7;6;9;7;-;49
"I72   Outr aneurismas";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2;1;-;-;5
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;3;-;7
"I74   Embolia e trombose arteriais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;1;-;-;4
"I80   Flebite e tromboflebite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;4
"I81   Trombose da veia porta";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
"I82   Outr embolia e trombose venosas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"J01   Sinusite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"J09   Influenza A (H1N1)";-;-;-;1;-;-;-;1;-;-;-;-;-;2;1;-;1;-;-;-;-;6
"J10   Influenza dev outro virus influenza ident";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"J11   Influenza dev virus nao identificado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"J12   Pneumonia viral NCOP";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J15   Pneumonia bacter NCOP";-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;1;1;4;7;-;17
"J18   Pneumonia p/microorg NE";-;1;1;-;-;1;-;1;2;3;8;4;9;14;30;13;22;17;36;113;-;275
"J21   Bronquiolite aguda";-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"J22   Infecc agudas NE das vias aereas infer";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J39   Outr doenc das vias aereas super";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"J40   Bronquite NE como aguda ou cronica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"J43   Enfisema";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;2;4;-;9
"J44   Outr doenc pulmonares obstrutivas cronicas";-;-;-;-;-;-;-;-;-;-;-;-;2;4;5;6;14;22;27;54;-;134
"J45   Asma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"J46   Estado de mal asmatico";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"J69   Pneumonite dev solidos e liquidos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;1;1;1;3;-;11
"J80   Sindr do desconforto respirat do adulto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"J81   Edema pulmonar NE de outr form";-;-;-;-;-;-;-;-;1;-;1;-;1;3;3;1;3;-;3;3;-;19
"J84   Outr doenc pulmonares intersticiais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;-;2;1;9;-;18
"J85   Abscesso do pulmao e do mediastino";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;3
"J86   Piotorax";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"J90   Derrame pleural NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"J94   Outr afeccoes pleurais";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"J96   Insuf respirat NCOP";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;3
"J98   Outr transt respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;3;-;6;-;14
"K12   Estomatite e lesoes correlatas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"K22   Outr doenc do esofago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"K25   Ulcera gastrica";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2;-;4
"K26   Ulcera duodenal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;3
"K27   Ulcera peptica de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"K29   Gastrite e duodenite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"K35   Apendicite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
"K40   Hernia inguinal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;3
"K46   Hernia abdominal NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"K52   Outr gastroenterites e colites nao-infecc";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"K55   Transt vasculares do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;4;5;-;12
"K56   Ileo paralitico e obstr intestinal s/hernia";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;3;-;7
"K57   Doenc diverticular do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;3;1;2;3;-;13
"K63   Outr doenc do intestino";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;3
"K65   Peritonite";-;-;-;-;-;-;-;1;-;-;1;-;1;-;3;-;1;2;2;-;-;11
"K70   Doenc alcoolica do figado";-;-;-;-;-;-;-;-;-;1;4;9;9;9;6;3;2;3;1;1;-;48
"K71   Doenc hepatica toxica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"K72   Insuf hepatica NCOP";-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;-;1;-;-;-;5
"K74   Fibrose e cirrose hepaticas";-;-;-;-;-;-;-;-;-;1;1;3;7;6;7;6;6;8;4;2;-;51
"K75   Outr doenc inflam do figado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2
"K76   Outr doenc do figado";-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;1;-;1;1;1;-;8
"K80   Colelitiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;4
"K81   Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;1;-;4;-;10
"K82   Outr doenc da vesicula biliar";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2
"K83   Outr doenc das vias biliares";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;-;1;-;5
"K85   Pancreatite aguda";-;-;-;-;-;-;-;-;2;-;3;1;1;4;3;-;2;2;2;2;-;22
"K86   Outr doenc do pancreas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;3
