 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Sexo: Masc
Período:2012
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"C81   Doenc de Hodgkin";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"C83   Linfoma nao-Hodgkin difuso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;-;-;-;-;-;1;2;-;-;4;4;1;1;1;1;4;19
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;4;1;2;4;15
"C91   Leucemia linfoide";-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;1;2;1;1;-;9
"C92   Leucemia mieloide";-;-;-;-;-;-;-;-;-;-;1;1;-;3;2;2;1;2;3;3;18
"C95   Leucemia de tipo celular NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D18   Hemangioma e linfangioma de qualquer localiz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"D44   Neopl comp incerto/desconh gland endocrinas";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"D46   Sindr mielodisplasicas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;1;5
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"D61   Outr anemias aplasticas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2
"D65   Coagulacao intravascular disseminada";-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"D68   Outr defeitos da coagulacao";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"D69   Purpura e outr afeccoes hemorragicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"D76   Alg doenc q env tec linforr e sist reticuloh";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;3
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;2;3;9
"E12   Diabetes mellitus relac c/a desnutr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"E14   Diabetes mellitus NE";-;-;-;-;-;-;-;-;-;-;-;1;1;7;6;7;9;13;11;14;69
"E41   Marasmo nutricional";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E43   Desnutric proteico-calorica grave NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"E46   Desnutric proteico-calorica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;8;11
"E52   Defic de niacina";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"E64   Sequelas desnutric e outr defic nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E66   Obesidade";-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;1;-;-;-;-;4
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;1;1;5
"E80   Disturbios metab porfirina e bilirrubina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E83   Disturbios do metabolismo de minerais";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"E86   Deplecao de volume";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;5
"E87   Outr transt equil hidroeletr e acido-basic";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;1;1;5
"E88   Outr disturbios metabolicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;-;-;1;1;3;4;3;2;1;1;1;-;-;17
"F14   Transt mentais e comport dev uso da cocaina";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;3
"F20   Esquizofrenia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"F31   Transt afetivo bipolar";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"G00   Meningite bacter NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"G04   Encefalite mielite e encefalomielite";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"G06   Abscesso granuloma intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"G09   Sequelas doenc inflam sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;1;1;1;7
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;11;15
"G25   Outr doenc extrapiramidais transt movimentos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6;6;23;36
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G35   Esclerose mult";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G40   Epilepsia";-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;-;-;-;4
"G41   Estado de mal epileptico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2
"G61   Polineuropatia inflam";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"G71   Transt prim dos musculos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G80   Paralisia cerebral";-;-;-;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"G91   Hidrocefalia";-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;3
"G93   Outr transt do encefalo";-;-;-;1;-;-;-;1;-;-;1;-;-;2;-;2;-;2;-;1;10
"G95   Outr doenc da medula espinal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"I00   Febre reumatica s/mencao de compr do coracao";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"I07   Doenc reumaticas da valva tricuspide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;-;1;1;-;-;2;3;4;5;3;2;5;26
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;4;3;-;3;7;20
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3;1;4;11
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;2;5
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;-;-;1;4;5;20;15;40;44;48;53;45;51;54;380
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;1;3;2;1;11
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;-;-;-;-;-;3;3;5;4;6;12;11;25;69
"I26   Embolia pulmonar";-;-;-;-;-;-;-;-;1;-;1;1;-;4;-;-;2;1;1;3;14
"I27   Outr form de doenc cardiaca pulmonar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I31   Outr doenc do pericardio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
"I33   Endocardite aguda e subaguda";-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;1;2;-;6
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;3
"I35   Transt nao-reumaticos da valva aortica";-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;3;8
"I38   Endocardite de valva NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;3
"I40   Miocardite aguda";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"I42   Cardiomiopatias";-;-;-;-;-;-;-;-;1;-;-;1;3;2;2;2;1;6;5;9;32
"I47   Taquicardia paroxistica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;6;4;13
"I49   Outr arritmias cardiacas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;4;6
"I50   Insuf cardiaca";-;-;-;-;-;-;-;2;-;1;-;-;4;4;7;6;5;5;5;18;57
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-;2;6
"I60   Hemorragia subaracnoide";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;3;-;1;-;-;6
"I61   Hemorragia intracerebral";-;-;-;-;-;-;-;-;-;-;1;3;8;4;6;6;6;2;6;16;58
"I62   Outr hemorragias intracranianas nao-traum";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;5
"I63   Infarto cerebral";-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;3
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;-;-;-;-;-;1;-;1;1;4;5;8;7;9;22;58
"I67   Outr doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;-;4;4;-;8;7;14;8;24;69
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;1;-;-;-;2;3;7;4;14;11;34;76
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;5
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;-;-;-;-;-;1;3;6;5;6;8;12;14;19;74
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2;4
"I74   Embolia e trombose arteriais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;4
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;5;10
"I80   Flebite e tromboflebite";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;4
"I82   Outr embolia e trombose venosas";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"I99   Outr transt do aparelho circulatorio e os NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"J09   Influenza A (H1N1)";-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"J12   Pneumonia viral NCOP";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J15   Pneumonia bacter NCOP";-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;1;1;-;3;9
"J18   Pneumonia p/microorg NE";-;-;3;2;-;-;-;-;1;-;6;6;14;15;21;14;18;20;29;135;284
"J20   Bronquite aguda";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J21   Bronquiolite aguda";-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;5
"J34   Outr transt do nariz e dos seios paranasais";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J39   Outr doenc das vias aereas super";-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;3
"J40   Bronquite NE como aguda ou cronica";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"J43   Enfisema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;4;8
"J44   Outr doenc pulmonares obstrutivas cronicas";-;-;-;-;1;-;-;-;-;-;-;-;2;5;10;4;13;26;18;69;148
"J45   Asma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"J46   Estado de mal asmatico";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"J47   Bronquectasia";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2
"J62   Pneumoconiose dev poeira que cont silica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J68   Afecc resp dev inal prod quim gas fumac vap";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J69   Pneumonite dev solidos e liquidos";-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;1;1;1;3;9
"J81   Edema pulmonar NE de outr form";-;-;-;-;-;-;-;-;-;-;-;3;4;1;3;1;3;1;4;7;27
"J84   Outr doenc pulmonares intersticiais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3;2;3;11
"J85   Abscesso do pulmao e do mediastino";-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;1;-;4
"J86   Piotorax";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;3
"J90   Derrame pleural NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"J93   Pneumotorax";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;1;-;4
"J96   Insuf respirat NCOP";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J98   Outr transt respirat";-;-;-;-;-;-;-;-;1;1;-;-;3;1;1;1;3;-;3;3;17
"K20   Esofagite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"K25   Ulcera gastrica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;2;7
"K26   Ulcera duodenal";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"K29   Gastrite e duodenite";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;3
"K31   Outr doenc do estomago e do duodeno";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;3
"K37   Apendicite SOE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"K40   Hernia inguinal";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;4
"K42   Hernia umbilical";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"K46   Hernia abdominal NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"K50   Doenc de Crohn";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"K55   Transt vasculares do intestino";-;-;-;-;-;-;-;-;-;-;1;1;1;2;2;1;-;2;2;3;15
"K56   Ileo paralitico e obstr intestinal s/hernia";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;-;-;-;5;9
"K57   Doenc diverticular do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;5;7
"K61   Abscesso das regioes anal e retal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"K63   Outr doenc do intestino";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;-;-;-;4
"K65   Peritonite";-;-;-;-;-;-;1;-;-;2;-;-;-;2;1;2;2;2;2;3;17
"K70   Doenc alcoolica do figado";-;-;-;-;-;-;-;-;-;-;3;5;8;6;5;8;2;3;1;-;41
"K71   Doenc hepatica toxica";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"K72   Insuf hepatica NCOP";-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;-;1;1;1;7
"K74   Fibrose e cirrose hepaticas";-;-;-;-;-;-;-;-;-;-;5;4;6;13;2;9;7;6;1;3;56
"K75   Outr doenc inflam do figado";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;3
"K76   Outr doenc do figado";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;2;1;-;1;7
"K80   Colelitiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;4
"K81   Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;5;9
"K83   Outr doenc das vias biliares";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;3
"K85   Pancreatite aguda";-;-;-;-;-;-;-;-;-;1;2;3;1;1;4;4;1;2;3;6;28
"K86   Outr doenc do pancreas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
