 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Sexo: Masc
Período:2010
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;3
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;-;1;-;3;-;-;1;4;2;7;9;6;3;8;44
"I72   Outr aneurismas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;4
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;2;6
"I74   Embolia e trombose arteriais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;3
"I80   Flebite e tromboflebite";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;2;1;6
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J15   Pneumonia bacter NCOP";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;4;1;-;4;12
"J18   Pneumonia p/microorg NE";-;-;1;1;-;-;-;-;1;3;6;5;11;17;16;22;19;31;26;88;247
"J21   Bronquiolite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
"J40   Bronquite NE como aguda ou cronica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"J43   Enfisema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4;8
"J44   Outr doenc pulmonares obstrutivas cronicas";-;-;-;-;-;-;-;-;-;-;1;2;3;1;4;6;13;17;23;58;128
"J45   Asma";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;3
"J46   Estado de mal asmatico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J62   Pneumoconiose dev poeira que cont silica";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"J67   Pneumonite hipersensibilid dev poeiras org";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"J69   Pneumonite dev solidos e liquidos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;8;13
"J80   Sindr do desconforto respirat do adulto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"J81   Edema pulmonar NE de outr form";-;-;-;-;-;-;-;-;-;-;-;2;1;3;2;2;2;1;3;5;21
"J84   Outr doenc pulmonares intersticiais";-;-;-;-;-;-;-;-;-;-;-;-;4;-;2;-;4;4;2;6;22
"J85   Abscesso do pulmao e do mediastino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;3
"J86   Piotorax";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;3
"J90   Derrame pleural NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"J96   Insuf respirat NCOP";-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;4;8
"J98   Outr transt respirat";-;-;-;-;-;-;-;1;-;-;-;1;-;1;5;3;2;3;2;5;23
"K22   Outr doenc do esofago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"K25   Ulcera gastrica";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;3
"K26   Ulcera duodenal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;3
"K27   Ulcera peptica de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;3
"K31   Outr doenc do estomago e do duodeno";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2
"K37   Apendicite SOE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"K40   Hernia inguinal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"K41   Hernia femoral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K42   Hernia umbilical";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"K43   Hernia ventral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"K46   Hernia abdominal NE";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;1;-;5
"K55   Transt vasculares do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;4;1;1;8
"K56   Ileo paralitico e obstr intestinal s/hernia";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;3;8
"K57   Doenc diverticular do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;4
"K63   Outr doenc do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;4
"K65   Peritonite";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;1;2;6
"K70   Doenc alcoolica do figado";-;-;-;-;-;-;-;-;-;2;1;9;6;11;8;2;3;5;2;1;50
"K72   Insuf hepatica NCOP";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;1;2;7
"K74   Fibrose e cirrose hepaticas";-;-;-;-;-;-;-;-;1;1;3;3;6;11;4;6;3;1;2;2;43
"K75   Outr doenc inflam do figado";-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;1;-;-;-;-;5
"K76   Outr doenc do figado";-;-;-;-;-;-;-;-;-;-;-;2;1;2;-;3;-;-;-;2;10
"K80   Colelitiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;4
"K81   Colecistite";-;-;-;-;-;-;-;-;-;1;-;-;1;2;1;3;1;1;2;1;13
"K83   Outr doenc das vias biliares";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;1;1;5
"K85   Pancreatite aguda";-;-;1;-;-;-;-;-;-;1;-;-;2;2;3;2;1;-;4;1;17
"K86   Outr doenc do pancreas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;2;-;5
"K90   Ma-absorcao intestinal";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"K92   Outr doenc do aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3;2;-;4;12
"L02   Abscesso cutaneo furunculo e antraz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;2;5
"L03   Celulite";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;1;4
"L89   Ulcera de decubito";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5;6
"L97   Ulcera dos membros infer NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"M13   Outr artrites";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"M31   Outr vasculopatias necrotizantes";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"M32   Lupus eritematoso disseminado";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"M47   Espondilose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"M51   Outr transt de discos intervertebrais";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"M62   Outr transt musculares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"M84   Transt da continuidade do osso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"M86   Osteomielite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"N03   Sindr nefritica cronica";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"N10   Nefrite tubulo-intersticial aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"N12   Nefrite tubulo-intersticial NE aguda cronica";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;3;3;8
