 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Sexo: Masc
Período:2015
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;-;6
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;-;-;-;-;2;2;3;5;5;2;4;2;-;25
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;-;-;-;-;-;-;1;-;6;5;7;22;13;16;15;16;-;101
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;-;1;-;1;-;-;-;-;1;1;-;-;-;-;1;2;-;7
"C43   Melanoma malig da pele";-;-;-;-;-;-;-;-;-;1;-;1;1;1;1;1;1;2;2;1;-;12
"C44   Outr neopl malig da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2
"C46   Sarcoma de Kaposi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;2;-;5
"C60   Neopl malig do penis";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2
"C61   Neopl malig da prostata";-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;4;10;9;16;30;-;73
"C62   Neopl malig dos testiculos";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2
"C64   Neopl malig do rim exceto pelve renal";-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;2;3;2;-;2;-;14
"C65   Neopl malig da pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;3;5;3;3;12;-;30
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"C71   Neopl malig do encefalo";-;-;-;-;1;1;-;1;-;-;-;1;1;3;3;2;1;2;3;4;-;23
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;1;2;-;-;3;-;9
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"C74   Neopl malig da gland supra-renal";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"C76   Neopl malig outr localiz e mal definidas";-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;1;1;-;4;3;-;15
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;4
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"C80   Neopl malig s/especificacao de localiz";-;-;-;-;-;-;-;-;1;-;-;2;1;-;1;1;5;1;1;6;-;19
"C82   Linfoma nao-Hodgkin folicular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;-;-;-;-;-;-;-;2;1;-;2;2;2;-;1;1;-;11
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;5;3;-;-;-;12
"C91   Leucemia linfoide";-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;1;2;-;6
"C92   Leucemia mieloide";-;-;-;-;-;-;1;-;1;-;1;1;1;2;-;1;1;3;-;2;-;14
"C95   Leucemia de tipo celular NE";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;5;-;7
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D36   Neopl benig de outr localiz e de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"D46   Sindr mielodisplasicas";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;3
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D48   Neopl comp inc/desconh outr localiz e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"D59   Anemia hemolitica adquir";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D61   Outr anemias aplasticas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;2
"D68   Outr defeitos da coagulacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"D69   Purpura e outr afeccoes hemorragicas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D70   Agranulocitose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D84   Outr imunodeficiencias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;3
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;1;2;3;-;12
"E14   Diabetes mellitus NE";-;-;-;-;-;-;-;-;-;-;1;-;-;4;7;7;8;13;11;21;-;72
"E43   Desnutric proteico-calorica grave NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E46   Desnutric proteico-calorica NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;2;3;-;8
"E64   Sequelas desnutric e outr defic nutricionais";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E66   Obesidade";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;1;-;-;4
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;2;-;7
"E80   Disturbios metab porfirina e bilirrubina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E83   Disturbios do metabolismo de minerais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E84   Fibrose cistica";-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E86   Deplecao de volume";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E87   Outr transt equil hidroeletr e acido-basic";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2
"E88   Outr disturbios metabolicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;-;-;-;1;-;-;1;5;-;2;-;1;1;-;11
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2
"F20   Esquizofrenia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"F32   Episodios depressivos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F99   Transt mental NE em outr parte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"G00   Meningite bacter NCOP";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;1;1;-;5
"G03   Meningite dev outr causas e a causas NE";-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;3
"G08   Flebite tromboflebite intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;1;2;-;-;-;6
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;1;5;-;10
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4;3;25;-;34
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;20;-;25
"G35   Esclerose mult";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G40   Epilepsia";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3
"G41   Estado de mal epileptico";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2
"G58   Outr mononeuropatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G61   Polineuropatia inflam";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"G62   Outr polineuropatias";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;3
"G70   Miastenia gravis outr transt neuromusculares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"G71   Transt prim dos musculos";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"G80   Paralisia cerebral";-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;3
"G82   Paraplegia e tetraplegia";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"G91   Hidrocefalia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2
"G93   Outr transt do encefalo";-;-;-;-;-;-;-;-;-;2;-;-;2;2;-;-;2;-;1;2;-;11
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;2;3;3;3;5;-;20
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;1;4;4;-;13
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;3;-;7
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;3
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;-;-;2;4;14;18;26;37;52;49;45;48;50;78;-;423
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;4
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;7;12;6;13;23;-;63
"I26   Embolia pulmonar";-;-;-;-;-;-;-;-;-;1;1;2;1;-;3;-;4;1;2;1;-;16
"I27   Outr form de doenc cardiaca pulmonar";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;1;-;4
"I33   Endocardite aguda e subaguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;-;-;-;-;4
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;4;-;8
"I36   Transt nao-reumaticos da valva tricuspide";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"I38   Endocardite de valva NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;-;4
"I40   Miocardite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I42   Cardiomiopatias";-;-;-;-;-;-;1;-;-;2;2;-;4;3;4;2;2;5;5;6;-;36
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;3;-;8
"I49   Outr arritmias cardiacas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;2;2;4;-;12
"I50   Insuf cardiaca";-;-;-;-;-;-;-;1;-;-;-;1;2;-;4;7;4;2;5;19;-;45
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;-;6
"I60   Hemorragia subaracnoide";-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;1;-;-;3;3;-;11
"I61   Hemorragia intracerebral";-;-;-;-;-;-;-;-;2;-;2;4;4;4;9;8;8;6;7;14;-;68
"I62   Outr hemorragias intracranianas nao-traum";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;3
"I63   Infarto cerebral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;-;-;-;-;-;-;2;-;2;6;1;6;7;10;26;-;60
"I67   Outr doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;1;1;1;2;-;2;4;7;13;16;24;-;71
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;-;1;1;4;4;7;11;8;26;-;62
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;-;-;2;1;1;-;2;3;3;5;8;6;6;8;-;45
"I72   Outr aneurismas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;1;-;6
"I74   Embolia e trombose arteriais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;3;-;7
"I80   Flebite e tromboflebite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"J06   Infecc agudas vias aereas super loc mult NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"J11   Influenza dev virus nao identificado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"J15   Pneumonia bacter NCOP";-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;1;1;5;1;13;-;24
"J18   Pneumonia p/microorg NE";-;-;1;2;-;-;1;-;3;2;1;3;7;8;13;19;26;21;48;112;-;267
"J21   Bronquiolite aguda";-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;1;-;5
"J40   Bronquite NE como aguda ou cronica";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"J42   Bronquite cronica NE";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"J43   Enfisema";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;4;1;1;2;-;10
"J44   Outr doenc pulmonares obstrutivas cronicas";-;-;-;-;-;-;-;-;-;-;1;-;-;3;3;10;13;21;27;64;-;142
"J45   Asma";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2;-;4
"J46   Estado de mal asmatico";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;3
"J62   Pneumoconiose dev poeira que cont silica";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2
"J69   Pneumonite dev solidos e liquidos";-;-;-;-;-;-;-;-;-;-;1;-;2;-;2;1;1;1;-;8;-;16
"J81   Edema pulmonar NE de outr form";-;-;-;-;1;1;-;-;-;-;1;2;3;2;5;3;5;2;3;12;-;40
"J84   Outr doenc pulmonares intersticiais";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;1;-;2;5;-;11
"J85   Abscesso do pulmao e do mediastino";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;-;-;4
"J86   Piotorax";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"J90   Derrame pleural NCOP";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;3
"J94   Outr afeccoes pleurais";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;2
"J96   Insuf respirat NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"J98   Outr transt respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;2;4;2;-;6;-;18
"K22   Outr doenc do esofago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;3
"K25   Ulcera gastrica";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;1;-;-;-;-;5
"K26   Ulcera duodenal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;1;-;5
"K29   Gastrite e duodenite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;2;-;5
"K30   Dispepsia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"K35   Apendicite aguda";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2
"K40   Hernia inguinal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"K42   Hernia umbilical";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"K46   Hernia abdominal NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"K51   Colite ulcerativa";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2
"K55   Transt vasculares do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;2;2;-;-;8
"K56   Ileo paralitico e obstr intestinal s/hernia";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;1;4;2;-;11
"K57   Doenc diverticular do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;2;1;4;-;10
"K59   Outr transt funcionais do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"K60   Fissura e fistula das regioes anal e retal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"K63   Outr doenc do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;-;-;-;4
"K65   Peritonite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;1;-;-;2;-;7
"K66   Outr transt do peritonio";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"K70   Doenc alcoolica do figado";-;-;-;-;-;-;-;-;-;1;4;4;5;7;4;3;6;2;1;1;-;38
"K72   Insuf hepatica NCOP";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;-;-;1;-;5
"K74   Fibrose e cirrose hepaticas";-;-;-;-;-;-;-;-;-;-;2;-;5;9;10;11;3;4;3;4;-;51
