Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5)
Sexo: Feminino
Período:2015
"Causa (CID10 3C)";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70-74";"75-79";"80-84";"85-89";"90-94";"95-99";"100e+";"Total"
"C26   Neopl malig outr mal def aparelho digestivo";0;0;0;0;0;0;0;1;1;0;1;1;0;2;0;2;0;1;0;0;0;9
"C30   Neopl malig cavidade nasal e do ouvido medio";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"C32   Neopl malig da laringe";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"C34   Neopl malig dos bronquios e dos pulmoes";0;0;0;0;0;1;0;0;0;3;11;17;7;11;12;12;4;6;0;1;0;85
"C38   Neopl malig do coracao mediastino e pleura";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2
"C39   Neop mal out loc mal def ap resp org intrat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"C41   Neopl malig ossos/cartil artic outr loc e NE";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2
"C43   Melanoma malig da pele";0;0;0;0;0;0;0;0;0;0;0;3;2;0;3;0;1;0;0;0;0;9
"C44   Outr neopl malig da pele";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;4
"C48   Neopl malig tec moles retro- e peritonio";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2
"C49   Neopl malig tec conjuntivo e outr tec moles";0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;5
"C50   Neopl malig da mama";0;0;0;0;0;1;3;5;2;7;14;15;13;10;8;7;10;9;3;4;0;111
"C53   Neopl malig do colo do utero";0;0;0;0;0;1;1;0;0;4;3;1;2;0;0;1;0;1;0;0;0;14
"C54   Neopl malig do corpo do utero";0;0;0;0;0;0;0;0;1;2;1;1;2;7;1;3;1;0;1;0;0;20
"C55   Neopl malig do utero porcao NE";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;0;5
"C56   Neopl malig do ovario";0;0;0;0;0;0;0;0;2;2;1;1;3;5;3;1;3;3;1;0;0;25
"C64   Neopl malig do rim exceto pelve renal";0;0;0;0;0;0;0;0;0;0;1;2;0;1;3;3;1;1;0;0;0;12
"C67   Neopl malig da bexiga";0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;1;0;5
"C68   Neopl malig de outr orgaos urinarios e NE";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"C71   Neopl malig do encefalo";1;0;0;0;0;0;1;0;0;2;3;3;0;5;1;4;2;0;0;1;0;23
"C72   Neop mal med esp nerv cran out sist nerv cen";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;3
"C73   Neopl malig da gland tireoide";0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;3
"C74   Neopl malig da gland supra-renal";0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"C76   Neopl malig outr localiz e mal definidas";0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;2;2;1;0;0;0;9
"C78   Neopl malig secund org respirat e digestivos";0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;1;0;0;1;0;0;6
"C79   Neopl malig secund de outr localiz";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"C80   Neopl malig s/especificacao de localiz";0;0;0;0;0;0;0;0;0;1;2;0;0;1;2;1;2;3;0;1;0;13
"C81   Doenc de Hodgkin";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"C83   Linfoma nao-Hodgkin difuso";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"C84   Linfomas de celulas T cutaneas e perifericas";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;4;2;0;0;0;0;12
"C90   Mieloma mult e neopl malig de plasmocitos";0;0;0;0;0;0;0;0;0;0;1;1;1;3;0;3;3;0;0;0;0;12
"C91   Leucemia linfoide";0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;1;0;0;1;0;0;6
"C92   Leucemia mieloide";0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;2;1;1;1;0;0;9
"C95   Leucemia de tipo celular NE";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;4
"C96   Outr neopl mal e NE tec linf hematop e corr";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"D35   Neopl benig de outr gland endocrinas e NE";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"D46   Sindr mielodisplasicas";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;3
"D53   Outr anemias nutricionais";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2
"D57   Transt falciformes";0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"D64   Outr anemias";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;4
"D68   Outr defeitos da coagulacao";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"D69   Purpura e outr afeccoes hemorragicas";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"D75   Outr doenc sangue e orgaos hematopoeticos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"E03   Outr hipotireoidismos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2
"E05   Tireotoxicose";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"E10   Diabetes mellitus insulino-dependente";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"E11   Diabetes mellitus nao-insulino-dependemte";0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;5;4;0;1;0;16
"E14   Diabetes mellitus NE";0;0;0;0;0;0;0;1;0;4;1;2;7;7;5;10;9;17;8;2;1;74
"E41   Marasmo nutricional";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2
"E43   Desnutric proteico-calorica grave NE";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
"E46   Desnutric proteico-calorica NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;1;9
"E66   Obesidade";0;0;0;1;0;0;0;0;2;2;0;2;0;0;1;2;1;1;0;0;0;12
"E72   Outr disturbios metabolismo de aminoacidos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"E75   Disturb metab esfingolip e outr depos lipid";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"E78   Disturbios metab lipoproteinas e out lipidem";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;2;0;0;0;6
"E85   Amiloidose";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"E87   Outr transt equil hidroeletr e acido-basic";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;4
"E88   Outr disturbios metabolicos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2
"F03   Demencia NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"F19   Transt ment comp mult drog out subst psicoat";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"F20   Esquizofrenia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"F32   Episodios depressivos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"G00   Meningite bacter NCOP";1;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;5
"G04   Encefalite mielite e encefalomielite";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"G11   Ataxia hereditaria";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"G12   Atrofia muscular espinal e sindr correlatas";0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;4
"G20   Doenc de Parkinson";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;6;5;4;0;0;18
"G30   Doenc de Alzheimer";0;0;0;0;0;0;1;0;0;0;0;0;0;1;5;10;16;28;18;9;1;89
"G31   Outr doenc degenerativas sist nervoso NCOP";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;9;13;12;2;2;43
"G35   Esclerose mult";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"G37   Outr doenc desmielinizantes sist nerv centr";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"G40   Epilepsia";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
"G41   Estado de mal epileptico";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"G62   Outr polineuropatias";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"G80   Paralisia cerebral";0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;4
"G91   Hidrocefalia";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"G95   Outr doenc da medula espinal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"I10   Hipertensao essencial";0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;1;8;3;1;0;1;19
"I11   Doenc cardiaca hipertensiva";0;0;0;0;0;0;0;0;1;1;0;0;2;1;4;3;4;3;8;3;0;30
"I12   Doenc renal hipertensiva";0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;3;0;3;0;9
"I13   Doenc cardiaca e renal hipertensiva";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;0;1;0;1;0;9
"I20   Angina pectoris";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"I21   Infarto agudo do miocardio";0;0;0;0;0;1;1;2;8;11;15;23;21;35;29;38;50;36;16;7;1;294
"I24   Outr doenc isquemicas agudas do coracao";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;4
"I25   Doenc isquemica cronica do coracao";0;0;0;0;0;0;0;0;0;0;1;1;1;2;4;6;9;9;4;3;0;40
"I26   Embolia pulmonar";0;0;0;0;2;0;1;0;1;1;2;4;1;2;4;2;6;2;3;1;0;32
"I27   Outr form de doenc cardiaca pulmonar";0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;2;2;0;1;0;9
"I31   Outr doenc do pericardio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"I33   Endocardite aguda e subaguda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"I34   Transt nao-reumaticos da valva mitral";0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;1;0;0;0;0;5
"I35   Transt nao-reumaticos da valva aortica";0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;3;1;1;1;10
"I38   Endocardite de valva NE";0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;0;0;4
"I42   Cardiomiopatias";0;0;0;0;0;0;0;0;0;0;3;0;3;3;1;7;4;3;5;0;0;29
"I44   Bloqueio atrioventricular e do ramo esquerdo";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2
"I48   Flutter e fibrilacao atrial";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;2;2;0;1;1;10
"I49   Outr arritmias cardiacas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;6;2;4;0;17
"I50   Insuf cardiaca";0;0;0;0;0;0;1;0;0;1;0;1;1;3;7;8;11;23;14;3;0;73
"I51   Complic cardiopatias doenc cardiacas mal def";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;4
"I60   Hemorragia subaracnoide";0;0;0;0;0;0;0;1;1;3;3;2;4;2;3;1;2;3;1;0;0;26
"I61   Hemorragia intracerebral";0;0;0;0;0;1;0;2;2;4;5;7;6;4;3;12;5;8;3;0;0;62
"I62   Outr hemorragias intracranianas nao-traum";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
"I63   Infarto cerebral";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;3
"I64   Acid vasc cerebr NE como hemorrag isquemico";0;0;0;0;0;0;1;0;0;2;0;2;2;4;7;7;17;12;11;2;0;67
"I67   Outr doenc cerebrovasculares";0;0;0;0;0;0;0;1;1;0;2;0;5;5;10;7;12;16;3;4;1;67
"I69   Sequelas de doenc cerebrovasculares";0;0;0;0;0;0;0;0;0;0;1;0;3;1;7;11;18;12;6;3;1;63
"I71   Aneurisma e disseccao da aorta";0;0;0;0;0;0;0;0;0;2;3;2;2;7;2;4;4;5;0;0;0;31
"I72   Outr aneurismas";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;3
"I73   Outr doenc vasculares perifericas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;1;1;0;7
"I74   Embolia e trombose arteriais";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;3
"I77   Outr afeccoes das arterias e arteriolas";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2;1;0;6
"I80   Flebite e tromboflebite";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;4
"I83   Varizes dos membros infer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"I85   Varizes esofagianas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"I89   Outr transt nao-infecc vasos linf gangl linf";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2
"J03   Amigdalite aguda";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"J12   Pneumonia viral NCOP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"J15   Pneumonia bacter NCOP";2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;6;7;4;0;25
"J18   Pneumonia p/microorg NE";2;0;1;1;0;0;3;2;1;2;3;3;4;11;13;23;56;65;52;15;8;265
"J21   Bronquiolite aguda";0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;1;0;0;0;0;5
"J39   Outr doenc das vias aereas super";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"J42   Bronquite cronica NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"J43   Enfisema";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;4
"J44   Outr doenc pulmonares obstrutivas cronicas";0;0;0;0;0;0;0;0;0;1;2;4;5;19;17;26;18;18;15;3;2;130
"J45   Asma";0;0;0;0;1;0;1;0;0;0;0;0;0;2;0;1;1;1;0;0;0;7
"J46   Estado de mal asmatico";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
"J47   Bronquectasia";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"J69   Pneumonite dev solidos e liquidos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;2;1;0;10
"J81   Edema pulmonar NE de outr form";0;0;0;0;0;0;1;0;0;2;1;3;1;3;3;5;4;5;3;1;0;32
"J84   Outr doenc pulmonares intersticiais";0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;4;2;4;1;0;0;18
"J90   Derrame pleural NCOP";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;1;0;4
"J94   Outr afeccoes pleurais";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"J96   Insuf respirat NCOP";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;2;0;1;0;6
"J98   Outr transt respirat";0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;3;1;2;2;0;14
"K12   Estomatite e lesoes correlatas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"K22   Outr doenc do esofago";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;3
"K25   Ulcera gastrica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"K26   Ulcera duodenal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;3
"K29   Gastrite e duodenite";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"K35   Apendicite aguda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"K40   Hernia inguinal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"K43   Hernia ventral";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"K46   Hernia abdominal NE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;4
"K51   Colite ulcerativa";0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;3
"K52   Outr gastroenterites e colites nao-infecc";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"K55   Transt vasculares do intestino";0;0;0;0;0;0;0;0;1;0;1;2;1;2;1;1;3;4;1;0;0;17
"K56   Ileo paralitico e obstr intestinal s/hernia";0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;2;3;0;0;9
"K57   Doenc diverticular do intestino";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;3;0;0;7
"K62   Outr doenc do reto e do anus";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"K63   Outr doenc do intestino";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;4
"K65   Peritonite";0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;4;0;0;0;0;7
"K66   Outr transt do peritonio";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
"K70   Doenc alcoolica do figado";0;0;0;0;0;0;0;1;0;0;1;0;1;2;0;0;0;0;0;0;0;5
"K71   Doenc hepatica toxica";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"K72   Insuf hepatica NCOP";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;4
"K74   Fibrose e cirrose hepaticas";0;0;0;0;0;0;0;1;1;0;1;2;1;0;1;3;2;2;0;0;0;14
"K75   Outr doenc inflam do figado";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;4
"K76   Outr doenc do figado";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"K80   Colelitiase";0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;1;0;0;0;0;5
"K81   Colecistite";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;4
"K83   Outr doenc das vias biliares";0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;1;0;0;0;7
"K85   Pancreatite aguda";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;4
"K92   Outr doenc do aparelho digestivo";0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;2;0;1;0;1;9
"L03   Celulite";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;1;0;6
"L08   Outr infecc localiz pele e tec subcutaneo";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
"L10   Penfigo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"L89   Ulcera de decubito";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;2;3;0;1;9
"L93   Lupus eritematoso";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"L97   Ulcera dos membros infer NCOP";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"M00   Artrite piogenica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"M06   Outr artrites reumatoides";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2
"M16   Coxartrose";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;4
"M17   Gonartrose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"M32   Lupus eritematoso disseminado";0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;5
"M34   Esclerose sistemica";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"M35   Outr afeccoes sistemicas do tec conjuntivo";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"M45   Espondilite ancilosante";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"M47   Espondilose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"M62   Outr transt musculares";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;4
"M72   Transt fibroblasticos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"M80   Osteoporose c/frat patologica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;1;5
"M81   Osteoporose s/frat patologica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
