Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5)
Sexo: Feminino
Período:2012
"Causa (CID10 3C)";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70-74";"75-79";"80-84";"85-89";"90-94";"95-99";"100e+";"Total"
"C67   Neopl malig da bexiga";0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;3;1;0;0;0;14
"C71   Neopl malig do encefalo";0;0;0;0;0;1;1;1;3;3;1;2;1;1;4;3;2;1;0;0;0;24
"C72   Neop mal med esp nerv cran out sist nerv cen";0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;5
"C73   Neopl malig da gland tireoide";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"C76   Neopl malig outr localiz e mal definidas";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;1;0;0;0;5
"C78   Neopl malig secund org respirat e digestivos";0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;4
"C79   Neopl malig secund de outr localiz";0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;3
"C80   Neopl malig s/especificacao de localiz";0;0;0;0;0;1;0;0;2;1;1;3;4;0;4;1;3;2;0;1;0;23
"C81   Doenc de Hodgkin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"C83   Linfoma nao-Hodgkin difuso";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";0;0;0;0;0;0;0;1;1;2;1;1;2;1;1;1;1;0;0;0;0;12
"C90   Mieloma mult e neopl malig de plasmocitos";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;2;0;1;0;0;8
"C91   Leucemia linfoide";1;0;0;2;0;1;0;0;0;0;0;1;1;1;2;2;1;1;0;0;0;13
"C92   Leucemia mieloide";2;0;0;2;0;1;0;0;0;0;1;1;1;0;1;0;2;1;1;0;0;13
"C95   Leucemia de tipo celular NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
"D12   Neopl benig do colon reto canal anal e anus";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"D14   Neopl benig ouvido medio e aparelho respirat";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"D32   Neopl benig das meninges";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;3
"D36   Neopl benig de outr localiz e de localiz NE";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"D46   Sindr mielodisplasicas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"D50   Anemia p/defic de ferro";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"D61   Outr anemias aplasticas";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"D64   Outr anemias";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2
"D65   Coagulacao intravascular disseminada";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"D68   Outr defeitos da coagulacao";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2
"D69   Purpura e outr afeccoes hemorragicas";0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"D70   Agranulocitose";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"D75   Outr doenc sangue e orgaos hematopoeticos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"E10   Diabetes mellitus insulino-dependente";0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;4
"E11   Diabetes mellitus nao-insulino-dependemte";0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;2;1;2;0;0;8
"E14   Diabetes mellitus NE";0;0;0;0;0;0;0;1;1;1;1;4;12;9;10;13;13;8;7;2;0;82
"E16   Outr transt da secrecao pancreatica interna";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
"E27   Outr transt da gland supra-renal";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"E43   Desnutric proteico-calorica grave NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"E46   Desnutric proteico-calorica NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;5;0;12
"E66   Obesidade";0;0;0;0;0;1;0;0;0;0;0;2;2;0;3;1;2;1;1;0;0;13
"E77   Disturbios do metabolismo de glicoproteinas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"E78   Disturbios metab lipoproteinas e out lipidem";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;3
"E83   Disturbios do metabolismo de minerais";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2
"E85   Amiloidose";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"E86   Deplecao de volume";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2
"E87   Outr transt equil hidroeletr e acido-basic";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;4
"E88   Outr disturbios metabolicos";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2
"F01   Demencia vascular";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"F03   Demencia NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;3
"F10   Transt mentais comport dev uso alcool";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2
"G00   Meningite bacter NCOP";0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;5
"G03   Meningite dev outr causas e a causas NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"G04   Encefalite mielite e encefalomielite";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"G09   Sequelas doenc inflam sist nerv centr";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"G12   Atrofia muscular espinal e sindr correlatas";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"G20   Doenc de Parkinson";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;1;0;0;7
"G30   Doenc de Alzheimer";0;0;0;0;0;0;0;0;0;0;0;0;1;2;6;12;13;21;15;1;0;71
"G31   Outr doenc degenerativas sist nervoso NCOP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
"G35   Esclerose mult";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"G36   Outr desmielinizacoes disseminadas agudas";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"G37   Outr doenc desmielinizantes sist nerv centr";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"G40   Epilepsia";0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;4
"G41   Estado de mal epileptico";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2
"G72   Outr miopatias";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"G80   Paralisia cerebral";0;1;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
"G91   Hidrocefalia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"G93   Outr transt do encefalo";0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;3;1;0;0;8
"G95   Outr doenc da medula espinal";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;3
"G98   Outr transt do sist nervoso NCOP";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"I05   Doenc reumaticas da valva mitral";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
"I08   Doenc de mult valvas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2
"I10   Hipertensao essencial";0;0;0;0;0;0;0;0;0;0;2;2;3;1;2;4;3;5;3;1;0;26
"I11   Doenc cardiaca hipertensiva";0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;6;2;12;4;0;1;31
"I12   Doenc renal hipertensiva";0;0;0;0;0;0;0;0;0;2;0;1;0;1;2;3;1;1;1;0;0;12
"I13   Doenc cardiaca e renal hipertensiva";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
"I21   Infarto agudo do miocardio";0;0;0;0;0;0;2;3;5;7;17;22;15;24;48;50;51;38;17;5;1;305
"I24   Outr doenc isquemicas agudas do coracao";0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;3;3;2;1;0;0;12
"I25   Doenc isquemica cronica do coracao";0;0;0;0;0;0;0;0;0;1;0;2;2;2;4;4;10;8;6;3;0;42
"I26   Embolia pulmonar";0;0;0;0;0;0;0;1;0;1;0;1;1;1;2;1;3;1;3;0;0;15
"I27   Outr form de doenc cardiaca pulmonar";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;3
"I33   Endocardite aguda e subaguda";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"I34   Transt nao-reumaticos da valva mitral";0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;1;0;0;0;0;5
"I35   Transt nao-reumaticos da valva aortica";0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;1;0;1;0;0;6
"I38   Endocardite de valva NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;4
"I40   Miocardite aguda";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"I42   Cardiomiopatias";0;0;0;0;0;0;0;1;0;0;0;1;1;3;1;4;8;4;2;1;1;27
"I44   Bloqueio atrioventricular e do ramo esquerdo";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;3
"I47   Taquicardia paroxistica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2
"I48   Flutter e fibrilacao atrial";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;5;7;3;1;0;21
"I49   Outr arritmias cardiacas";0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;8;3;1;0;17
"I50   Insuf cardiaca";0;0;0;0;0;0;0;2;0;0;0;4;2;5;3;12;15;11;8;5;0;67
"I51   Complic cardiopatias doenc cardiacas mal def";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3
"I60   Hemorragia subaracnoide";0;0;0;1;0;1;0;2;0;5;2;2;2;5;2;1;2;1;2;0;0;28
"I61   Hemorragia intracerebral";0;0;0;0;0;0;0;2;1;3;1;6;2;6;5;7;7;7;5;0;0;52
"I62   Outr hemorragias intracranianas nao-traum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"I63   Infarto cerebral";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;4
"I64   Acid vasc cerebr NE como hemorrag isquemico";0;0;0;0;0;0;0;0;0;0;2;1;1;5;5;15;18;17;7;2;2;75
"I67   Outr doenc cerebrovasculares";0;0;0;0;0;0;0;0;1;1;2;0;0;6;9;8;18;8;9;9;1;72
"I69   Sequelas de doenc cerebrovasculares";0;0;0;0;0;1;1;0;0;0;1;0;3;6;3;9;17;17;12;2;0;72
"I70   Aterosclerose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
"I71   Aneurisma e disseccao da aorta";0;0;0;0;0;0;0;1;0;0;1;0;4;4;5;5;6;4;3;0;0;33
"I72   Outr aneurismas";0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;3
"I73   Outr doenc vasculares perifericas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;3
"I77   Outr afeccoes das arterias e arteriolas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"I80   Flebite e tromboflebite";0;0;0;0;0;1;0;0;0;1;0;1;1;2;1;0;0;2;1;0;0;10
"I83   Varizes dos membros infer";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;5
"I85   Varizes esofagianas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"I87   Outr transt das veias";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"I89   Outr transt nao-infecc vasos linf gangl linf";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"J04   Laringite e traqueite agudas";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"J09   Influenza dev virus gripe aviária";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"J15   Pneumonia bacter NCOP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;4;2;3;1;0;18
"J18   Pneumonia p/microorg NE";2;0;0;0;1;0;1;2;3;5;6;6;9;10;24;50;62;65;52;26;5;329
"J21   Bronquiolite aguda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"J40   Bronquite NE como aguda ou cronica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"J42   Bronquite cronica NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"J44   Outr doenc pulmonares obstrutivas cronicas";0;0;0;0;0;0;0;0;0;0;4;2;4;4;5;19;23;15;8;3;0;87
"J45   Asma";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;0;6
"J47   Bronquectasia";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;3
"J69   Pneumonite dev solidos e liquidos";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;2;2;2;0;0;10
"J70   Afeccoes respirat dev outr agentes externos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"J80   Sindr do desconforto respirat do adulto";0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;3
"J81   Edema pulmonar NE de outr form";0;0;1;0;0;0;0;0;0;0;3;2;2;0;4;1;5;1;2;0;0;21
"J84   Outr doenc pulmonares intersticiais";1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;4;3;0;0;0;15
"J85   Abscesso do pulmao e do mediastino";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
"J94   Outr afeccoes pleurais";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"J96   Insuf respirat NCOP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2
"J98   Outr transt respirat";0;0;0;0;1;0;0;0;1;0;2;1;1;3;1;3;6;5;5;0;0;29
"K25   Ulcera gastrica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;5
"K26   Ulcera duodenal";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
"K28   Ulcera gastrojejunal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"K29   Gastrite e duodenite";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
"K40   Hernia inguinal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2
"K42   Hernia umbilical";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"K43   Hernia ventral";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"K44   Hernia diafragmatica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"K46   Hernia abdominal NE";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;4
"K50   Doenc de Crohn";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"K51   Colite ulcerativa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2
"K55   Transt vasculares do intestino";0;0;0;0;0;0;0;0;1;0;1;0;1;2;2;6;3;2;1;2;0;21
"K56   Ileo paralitico e obstr intestinal s/hernia";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;3;0;0;7
"K57   Doenc diverticular do intestino";0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;3;3;1;1;0;0;12
"K60   Fissura e fistula das regioes anal e retal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"K63   Outr doenc do intestino";0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;5
"K65   Peritonite";0;0;0;0;0;0;0;0;1;1;0;1;0;1;2;0;0;1;0;1;0;8
"K66   Outr transt do peritonio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"K70   Doenc alcoolica do figado";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;3
"K72   Insuf hepatica NCOP";0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;3
"K74   Fibrose e cirrose hepaticas";0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;2;1;2;0;0;0;9
"K75   Outr doenc inflam do figado";0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;3
"K76   Outr doenc do figado";0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;4
"K80   Colelitiase";0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;1;1;2;0;0;0;8
"K81   Colecistite";0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;2;1;0;2;0;8
"K83   Outr doenc das vias biliares";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
"K85   Pancreatite aguda";0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;0;2;0;0;0;8
"K92   Outr doenc do aparelho digestivo";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;2;1;0;0;6
"L03   Celulite";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;2;0;1;0;6
"L08   Outr infecc localiz pele e tec subcutaneo";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"L13   Outr afeccoes bolhosas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
"L51   Eritema polimorfo";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"L89   Ulcera de decubito";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;1;0;5
"M06   Outr artrites reumatoides";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;3
"M16   Coxartrose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"M17   Gonartrose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"M19   Outr artroses";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"M31   Outr vasculopatias necrotizantes";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"M32   Lupus eritematoso disseminado";0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"M34   Esclerose sistemica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"M62   Outr transt musculares";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;1;1;1;7
"M80   Osteoporose c/frat patologica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"M86   Osteomielite";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"N04   Sindr nefrotica";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
"N10   Nefrite tubulo-intersticial aguda";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"N12   Nefrite tubulo-intersticial NE aguda cronica";0;0;0;1;0;0;0;0;1;0;0;1;1;0;2;1;5;0;2;3;0;17
