Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas;;;;;;;;;;;;;;;;;;;;;;
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5);;;;;;;;;;;;;;;;;;;;;;
Sexo: Feminino;;;;;;;;;;;;;;;;;;;;;;
Período:2022;;;;;;;;;;;;;;;;;;;;;;
Causa (CID10 3C);0-4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85-89;90-94;95-99;100e+;Total
C02   Neopl malig outr partes e NE da lingua;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C05   Neopl malig do palato;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
C06   Neopl malig outr partes e partes NE da boca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
C07   Neopl malig da gland parotida;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
C10   Neopl malig da orofaringe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
C11   Neopl malig da nasofaringe;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2
C14   Neop mal out loc mal def labio cav oral far;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
C15   Neopl malig do esofago;0;0;0;0;0;0;0;0;0;1;0;1;1;2;1;1;0;3;1;0;0;11
C16   Neopl malig do estomago;0;0;0;0;0;0;0;0;3;3;2;2;4;3;4;4;1;3;2;0;0;31
C17   Neopl malig do intestino delgado;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;4
C18   Neopl malig do colon;0;0;0;0;0;0;0;0;1;4;7;4;8;3;11;11;12;5;3;3;0;72
C19   Neopl malig da juncao retossigmoide;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;0;0;0;0;0;4
C20   Neopl malig do reto;0;0;0;0;0;0;0;0;0;1;1;2;1;0;1;1;3;2;1;0;0;13
C21   Neopl malig do anus e do canal anal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
C22   Neopl malig figado vias biliares intra-hepat;0;0;0;0;0;0;0;1;0;0;1;2;1;3;5;3;3;3;0;1;0;23
C23   Neopl malig da vesicula biliar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2
C24   Neopl malig outr partes e NE vias biliares;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;1;3;3;0;0;0;13
C25   Neopl malig do pancreas;0;0;0;0;0;0;0;0;1;1;2;2;3;4;8;6;12;7;5;1;0;52
C26   Neopl malig outr mal def aparelho digestivo;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;1;2;4;1;0;0;13
C32   Neopl malig da laringe;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2
C34   Neopl malig dos bronquios e dos pulmoes;0;0;0;0;0;0;0;2;2;3;6;5;13;6;18;16;8;8;1;1;1;90
C38   Neopl malig do coracao mediastino e pleura;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;3
C41   Neopl malig ossos/cartil artic outr loc e NE;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;3
C43   Melanoma malig da pele;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;3
C44   Outr neopl malig da pele;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;4
C47   Neopl malig nervos perif e sist nerv autonom;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C48   Neopl malig tec moles retro- e peritonio;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;3;0;0;0;0;0;6
C49   Neopl malig tec conjuntivo e outr tec moles;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;1;0;0;0;5
C50   Neopl malig da mama;0;0;0;0;0;0;3;2;3;7;8;12;17;13;16;13;7;4;4;2;0;111
C51   Neopl malig da vulva;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;4
C52   Neopl malig da vagina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
C53   Neopl malig do colo do utero;0;0;0;0;0;1;1;1;1;3;2;1;1;2;5;2;2;2;0;0;0;24
C54   Neopl malig do corpo do utero;0;0;0;0;0;0;0;0;1;0;1;1;4;7;6;3;3;1;0;0;0;27
C55   Neopl malig do utero porcao NE;0;0;0;0;0;0;1;0;0;1;1;0;1;1;1;2;2;0;0;0;0;10
C56   Neopl malig do ovario;0;0;0;0;0;0;0;1;1;0;0;4;3;7;5;4;2;3;0;0;0;30
C57   Neopl malig outr org genitais femin e NE;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;3
C58   Neopl malig da placenta;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C64   Neopl malig do rim exceto pelve renal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;5
C67   Neopl malig da bexiga;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;3;0;4;2;2;0;18
C68   Neopl malig de outr orgaos urinarios e NE;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
C69   Neopl malig do olho e anexos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
C70   Neopl malig das meninges;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
C71   Neopl malig do encefalo;1;0;0;0;0;0;0;1;1;2;2;0;4;1;6;2;5;0;1;0;0;26
C72   Neop mal med esp nerv cran out sist nerv cen;0;0;0;0;0;0;1;0;0;0;0;0;2;1;2;0;2;1;0;0;0;9
C73   Neopl malig da gland tireoide;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;5
C74   Neopl malig da gland supra-renal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
C76   Neopl malig outr localiz e mal definidas;0;0;0;0;0;0;0;0;1;0;1;0;0;2;2;2;1;2;0;0;0;11
C78   Neopl malig secund org respirat e digestivos;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;4
C79   Neopl malig secund de outr localiz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;3
C80   Neopl malig s/especificacao de localiz;0;0;0;0;0;0;0;1;2;1;5;1;3;1;3;1;1;3;1;1;0;24
C81   Doenc de Hodgkin;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4
C83   Linfoma nao-Hodgkin difuso;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;4
C84   Linfomas de celulas T cutaneas e perifericas;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
C85   Linfoma nao-Hodgkin de outr tipos e tipo NE;0;0;0;0;0;0;0;0;1;1;0;3;1;3;0;3;3;0;0;0;0;15
C90   Mieloma mult e neopl malig de plasmocitos;0;0;0;0;0;0;0;0;0;1;0;1;0;4;2;6;2;1;3;0;0;20
C91   Leucemia linfoide;0;1;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;0;0;8
C92   Leucemia mieloide;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;1;3;1;2;0;0;11
C93   Leucemia monocitica;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
C95   Leucemia de tipo celular NE;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
C97   Neopl malig de localiz mult independentes;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
D13   Neopl benig outr part e mal def ap digestivo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
D32   Neopl benig das meninges;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
D46   Sindr mielodisplasicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
D47   Out neop comp inc/des tec linf hemat tec cor;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;4
D48   Neopl comp inc/desconh outr localiz e NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
D53   Outr anemias nutricionais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
D57   Transt falciformes;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2
D61   Outr anemias aplasticas;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;3
D64   Outr anemias;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;5
D68   Outr defeitos da coagulacao;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;3
D69   Purpura e outr afeccoes hemorragicas;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;3
D70   Agranulocitose;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2
D75   Outr doenc sangue e orgaos hematopoeticos;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;4
E03   Outr hipotireoidismos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;3
E04   Outr bocios nao-toxicos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
E10   Diabetes mellitus insulino-dependente;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;1;0;0;6
E11   Diabetes mellitus nao-insulino-dependemte;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;1;6;2;1;0;15
E14   Diabetes mellitus NE;0;0;0;0;0;1;0;1;1;4;6;7;10;9;12;18;21;19;13;6;0;128
E21   Hiperparatireoid e out transt gland paratir;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
E22   Hiperfuncao da hipofise;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
E43   Desnutric proteico-calorica grave NE;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2
E46   Desnutric proteico-calorica NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;1;2;0;7
E66   Obesidade;0;0;0;0;0;0;0;2;0;0;1;2;1;2;2;0;0;0;2;0;0;12
E76   Disturbios metabolismo do glicosaminoglicano;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
E78   Disturbios metab lipoproteinas e out lipidem;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;2;0;1;0;6
E83   Disturbios do metabolismo de minerais;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2
E84   Fibrose cistica;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
E86   Deplecao de volume;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;4
E87   Outr transt equil hidroeletr e acido-basic;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2;2;0;0;7
E88   Outr disturbios metabolicos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2
F03   Demencia NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;3
F17   Transt mentais e comport dev uso de fumo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
F32   Episodios depressivos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2
G00   Meningite bacter NCOP;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
G03   Meningite dev outr causas e a causas NE;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
G06   Abscesso granuloma intracran intra-raquid;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
G12   Atrofia muscular espinal e sindr correlatas;0;0;0;0;0;0;0;0;0;0;1;1;2;1;2;1;0;1;0;0;0;9
G20   Doenc de Parkinson;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;7;5;10;3;1;0;33
G30   Doenc de Alzheimer;0;0;0;0;0;0;0;0;0;0;0;0;1;3;5;12;30;52;40;17;4;164
G31   Outr doenc degenerativas sist nervoso NCOP;0;0;0;0;0;0;0;0;1;0;1;0;3;1;3;7;17;17;26;16;10;102
G35   Esclerose mult;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;4
G40   Epilepsia;0;0;0;1;2;1;0;0;0;1;0;0;0;1;0;1;2;2;0;0;0;11
G41   Estado de mal epileptico;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;7
G45   Acid vasc cerebr isquemicos trans sindr corr;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;4
G61   Polineuropatia inflam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
G62   Outr polineuropatias;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
G70   Miastenia gravis outr transt neuromusculares;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2
G71   Transt prim dos musculos;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
G80   Paralisia cerebral;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;4
G90   Transt do sist nervoso autonomo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
G91   Hidrocefalia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;3
G93   Outr transt do encefalo;0;1;0;0;0;0;0;2;0;0;0;2;0;2;0;1;0;0;0;0;0;8
G94   Outr transt do encefalo em doenc COP;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
I01   Febre reumatica c/compr do coracao;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
I07   Doenc reumaticas da valva tricuspide;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
I08   Doenc de mult valvas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
I09   Outr doenc reumaticas do coracao;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
I10   Hipertensao essencial;0;0;0;0;0;0;0;0;0;0;1;1;1;6;2;4;3;12;13;5;3;51
I11   Doenc cardiaca hipertensiva;0;0;0;0;0;0;0;0;0;1;0;1;1;6;2;3;9;9;8;5;1;46
I12   Doenc renal hipertensiva;0;0;0;0;0;0;0;0;0;1;0;2;2;0;1;2;1;0;3;1;0;13
I13   Doenc cardiaca e renal hipertensiva;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;5
I21   Infarto agudo do miocardio;0;0;0;0;0;0;0;2;8;10;8;25;24;41;38;37;47;43;34;9;3;329
I24   Outr doenc isquemicas agudas do coracao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;4
I25   Doenc isquemica cronica do coracao;0;0;0;0;1;0;0;0;0;2;0;2;5;5;10;10;6;18;4;3;0;66
I26   Embolia pulmonar;0;1;0;0;0;1;0;2;0;3;2;1;4;3;2;5;1;2;2;1;0;30
I27   Outr form de doenc cardiaca pulmonar;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;5
I31   Outr doenc do pericardio;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2
I33   Endocardite aguda e subaguda;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
I34   Transt nao-reumaticos da valva mitral;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;0;0;0;6
I35   Transt nao-reumaticos da valva aortica;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;4;4;0;0;13
I38   Endocardite de valva NE;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;7
I40   Miocardite aguda;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
I41   Miocardite em doenc COP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
I42   Cardiomiopatias;1;0;0;0;0;0;1;0;2;0;7;5;1;0;5;4;6;5;8;0;0;45
I44   Bloqueio atrioventricular e do ramo esquerdo;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2
I45   Outr transt de conducao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
I46   Parada cardiaca;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;4
I47   Taquicardia paroxistica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
I48   Flutter e fibrilacao atrial;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;4;3;10;2;1;0;27
I49   Outr arritmias cardiacas;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;4;4;10;2;2;25
I50   Insuf cardiaca;0;0;0;0;0;1;0;0;0;0;1;0;2;7;10;9;14;20;16;7;3;90
I51   Complic cardiopatias doenc cardiacas mal def;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;2;0;0;6
I60   Hemorragia subaracnoide;0;0;0;0;0;0;1;0;0;0;2;4;4;1;2;6;1;4;2;0;0;27
I61   Hemorragia intracerebral;0;0;0;0;0;0;0;1;3;3;1;6;2;3;2;5;2;2;1;0;0;31
I62   Outr hemorragias intracranianas nao-traum;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;4
I63   Infarto cerebral;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2;1;0;0;6
I64   Acid vasc cerebr NE como hemorrag isquemico;0;0;0;0;0;0;0;0;0;0;0;2;6;11;17;16;22;14;22;9;0;119
I67   Outr doenc cerebrovasculares;0;0;0;0;0;0;0;0;0;0;1;3;1;5;14;9;9;16;7;8;0;73
I69   Sequelas de doenc cerebrovasculares;0;0;0;0;0;0;0;0;0;1;0;1;7;4;9;14;7;17;11;1;0;72
I70   Aterosclerose;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
I71   Aneurisma e disseccao da aorta;0;0;0;0;0;0;0;3;0;3;1;5;2;5;9;8;11;3;2;0;0;52
I72   Outr aneurismas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;3
I73   Outr doenc vasculares perifericas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;1;1;0;8
I74   Embolia e trombose arteriais;0;0;0;0;0;0;0;0;0;0;1;2;1;0;3;1;5;5;3;0;0;21
I77   Outr afeccoes das arterias e arteriolas;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;2;0;0;0;6
I80   Flebite e tromboflebite;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;3;2;2;1;0;0;12
I82   Outr embolia e trombose venosas;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2
I83   Varizes dos membros infer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
I85   Varizes esofagianas;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
I87   Outr transt das veias;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
I99   Outr transt do aparelho circulatorio e os NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;3
J09   Influenza dev virus gripe aviaria;0;0;0;0;0;0;0;0;0;1;0;0;2;1;2;1;0;2;3;1;0;13
J12   Pneumonia viral NCOP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
J13   Pneumonia dev Streptococcus pneumoniae;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
J15   Pneumonia bacter NCOP;0;0;0;0;1;0;0;1;0;0;0;0;1;2;4;8;5;7;9;7;1;46
J18   Pneumonia p/microorg NE;2;0;0;0;0;0;4;0;1;0;1;2;14;14;17;11;31;42;35;33;5;212
J22   Infecc agudas NE das vias aereas infer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2
J39   Outr doenc das vias aereas super;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
J43   Enfisema;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;0;0;6
J44   Outr doenc pulmonares obstrutivas cronicas;0;0;0;0;0;0;0;0;2;1;1;4;11;16;17;22;15;24;15;3;2;133
J45   Asma;0;0;0;0;0;0;1;0;1;2;1;0;0;0;0;1;1;1;0;0;0;8
J47   Bronquectasia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
J67   Pneumonite hipersensibilid dev poeiras org;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2
J68   Afecc resp dev inal prod quim gas fumac vap;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
J69   Pneumonite dev solidos e liquidos;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;1;8;3;7;3;3;29
J81   Edema pulmonar NE de outr form;0;0;0;0;1;0;0;2;0;1;0;0;0;0;1;0;1;0;0;1;0;7
J84   Outr doenc pulmonares intersticiais;0;0;0;0;0;0;0;0;0;1;0;0;3;5;3;1;2;2;7;1;0;25
J85   Abscesso do pulmao e do mediastino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
J86   Piotorax;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
J90   Derrame pleural NCOP;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;3
J91   Derrame pleural em afeccoes COP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
J93   Pneumotorax;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
J94   Outr afeccoes pleurais;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2
J96   Insuf respirat NCOP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;3
J98   Outr transt respirat;2;0;0;0;0;0;0;0;1;0;0;1;1;1;5;2;2;9;8;1;1;34
K22   Outr doenc do esofago;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2
K25   Ulcera gastrica;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;1;0;3;1;0;0;10
K26   Ulcera duodenal;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;3
K27   Ulcera peptica de localiz NE;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;2
K29   Gastrite e duodenite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
K35   Apendicite aguda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
K40   Hernia inguinal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
K41   Hernia femoral;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
K42   Hernia umbilical;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
