Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas;;;;;;;;;;;;;;;;;;;;;;
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5);;;;;;;;;;;;;;;;;;;;;;
Sexo: Feminino;;;;;;;;;;;;;;;;;;;;;;
Período:2020;;;;;;;;;;;;;;;;;;;;;;
Causa (CID10 3C);0-4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85-89;90-94;95-99;100e+;Total
E11   Diabetes mellitus nao-insulino-dependemte;0;0;0;0;0;0;0;1;0;0;0;1;4;5;3;4;1;4;3;1;0;27
E14   Diabetes mellitus NE;0;0;0;0;1;0;1;0;2;2;5;6;10;8;17;17;19;11;8;6;1;114
E43   Desnutric proteico-calorica grave NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
E46   Desnutric proteico-calorica NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;4
E66   Obesidade;0;0;0;0;0;0;0;1;0;0;2;0;1;0;2;1;3;0;0;0;0;10
E78   Disturbios metab lipoproteinas e out lipidem;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;1;0;0;5
E84   Fibrose cistica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
E85   Amiloidose;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2
E86   Deplecao de volume;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;1;0;5
E87   Outr transt equil hidroeletr e acido-basic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;4
E88   Outr disturbios metabolicos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2
F02   Demencia em outr doenc COP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
F03   Demencia NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
F05   Delirium nao induz alcool outr subst psicoat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
F17   Transt mentais e comport dev uso de fumo;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2
F20   Esquizofrenia;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
F29   Psicose nao-organica NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
F32   Episodios depressivos;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;3
F50   Transt da alimentacao;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
G00   Meningite bacter NCOP;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;3
G06   Abscesso granuloma intracran intra-raquid;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
G08   Flebite tromboflebite intracran intra-raquid;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
G09   Sequelas doenc inflam sist nerv centr;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
G10   Doenc de Huntington;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
G12   Atrofia muscular espinal e sindr correlatas;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;3;1;0;0;0;0;7
G20   Doenc de Parkinson;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7;6;3;1;0;19
G30   Doenc de Alzheimer;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;7;19;32;31;11;2;111
G31   Outr doenc degenerativas sist nervoso NCOP;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;7;14;16;35;16;4;96
G35   Esclerose mult;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2
G40   Epilepsia;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;1;0;0;6
G41   Estado de mal epileptico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
G80   Paralisia cerebral;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;4
G91   Hidrocefalia;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;3
G93   Outr transt do encefalo;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;1;0;5
I10   Hipertensao essencial;0;0;0;0;0;0;0;0;1;1;0;1;4;4;4;2;8;4;12;3;0;44
I11   Doenc cardiaca hipertensiva;0;0;0;0;0;0;0;0;0;0;2;1;1;3;8;5;11;7;8;4;2;52
I12   Doenc renal hipertensiva;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;4;1;0;0;9
I13   Doenc cardiaca e renal hipertensiva;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;6;1;1;1;0;11
I21   Infarto agudo do miocardio;0;0;0;0;0;0;1;1;5;7;8;11;23;20;28;25;31;32;35;5;1;233
I24   Outr doenc isquemicas agudas do coracao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2
I25   Doenc isquemica cronica do coracao;0;0;0;0;0;0;0;0;0;0;2;2;2;5;7;6;9;5;9;4;3;54
I26   Embolia pulmonar;0;0;0;0;0;0;1;0;1;1;0;1;0;5;5;2;1;3;0;1;0;21
I27   Outr form de doenc cardiaca pulmonar;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;1;1;1;0;9
I30   Pericardite aguda;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
I33   Endocardite aguda e subaguda;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
I34   Transt nao-reumaticos da valva mitral;0;0;0;0;0;0;0;0;2;0;1;0;1;2;1;1;0;1;0;0;0;9
I35   Transt nao-reumaticos da valva aortica;0;0;0;0;0;0;0;0;1;1;0;0;0;3;1;1;0;1;3;1;0;12
I37   Transt da valva pulmonar;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
I38   Endocardite de valva NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
I42   Cardiomiopatias;0;0;0;0;0;1;0;0;0;0;0;0;1;1;2;0;5;1;2;2;0;15
I44   Bloqueio atrioventricular e do ramo esquerdo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
I45   Outr transt de conducao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
I46   Parada cardiaca;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;4
I47   Taquicardia paroxistica;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;3
I48   Flutter e fibrilacao atrial;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;5;5;4;2;0;25
I49   Outr arritmias cardiacas;0;0;0;0;1;0;0;0;0;0;0;1;0;4;3;2;4;8;7;1;0;31
I50   Insuf cardiaca;0;0;0;0;0;0;0;0;0;0;1;1;4;3;8;18;13;20;20;14;2;104
I51   Complic cardiopatias doenc cardiacas mal def;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;5;3;0;1;0;12
I60   Hemorragia subaracnoide;0;0;0;0;0;1;3;1;1;2;5;1;3;2;1;0;2;0;0;0;0;22
I61   Hemorragia intracerebral;0;0;0;0;0;1;1;1;1;1;2;2;4;4;1;3;4;3;5;1;0;34
I62   Outr hemorragias intracranianas nao-traum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
I63   Infarto cerebral;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;5
I64   Acid vasc cerebr NE como hemorrag isquemico;0;0;0;0;0;0;0;0;2;2;1;1;3;5;8;14;11;15;10;4;0;76
I67   Outr doenc cerebrovasculares;0;0;0;0;0;1;0;0;0;0;1;2;5;7;8;10;10;11;12;5;0;72
I69   Sequelas de doenc cerebrovasculares;0;0;0;0;0;0;0;0;0;1;1;0;1;5;4;7;7;12;9;7;1;55
I70   Aterosclerose;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;1;7
I71   Aneurisma e disseccao da aorta;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;6;2;0;0;0;15
I72   Outr aneurismas;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
I73   Outr doenc vasculares perifericas;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;2;1;0;0;8
I74   Embolia e trombose arteriais;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;2;2;0;0;8
I77   Outr afeccoes das arterias e arteriolas;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2
I80   Flebite e tromboflebite;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;4
I81   Trombose da veia porta;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
I83   Varizes dos membros infer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2
I85   Varizes esofagianas;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2
I87   Outr transt das veias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
I89   Outr transt nao-infecc vasos linf gangl linf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
I99   Outr transt do aparelho circulatorio e os NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
J04   Laringite e traqueite agudas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
J12   Pneumonia viral NCOP;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;6
J13   Pneumonia dev Streptococcus pneumoniae;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
J15   Pneumonia bacter NCOP;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;6;10;3;4;0;28
J18   Pneumonia p/microorg NE;1;0;0;0;0;0;0;3;1;3;2;2;7;8;6;16;20;18;35;10;4;136
J22   Infecc agudas NE das vias aereas infer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;4
J40   Bronquite NE como aguda ou cronica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
J42   Bronquite cronica NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
J43   Enfisema;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;1;1;0;1;0;8
J44   Outr doenc pulmonares obstrutivas cronicas;0;0;0;0;0;0;0;0;1;0;1;3;6;12;11;12;11;13;7;2;0;79
J45   Asma;0;0;0;0;0;0;0;2;1;0;3;1;0;2;2;1;2;3;0;1;0;18
J69   Pneumonite dev solidos e liquidos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;2;2;3;0;14
J80   Sindr do desconforto respirat do adulto;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
J81   Edema pulmonar NE de outr form;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;4
J84   Outr doenc pulmonares intersticiais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;4
J86   Piotorax;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
J96   Insuf respirat NCOP;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;4
J98   Outr transt respirat;0;0;0;0;2;0;0;0;0;0;1;1;0;1;2;1;7;3;4;0;0;22
K04   Doenc da polpa e dos tec periapicais;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
K21   Doenc de refluxo gastroesofagico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
K22   Outr doenc do esofago;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
K25   Ulcera gastrica;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3;2;3;0;0;11
K26   Ulcera duodenal;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;0;4
K27   Ulcera peptica de localiz NE;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
K29   Gastrite e duodenite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
K31   Outr doenc do estomago e do duodeno;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
K35   Apendicite aguda;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
K37   Apendicite SOE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
K43   Hernia ventral;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
K44   Hernia diafragmatica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
K50   Doenc de Crohn;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
K51   Colite ulcerativa;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
K55   Transt vasculares do intestino;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;3;1;1;0;0;9
K56   Ileo paralitico e obstr intestinal s/hernia;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;1;2;3;1;0;12
K57   Doenc diverticular do intestino;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;2;1;0;3;2;0;12
K59   Outr transt funcionais do intestino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
K62   Outr doenc do reto e do anus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
K63   Outr doenc do intestino;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;3;0;0;0;0;6
K65   Peritonite;0;0;0;0;0;0;0;0;1;0;2;0;0;2;1;2;2;1;1;0;0;12
K70   Doenc alcoolica do figado;0;0;0;0;0;0;0;0;0;4;1;1;0;0;1;0;0;0;0;0;0;7
K72   Insuf hepatica NCOP;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;3
K74   Fibrose e cirrose hepaticas;0;0;0;0;0;0;0;0;0;0;3;2;2;3;3;2;3;4;1;0;0;23
K76   Outr doenc do figado;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;1;0;0;0;0;0;6
K80   Colelitiase;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;8
