Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas;;;;;;;;;;;;;;;;;;;;;;
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5);;;;;;;;;;;;;;;;;;;;;;
Sexo: Feminino;;;;;;;;;;;;;;;;;;;;;;
Período:2018;;;;;;;;;;;;;;;;;;;;;;
Causa (CID10 3C);0-4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85-89;90-94;95-99;100e+;Total
E43   Desnutric proteico-calorica grave NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2
E46   Desnutric proteico-calorica NE;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;2;1;3;0;9
E66   Obesidade;0;0;0;0;0;0;0;1;0;0;0;3;1;2;1;0;0;0;0;0;0;8
E78   Disturbios metab lipoproteinas e out lipidem;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1;0;0;5
E83   Disturbios do metabolismo de minerais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
E86   Deplecao de volume;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;4
E87   Outr transt equil hidroeletr e acido-basic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;3
E88   Outr disturbios metabolicos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
F03   Demencia NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
F31   Transt afetivo bipolar;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2
F32   Episodios depressivos;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
G00   Meningite bacter NCOP;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
G06   Abscesso granuloma intracran intra-raquid;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
G09   Sequelas doenc inflam sist nerv centr;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
G10   Doenc de Huntington;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
G12   Atrofia muscular espinal e sindr correlatas;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;1;1;0;0;0;0;8
G20   Doenc de Parkinson;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;4;7;1;1;1;21
G30   Doenc de Alzheimer;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;11;14;26;23;3;3;84
G31   Outr doenc degenerativas sist nervoso NCOP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;13;21;18;7;1;69
G35   Esclerose mult;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
G40   Epilepsia;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;4
G41   Estado de mal epileptico;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;3
G61   Polineuropatia inflam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
G71   Transt prim dos musculos;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
G80   Paralisia cerebral;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2
G90   Transt do sist nervoso autonomo;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
G91   Hidrocefalia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
G93   Outr transt do encefalo;0;1;0;0;0;0;0;0;0;2;1;0;0;1;3;1;3;0;0;1;0;13
G98   Outr transt do sist nervoso NCOP;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
I05   Doenc reumaticas da valva mitral;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
I07   Doenc reumaticas da valva tricuspide;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;3
I08   Doenc de mult valvas;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;3
I09   Outr doenc reumaticas do coracao;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2
I10   Hipertensao essencial;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;5;2;2;2;1;0;16
I11   Doenc cardiaca hipertensiva;0;0;0;0;0;0;1;0;0;0;0;0;1;1;4;2;6;8;5;5;2;35
I12   Doenc renal hipertensiva;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;4
I13   Doenc cardiaca e renal hipertensiva;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;0;1;0;0;6
I21   Infarto agudo do miocardio;0;0;0;0;1;0;1;2;3;8;12;25;31;27;36;36;47;56;26;11;4;326
I24   Outr doenc isquemicas agudas do coracao;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;1;2;0;0;1;2;11
I25   Doenc isquemica cronica do coracao;0;0;0;0;0;0;0;0;0;0;2;1;1;6;10;9;13;10;11;3;2;68
I26   Embolia pulmonar;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;1;2;2;2;1;0;16
I27   Outr form de doenc cardiaca pulmonar;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;4
I31   Outr doenc do pericardio;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
I33   Endocardite aguda e subaguda;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;2;0;0;0;0;6
I34   Transt nao-reumaticos da valva mitral;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;2;3;0;0;0;0;8
I35   Transt nao-reumaticos da valva aortica;0;0;0;0;0;0;0;0;0;0;1;0;1;1;3;1;2;3;1;1;0;14
I38   Endocardite de valva NE;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;5
I42   Cardiomiopatias;0;0;0;0;0;0;0;1;0;1;2;2;2;6;4;3;3;8;4;2;0;38
I44   Bloqueio atrioventricular e do ramo esquerdo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;1;0;6
I48   Flutter e fibrilacao atrial;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;5;8;5;1;1;0;25
I49   Outr arritmias cardiacas;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;2;6;2;4;6;0;23
I50   Insuf cardiaca;0;0;0;0;0;0;1;1;0;0;3;1;8;8;7;14;14;30;12;6;5;110
I51   Complic cardiopatias doenc cardiacas mal def;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;4
I60   Hemorragia subaracnoide;0;0;0;0;0;0;1;3;2;2;4;0;1;3;4;0;3;0;1;0;0;24
I61   Hemorragia intracerebral;0;0;0;0;0;1;0;0;1;2;2;4;4;6;5;5;8;5;4;0;0;47
I62   Outr hemorragias intracranianas nao-traum;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;4
I63   Infarto cerebral;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;4
I64   Acid vasc cerebr NE como hemorrag isquemico;0;0;0;0;0;0;0;0;0;0;2;2;5;5;5;16;10;11;12;7;1;76
I67   Outr doenc cerebrovasculares;0;0;0;0;0;0;0;2;0;0;1;2;5;7;3;14;12;16;9;3;2;76
I69   Sequelas de doenc cerebrovasculares;0;0;0;1;0;0;0;0;0;0;0;0;1;6;10;8;15;10;7;4;3;65
I70   Aterosclerose;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;4
I71   Aneurisma e disseccao da aorta;0;0;0;0;0;0;0;0;0;2;3;0;2;3;1;5;2;8;1;2;0;29
I72   Outr aneurismas;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
I73   Outr doenc vasculares perifericas;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;1;1;3;0;0;0;10
I74   Embolia e trombose arteriais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;5
I77   Outr afeccoes das arterias e arteriolas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;3
I80   Flebite e tromboflebite;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;3;0;0;7
I82   Outr embolia e trombose venosas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
I83   Varizes dos membros infer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
I85   Varizes esofagianas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
I89   Outr transt nao-infecc vasos linf gangl linf;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
I95   Hipotensao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
I99   Outr transt do aparelho circulatorio e os NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2
J02   Faringite aguda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
J09   Influenza dev virus gripe aviaria;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;4
J11   Influenza dev virus nao identificado;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;3
J12   Pneumonia viral NCOP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
J15   Pneumonia bacter NCOP;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1;1;9;5;0;0;20
J18   Pneumonia p/microorg NE;5;0;0;0;0;0;1;0;0;3;4;2;10;8;12;21;25;30;54;29;4;208
J21   Bronquiolite aguda;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
J32   Sinusite cronica;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
J38   Doenc das cordas vocais e da laringe NCOP;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
J39   Outr doenc das vias aereas super;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
J42   Bronquite cronica NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
J43   Enfisema;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2
J44   Outr doenc pulmonares obstrutivas cronicas;0;0;0;0;0;0;0;0;1;0;4;5;13;11;16;16;26;32;16;5;0;145
J45   Asma;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;4;0;0;0;7
J46   Estado de mal asmatico;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2
J69   Pneumonite dev solidos e liquidos;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;2;6;3;1;19
J80   Sindr do desconforto respirat do adulto;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
J81   Edema pulmonar NE de outr form;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;2;0;8
J84   Outr doenc pulmonares intersticiais;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;1;4;2;3;1;0;18
J85   Abscesso do pulmao e do mediastino;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
J86   Piotorax;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
J90   Derrame pleural NCOP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2
J94   Outr afeccoes pleurais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
J96   Insuf respirat NCOP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;5
J98   Outr transt respirat;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;2;1;3;0;0;10
K20   Esofagite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
K22   Outr doenc do esofago;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
K25   Ulcera gastrica;0;0;0;0;0;0;0;0;0;0;1;0;2;0;2;2;1;0;1;0;0;9
K26   Ulcera duodenal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;4
K35   Apendicite aguda;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;3
K37   Apendicite SOE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
K40   Hernia inguinal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
K42   Hernia umbilical;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
K44   Hernia diafragmatica;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;3
K45   Outr hernias abdominais;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
K46   Hernia abdominal NE;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;4
K51   Colite ulcerativa;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;4
K52   Outr gastroenterites e colites nao-infecc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
K55   Transt vasculares do intestino;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;3;4;3;0;0;0;17
K56   Ileo paralitico e obstr intestinal s/hernia;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;2;1;3;1;0;0;11
K57   Doenc diverticular do intestino;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;5;1;2;0;0;16
K62   Outr doenc do reto e do anus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
K63   Outr doenc do intestino;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;2;1;0;0;8
K65   Peritonite;0;0;0;0;0;0;0;0;0;1;0;0;3;4;3;2;3;1;1;0;0;18
K66   Outr transt do peritonio;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
K70   Doenc alcoolica do figado;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;3
K71   Doenc hepatica toxica;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2
K72   Insuf hepatica NCOP;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;1;0;0;0;7
