Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas;;;;;;;;;;;;;;;;;;;;;;
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5);;;;;;;;;;;;;;;;;;;;;;
Sexo: Feminino;;;;;;;;;;;;;;;;;;;;;;
Período:2021;;;;;;;;;;;;;;;;;;;;;;
Causa (CID10 3C);0-4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85-89;90-94;95-99;100e+;Total
C15   Neopl malig do esofago;0;0;0;0;0;0;0;0;0;0;1;2;2;3;1;1;1;2;0;0;0;13
C16   Neopl malig do estomago;0;0;0;0;0;0;1;1;0;2;0;3;6;5;9;4;2;4;1;0;0;38
C17   Neopl malig do intestino delgado;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;1;1;0;0;6
C18   Neopl malig do colon;0;0;0;0;0;0;0;1;2;2;6;4;2;10;8;12;10;10;8;2;0;77
C19   Neopl malig da juncao retossigmoide;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;2;1;0;0;0;0;8
C20   Neopl malig do reto;0;0;0;0;0;0;1;0;0;0;2;1;3;1;3;3;2;1;0;0;0;17
C22   Neopl malig figado vias biliares intra-hepat;1;0;1;0;0;0;0;1;0;1;1;1;3;3;9;3;6;1;0;0;0;31
C23   Neopl malig da vesicula biliar;0;0;0;0;0;0;0;1;0;0;1;0;2;1;0;1;0;0;0;0;0;6
C24   Neopl malig outr partes e NE vias biliares;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;0;0;0;0;7
C25   Neopl malig do pancreas;0;0;0;0;0;1;1;0;0;3;4;3;7;4;11;7;5;4;4;0;0;54
C26   Neopl malig outr mal def aparelho digestivo;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;2;1;1;0;8
C32   Neopl malig da laringe;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;5
C34   Neopl malig dos bronquios e dos pulmoes;0;0;0;0;0;1;0;0;1;1;3;5;14;11;12;6;9;6;3;0;0;72
C37   Neopl malig do timo;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
C38   Neopl malig do coracao mediastino e pleura;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;4
C40   Neopl malig ossos/cartilag artic membros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
C41   Neopl malig ossos/cartil artic outr loc e NE;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;4
C43   Melanoma malig da pele;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;3
C44   Outr neopl malig da pele;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;2;0;3;0;0;9
C48   Neopl malig tec moles retro- e peritonio;0;0;0;0;0;0;0;0;1;0;2;2;0;1;2;0;1;0;1;0;0;10
C49   Neopl malig tec conjuntivo e outr tec moles;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;6
C50   Neopl malig da mama;0;0;0;0;0;0;2;3;7;8;9;7;18;13;11;14;7;10;6;2;1;118
C51   Neopl malig da vulva;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
C52   Neopl malig da vagina;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2
C53   Neopl malig do colo do utero;0;0;0;0;0;0;2;2;3;3;4;3;3;3;3;2;0;0;1;0;0;29
C54   Neopl malig do corpo do utero;0;0;0;0;0;0;0;0;0;1;2;1;1;1;4;5;6;3;1;0;0;25
C55   Neopl malig do utero porcao NE;0;0;0;0;0;0;1;0;0;1;1;1;2;1;0;1;2;0;0;0;0;10
C56   Neopl malig do ovario;0;0;0;0;0;0;0;0;3;4;2;5;2;2;2;5;1;1;1;0;0;28
C57   Neopl malig outr org genitais femin e NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
C64   Neopl malig do rim exceto pelve renal;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;2;1;0;1;0;0;7
C66   Neopl malig dos ureteres;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2
C67   Neopl malig da bexiga;0;0;0;0;0;0;0;0;0;1;0;2;1;0;3;2;1;2;3;1;0;16
C68   Neopl malig de outr orgaos urinarios e NE;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
C71   Neopl malig do encefalo;0;0;0;0;0;0;0;0;2;1;3;0;0;4;2;2;3;1;1;0;0;19
C72   Neop mal med esp nerv cran out sist nerv cen;0;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;6
C73   Neopl malig da gland tireoide;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2
C74   Neopl malig da gland supra-renal;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
C76   Neopl malig outr localiz e mal definidas;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;4;0;1;0;1;1;12
C78   Neopl malig secund org respirat e digestivos;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;4
C79   Neopl malig secund de outr localiz;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
C80   Neopl malig s/especificacao de localiz;0;0;0;0;0;0;1;0;1;0;0;2;1;0;1;2;4;1;2;0;0;15
C81   Doenc de Hodgkin;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;0;5
C82   Linfoma nao-Hodgkin folicular;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
C83   Linfoma nao-Hodgkin difuso;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;4
C84   Linfomas de celulas T cutaneas e perifericas;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2
C85   Linfoma nao-Hodgkin de outr tipos e tipo NE;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;5;0;0;0;0;0;10
C88   Doenc imunoproliferativas malignas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
C90   Mieloma mult e neopl malig de plasmocitos;0;0;0;0;0;0;0;0;0;0;1;2;2;6;3;2;4;2;0;0;0;22
C91   Leucemia linfoide;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;4
C92   Leucemia mieloide;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;2;2;1;0;0;0;9
C94   Outr leucemias de celulas de tipo espec;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
C95   Leucemia de tipo celular NE;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2
C96   Outr neopl mal e NE tec linf hematop e corr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
D09   Carcinoma in situ de outr localiz e das NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
D32   Neopl benig das meninges;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;4
D33   Neopl benig encef e out part sist nerv centr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
D38   Neopl comp inc/desc ouv med org resp intrat;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;3
D43   Neopl comp inc/desc encefalo sist nerv centr;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
D45   Policitemia vera;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
D46   Sindr mielodisplasicas;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;2;1;0;0;0;0;7
D47   Out neop comp inc/des tec linf hemat tec cor;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;3
D48   Neopl comp inc/desconh outr localiz e NE;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2
D50   Anemia p/defic de ferro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
D53   Outr anemias nutricionais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
D57   Transt falciformes;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
D58   Outr anemias hemoliticas hereditarias;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
D60   Aplasia pura da serie vermelha adquir;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
D61   Outr anemias aplasticas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2
D64   Outr anemias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;4
D68   Outr defeitos da coagulacao;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;3
D69   Purpura e outr afeccoes hemorragicas;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
D72   Outr transt dos globulos brancos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
D76   Alg doenc q env tec linforr e sist reticuloh;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
E03   Outr hipotireoidismos;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;3
E10   Diabetes mellitus insulino-dependente;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;1;2;0;0;0;7
E11   Diabetes mellitus nao-insulino-dependemte;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;2;2;6;1;0;0;15
E14   Diabetes mellitus NE;0;0;0;0;0;1;1;0;2;1;3;5;8;14;14;24;18;21;14;5;1;132
E16   Outr transt da secrecao pancreatica interna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
E43   Desnutric proteico-calorica grave NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
E44   Desnutric proteico-calorica grau moder leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
E46   Desnutric proteico-calorica NE;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;1;2;0;7
E50   Defic de vitamina A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
E66   Obesidade;0;0;0;0;0;0;0;0;1;2;1;1;2;3;0;1;3;1;0;0;0;15
E78   Disturbios metab lipoproteinas e out lipidem;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;1;0;5
E80   Disturbios metab porfirina e bilirrubina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
E83   Disturbios do metabolismo de minerais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
E86   Deplecao de volume;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;4
E87   Outr transt equil hidroeletr e acido-basic;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;3;0;2;9
E88   Outr disturbios metabolicos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
F14   Transt mentais e comport dev uso da cocaina;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
F17   Transt mentais e comport dev uso de fumo;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2
F19   Transt ment comp mult drog out subst psicoat;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
F20   Esquizofrenia;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
F72   Retardo mental grave;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
G00   Meningite bacter NCOP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
G04   Encefalite mielite e encefalomielite;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
G12   Atrofia muscular espinal e sindr correlatas;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;0;0;0;0;5
G20   Doenc de Parkinson;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;4;3;0;0;15
G23   Outr doenc degenerativas dos ganglios base;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
G30   Doenc de Alzheimer;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;8;18;22;33;13;2;102
G31   Outr doenc degenerativas sist nervoso NCOP;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;10;8;15;11;3;55
G35   Esclerose mult;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;3
G36   Outr desmielinizacoes disseminadas agudas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
G40   Epilepsia;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;2;0;1;0;0;7
G41   Estado de mal epileptico;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;0;0;0;0;0;5
G45   Acid vasc cerebr isquemicos trans sindr corr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3
G61   Polineuropatia inflam;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
G72   Outr miopatias;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
G80   Paralisia cerebral;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4
G82   Paraplegia e tetraplegia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
G90   Transt do sist nervoso autonomo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;1;0;6
G91   Hidrocefalia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
G93   Outr transt do encefalo;1;0;0;0;0;0;0;0;0;1;0;3;2;2;0;0;2;0;1;0;0;12
I01   Febre reumatica c/compr do coracao;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2
I05   Doenc reumaticas da valva mitral;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
I08   Doenc de mult valvas;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2
I10   Hipertensao essencial;0;0;0;0;0;0;0;1;1;2;1;3;4;3;5;3;12;10;12;3;4;64
I11   Doenc cardiaca hipertensiva;0;0;0;0;0;0;0;2;0;0;0;1;2;3;4;9;14;21;15;4;0;75
I12   Doenc renal hipertensiva;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;4;0;0;0;9
I13   Doenc cardiaca e renal hipertensiva;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;4;1;0;0;9
I21   Infarto agudo do miocardio;0;0;0;0;0;0;2;3;1;5;9;23;23;29;47;24;35;33;20;10;1;265
I24   Outr doenc isquemicas agudas do coracao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;0;5
I25   Doenc isquemica cronica do coracao;0;0;0;0;0;0;0;1;1;1;3;1;4;4;4;7;4;8;11;3;0;52
I26   Embolia pulmonar;0;0;0;0;0;1;0;0;0;0;2;1;3;7;2;1;5;6;0;0;0;28
I27   Outr form de doenc cardiaca pulmonar;0;0;0;0;0;1;0;0;0;0;0;0;2;1;1;1;1;1;0;0;0;8
I28   Outr doenc dos vasos pulmonares;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
I31   Outr doenc do pericardio;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
I33   Endocardite aguda e subaguda;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;3
I34   Transt nao-reumaticos da valva mitral;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;3
I35   Transt nao-reumaticos da valva aortica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;2;2;1;0;11
I38   Endocardite de valva NE;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;3
I42   Cardiomiopatias;1;0;0;0;0;0;0;0;2;0;1;2;1;1;3;2;4;5;4;0;0;26
I44   Bloqueio atrioventricular e do ramo esquerdo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;1;0;6
I45   Outr transt de conducao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
I46   Parada cardiaca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
I47   Taquicardia paroxistica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
I48   Flutter e fibrilacao atrial;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;9;6;1;0;22
I49   Outr arritmias cardiacas;1;0;0;0;0;0;0;2;0;1;1;0;1;2;2;2;1;6;6;1;1;27
I50   Insuf cardiaca;0;0;0;0;0;0;0;0;0;0;2;0;7;1;9;15;20;22;18;8;1;103
I51   Complic cardiopatias doenc cardiacas mal def;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;3;1;0;0;7
I60   Hemorragia subaracnoide;0;0;0;0;0;0;1;1;1;3;2;3;3;3;4;2;0;1;1;0;0;25
I61   Hemorragia intracerebral;0;0;0;0;0;1;0;0;2;4;2;2;4;2;2;10;3;11;3;0;0;46
I62   Outr hemorragias intracranianas nao-traum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
I63   Infarto cerebral;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2
I64   Acid vasc cerebr NE como hemorrag isquemico;0;0;0;0;0;0;1;0;0;3;2;2;3;7;8;8;11;11;7;3;4;70
I67   Outr doenc cerebrovasculares;0;0;0;0;1;0;0;0;1;1;2;1;2;3;6;9;6;17;6;6;0;61
I69   Sequelas de doenc cerebrovasculares;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;8;14;14;5;3;0;49
I70   Aterosclerose;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;4
I71   Aneurisma e disseccao da aorta;0;0;0;0;0;0;0;0;1;0;2;2;3;1;2;3;3;2;2;0;0;21
I72   Outr aneurismas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
I73   Outr doenc vasculares perifericas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;3
I74   Embolia e trombose arteriais;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2;3;3;2;0;13
I77   Outr afeccoes das arterias e arteriolas;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;3
I80   Flebite e tromboflebite;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;2;1;0;0;0;0;6
I81   Trombose da veia porta;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
I82   Outr embolia e trombose venosas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
I83   Varizes dos membros infer;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
I85   Varizes esofagianas;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
I87   Outr transt das veias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
I89   Outr transt nao-infecc vasos linf gangl linf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
J09   Influenza dev virus gripe aviaria;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;3
J11   Influenza dev virus nao identificado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;4
J12   Pneumonia viral NCOP;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;3;0;1;0;9
J15   Pneumonia bacter NCOP;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;7;6;8;8;5;2;41
J18   Pneumonia p/microorg NE;0;0;0;0;0;1;0;0;2;2;2;5;1;7;6;7;17;20;22;13;2;107
J21   Bronquiolite aguda;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2
J22   Infecc agudas NE das vias aereas infer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
J37   Laringite e laringotraqueite cronicas;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
J43   Enfisema;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;2;3;0;1;0;0;12
J44   Outr doenc pulmonares obstrutivas cronicas;0;0;0;0;1;0;0;1;0;0;1;2;7;15;15;7;16;15;4;1;1;86
J45   Asma;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;3;0;1;0;0;8
J69   Pneumonite dev solidos e liquidos;1;0;0;0;0;0;0;0;1;0;0;0;2;1;1;3;3;5;6;3;1;27
J80   Sindr do desconforto respirat do adulto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
J81   Edema pulmonar NE de outr form;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2
J84   Outr doenc pulmonares intersticiais;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;2;4;5;0;1;0;16
J85   Abscesso do pulmao e do mediastino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
J90   Derrame pleural NCOP;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;3;0;0;6
J93   Pneumotorax;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2
J94   Outr afeccoes pleurais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
J96   Insuf respirat NCOP;0;0;0;0;0;0;0;1;0;0;1;2;0;0;1;0;2;1;1;0;0;9
J98   Outr transt respirat;0;0;0;0;0;0;0;2;0;2;1;2;1;0;3;2;1;1;2;1;1;19
K12   Estomatite e lesoes correlatas;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
K13   Outr doenc do labio e da mucosa oral;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
K25   Ulcera gastrica;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1;0;0;0;5
K26   Ulcera duodenal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
K27   Ulcera peptica de localiz NE;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2
K40   Hernia inguinal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;3
K44   Hernia diafragmatica;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
K46   Hernia abdominal NE;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;4
K50   Doenc de Crohn;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
K52   Outr gastroenterites e colites nao-infecc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2
K55   Transt vasculares do intestino;0;0;0;0;0;0;0;0;0;1;0;1;0;2;1;2;1;0;1;0;0;9
K56   Ileo paralitico e obstr intestinal s/hernia;0;0;0;1;0;1;0;0;0;0;0;0;0;2;2;3;5;4;2;2;1;23
