Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5)
Sexo: Feminino
Período:2014
"Causa (CID10 3C)";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70-74";"75-79";"80-84";"85-89";"90-94";"95-99";"100e+";"Total"
"E03   Outr hipotireoidismos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"E10   Diabetes mellitus insulino-dependente";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;3
"E11   Diabetes mellitus nao-insulino-dependemte";0;0;0;0;0;0;0;0;2;1;1;1;2;3;1;3;3;2;2;0;0;21
"E12   Diabetes mellitus relac c/a desnutr";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"E14   Diabetes mellitus NE";0;0;0;0;0;1;0;2;1;0;2;1;11;9;7;13;11;15;12;0;0;85
"E16   Outr transt da secrecao pancreatica interna";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"E46   Desnutric proteico-calorica NE";0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;3;8;2;0;18
"E66   Obesidade";0;0;0;0;0;0;0;1;0;1;0;0;1;3;1;1;0;0;0;0;0;8
"E72   Outr disturbios metabolismo de aminoacidos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"E78   Disturbios metab lipoproteinas e out lipidem";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;0;5
"E84   Fibrose cistica";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
"E85   Amiloidose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"E86   Deplecao de volume";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;3
"E87   Outr transt equil hidroeletr e acido-basic";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;1;0;5
"E88   Outr disturbios metabolicos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"F10   Transt mentais comport dev uso alcool";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"F19   Transt ment comp mult drog out subst psicoat";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"G00   Meningite bacter NCOP";0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;3
"G04   Encefalite mielite e encefalomielite";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2
"G12   Atrofia muscular espinal e sindr correlatas";0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;4
"G20   Doenc de Parkinson";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;8;7;2;1;1;23
"G30   Doenc de Alzheimer";0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;13;16;41;29;7;3;116
"G31   Outr doenc degenerativas sist nervoso NCOP";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;4;8;3;0;21
"G37   Outr doenc desmielinizantes sist nerv centr";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"G40   Epilepsia";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
"G41   Estado de mal epileptico";1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"G62   Outr polineuropatias";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"G71   Transt prim dos musculos";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"G72   Outr miopatias";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"G80   Paralisia cerebral";1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3
"G90   Transt do sist nervoso autonomo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"G91   Hidrocefalia";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2
"G93   Outr transt do encefalo";1;0;0;0;0;0;0;1;0;0;0;0;2;0;2;1;1;0;0;0;0;8
"I05   Doenc reumaticas da valva mitral";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"I08   Doenc de mult valvas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"I09   Outr doenc reumaticas do coracao";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"I10   Hipertensao essencial";0;0;0;0;0;0;0;0;1;0;0;0;2;2;2;3;7;4;5;2;1;29
"I11   Doenc cardiaca hipertensiva";0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;3;3;13;7;1;0;32
"I12   Doenc renal hipertensiva";0;0;0;0;0;0;1;0;1;2;0;1;1;0;0;0;2;3;0;2;0;13
"I13   Doenc cardiaca e renal hipertensiva";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"I21   Infarto agudo do miocardio";0;0;0;0;0;0;0;4;4;7;10;14;17;32;44;47;41;39;23;8;3;293
"I24   Outr doenc isquemicas agudas do coracao";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;4
"I25   Doenc isquemica cronica do coracao";0;0;0;0;0;0;0;0;1;0;0;3;5;6;8;7;13;5;9;1;0;58
"I26   Embolia pulmonar";0;0;0;0;0;1;0;0;0;2;0;0;5;2;4;3;6;3;0;0;0;26
"I27   Outr form de doenc cardiaca pulmonar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
"I31   Outr doenc do pericardio";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2
"I34   Transt nao-reumaticos da valva mitral";0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;1;0;5
"I35   Transt nao-reumaticos da valva aortica";0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;2;3;1;2;0;0;11
"I40   Miocardite aguda";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"I42   Cardiomiopatias";0;0;0;0;0;1;0;1;0;0;0;0;1;2;5;7;6;8;4;2;0;37
"I44   Bloqueio atrioventricular e do ramo esquerdo";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
"I46   Parada cardiaca";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"I48   Flutter e fibrilacao atrial";0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;4;3;8;2;1;0;22
"I49   Outr arritmias cardiacas";0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;1;4;3;1;0;14
"I50   Insuf cardiaca";0;0;0;0;0;0;0;0;0;1;0;0;1;5;3;6;12;11;16;1;0;56
"I51   Complic cardiopatias doenc cardiacas mal def";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;4
"I60   Hemorragia subaracnoide";0;0;0;1;0;0;1;0;3;0;2;1;3;3;1;1;1;0;0;0;0;17
"I61   Hemorragia intracerebral";0;0;0;0;0;0;0;1;1;2;4;5;5;5;1;5;7;5;1;0;0;42
"I62   Outr hemorragias intracranianas nao-traum";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;3
"I63   Infarto cerebral";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"I64   Acid vasc cerebr NE como hemorrag isquemico";0;0;0;0;0;0;0;0;0;1;0;0;1;3;10;11;13;12;8;5;2;66
"I67   Outr doenc cerebrovasculares";0;0;0;0;1;0;0;0;0;1;0;1;4;2;8;14;15;10;7;2;0;65
"I69   Sequelas de doenc cerebrovasculares";0;0;0;0;0;0;0;0;0;0;0;2;2;6;6;4;6;18;9;3;0;56
"I70   Aterosclerose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
"I71   Aneurisma e disseccao da aorta";0;0;0;0;0;1;0;0;0;1;1;1;4;3;6;7;7;2;0;1;0;34
"I72   Outr aneurismas";0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;4
"I73   Outr doenc vasculares perifericas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2
"I74   Embolia e trombose arteriais";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;3
"I77   Outr afeccoes das arterias e arteriolas";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1;1;0;0;6
"I80   Flebite e tromboflebite";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;4
"I83   Varizes dos membros infer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"I85   Varizes esofagianas";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
"J09   Influenza dev virus gripe aviária";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"J15   Pneumonia bacter NCOP";1;0;0;0;0;0;0;0;0;0;0;1;1;3;1;1;5;6;6;4;1;30
"J18   Pneumonia p/microorg NE";1;0;0;0;1;0;1;3;3;3;3;6;14;20;18;24;55;76;64;18;9;319
"J21   Bronquiolite aguda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2
"J22   Infecc agudas NE das vias aereas infer";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"J39   Outr doenc das vias aereas super";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"J40   Bronquite NE como aguda ou cronica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"J42   Bronquite cronica NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"J43   Enfisema";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;1;1;2;0;0;8
"J44   Outr doenc pulmonares obstrutivas cronicas";0;0;0;0;0;0;0;1;0;2;3;5;7;13;13;15;17;13;3;3;0;95
"J45   Asma";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"J46   Estado de mal asmatico";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;3
"J47   Bronquectasia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
"J69   Pneumonite dev solidos e liquidos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;6;7;3;2;0;21
"J81   Edema pulmonar NE de outr form";0;0;0;0;0;0;0;1;0;1;1;0;2;2;1;3;3;4;2;3;0;23
"J84   Outr doenc pulmonares intersticiais";0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;4;2;1;3;0;0;14
"J86   Piotorax";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"J90   Derrame pleural NCOP";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;3
"J96   Insuf respirat NCOP";0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;5
"J98   Outr transt respirat";0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;1;5;5;2;1;1;20
"K21   Doenc de refluxo gastroesofagico";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"K22   Outr doenc do esofago";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"K25   Ulcera gastrica";0;0;0;0;0;0;0;0;0;0;1;1;0;1;2;3;0;0;0;0;0;8
"K26   Ulcera duodenal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3
"K27   Ulcera peptica de localiz NE";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"K28   Ulcera gastrojejunal";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"K29   Gastrite e duodenite";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"K35   Apendicite aguda";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2
"K40   Hernia inguinal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2
"K42   Hernia umbilical";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"K43   Hernia ventral";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"K46   Hernia abdominal NE";0;0;1;0;0;0;0;0;0;0;0;1;2;0;1;0;1;1;1;0;0;8
"K51   Colite ulcerativa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"K52   Outr gastroenterites e colites nao-infecc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"K55   Transt vasculares do intestino";0;0;1;0;0;0;0;0;0;1;0;0;3;2;3;2;6;0;0;1;0;19
"K56   Ileo paralitico e obstr intestinal s/hernia";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;1;6;1;1;0;14
"K57   Doenc diverticular do intestino";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;4
"K63   Outr doenc do intestino";0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;1;1;1;1;0;0;8
"K65   Peritonite";0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;2;1;0;0;0;6
"K66   Outr transt do peritonio";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;3
"K70   Doenc alcoolica do figado";0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;4
"K72   Insuf hepatica NCOP";0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;4
"K74   Fibrose e cirrose hepaticas";0;0;0;0;0;0;0;0;0;1;0;7;4;2;4;5;5;1;0;0;1;30
"K75   Outr doenc inflam do figado";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"K76   Outr doenc do figado";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"K80   Colelitiase";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;1;1;0;0;0;6
"K81   Colecistite";0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;1;1;1;0;1;9
"K82   Outr doenc da vesicula biliar";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"K83   Outr doenc das vias biliares";0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;1;0;1;0;0;7
"K85   Pancreatite aguda";0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;1;0;3;0;0;0;8
"K92   Outr doenc do aparelho digestivo";0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;3;0;3;0;0;10
"L03   Celulite";0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;1;0;6
"L08   Outr infecc localiz pele e tec subcutaneo";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2
"L12   Penfigoide";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"L89   Ulcera de decubito";0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;3;0;2;1;0;9
"L98   Outr afeccoes da pele e tec subcutaneo NCOP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"M06   Outr artrites reumatoides";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2
"M16   Coxartrose";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2
"M30   Poliarterite nodosa e afeccoes correlatas";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"M31   Outr vasculopatias necrotizantes";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"M32   Lupus eritematoso disseminado";0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;4
"M33   Dermatopoliomiosite";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
