 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Sexo: Fem
Período:2011
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"B24   Doenc p/HIV NE";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;2
"B41   Paracoccidioidomicose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"B45   Criptococose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"B49   Micose NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"B57   Doenc de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;3;4;5;17
"B65   Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"B69   Cisticercose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B78   Estrongiloidiase";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"C07   Neopl malig da gland parotida";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"C10   Neopl malig da orofaringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
"C11   Neopl malig da nasofaringe";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;-;3;1;1;2;11
"C16   Neopl malig do estomago";-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;3;1;5;7;10;30
"C17   Neopl malig do intestino delgado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"C18   Neopl malig do colon";-;-;-;-;-;-;-;1;-;-;2;-;2;2;3;1;5;6;7;14;43
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2
"C20   Neopl malig do reto";-;-;-;-;-;-;-;-;1;-;-;-;-;-;5;2;2;-;6;1;17
"C22   Neopl malig figado vias biliares intra-hepat";-;-;-;-;-;-;-;-;-;-;-;-;1;3;4;2;-;4;1;5;20
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;1;5
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;2;7
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;-;-;-;1;-;-;1;5;2;4;6;2;9;30
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;1;3;2;10
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;-;-;-;-;-;-;1;2;2;5;3;9;6;11;7;10;56
"C37   Neopl malig do timo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"C38   Neopl malig do coracao mediastino e pleura";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;3
"C43   Melanoma malig da pele";-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;2;-;1;-;2;8
"C44   Outr neopl malig da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;4
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;3
"C50   Neopl malig da mama";-;-;-;-;-;-;-;-;1;1;4;3;4;16;13;13;13;11;5;27;111
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;-;-;-;1;-;-;1;2;2;-;4;4;2;3;19
"C54   Neopl malig do corpo do utero";-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;2;2;1;3;3;15
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;1;1;-;1;1;9
"C56   Neopl malig do ovario";-;-;-;-;-;-;-;-;-;1;-;2;-;-;3;4;4;3;1;4;22
"C57   Neopl malig outr org genitais femin e NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"C64   Neopl malig do rim exceto pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;2;-;2;7
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"C71   Neopl malig do encefalo";-;-;-;-;-;1;-;-;-;1;2;1;3;2;2;1;2;1;2;4;22
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;2;5
"C74   Neopl malig da gland supra-renal";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"C76   Neopl malig outr localiz e mal definidas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;8;9
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;3
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"C80   Neopl malig s/especificacao de localiz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;1;-;4;10
"C81   Doenc de Hodgkin";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;2;5;-;2;1;14
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;1;-;1;3;11
"C91   Leucemia linfoide";-;-;-;-;1;-;2;-;-;-;-;1;-;-;1;-;-;-;-;-;5
"C92   Leucemia mieloide";-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;2;1;2;5;13
"C95   Leucemia de tipo celular NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"D61   Outr anemias aplasticas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;4
"D64   Outr anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
"D65   Coagulacao intravascular disseminada";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2
"D68   Outr defeitos da coagulacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3
"D69   Purpura e outr afeccoes hemorragicas";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"D70   Agranulocitose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D84   Outr imunodeficiencias";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D89   Outr transt q comprom mecanismo imunit NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;6;11
"E12   Diabetes mellitus relac c/a desnutr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"E14   Diabetes mellitus NE";-;-;-;-;-;-;-;-;-;-;-;-;-;4;3;-;5;12;15;40;79
"E16   Outr transt da secrecao pancreatica interna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E27   Outr transt da gland supra-renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E43   Desnutric proteico-calorica grave NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E46   Desnutric proteico-calorica NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;14;18
"E66   Obesidade";-;-;-;-;-;-;-;-;-;-;2;1;1;3;2;-;-;3;3;2;17
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;4;4;10
"E84   Fibrose cistica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"E86   Deplecao de volume";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;4
"E87   Outr transt equil hidroeletr e acido-basic";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;3;6
"E88   Outr disturbios metabolicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"F01   Demencia vascular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;36;39
"F05   Delirium nao induz alcool outr subst psicoat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"F07   Transt pers comport dev doen lesao disf cer";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;2;5
"G00   Meningite bacter NCOP";-;-;1;1;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;5
"G09   Sequelas doenc inflam sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;3;1;8
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;7;9
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;7;13;51;73
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"G35   Esclerose mult";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"G40   Epilepsia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
"G41   Estado de mal epileptico";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"G47   Disturbios do sono";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G61   Polineuropatia inflam";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G62   Outr polineuropatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"G80   Paralisia cerebral";-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;3
"G91   Hidrocefalia";-;-;1;1;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;5
"G93   Outr transt do encefalo";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;2;1;2;8
"G96   Outr transt do sist nervoso central";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;4
"I08   Doenc de mult valvas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;-;-;-;2;1;1;3;2;1;-;3;7;20
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;4;5;5;21;41
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;1;-;1;2;5;13
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;-;-;-;1;4;10;12;13;28;25;26;46;35;104;304
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;-;-;-;2;-;-;3;4;2;8;9;16;31;75
"I26   Embolia pulmonar";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;1;7;11
"I27   Outr form de doenc cardiaca pulmonar";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;3
"I28   Outr doenc dos vasos pulmonares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I31   Outr doenc do pericardio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;3;7
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;5
"I36   Transt nao-reumaticos da valva tricuspide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I38   Endocardite de valva NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;1;1;5
"I42   Cardiomiopatias";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;2;2;18;26
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I46   Parada cardiaca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I47   Taquicardia paroxistica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;14
"I49   Outr arritmias cardiacas";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;11;16
"I50   Insuf cardiaca";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;7;4;4;3;43;63
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;4
"I60   Hemorragia subaracnoide";-;-;-;-;-;-;-;-;-;2;-;1;2;2;-;4;-;1;2;3;17
"I61   Hemorragia intracerebral";-;-;-;-;-;-;-;1;1;-;2;2;-;6;6;3;5;6;-;11;43
"I63   Infarto cerebral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;2;2;9;6;37;60
"I67   Outr doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;2;6;7;12;30;61
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;1;10;11;36;62
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;4
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;-;-;-;-;3;-;-;1;2;6;-;4;8;11;35
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;2;3;8
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;1;2;7
"I80   Flebite e tromboflebite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;2;5
"I81   Trombose da veia porta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I82   Outr embolia e trombose venosas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"I87   Outr transt das veias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"J03   Amigdalite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"J12   Pneumonia viral NCOP";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
"J13   Pneumonia dev Streptococcus pneumoniae";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J15   Pneumonia bacter NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;9;13
"J18   Pneumonia p/microorg NE";-;-;1;-;1;1;-;-;-;-;5;-;6;3;6;15;14;20;29;194;295
"J21   Bronquiolite aguda";-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;3;10
"J39   Outr doenc das vias aereas super";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J40   Bronquite NE como aguda ou cronica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"J41   Bronquite cronica simples e a mucopurulenta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J42   Bronquite cronica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J43   Enfisema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;4;8
"J44   Outr doenc pulmonares obstrutivas cronicas";-;-;-;-;-;-;-;-;-;-;-;1;-;5;4;10;15;16;10;44;105
"J45   Asma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;2;5
"J46   Estado de mal asmatico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;4
"J64   Pneumoconiose NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J69   Pneumonite dev solidos e liquidos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;6;9
"J80   Sindr do desconforto respirat do adulto";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"J81   Edema pulmonar NE de outr form";-;-;-;-;-;-;-;1;-;1;-;4;2;1;1;1;2;4;3;6;26
"J84   Outr doenc pulmonares intersticiais";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;2;6;11
"J85   Abscesso do pulmao e do mediastino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J86   Piotorax";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;3
"J90   Derrame pleural NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"J93   Pneumotorax";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"J96   Insuf respirat NCOP";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3
"J98   Outr transt respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;1;2;2;17;27
"K22   Outr doenc do esofago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2
"K25   Ulcera gastrica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
"K26   Ulcera duodenal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;3
"K27   Ulcera peptica de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"K29   Gastrite e duodenite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;4
"K37   Apendicite SOE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"K40   Hernia inguinal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;3
"K41   Hernia femoral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K42   Hernia umbilical";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2
"K43   Hernia ventral";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"K44   Hernia diafragmatica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"K45   Outr hernias abdominais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"K46   Hernia abdominal NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"K50   Doenc de Crohn";-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;3
"K51   Colite ulcerativa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"K52   Outr gastroenterites e colites nao-infecc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"K55   Transt vasculares do intestino";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;3;1;2;6;14
"K56   Ileo paralitico e obstr intestinal s/hernia";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;1;10;15
"K57   Doenc diverticular do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;4;6
"K59   Outr transt funcionais do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K63   Outr doenc do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;5
"K65   Peritonite";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;3;5
"K66   Outr transt do peritonio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3
"K70   Doenc alcoolica do figado";-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;1;-;-;-;-;6
"K74   Fibrose e cirrose hepaticas";-;-;-;-;-;-;-;-;-;-;-;-;2;1;3;3;3;4;2;2;20
"K75   Outr doenc inflam do figado";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;3
"K76   Outr doenc do figado";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;-;-;1;5
"K80   Colelitiase";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;1;2;6
"K81   Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;3;6
"K83   Outr doenc das vias biliares";-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;2;6
"K85   Pancreatite aguda";-;-;-;-;-;-;-;-;-;1;-;1;1;2;1;-;1;1;-;-;8
"K86   Outr doenc do pancreas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;3
"K92   Outr doenc do aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;4;8
"L03   Celulite";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;2;5
"L04   Linfadenite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"L10   Penfigo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"L51   Eritema polimorfo";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"L88   Piodermite gangrenosa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"L89   Ulcera de decubito";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;7;10
"M06   Outr artrites reumatoides";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;3
"M13   Outr artrites";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"M15   Poliartrose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"M16   Coxartrose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
