 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Sexo: Fem
Período:2020
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"E86   Deplecao de volume";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;5
"E87   Outr transt equil hidroeletr e acido-basic";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;4
"E88   Outr disturbios metabolicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"F05   Delirium nao induz alcool outr subst psicoat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2
"F20   Esquizofrenia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"F29   Psicose nao-organica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"F32   Episodios depressivos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;3
"F50   Transt da alimentacao";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"G00   Meningite bacter NCOP";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;3
"G06   Abscesso granuloma intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G08   Flebite tromboflebite intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"G09   Sequelas doenc inflam sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G10   Doenc de Huntington";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;3;1;7
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;17;19
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;4;8;95;112
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;7;86;97
"G35   Esclerose mult";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
"G40   Epilepsia";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;6
"G41   Estado de mal epileptico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G80   Paralisia cerebral";-;-;-;1;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;4
"G91   Hidrocefalia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;3
"G93   Outr transt do encefalo";-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;1;5
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;4;5;4;2;28;46
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;3;8;5;32;52
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;5;9
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;9;11
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;-;-;-;1;1;5;7;8;11;23;20;28;25;104;233
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;2;5;7;6;30;54
"I26   Embolia pulmonar";-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;5;5;2;5;21
"I27   Outr form de doenc cardiaca pulmonar";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;3;9
"I30   Pericardite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"I33   Endocardite aguda e subaguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;1;2;1;1;1;9
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;3;1;1;5;12
"I37   Transt da valva pulmonar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"I38   Endocardite de valva NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"I42   Cardiomiopatias";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;2;-;10;15
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"I45   Outr transt de conducao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I46   Parada cardiaca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
"I47   Taquicardia paroxistica";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;3
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;4;16;25
"I49   Outr arritmias cardiacas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;4;3;2;20;31
"I50   Insuf cardiaca";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;4;3;8;18;69;104
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;9;12
"I60   Hemorragia subaracnoide";-;-;-;-;-;-;-;-;1;3;1;1;2;5;1;3;2;1;-;2;22
"I61   Hemorragia intracerebral";-;-;-;-;-;-;-;-;1;1;1;1;1;2;2;4;4;1;3;13;34
"I62   Outr hemorragias intracranianas nao-traum";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I63   Infarto cerebral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;2;5
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;-;-;-;-;-;-;2;2;1;1;3;5;8;14;40;76
"I67   Outr doenc cerebrovasculares";-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;5;7;8;10;38;72
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;5;4;7;35;54
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;7
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;2;8;15
"I72   Outr aneurismas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;4;8
"I74   Embolia e trombose arteriais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;5;8
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
"I80   Flebite e tromboflebite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;4
"I81   Trombose da veia porta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2
"I87   Outr transt das veias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I99   Outr transt do aparelho circulatorio e os NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"J04   Laringite e traqueite agudas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"J12   Pneumonia viral NCOP";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;4;6
"J13   Pneumonia dev Streptococcus pneumoniae";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J15   Pneumonia bacter NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;23;28
"J18   Pneumonia p/microorg NE";-;-;1;-;-;-;-;-;-;-;3;1;3;2;2;7;8;6;16;87;136
"J22   Infecc agudas NE das vias aereas infer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4
"J40   Bronquite NE como aguda ou cronica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J42   Bronquite cronica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J43   Enfisema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;1;3;8
"J44   Outr doenc pulmonares obstrutivas cronicas";-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;6;12;11;12;33;79
"J45   Asma";-;-;-;-;-;-;-;-;-;-;2;1;-;3;1;-;2;2;1;6;18
"J69   Pneumonite dev solidos e liquidos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;10;14
"J81   Edema pulmonar NE de outr form";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2;4
"J84   Outr doenc pulmonares intersticiais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;4
"J86   Piotorax";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"J96   Insuf respirat NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3
"J98   Outr transt respirat";-;-;-;-;-;-;-;2;-;-;-;-;-;1;1;-;-;3;2;14;23
"K04   Doenc da polpa e dos tec periapicais";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"K21   Doenc de refluxo gastroesofagico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K22   Outr doenc do esofago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K25   Ulcera gastrica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;8;11
"K26   Ulcera duodenal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;4
"K27   Ulcera peptica de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"K29   Gastrite e duodenite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K31   Outr doenc do estomago e do duodeno";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"K35   Apendicite aguda";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;2
"K37   Apendicite SOE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"K43   Hernia ventral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"K44   Hernia diafragmatica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K50   Doenc de Crohn";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"K51   Colite ulcerativa";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"K55   Transt vasculares do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;5;9
"K56   Ileo paralitico e obstr intestinal s/hernia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;2;7;12
"K57   Doenc diverticular do intestino";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;2;6;12
"K59   Outr transt funcionais do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K62   Outr doenc do reto e do anus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K63   Outr doenc do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;3;6
"K65   Peritonite";-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;2;1;2;4;12
"K70   Doenc alcoolica do figado";-;-;-;-;-;-;-;-;-;-;-;-;4;1;1;-;-;1;-;-;7
"K72   Insuf hepatica NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3
"K74   Fibrose e cirrose hepaticas";-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;2;3;3;2;8;23
"K76   Outr doenc do figado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;-;1;-;6
"K80   Colelitiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;5;8
"K81   Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;6
"K82   Outr doenc da vesicula biliar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K83   Outr doenc das vias biliares";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;1;2;6
"K85   Pancreatite aguda";-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;1;1;-;1;2;8
"K92   Outr doenc do aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;10;15
"L03   Celulite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;1;4
