 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Sexo: Fem
Período:2010
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"B57   Doenc de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;1;1;5;6;18
"B69   Cisticercose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"B90   Sequelas de tuberc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"B99   Doenc infecc outr e as NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;3
"C10   Neopl malig da orofaringe";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;3
"C11   Neopl malig da nasofaringe";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;3;1;1;4;13
"C16   Neopl malig do estomago";-;-;-;-;-;-;-;-;-;-;-;2;1;3;5;2;3;4;4;11;35
"C17   Neopl malig do intestino delgado";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;-;1;6
"C18   Neopl malig do colon";-;-;-;-;-;-;-;1;1;-;-;-;2;6;9;7;7;8;4;10;55
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;1;4
"C20   Neopl malig do reto";-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;3;1;1;6;15
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"C22   Neopl malig figado vias biliares intra-hepat";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;4;6;4;6;24
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;2;-;-;-;1;6
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;2;2;7
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3;2;7;5;6;26
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;4
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;1;1;2;8
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;-;-;-;-;-;-;1;-;1;3;2;4;8;10;8;15;52
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;3
"C43   Melanoma malig da pele";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;2;1;-;4;10
"C44   Outr neopl malig da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;2;6
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;4
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;1;4
"C50   Neopl malig da mama";-;-;-;-;-;-;-;-;-;3;2;5;7;8;15;12;6;2;10;25;95
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"C52   Neopl malig da vagina";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;1;3;1;3;1;13
"C54   Neopl malig do corpo do utero";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;3;1;1;1;4;12
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;1;5
"C56   Neopl malig do ovario";-;-;-;-;-;-;-;1;-;1;-;2;2;3;4;6;2;4;1;5;31
"C64   Neopl malig do rim exceto pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;3
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;3;7
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"C71   Neopl malig do encefalo";-;-;-;1;1;1;-;-;-;-;-;1;2;-;-;2;2;-;3;9;22
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3
"C76   Neopl malig outr localiz e mal definidas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;-;-;5
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;2;6
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"C80   Neopl malig s/especificacao de localiz";-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;5;2;-;-;4;15
"C81   Doenc de Hodgkin";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;2
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;3
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;2;3;-;3;2;13
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;2;1;4;3;5;19
"C91   Leucemia linfoide";-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;2;6
"C92   Leucemia mieloide";-;-;-;-;-;1;-;-;-;1;1;-;1;1;-;1;1;1;4;3;15
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"C95   Leucemia de tipo celular NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;-;1;5
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"D12   Neopl benig do colon reto canal anal e anus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D13   Neopl benig outr part e mal def ap digestivo";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"D18   Hemangioma e linfangioma de qualquer localiz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"D46   Sindr mielodisplasicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"D48   Neopl comp inc/desconh outr localiz e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"D57   Transt falciformes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"D59   Anemia hemolitica adquir";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"D60   Aplasia pura da serie vermelha adquir";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"D61   Outr anemias aplasticas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"D64   Outr anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"D68   Outr defeitos da coagulacao";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"D73   Doenc do baco";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3
"E06   Tireoidite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;2;4;12
"E14   Diabetes mellitus NE";-;-;-;-;-;-;-;-;-;-;-;-;4;4;2;6;6;7;15;36;80
"E41   Marasmo nutricional";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"E43   Desnutric proteico-calorica grave NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"E46   Desnutric proteico-calorica NE";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;8;10
"E66   Obesidade";-;-;-;-;-;-;-;-;-;-;1;1;1;2;-;2;-;2;1;-;10
"E72   Outr disturbios metabolismo de aminoacidos";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;2;5
"E83   Disturbios do metabolismo de minerais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"E84   Fibrose cistica";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"E86   Deplecao de volume";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;5;6
"E87   Outr transt equil hidroeletr e acido-basic";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"E88   Outr disturbios metabolicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"F01   Demencia vascular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;4
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;26;30
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;3
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"F32   Episodios depressivos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"G00   Meningite bacter NCOP";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"G04   Encefalite mielite e encefalomielite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G06   Abscesso granuloma intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;3
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;8;57;70
"G35   Esclerose mult";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"G40   Epilepsia";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"G58   Outr mononeuropatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"G60   Neuropatia hereditaria e idiopatica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"G62   Outr polineuropatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G64   Outr transt do sist nervoso periferico";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"G80   Paralisia cerebral";-;-;-;-;1;-;2;-;-;-;1;-;-;-;-;-;-;1;-;-;5
"G91   Hidrocefalia";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2
"G93   Outr transt do encefalo";-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;4
"G98   Outr transt do sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I09   Outr doenc reumaticas do coracao";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;1;-;-;-;2;1;1;1;-;3;2;12;23
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;3;6;4;1;18;34
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;2;5;11
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;-;-;-;2;4;5;13;15;27;12;33;37;32;97;277
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;2;-;2;8
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;5;7;31;48
"I26   Embolia pulmonar";-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;2;1;4;-;10;21
"I27   Outr form de doenc cardiaca pulmonar";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;2;-;6
"I33   Endocardite aguda e subaguda";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;3
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;2;1;1;7
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;6;11
"I38   Endocardite de valva NE";-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;1;-;-;4
"I42   Cardiomiopatias";-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;4;1;3;15;28
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"I47   Taquicardia paroxistica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;2;12;19
"I49   Outr arritmias cardiacas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;2;11;16
"I50   Insuf cardiaca";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2;6;5;9;46;70
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"I60   Hemorragia subaracnoide";-;-;-;-;-;-;-;-;-;1;-;2;4;4;1;3;1;2;-;4;22
"I61   Hemorragia intracerebral";-;-;-;-;-;-;-;-;-;-;2;-;1;2;1;6;3;3;5;14;37
"I62   Outr hemorragias intracranianas nao-traum";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"I63   Infarto cerebral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;2;4;4;7;43;64
"I67   Outr doenc cerebrovasculares";-;-;-;-;-;-;-;-;1;-;-;1;3;-;3;2;4;6;9;31;60
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;4;4;10;36;57
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;6
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;4;1;3;4;18
"I72   Outr aneurismas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
"I74   Embolia e trombose arteriais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;5
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5;6
"I80   Flebite e tromboflebite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;-;4;9
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I99   Outr transt do aparelho circulatorio e os NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J04   Laringite e traqueite agudas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J10   Influenza dev outro virus influenza ident";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"J15   Pneumonia bacter NCOP";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;3;7
"J18   Pneumonia p/microorg NE";-;-;-;4;-;-;-;1;-;1;2;2;4;2;7;9;12;25;37;164;270
"J21   Bronquiolite aguda";-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"J42   Bronquite cronica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"J43   Enfisema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"J44   Outr doenc pulmonares obstrutivas cronicas";-;-;-;-;-;-;-;-;-;1;-;1;-;4;3;4;10;13;19;36;91
"J45   Asma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;3;7
"J46   Estado de mal asmatico";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"J47   Bronquectasia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"J62   Pneumoconiose dev poeira que cont silica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J67   Pneumonite hipersensibilid dev poeiras org";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"J68   Afecc resp dev inal prod quim gas fumac vap";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2
"J69   Pneumonite dev solidos e liquidos";-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;1;1;15;20
"J80   Sindr do desconforto respirat do adulto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"J81   Edema pulmonar NE de outr form";-;-;-;-;-;-;-;1;-;-;1;-;2;1;-;1;1;1;3;11;22
"J84   Outr doenc pulmonares intersticiais";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;3;-;4;2;8;19
"J85   Abscesso do pulmao e do mediastino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"J90   Derrame pleural NCOP";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J93   Pneumotorax";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J96   Insuf respirat NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;5;7
"J98   Outr transt respirat";-;-;1;1;-;-;-;-;-;-;-;-;-;1;1;2;3;-;4;18;31
"K21   Doenc de refluxo gastroesofagico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K22   Outr doenc do esofago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"K25   Ulcera gastrica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;3
"K26   Ulcera duodenal";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;3
"K27   Ulcera peptica de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3
"K29   Gastrite e duodenite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;4
"K35   Apendicite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"K37   Apendicite SOE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"K40   Hernia inguinal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
"K42   Hernia umbilical";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"K46   Hernia abdominal NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3
"K50   Doenc de Crohn";-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;3
"K51   Colite ulcerativa";-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;3
"K52   Outr gastroenterites e colites nao-infecc";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2
"K55   Transt vasculares do intestino";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;5;4;2;8;20
"K56   Ileo paralitico e obstr intestinal s/hernia";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;2;1;7;13
"K57   Doenc diverticular do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;3;8
"K59   Outr transt funcionais do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;4
"K62   Outr doenc do reto e do anus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"K65   Peritonite";-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;2;1;1;1;2;11
"K70   Doenc alcoolica do figado";-;-;-;-;-;-;-;-;-;1;1;1;1;2;-;-;-;-;-;-;6
"K72   Insuf hepatica NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K74   Fibrose e cirrose hepaticas";-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;2;1;1;2;3;12
"K75   Outr doenc inflam do figado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;1;6
"K76   Outr doenc do figado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"K80   Colelitiase";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2;4;8
"K81   Colecistite";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;2;1;3;9
"K83   Outr doenc das vias biliares";-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;5
"K85   Pancreatite aguda";-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;-;-;-;2;4;10
"K92   Outr doenc do aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;8;9
"L03   Celulite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;3;2;9
"L08   Outr infecc localiz pele e tec subcutaneo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"L13   Outr afeccoes bolhosas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"L51   Eritema polimorfo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"L89   Ulcera de decubito";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;5
"L98   Outr afeccoes da pele e tec subcutaneo NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
