 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Sexo: Fem
Período:2016
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"D46   Sindr mielodisplasicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6;7
"D51   Anemia p/defic de vitamina B12";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"D57   Transt falciformes";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"D59   Anemia hemolitica adquir";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;2
"D61   Outr anemias aplasticas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;-;4
"D64   Outr anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"D65   Coagulacao intravascular disseminada";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"D68   Outr defeitos da coagulacao";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"D69   Purpura e outr afeccoes hemorragicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"D84   Outr imunodeficiencias";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;5
"E05   Tireotoxicose";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"E07   Outr transt da tireoide";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;6;10
"E14   Diabetes mellitus NE";-;-;-;-;-;-;-;-;-;1;-;2;1;-;2;3;7;8;13;33;70
"E41   Marasmo nutricional";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"E43   Desnutric proteico-calorica grave NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
"E46   Desnutric proteico-calorica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;9;13
"E66   Obesidade";-;-;-;-;-;-;-;1;1;-;1;1;-;1;1;1;1;-;1;-;9
"E77   Disturbios do metabolismo de glicoproteinas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;4;8
"E86   Deplecao de volume";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"E87   Outr transt equil hidroeletr e acido-basic";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2
"E88   Outr disturbios metabolicos";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;2
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"G00   Meningite bacter NCOP";-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;2;1;7
"G04   Encefalite mielite e encefalomielite";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;2
"G06   Abscesso granuloma intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;5;1;-;8
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;10;11
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;11;85;100
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;33;37
"G35   Esclerose mult";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2
"G40   Epilepsia";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;4
"G41   Estado de mal epileptico";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;2
"G61   Polineuropatia inflam";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"G62   Outr polineuropatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"G80   Paralisia cerebral";-;-;-;2;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"G91   Hidrocefalia";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"G93   Outr transt do encefalo";-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;2;1;1;1;8
"G98   Outr transt do sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;-;1;5
"I08   Doenc de mult valvas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;2;4;3;16;31
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;4;17;24
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;3;2;8
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6;7
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;-;1;1;-;6;6;15;21;17;18;31;34;53;136;339
"I22   Infarto do miocardio recorrente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;-;-;1;-;-;-;1;3;1;-;8;6;21;41
"I26   Embolia pulmonar";-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;2;4;2;2;11;25
"I27   Outr form de doenc cardiaca pulmonar";-;-;1;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;1;3;8
"I31   Outr doenc do pericardio";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"I33   Endocardite aguda e subaguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;2;3;8
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;4;8
"I38   Endocardite de valva NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;4;6
"I42   Cardiomiopatias";-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;5;4;4;14;31
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"I46   Parada cardiaca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I47   Taquicardia paroxistica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;9;13
"I49   Outr arritmias cardiacas";-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;-;1;-;11;16
"I50   Insuf cardiaca";-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;5;8;16;39;71
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;5
"I60   Hemorragia subaracnoide";-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;-;2;-;2;5;13
"I61   Hemorragia intracerebral";-;-;-;-;-;-;-;-;-;-;2;3;5;2;5;9;6;5;3;16;56
"I62   Outr hemorragias intracranianas nao-traum";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I63   Infarto cerebral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;6;5;7;15;40;77
"I67   Outr doenc cerebrovasculares";-;-;-;-;-;-;-;-;1;-;2;-;1;-;2;3;5;7;3;25;49
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;1;5;9;48;68
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;-;-;-;1;-;-;2;1;3;4;6;4;3;15;39
"I72   Outr aneurismas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2;4
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;5
"I74   Embolia e trombose arteriais";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;4;6
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;4
"I80   Flebite e tromboflebite";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;2;5
"I82   Outr embolia e trombose venosas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"I87   Outr transt das veias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I99   Outr transt do aparelho circulatorio e os NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;4
"J06   Infecc agudas vias aereas super loc mult NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J09   Influenza A (H1N1)";-;-;-;-;-;-;-;-;-;-;1;-;1;3;1;-;-;-;2;1;9
"J10   Influenza dev outro virus influenza ident";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J11   Influenza dev virus nao identificado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"J15   Pneumonia bacter NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;-;-;2;29;36
"J18   Pneumonia p/microorg NE";-;-;1;-;-;-;1;-;1;-;4;-;1;4;8;10;16;14;27;197;284
"J21   Bronquiolite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;6
"J39   Outr doenc das vias aereas super";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"J41   Bronquite cronica simples e a mucopurulenta";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"J42   Bronquite cronica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J43   Enfisema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;4
"J44   Outr doenc pulmonares obstrutivas cronicas";-;-;-;-;-;-;-;-;-;-;-;1;-;3;2;9;9;19;17;41;101
"J45   Asma";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;1;4
"J46   Estado de mal asmatico";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;3;5
"J69   Pneumonite dev solidos e liquidos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;10;15
"J81   Edema pulmonar NE de outr form";-;-;-;-;-;-;-;-;1;1;1;2;1;1;4;2;1;1;3;6;24
"J84   Outr doenc pulmonares intersticiais";-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;2;3;1;-;5;14
"J86   Piotorax";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"J90   Derrame pleural NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"J93   Pneumotorax";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J96   Insuf respirat NCOP";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
"J98   Outr transt respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;3;9;16
"K25   Ulcera gastrica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;2;5
"K27   Ulcera peptica de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K29   Gastrite e duodenite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K31   Outr doenc do estomago e do duodeno";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;3
"K35   Apendicite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K37   Apendicite SOE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"K40   Hernia inguinal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3
"K42   Hernia umbilical";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"K44   Hernia diafragmatica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K46   Hernia abdominal NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;3
"K51   Colite ulcerativa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K52   Outr gastroenterites e colites nao-infecc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"K55   Transt vasculares do intestino";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;3;15;23
"K56   Ileo paralitico e obstr intestinal s/hernia";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;2;3;8
"K57   Doenc diverticular do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;10;12
"K59   Outr transt funcionais do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3
"K61   Abscesso das regioes anal e retal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"K63   Outr doenc do intestino";-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;1;2;9
"K65   Peritonite";-;-;1;-;-;-;-;-;-;-;-;-;1;2;-;-;1;2;3;7;17
"K70   Doenc alcoolica do figado";-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;-;1;-;-;-;6
"K72   Insuf hepatica NCOP";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;1;-;1;1;7
"K74   Fibrose e cirrose hepaticas";-;-;-;-;-;-;-;-;-;-;-;1;-;2;3;2;2;-;3;2;15
"K75   Outr doenc inflam do figado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"K76   Outr doenc do figado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;3
"K80   Colelitiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"K81   Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;3
"K83   Outr doenc das vias biliares";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;3
"K85   Pancreatite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;7;10
"K92   Outr doenc do aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;13;17
"L03   Celulite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;8;12
"L08   Outr infecc localiz pele e tec subcutaneo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;5
"L10   Penfigo";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"L89   Ulcera de decubito";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;3;6
"L97   Ulcera dos membros infer NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"M00   Artrite piogenica";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"M06   Outr artrites reumatoides";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"M16   Coxartrose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
"M31   Outr vasculopatias necrotizantes";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2
"M32   Lupus eritematoso disseminado";-;-;-;-;-;1;-;1;1;2;-;-;1;1;-;-;1;-;-;-;8
