 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Sexo: Fem
Período:2019
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"C22   Neopl malig figado vias biliares intra-hepat";-;-;-;-;-;-;-;-;-;-;1;-;2;1;3;5;5;-;3;7;27
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;2;3;4;7;2;22
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;-;-;-;-;1;-;3;2;4;3;8;9;14;44
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;3;5
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;-;-;-;-;-;1;1;1;1;2;6;12;14;16;15;14;83
"C38   Neopl malig do coracao mediastino e pleura";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
"C39   Neop mal out loc mal def ap resp org intrat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"C43   Melanoma malig da pele";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;1;1;3;8
"C44   Outr neopl malig da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;3
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3;1;-;4;11
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2
"C50   Neopl malig da mama";-;-;-;-;-;-;-;-;1;4;3;10;10;11;16;17;13;5;14;36;140
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;1;-;5
"C52   Neopl malig da vagina";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;-;-;-;2;-;5;1;1;1;3;3;2;1;3;22
"C54   Neopl malig do corpo do utero";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;3;5;2;3;7;24
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;1;1;1;2;-;9
"C56   Neopl malig do ovario";-;-;-;-;-;-;-;-;-;-;2;1;2;3;7;3;2;4;6;6;36
"C57   Neopl malig outr org genitais femin e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2
"C64   Neopl malig do rim exceto pelve renal";-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;3;1;1;3;6;17
"C65   Neopl malig da pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;3;9;14
"C68   Neopl malig de outr orgaos urinarios e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"C69   Neopl malig do olho e anexos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"C70   Neopl malig das meninges";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"C71   Neopl malig do encefalo";-;-;-;-;-;-;-;-;1;1;-;1;2;1;6;4;3;1;-;3;23
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;2;-;4
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;1;5
"C74   Neopl malig da gland supra-renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"C76   Neopl malig outr localiz e mal definidas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;-;-;5;11
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;2;5
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;3
"C80   Neopl malig s/especificacao de localiz";-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;3;4;2;5;7;26
"C81   Doenc de Hodgkin";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"C82   Linfoma nao-Hodgkin folicular";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2
"C83   Linfoma nao-Hodgkin difuso";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;1;1;5
"C84   Linfomas de celulas T cutaneas e perifericas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;1;-;-;-;-;-;1;1;-;-;2;1;3;2;3;7;21
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;1;-;5;3;3;15
"C91   Leucemia linfoide";-;-;-;1;1;-;-;1;-;-;1;-;-;-;1;-;-;1;1;2;9
"C92   Leucemia mieloide";-;-;-;-;-;1;-;-;-;1;-;-;-;-;2;-;1;-;2;2;9
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"C95   Leucemia de tipo celular NE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;2
"D21   Outr neopl benig tec conj e outr tec moles";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D27   Neopl benig do ovario";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
"D43   Neopl comp inc/desc encefalo sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"D46   Sindr mielodisplasicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;3
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"D61   Outr anemias aplasticas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;3
"D64   Outr anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4
"D65   Coagulacao intravascular disseminada";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"D68   Outr defeitos da coagulacao";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"D69   Purpura e outr afeccoes hemorragicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"D70   Agranulocitose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D71   Transt func neutrofilos polimorfonucleares";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"D72   Outr transt dos globulos brancos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D73   Doenc do baco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D81   Defic imunitarias combinadas";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"D84   Outr imunodeficiencias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;1;1;1;-;1;8
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;2;10;17
"E14   Diabetes mellitus NE";-;-;-;-;-;-;-;-;-;-;-;1;-;4;5;3;9;14;13;47;96
"E43   Desnutric proteico-calorica grave NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"E46   Desnutric proteico-calorica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;8;9
"E66   Obesidade";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;1;2;1;8
"E72   Outr disturbios metabolismo de aminoacidos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"E76   Disturbios metabolismo do glicosaminoglicano";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3
"E83   Disturbios do metabolismo de minerais";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;3
"E84   Fibrose cistica";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"E86   Deplecao de volume";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;3;5
"E87   Outr transt equil hidroeletr e acido-basic";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;3;7
"E88   Outr disturbios metabolicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"F20   Esquizofrenia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F32   Episodios depressivos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G00   Meningite bacter NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2
"G03   Meningite dev outr causas e a causas NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"G04   Encefalite mielite e encefalomielite";-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;-;-;4
"G10   Doenc de Huntington";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;2;3;8
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;12;16
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;8;95;107
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;2;4;76;86
"G35   Esclerose mult";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G40   Epilepsia";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;4
"G41   Estado de mal epileptico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
"G60   Neuropatia hereditaria e idiopatica";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"G62   Outr polineuropatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"G70   Miastenia gravis outr transt neuromusculares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"G80   Paralisia cerebral";-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;3
"G91   Hidrocefalia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
"G93   Outr transt do encefalo";-;-;-;-;-;-;1;-;-;-;-;-;2;1;1;-;-;-;3;2;10
"G98   Outr transt do sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"H68   Salpingite e obstrucao trompa de Eustaquio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I07   Doenc reumaticas da valva tricuspide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I08   Doenc de mult valvas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;3
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;4;1;1;14;24
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;2;1;8;27;42
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;3;4;2;12
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;4;7
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;-;-;-;2;2;5;4;13;27;20;37;38;37;150;335
"I22   Infarto do miocardio recorrente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4;6
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;7;2;5;7;20;46
"I26   Embolia pulmonar";-;-;-;-;-;-;-;-;1;-;-;1;-;1;3;2;-;-;2;5;15
"I27   Outr form de doenc cardiaca pulmonar";-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;1;4
"I31   Outr doenc do pericardio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I33   Endocardite aguda e subaguda";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;2
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;-;1;5
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;8;11
"I38   Endocardite de valva NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I42   Cardiomiopatias";-;-;-;-;1;-;-;-;1;-;1;1;4;2;4;5;3;2;8;28;60
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;18;21
"I49   Outr arritmias cardiacas";-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;1;1;14;20
"I50   Insuf cardiaca";-;-;-;-;-;-;-;-;1;-;-;-;1;3;1;4;4;5;12;63;94
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;1;4;8
"I60   Hemorragia subaracnoide";-;-;-;-;-;-;-;1;-;-;-;3;1;1;6;3;5;5;-;2;27
"I61   Hemorragia intracerebral";-;-;-;-;-;-;-;-;-;-;1;1;1;4;2;2;4;-;8;11;34
"I62   Outr hemorragias intracranianas nao-traum";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"I63   Infarto cerebral";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;3
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;4;5;19;33
"I67   Outr doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;5;3;16;14;65;107
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;3;5;5;10;61;87
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;5;2;7;8;12;38
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;4
"I74   Embolia e trombose arteriais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;1;3;8
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;3
"I80   Flebite e tromboflebite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;5
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I87   Outr transt das veias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I99   Outr transt do aparelho circulatorio e os NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J06   Infecc agudas vias aereas super loc mult NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J09   Influenza A (H1N1)";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;3
"J11   Influenza dev virus nao identificado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J15   Pneumonia bacter NCOP";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;4;2;3;19;31
"J18   Pneumonia p/microorg NE";-;-;-;-;-;1;-;-;-;-;-;1;3;1;3;4;10;13;22;145;203
"J21   Bronquiolite aguda";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J38   Doenc das cordas vocais e da laringe NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"J39   Outr doenc das vias aereas super";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"J41   Bronquite cronica simples e a mucopurulenta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J43   Enfisema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;4;8
"J44   Outr doenc pulmonares obstrutivas cronicas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;6;10;8;16;24;50;115
"J45   Asma";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;4;7
"J46   Estado de mal asmatico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"J47   Bronquectasia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"J69   Pneumonite dev solidos e liquidos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;11;13
"J81   Edema pulmonar NE de outr form";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"J84   Outr doenc pulmonares intersticiais";-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;1;1;2;5;13
"J86   Piotorax";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"J90   Derrame pleural NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"J93   Pneumotorax";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"J96   Insuf respirat NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;5
"J98   Outr transt respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;3;8;15
"K22   Outr doenc do esofago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"K25   Ulcera gastrica";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;2;-;4;9
"K26   Ulcera duodenal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;3
"K27   Ulcera peptica de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K29   Gastrite e duodenite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;3
"K35   Apendicite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;1;5
"K37   Apendicite SOE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"K40   Hernia inguinal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;3
"K41   Hernia femoral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"K42   Hernia umbilical";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K43   Hernia ventral";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
"K44   Hernia diafragmatica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
"K46   Hernia abdominal NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;4;6
"K52   Outr gastroenterites e colites nao-infecc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K55   Transt vasculares do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;3;7;15
"K56   Ileo paralitico e obstr intestinal s/hernia";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2;3;1;13;21
"K57   Doenc diverticular do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;2;8;14
