 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Sexo: Fem
Período:2012
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;-;-;-;-;-;1;2;4;3;4;8;8;14;44
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;2;6
"C31   Neopl malig dos seios da face";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;-;-;-;-;-;-;-;1;4;3;6;7;5;12;5;6;49
"C38   Neopl malig do coracao mediastino e pleura";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"C40   Neopl malig ossos/cartilag artic membros";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;2;-;4
"C43   Melanoma malig da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;2;6
"C44   Outr neopl malig da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;4
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;-;-;1;-;-;-;-;-;-;1;2;1;1;-;1;-;1;8
"C50   Neopl malig da mama";-;-;-;-;-;-;-;-;-;4;3;9;2;11;12;13;8;10;7;27;106
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;3
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;2;2;-;1;5;15
"C54   Neopl malig do corpo do utero";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;4;-;3;13
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;5;-;3;2;5;17
"C56   Neopl malig do ovario";-;-;-;-;-;-;-;-;-;-;-;1;2;6;1;6;6;1;4;1;28
"C57   Neopl malig outr org genitais femin e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"C64   Neopl malig do rim exceto pelve renal";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;1;2;7
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;2;2;4;14
"C71   Neopl malig do encefalo";-;-;-;-;-;-;-;-;1;1;1;3;3;1;2;1;1;4;3;3;24
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;1;5
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"C76   Neopl malig outr localiz e mal definidas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;1;5
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;4
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;3
"C80   Neopl malig s/especificacao de localiz";-;-;-;-;-;-;-;-;1;-;-;2;1;1;3;4;-;4;1;6;23
"C81   Doenc de Hodgkin";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"C83   Linfoma nao-Hodgkin difuso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;-;-;-;-;-;-;1;1;2;1;1;2;1;1;1;1;12
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;3;3;8
"C91   Leucemia linfoide";-;-;-;1;-;-;2;-;1;-;-;-;-;-;1;1;1;2;2;2;13
"C92   Leucemia mieloide";-;-;2;-;-;-;2;-;1;-;-;-;-;1;1;1;-;1;-;4;13
"C95   Leucemia de tipo celular NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"D12   Neopl benig do colon reto canal anal e anus";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"D14   Neopl benig ouvido medio e aparelho respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;3
"D36   Neopl benig de outr localiz e de localiz NE";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"D46   Sindr mielodisplasicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"D61   Outr anemias aplasticas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;2
"D64   Outr anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"D65   Coagulacao intravascular disseminada";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"D68   Outr defeitos da coagulacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
"D69   Purpura e outr afeccoes hemorragicas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2
"D70   Agranulocitose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;4
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;5;8
"E14   Diabetes mellitus NE";-;-;-;-;-;-;-;-;-;-;1;1;1;1;4;12;9;10;13;30;82
"E16   Outr transt da secrecao pancreatica interna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"E27   Outr transt da gland supra-renal";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E43   Desnutric proteico-calorica grave NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"E46   Desnutric proteico-calorica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;12
"E66   Obesidade";-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;2;-;3;1;4;13
"E77   Disturbios do metabolismo de glicoproteinas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;3
"E83   Disturbios do metabolismo de minerais";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;2
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E86   Deplecao de volume";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"E87   Outr transt equil hidroeletr e acido-basic";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;4
"E88   Outr disturbios metabolicos";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"F01   Demencia vascular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2
"G00   Meningite bacter NCOP";-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;1;-;1;5
"G03   Meningite dev outr causas e a causas NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G04   Encefalite mielite e encefalomielite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"G09   Sequelas doenc inflam sist nerv centr";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6;7
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;6;12;50;71
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"G35   Esclerose mult";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"G36   Outr desmielinizacoes disseminadas agudas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"G40   Epilepsia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;4
"G41   Estado de mal epileptico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2
"G72   Outr miopatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G80   Paralisia cerebral";-;-;-;-;1;1;-;2;-;2;-;-;-;-;-;-;-;-;-;-;6
"G91   Hidrocefalia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"G93   Outr transt do encefalo";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;1;4;8
"G95   Outr doenc da medula espinal";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;3
"G98   Outr transt do sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"I08   Doenc de mult valvas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;3;1;2;4;12;26
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3;6;19;31
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;1;2;3;3;12
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;-;-;-;2;3;5;7;17;22;15;24;48;50;112;305
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3;6;12
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;2;4;4;27;42
"I26   Embolia pulmonar";-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;1;2;1;7;15
"I27   Outr form de doenc cardiaca pulmonar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3
"I33   Endocardite aguda e subaguda";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;1;1;5
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;2;6
"I38   Endocardite de valva NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;4
"I40   Miocardite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"I42   Cardiomiopatias";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;3;1;4;16;27
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3
"I47   Taquicardia paroxistica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;3;16;21
"I49   Outr arritmias cardiacas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;13;17
"I50   Insuf cardiaca";-;-;-;-;-;-;-;-;-;-;2;-;-;-;4;2;5;3;12;39;67
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;3
"I60   Hemorragia subaracnoide";-;-;-;-;-;-;1;-;1;-;2;-;5;2;2;2;5;2;1;5;28
"I61   Hemorragia intracerebral";-;-;-;-;-;-;-;-;-;-;2;1;3;1;6;2;6;5;7;19;52
"I62   Outr hemorragias intracranianas nao-traum";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"I63   Infarto cerebral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;4
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;5;5;15;46;75
"I67   Outr doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;6;9;8;45;72
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;3;6;3;9;48;72
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;4;4;5;5;13;33
"I72   Outr aneurismas";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;3
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I80   Flebite e tromboflebite";-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;2;1;-;3;10
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;5
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I87   Outr transt das veias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"J04   Laringite e traqueite agudas";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J09   Influenza A (H1N1)";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"J15   Pneumonia bacter NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;3;10;18
"J18   Pneumonia p/microorg NE";-;1;1;-;-;-;-;1;-;1;2;3;5;6;6;9;10;24;50;210;329
"J21   Bronquiolite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J40   Bronquite NE como aguda ou cronica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J42   Bronquite cronica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J44   Outr doenc pulmonares obstrutivas cronicas";-;-;-;-;-;-;-;-;-;-;-;-;-;4;2;4;4;5;19;49;87
"J45   Asma";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5;6
"J47   Bronquectasia";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;3
"J69   Pneumonite dev solidos e liquidos";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;6;10
"J70   Afeccoes respirat dev outr agentes externos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J80   Sindr do desconforto respirat do adulto";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;3
"J81   Edema pulmonar NE de outr form";-;-;-;-;-;1;-;-;-;-;-;-;-;3;2;2;-;4;1;8;21
"J84   Outr doenc pulmonares intersticiais";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;3;7;15
"J85   Abscesso do pulmao e do mediastino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
"J94   Outr afeccoes pleurais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J96   Insuf respirat NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"J98   Outr transt respirat";-;-;-;-;-;-;-;1;-;-;-;1;-;2;1;1;3;1;3;16;29
"K25   Ulcera gastrica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;5
"K26   Ulcera duodenal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
"K28   Ulcera gastrojejunal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K29   Gastrite e duodenite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"K40   Hernia inguinal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"K42   Hernia umbilical";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"K43   Hernia ventral";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"K44   Hernia diafragmatica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"K46   Hernia abdominal NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;4
"K50   Doenc de Crohn";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"K51   Colite ulcerativa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"K55   Transt vasculares do intestino";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;2;2;6;8;21
"K56   Ileo paralitico e obstr intestinal s/hernia";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;4;7
"K57   Doenc diverticular do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;3;5;12
"K60   Fissura e fistula das regioes anal e retal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K63   Outr doenc do intestino";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;1;5
"K65   Peritonite";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;2;-;2;8
"K66   Outr transt do peritonio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K70   Doenc alcoolica do figado";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;3
"K72   Insuf hepatica NCOP";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;3
"K74   Fibrose e cirrose hepaticas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;2;3;9
"K75   Outr doenc inflam do figado";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;3
"K76   Outr doenc do figado";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2;4
"K80   Colelitiase";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;1;3;8
"K81   Colecistite";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;5;8
"K83   Outr doenc das vias biliares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
"K85   Pancreatite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3;2;8
"K92   Outr doenc do aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;4;6
"L03   Celulite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;3;6
"L08   Outr infecc localiz pele e tec subcutaneo";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"L13   Outr afeccoes bolhosas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"L51   Eritema polimorfo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"L89   Ulcera de decubito";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;5
"M06   Outr artrites reumatoides";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;3
"M16   Coxartrose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"M17   Gonartrose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"M19   Outr artroses";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"M31   Outr vasculopatias necrotizantes";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"M32   Lupus eritematoso disseminado";-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;3
"M34   Esclerose sistemica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"M62   Outr transt musculares";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;4;7
"M80   Osteoporose c/frat patologica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"M86   Osteomielite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"N04   Sindr nefrotica";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
"N10   Nefrite tubulo-intersticial aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"N12   Nefrite tubulo-intersticial NE aguda cronica";-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;1;-;2;1;10;17
"N17   Insuf renal aguda";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;3;5
"N18   Insuf renal cronica";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;1;1;2;8
"N19   Insuf renal NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;4;6
"N20   Calculose do rim e do ureter";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"N28   Outr transt do rim e do ureter NCOP";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2
