 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Sexo: Fem
Período:2013
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"G04   Encefalite mielite e encefalomielite";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;5;11;18
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;6;60;71
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;5
"G40   Epilepsia";-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;4
"G41   Estado de mal epileptico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"G70   Miastenia gravis outr transt neuromusculares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"G71   Transt prim dos musculos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G80   Paralisia cerebral";-;-;-;2;-;-;1;2;-;-;1;-;-;-;-;-;-;-;-;-;6
"G91   Hidrocefalia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G93   Outr transt do encefalo";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;2;1;1;2;9
"G98   Outr transt do sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"H66   Otite media supurativa e as NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;4
"I06   Doenc reumaticas da valva aortica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I08   Doenc de mult valvas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;4
"I09   Outr doenc reumaticas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;-;3;2;14;24
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;1;2;9;26;42
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;6;9
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;-;-;1;1;2;2;7;16;19;22;32;24;42;93;261
"I22   Infarto do miocardio recorrente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;2;6
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;-;-;-;1;1;2;4;1;4;4;7;12;30;66
"I26   Embolia pulmonar";-;-;-;-;-;-;-;-;-;-;1;-;2;3;1;1;1;2;-;8;19
"I27   Outr form de doenc cardiaca pulmonar";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;1;-;-;4
"I30   Pericardite aguda";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"I31   Outr doenc do pericardio";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"I33   Endocardite aguda e subaguda";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;-;1;2;8
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;4;8
"I36   Transt nao-reumaticos da valva tricuspide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I38   Endocardite de valva NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;5
"I42   Cardiomiopatias";-;-;-;-;-;-;-;-;-;1;1;1;1;-;1;1;-;4;2;14;26
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;1;7;7;19
"I49   Outr arritmias cardiacas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;3;15;20
"I50   Insuf cardiaca";-;-;-;-;-;-;-;1;-;-;-;1;1;2;3;3;2;6;5;26;50
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"I60   Hemorragia subaracnoide";-;-;-;-;1;-;-;1;-;-;-;1;1;1;5;4;2;1;3;2;22
"I61   Hemorragia intracerebral";-;-;-;-;-;-;-;-;-;1;-;1;5;5;2;2;10;6;5;15;52
"I62   Outr hemorragias intracranianas nao-traum";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;3
"I63   Infarto cerebral";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;4;6
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;1;4;2;13;40;65
"I67   Outr doenc cerebrovasculares";-;-;-;-;-;-;1;1;-;-;1;1;-;4;2;8;3;7;10;42;80
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;3;4;10;50;72
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;5
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;-;-;-;-;1;1;-;2;2;2;1;1;7;13;30
"I72   Outr aneurismas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;4;8
"I74   Embolia e trombose arteriais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;4
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;7;9
"I80   Flebite e tromboflebite";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;7;10
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"J09   Influenza A (H1N1)";-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;1;-;-;5
"J10   Influenza dev outro virus influenza ident";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J11   Influenza dev virus nao identificado";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;3
"J15   Pneumonia bacter NCOP";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;3;10;17
"J18   Pneumonia p/microorg NE";-;-;2;-;1;-;1;-;-;-;3;4;4;5;12;17;16;19;30;187;301
"J21   Bronquiolite aguda";-;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;6
"J40   Bronquite NE como aguda ou cronica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"J43   Enfisema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;5
"J44   Outr doenc pulmonares obstrutivas cronicas";-;-;-;-;-;-;-;-;-;-;-;-;1;2;4;8;11;10;27;41;104
"J45   Asma";-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;4;8
"J46   Estado de mal asmatico";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"J69   Pneumonite dev solidos e liquidos";-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2;13;17
"J80   Sindr do desconforto respirat do adulto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"J81   Edema pulmonar NE de outr form";-;-;-;-;-;1;-;-;1;2;-;-;1;3;3;2;2;3;4;18;40
"J84   Outr doenc pulmonares intersticiais";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;3;-;3;7;17
"J86   Piotorax";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;3
"J90   Derrame pleural NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"J93   Pneumotorax";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
"J96   Insuf respirat NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"J98   Outr transt respirat";-;-;-;2;-;-;-;-;-;-;-;1;-;-;1;-;-;1;2;11;18
"K22   Outr doenc do esofago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"K25   Ulcera gastrica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"K26   Ulcera duodenal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"K27   Ulcera peptica de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2
"K29   Gastrite e duodenite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"K31   Outr doenc do estomago e do duodeno";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"K35   Apendicite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"K36   Outr form de apendicite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K43   Hernia ventral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"K46   Hernia abdominal NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;3
"K51   Colite ulcerativa";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"K55   Transt vasculares do intestino";-;-;-;-;-;-;-;-;-;1;-;1;2;-;1;3;1;2;3;11;25
"K56   Ileo paralitico e obstr intestinal s/hernia";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;1;1;5;10
"K57   Doenc diverticular do intestino";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;1;-;4
"K63   Outr doenc do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;-;1;1;7
"K65   Peritonite";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;2;1;3;9
"K66   Outr transt do peritonio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;3
"K70   Doenc alcoolica do figado";-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;-;1;-;1;-;6
"K71   Doenc hepatica toxica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"K72   Insuf hepatica NCOP";-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;2;6
"K73   Hepatite cronica NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"K74   Fibrose e cirrose hepaticas";-;-;-;-;-;-;-;-;-;-;2;-;-;2;1;3;1;2;1;4;16
"K75   Outr doenc inflam do figado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;3
"K76   Outr doenc do figado";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;1;-;4
"K80   Colelitiase";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2;-;2;6
"K81   Colecistite";-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;2;2;1;2;5;15
"K83   Outr doenc das vias biliares";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;3
"K85   Pancreatite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;5;7
"K86   Outr doenc do pancreas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"K92   Outr doenc do aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;4;7
"L03   Celulite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2
"L12   Penfigoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
