 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Sexo: Fem
Período:2014
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"C91   Leucemia linfoide";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;4;6
"C92   Leucemia mieloide";-;-;-;-;-;1;-;-;-;1;1;-;2;2;-;-;1;2;-;3;13
"C95   Leucemia de tipo celular NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"D33   Neopl benig encef e out part sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"D45   Policitemia vera";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"D46   Sindr mielodisplasicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5;6
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;3
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"D57   Transt falciformes";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;3
"D61   Outr anemias aplasticas";-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"D64   Outr anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"D68   Outr defeitos da coagulacao";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2
"D69   Purpura e outr afeccoes hemorragicas";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"D70   Agranulocitose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"D73   Doenc do baco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;3
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;-;-;-;2;1;1;1;3;3;1;3;7;22
"E12   Diabetes mellitus relac c/a desnutr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"E14   Diabetes mellitus NE";-;-;-;-;-;-;-;-;1;-;2;1;-;2;1;11;9;7;13;38;85
"E16   Outr transt da secrecao pancreatica interna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"E46   Desnutric proteico-calorica NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;14;18
"E66   Obesidade";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;3;1;1;-;8
"E72   Outr disturbios metabolismo de aminoacidos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;5
"E84   Fibrose cistica";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"E86   Deplecao de volume";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"E87   Outr transt equil hidroeletr e acido-basic";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;3;5
"E88   Outr disturbios metabolicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G00   Meningite bacter NCOP";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;3
"G04   Encefalite mielite e encefalomielite";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;2
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;-;4
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;19;23
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;5;13;96;116
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;17;21
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G40   Epilepsia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
"G41   Estado de mal epileptico";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"G62   Outr polineuropatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"G71   Transt prim dos musculos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G72   Outr miopatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G80   Paralisia cerebral";-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"G90   Transt do sist nervoso autonomo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"G91   Hidrocefalia";-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"G93   Outr transt do encefalo";-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2;-;2;1;1;8
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"I08   Doenc de mult valvas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I09   Outr doenc reumaticas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;2;2;3;19;29
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;1;3;24;32
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;-;1;-;1;2;-;1;1;-;-;-;7;13
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;-;-;-;-;4;4;7;10;14;17;32;44;47;114;293
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;4
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;5;6;8;7;28;58
"I26   Embolia pulmonar";-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;5;2;4;3;9;26
"I27   Outr form de doenc cardiaca pulmonar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
"I31   Outr doenc do pericardio";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;2
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;2;5
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;6;11
"I40   Miocardite aguda";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"I42   Cardiomiopatias";-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;2;5;7;20;37
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;4;14;22
"I49   Outr arritmias cardiacas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;9;14
"I50   Insuf cardiaca";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;5;3;6;40;56
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;4
"I60   Hemorragia subaracnoide";-;-;-;-;-;-;1;-;-;1;-;3;-;2;1;3;3;1;1;1;17
"I61   Hemorragia intracerebral";-;-;-;-;-;-;-;-;-;-;1;1;2;4;5;5;5;1;5;13;42
"I62   Outr hemorragias intracranianas nao-traum";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;3
"I63   Infarto cerebral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;3;10;11;40;66
"I67   Outr doenc cerebrovasculares";-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;4;2;8;14;34;65
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;6;6;4;36;56
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;4;3;6;7;10;34
"I72   Outr aneurismas";-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;-;-;4
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"I74   Embolia e trombose arteriais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;3
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5;6
"I80   Flebite e tromboflebite";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;1;4
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"J09   Influenza A (H1N1)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"J15   Pneumonia bacter NCOP";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;3;1;1;22;30
"J18   Pneumonia p/microorg NE";-;-;-;1;-;-;-;1;-;1;3;3;3;3;6;14;20;19;24;222;320
"J21   Bronquiolite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"J22   Infecc agudas NE das vias aereas infer";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
"J39   Outr doenc das vias aereas super";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"J40   Bronquite NE como aguda ou cronica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J42   Bronquite cronica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J43   Enfisema";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;4;8
"J44   Outr doenc pulmonares obstrutivas cronicas";-;-;-;-;-;-;-;-;-;-;1;-;2;3;5;7;13;13;15;36;95
"J45   Asma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J46   Estado de mal asmatico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;3
"J47   Bronquectasia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"J69   Pneumonite dev solidos e liquidos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;18;21
"J81   Edema pulmonar NE de outr form";-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;2;2;1;3;12;23
"J84   Outr doenc pulmonares intersticiais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;4;6;14
"J86   Piotorax";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J90   Derrame pleural NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;3
"J96   Insuf respirat NCOP";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;2;5
"J98   Outr transt respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;1;14;20
"K21   Doenc de refluxo gastroesofagico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"K22   Outr doenc do esofago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K25   Ulcera gastrica";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;3;-;8
"K26   Ulcera duodenal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
"K27   Ulcera peptica de localiz NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"K28   Ulcera gastrojejunal";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"K29   Gastrite e duodenite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K35   Apendicite aguda";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2
"K40   Hernia inguinal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"K42   Hernia umbilical";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2
"K43   Hernia ventral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K46   Hernia abdominal NE";-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;2;-;1;-;3;8
"K51   Colite ulcerativa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"K52   Outr gastroenterites e colites nao-infecc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"K55   Transt vasculares do intestino";-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;3;2;3;2;7;19
"K56   Ileo paralitico e obstr intestinal s/hernia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;9;14
"K57   Doenc diverticular do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;4
"K63   Outr doenc do intestino";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;-;-;1;3;8
"K65   Peritonite";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;3;6
"K66   Outr transt do peritonio";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;3
"K70   Doenc alcoolica do figado";-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;4
"K72   Insuf hepatica NCOP";-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;1;-;4
"K74   Fibrose e cirrose hepaticas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;7;4;2;4;5;7;30
"K75   Outr doenc inflam do figado";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"K76   Outr doenc do figado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"K80   Colelitiase";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;2;6
"K81   Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;4;9
"K82   Outr doenc da vesicula biliar";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"K83   Outr doenc das vias biliares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;2;7
"K85   Pancreatite aguda";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;1;3;8
"K92   Outr doenc do aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;6;10
"L03   Celulite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;3;6
"L08   Outr infecc localiz pele e tec subcutaneo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2
"L12   Penfigoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"L89   Ulcera de decubito";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;6;9
"L98   Outr afeccoes da pele e tec subcutaneo NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"M06   Outr artrites reumatoides";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
"M16   Coxartrose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2
"M30   Poliarterite nodosa e afeccoes correlatas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"M31   Outr vasculopatias necrotizantes";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"M32   Lupus eritematoso disseminado";-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;-;-;-;-;-;4
"M33   Dermatopoliomiosite";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"M35   Outr afeccoes sistemicas do tec conjuntivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"M46   Outr espondilopatias inflam";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"M51   Outr transt de discos intervertebrais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
"M62   Outr transt musculares";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2
"M72   Transt fibroblasticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
